Source Name	Characteristics [Organism_Part]	Term Source REF	Comment [Source]	Provider	Material Type	Term Source REF	Characteristics [Organism]	Term Source REF	Protocol REF	Sample Name	Protocol REF	Parameter Value [Amplification]	Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Comment[TCGA UNC Note]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Comment[TCGA UNC Note]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Comment[TCGA UNC Note]
TCGA-A3-3308-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-A3-3308-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	f9a25b08-0619-46f7-8234-d6b3f0120e31	TCGA-A3-3308-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	US82800149_251976011565_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	US82800149_251976011565_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	US82800149_251976011565_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	US82800149_251976011565_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	US82800149_251976011565_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3308-01A-01R-0864-07	US82800149_251976011565_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-A3-3325-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-A3-3325-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	6683dc73-6101-4fb3-9702-38d561a8c822	TCGA-A3-3325-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	US82800149_251976011576_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	US82800149_251976011576_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	US82800149_251976011576_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	US82800149_251976011576_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	US82800149_251976011576_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3325-01A-01R-0864-07	US82800149_251976011576_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-AK-3443-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-AK-3443-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	4eb2b6dc-84c7-4262-a883-1b6c75a5eb14	TCGA-AK-3443-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	US82800149_251976011563_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	US82800149_251976011563_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	US82800149_251976011563_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	US82800149_251976011563_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	US82800149_251976011563_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AK-3443-01A-01R-0864-07	US82800149_251976011563_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-A3-3316-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-A3-3316-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	bbe4d7f0-1ed9-4d58-9b59-c71d144f73ab	TCGA-A3-3316-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	US82800149_251976011580_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	US82800149_251976011580_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	US82800149_251976011580_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	US82800149_251976011580_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	US82800149_251976011580_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3316-01A-01R-0864-07	US82800149_251976011580_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-A3-3336-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-A3-3336-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	b1a69652-4129-49b6-af73-45367a1deef4	TCGA-A3-3336-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	US82800149_251976011567_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	US82800149_251976011567_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	US82800149_251976011567_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	US82800149_251976011567_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	US82800149_251976011567_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3336-01A-01R-0864-07	US82800149_251976011567_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-07-0249-20A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-07-0249-20A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	b5ef805a-6fd6-4269-a4ab-ce50d65f427f	TCGA-07-0249-20A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	US82800149_251976011564_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	US82800149_251976011564_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	US82800149_251976011564_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	US82800149_251976011564_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	US82800149_251976011564_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-07-0249-20A-01R-0864-07	US82800149_251976011564_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-AK-3453-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-AK-3453-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	029eb538-0298-4f8e-9251-fd89d4bce961	TCGA-AK-3453-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	US82800149_251976011579_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	US82800149_251976011579_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	US82800149_251976011579_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	US82800149_251976011579_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	US82800149_251976011579_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AK-3453-01A-01R-0864-07	US82800149_251976011579_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-AS-3777-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-AS-3777-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	5358b794-b2db-4965-b87d-66c072ff6703	TCGA-AS-3777-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	US82800149_251976011585_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	US82800149_251976011585_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	US82800149_251976011585_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	US82800149_251976011585_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	US82800149_251976011585_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AS-3777-01A-01R-0864-07	US82800149_251976011585_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
TCGA-A3-3374-01A-01R-0864-07	Kidney	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-A3-3374-01A-01R-0864-07	tgen.org:nucleic_acid_extraction:clin:01	none	6ee8cd1e-4a7e-4a08-a70e-00db2672f2b4	TCGA-A3-3374-01A-01R-0864-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-A3-3374-01A-01R-0864-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A3-3374-01A-01R-0864-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A3-3374-01A-01R-0864-07	US82800149_251976011568_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_1.1.0.0	->	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A3-3374-01A-01R-0864-07	US82800149_251976011568_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_2.1.0.0	->	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A3-3374-01A-01R-0864-07	US82800149_251976011568_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_KIRC.AgilentG4502A_07_3.Level_3.1.0.0	->
