Extract Name	Comment [TCGA Barcode]	Material Type	Protocol REF	Assay Name	Protocol REF	Assay Name	Protocol REF	Assay Name	Comment [NCBI SRA Experiment Accession]	Annotation REF	Protocol REF	Data Transformation Name	Derived Data File REF	Comment [Genome reference]	Comment [NCBI dbGAP Experiment Accession]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Protocol REF	Data Transformation Name	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
7ee68b4e-e81d-438d-97b2-d89fe7405a74	TCGA-B2-3924-01B-03R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 consensus_RNA	UNCID_2279025.7ee68b4e-e81d-438d-97b2-d89fe7405a74.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 gene_expression	unc.edu.7ee68b4e-e81d-438d-97b2-d89fe7405a74.2279496.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
7ee68b4e-e81d-438d-97b2-d89fe7405a74	TCGA-B2-3924-01B-03R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 consensus_RNA	UNCID_2279025.7ee68b4e-e81d-438d-97b2-d89fe7405a74.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_TotalRNASeqV2:3	7ee68b4e-e81d-438d-97b2-d89fe7405a74 gene_expression	unc.edu.7ee68b4e-e81d-438d-97b2-d89fe7405a74.2279497.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
5f7fa5f2-7ba5-47ba-8748-68caf2d08950	TCGA-B2-5633-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 consensus_RNA	UNCID_2278969.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 gene_expression	unc.edu.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.2279395.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
5f7fa5f2-7ba5-47ba-8748-68caf2d08950	TCGA-B2-5633-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 consensus_RNA	UNCID_2278969.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 gene_expression	unc.edu.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.2279394.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
5f7fa5f2-7ba5-47ba-8748-68caf2d08950	TCGA-B2-5633-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 consensus_RNA	UNCID_2278969.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 gene_expression	unc.edu.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.2317200.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
5f7fa5f2-7ba5-47ba-8748-68caf2d08950	TCGA-B2-5633-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 consensus_RNA	UNCID_2278969.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 gene_expression	unc.edu.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.2279008.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
5f7fa5f2-7ba5-47ba-8748-68caf2d08950	TCGA-B2-5633-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 consensus_RNA	UNCID_2278969.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 gene_expression	unc.edu.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.2279433.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
5f7fa5f2-7ba5-47ba-8748-68caf2d08950	TCGA-B2-5633-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 consensus_RNA	UNCID_2278969.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_TotalRNASeqV2:3	5f7fa5f2-7ba5-47ba-8748-68caf2d08950 gene_expression	unc.edu.5f7fa5f2-7ba5-47ba-8748-68caf2d08950.2279431.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
406d5669-f183-45eb-9a5c-df6fe081d1fe	TCGA-B2-5635-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe consensus_RNA	UNCID_2278974.406d5669-f183-45eb-9a5c-df6fe081d1fe.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe gene_expression	unc.edu.406d5669-f183-45eb-9a5c-df6fe081d1fe.2279390.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
406d5669-f183-45eb-9a5c-df6fe081d1fe	TCGA-B2-5635-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe consensus_RNA	UNCID_2278974.406d5669-f183-45eb-9a5c-df6fe081d1fe.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe gene_expression	unc.edu.406d5669-f183-45eb-9a5c-df6fe081d1fe.2279389.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
406d5669-f183-45eb-9a5c-df6fe081d1fe	TCGA-B2-5635-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe consensus_RNA	UNCID_2278974.406d5669-f183-45eb-9a5c-df6fe081d1fe.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe gene_expression	unc.edu.406d5669-f183-45eb-9a5c-df6fe081d1fe.2317185.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
406d5669-f183-45eb-9a5c-df6fe081d1fe	TCGA-B2-5635-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe consensus_RNA	UNCID_2278974.406d5669-f183-45eb-9a5c-df6fe081d1fe.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe gene_expression	unc.edu.406d5669-f183-45eb-9a5c-df6fe081d1fe.2279015.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
406d5669-f183-45eb-9a5c-df6fe081d1fe	TCGA-B2-5635-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe consensus_RNA	UNCID_2278974.406d5669-f183-45eb-9a5c-df6fe081d1fe.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe gene_expression	unc.edu.406d5669-f183-45eb-9a5c-df6fe081d1fe.2279432.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
406d5669-f183-45eb-9a5c-df6fe081d1fe	TCGA-B2-5635-01B-04R-A277-07	Total RNA - FFPE	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe consensus_RNA	UNCID_2278974.406d5669-f183-45eb-9a5c-df6fe081d1fe.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_TotalRNASeqV2:3	406d5669-f183-45eb-9a5c-df6fe081d1fe gene_expression	unc.edu.406d5669-f183-45eb-9a5c-df6fe081d1fe.2279434.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
4ad0254b-a6c5-4ff2-94ec-8711210c0820	TCGA-B2-3923-01A-02R-A277-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 consensus_RNA	UNCID_2279380.4ad0254b-a6c5-4ff2-94ec-8711210c0820.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 gene_expression	unc.edu.4ad0254b-a6c5-4ff2-94ec-8711210c0820.2279640.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
4ad0254b-a6c5-4ff2-94ec-8711210c0820	TCGA-B2-3923-01A-02R-A277-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 consensus_RNA	UNCID_2279380.4ad0254b-a6c5-4ff2-94ec-8711210c0820.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 gene_expression	unc.edu.4ad0254b-a6c5-4ff2-94ec-8711210c0820.2279639.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
4ad0254b-a6c5-4ff2-94ec-8711210c0820	TCGA-B2-3923-01A-02R-A277-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 consensus_RNA	UNCID_2279380.4ad0254b-a6c5-4ff2-94ec-8711210c0820.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 gene_expression	unc.edu.4ad0254b-a6c5-4ff2-94ec-8711210c0820.2316997.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
4ad0254b-a6c5-4ff2-94ec-8711210c0820	TCGA-B2-3923-01A-02R-A277-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 consensus_RNA	UNCID_2279380.4ad0254b-a6c5-4ff2-94ec-8711210c0820.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 gene_expression	unc.edu.4ad0254b-a6c5-4ff2-94ec-8711210c0820.2279416.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
4ad0254b-a6c5-4ff2-94ec-8711210c0820	TCGA-B2-3923-01A-02R-A277-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_RNA:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 consensus_RNA	UNCID_2279380.4ad0254b-a6c5-4ff2-94ec-8711210c0820.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_TotalRNASeqV2:3	4ad0254b-a6c5-4ff2-94ec-8711210c0820 gene_expression	unc.edu.4ad0254b-a6c5-4ff2-94ec-8711210c0820.2279650.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_KIRC.IlluminaHiSeq_TotalRNASeqV2.Level_3.1.0.0
