Platform Type	Center	Platform	Level	Sample	Barcode	File Name
TotalRNASeqV2	UNC	IlluminaHiSeq_TotalRNASeqV2	3	TCGA-B2-3923-01	TCGA-B2-3923-01A-02R-A277-07/TCGA-B2-3923-01B-10R-A277-07	unc.edu.f9a8731b-2c45-48b0-b5df-3fe8d4706c12.2296779.rsem.isoforms.results
TotalRNASeqV2	UNC	IlluminaHiSeq_TotalRNASeqV2	3	TCGA-B2-3923-01	TCGA-B2-3923-01A-02R-A277-07/TCGA-B2-3923-01B-10R-A277-07	unc.edu.f9a8731b-2c45-48b0-b5df-3fe8d4706c12.2296795.rsem.isoforms.normalized_results
TotalRNASeqV2	UNC	IlluminaHiSeq_TotalRNASeqV2	3	TCGA-B2-3923-01	TCGA-B2-3923-01A-02R-A277-07/TCGA-B2-3923-01B-10R-A277-07	unc.edu.f9a8731b-2c45-48b0-b5df-3fe8d4706c12.2296798.rsem.genes.normalized_results
TotalRNASeqV2	UNC	IlluminaHiSeq_TotalRNASeqV2	3	TCGA-B2-3923-01	TCGA-B2-3923-01A-02R-A277-07/TCGA-B2-3923-01B-10R-A277-07	unc.edu.f9a8731b-2c45-48b0-b5df-3fe8d4706c12.2317178.bt.exon_quantification.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3306-01	TCGA-A3-3306-01A-01R-0864-07	US82800149_251976011553_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3320-01	TCGA-A3-3320-01A-01R-0864-07	US82800149_251976011554_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3331-01	TCGA-A3-3331-01A-01R-0864-07	US82800149_251976011555_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3365-01	TCGA-A3-3365-01A-01R-0864-07	US82800149_251976011556_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3440-01	TCGA-AK-3440-01A-01R-0864-07	US82800149_251976011557_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AS-3778-01	TCGA-AS-3778-01A-01R-0864-07	US82800149_251976011558_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3307-01	TCGA-A3-3307-01A-01R-0864-07	US82800149_251976011559_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3322-01	TCGA-A3-3322-01A-01R-0864-07	US82800149_251976011560_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3335-01	TCGA-A3-3335-01A-01R-0864-07	US82800149_251976011561_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3372-01	TCGA-A3-3372-01A-01R-0864-07	US82800149_251976011562_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3443-01	TCGA-AK-3443-01A-01R-0864-07	US82800149_251976011563_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3308-01	TCGA-A3-3308-01A-01R-0864-07	US82800149_251976011565_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3323-01	TCGA-A3-3323-01A-01R-0864-07	US82800149_251976011566_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3336-01	TCGA-A3-3336-01A-01R-0864-07	US82800149_251976011567_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3374-01	TCGA-A3-3374-01A-01R-0864-07	US82800149_251976011568_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3444-01	TCGA-AK-3444-01A-01R-0864-07	US82800149_251976011569_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3311-01	TCGA-A3-3311-01A-01R-0864-07	US82800149_251976011570_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3324-01	TCGA-A3-3324-01A-01R-0864-07	US82800149_251976011571_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3343-01	TCGA-A3-3343-01A-01R-0864-07	US82800149_251976011572_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3378-01	TCGA-A3-3378-01A-01R-0864-07	US82800149_251976011573_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3447-01	TCGA-AK-3447-01A-01R-0864-07	US82800149_251976011574_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3313-01	TCGA-A3-3313-01A-01R-0864-07	US82800149_251976011575_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3325-01	TCGA-A3-3325-01A-01R-0864-07	US82800149_251976011576_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3346-01	TCGA-A3-3346-01A-01R-0864-07	US82800149_251976011577_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3380-01	TCGA-A3-3380-01A-01R-0864-07	US82800149_251976011578_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3453-01	TCGA-AK-3453-01A-01R-0864-07	US82800149_251976011579_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3316-01	TCGA-A3-3316-01A-01R-0864-07	US82800149_251976011580_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3326-01	TCGA-A3-3326-01A-01R-0864-07	US82800149_251976011581_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3329-01	TCGA-A3-3329-01A-01R-0864-07	US82800149_251976011582_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3363-01	TCGA-A3-3363-01A-01R-0864-07	US82800149_251976011583_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3427-01	TCGA-AK-3427-01A-01R-0864-07	US82800149_251976011584_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AS-3777-01	TCGA-AS-3777-01A-01R-0864-07	US82800149_251976011585_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3352-01	TCGA-A3-3352-01A-01R-0864-07	US82800149_251976011619_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3382-01	TCGA-A3-3382-01A-01R-0864-07	US82800149_251976011620_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3455-01	TCGA-AK-3455-01A-01R-0864-07	US82800149_251976011621_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3317-01	TCGA-A3-3317-01A-01R-0864-07	US82800149_251976011622_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3328-01	TCGA-A3-3328-01A-01R-0864-07	US82800149_251976011623_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3359-01	TCGA-A3-3359-01A-01R-0864-07	US82800149_251976011624_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3383-01	TCGA-A3-3383-01A-01R-0864-07	US82800149_251976011625_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3465-01	TCGA-AK-3465-01A-01R-0864-07	US82800149_251976011626_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3319-01	TCGA-A3-3319-01A-01R-0864-07	US82800149_251976011627_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3347-01	TCGA-A3-3347-01A-01R-1188-07	US82800149_251976012266_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B8-4148-01	TCGA-B8-4148-01A-01R-1188-07	US82800149_251976012267_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B8-4619-01	TCGA-B8-4619-01A-01R-1188-07	US82800149_251976012268_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4641-01	TCGA-CJ-4641-01A-01R-1188-07	US82800149_251976012269_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3349-01	TCGA-A3-3349-01A-01R-1188-07	US82800149_251976012270_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3456-01	TCGA-AK-3456-01A-01R-1188-07	US82800149_251976012271_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B8-4151-01	TCGA-B8-4151-01A-01R-1188-07	US82800149_251976012272_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B8-4620-01	TCGA-B8-4620-01A-01R-1188-07	US82800149_251976012273_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4643-01	TCGA-CJ-4643-01A-01R-1188-07	US82800149_251976012274_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3351-01	TCGA-A3-3351-01A-01R-1188-07	US82800149_251976012275_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B2-3923-01	TCGA-B2-3923-01A-01R-1188-07	US82800149_251976012276_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B8-4154-01	TCGA-B8-4154-01A-01R-1188-07	US82800149_251976012277_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4634-01	TCGA-CJ-4634-01A-01R-1188-07	US82800149_251976012278_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4644-01	TCGA-CJ-4644-01A-01R-1188-07	US82800149_251976012279_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-A3-3362-01	TCGA-A3-3362-01A-01R-1188-07	US82800149_251976012280_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B2-3924-01	TCGA-B2-3924-01A-01R-1188-07	US82800149_251976012281_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-BP-4161-01	TCGA-BP-4161-01A-01R-1188-07	US82800149_251976012282_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
