Hybridization REF	TCGA-B8-4619-01A-01R-1188-07
ABR	0.30425
OR9G1	-1.7505
FOXE1	-1.195625
CNGA3	-1.5325
GML	-0.097
CD38	0.151
ZDHHC6	0.829
NEFH	-3.066
CTDSP2	0.3605
PGBD5	-2.25583333333333
CCNY	0.165357142857143
RMND5B	-0.3055
ZNF257	-0.5215
FLJ22167	-1.669125
EXOSC7	-1.7985
ROR2	-2.039375
MAOA	-0.726375
TNNT3	-0.195333333333333
GYPC	-0.808
C7orf33	0.6105
PLIN	0.337333333333333
LOC90826	-0.17925
RNF4	-0.0445
F8A1	0.724833333333333
PLEKHG4	-2.1785
GRB2	-0.34705
HIST1H2AD	0.33875
DUS3L	-1.012
EIF1	0.531
RP5-1077B9.4	-1.50083333333333
FPGT	1.2895
GDF10	-1.8345
COQ9	-0.04275
GCC2	0.688285714285714
RARRES3	3.46525
PLXNA1	-0.3038
KIAA0100	-0.3886
PMF1	0.2735
FNDC1	2.522
HS2ST1	0.0714166666666666
CRELD2	-0.0595
C8G	-1.6525
CD82	-0.868
LIM2	-0.756
UNQ6490	0.5645
MMP16	-0.707
DRD3	0.095
C5orf26	0.3565
C11orf73	-1.0465
PTP4A2	0.141375
OR4M2	0.4285
HPCA	0.1955
SEC14L1	0.296833333333333
CHFR	0.2245
EMILIN1	-0.74325
NDUFS4	-0.018
COL18A1	0.087375
PDZD3	3.0368
C9orf16	-1.121
ERBB2IP	0.503333333333333
EMX2	6.904
FUS	-1.79525
TF	-3.82
CLCN4	1.7605
CXorf56	0.441
C11orf72	0.305
ELAC2	-1.08233333333333
NPR1	-0.2635
ASS1	-3.33366666666667
USP42	0.679375
POLR2J	-0.8325
SEC23IP	0.415166666666667
UQCRC1	-0.49925
LOC729603	-0.1745
C1orf71	-0.399375
POLG	-3.012
ADAM23	-4.794
TFR2	-1.70975
RICTOR	9.99999999999834e-05
MGC39606	0.929
C19orf55	-0.017125
SNAPC1	-1.23616666666667
GNA11	0.30275
CCDC52	-0.6475
FSIP1	1.095
UPF3A	-0.15375
IGSF11	-2.983
LAGE3	-1.68325
CHST6	-3.9955
UNC13B	0.66175
TTLL4	-2.176
ZNF687	0.036875
SDC2	0.7798
COX7A2	-0.52175
LAMB4	-0.6425
FAM24A	0.5905
LRRTM3	-1.65516666666667
GPHB5	-0.73775
OR4C13	0.01
EIF3EIP	-0.0775714285714285
HABP4	0.9925
TMEM125	2.987
CNTN2	-0.489
ASNSD1	-0.184
FUT4	-0.23625
ACF	1.79625
LOC158381	0.407
CDH8	2.0315
AGPS	-0.339166666666667
C4orf18	1.665375
PECI	0.539
UNG	-0.91
GSTP1	-0.4825
DCUN1D5	-1.87433333333333
DKFZP564J0863	-1.133
SLC9A3R1	0.92325
BCDO2	0.316
CHMP7	-0.717625
REM2	-0.651
DNHD1	0.10925
FKBP4	-2.00725
ZNF350	1.439
MGC11102	-0.32825
BST1	3.13025
KISS1R	1.0355
NCR2	-0.103
DEFB125	0.816
UBE2W	0.55325
KRT15	-4.036125
C10orf99	-0.1505
SCN11A	-0.531125
GFI1	0.4955
RDHE2	-1.71966666666667
FHL1	-0.176333333333333
OSGEP	0.112166666666667
GATA1	-3.76316666666667
SMC6	-0.89075
TTTY14	-0.85975
LPIN3	0.87275
RPL4	-1.0789
RBPMS	0.8431
PRPF3	-0.203833333333333
EMR1	-0.3805
SPATA19	-0.1415
XCR1	0.278
IRX3	1.4067
RBM6	0.091
KLF4	1.3776
UNC5CL	3.332
SEBOX	-0.243
BTK	0.38675
KRCC1	0.6775
C6orf27	0.1825
SYTL5	-1.397
PRND	2.823375
LOC653319	0.5155
PIGL	-0.483375
HUS1	-0.522666666666667
SFRS6	0.309416666666667
C17orf77	-2.147
UIMC1	0.403333333333333
FXYD2	4.3012
LOC283152	-0.59175
ZNF667	0.56925
ZCCHC12	-1.89125
TFEC	6.0785
ATP7B	0.5835
POLD2	-2.11033333333333
RG9MTD1	-0.39825
ACOT2	0.544
HIST1H4I	-1.1235
PPARGC1A	2.4456
ETFA	-0.5255
POLRMT	-1.269
ZNF146	-0.533125
MIA2	4.532
KLHL6	1.28416666666667
HOXB5	0.259875
NENF	0.574
CUGBP1	-0.4205
PRSS22	-1.46983333333333
CASC4	1.2733
CUL4B	0.0875999999999999
CENPJ	-1.5341
PITX1	-3.36783333333333
FLJ31033	1.482
CELSR3	-2.34333333333333
ZNF568	0.68625
ITSN1	-0.714333333333333
EHBP1L1	-0.580166666666667
C19orf2	-0.63675
DCTN1	-1.1955
LIN28B	-4.10883333333333
TNKS2	-0.126
C1QBP	-0.893625
CADPS2	1.19125
SRMS	-0.09025
GJA9	-0.261
MGC24975	0.243666666666667
TRIM45	-1.43166666666667
TSP50	0.05225
TCP1	-1.8265
TMED7	0.5887
CMA1	0.112
CENPL	-1.8295
PTCRA	0.4905
FST	-5.0315
VWCE	-1.2355
PAWR	-0.983
ABCC12	0.551833333333333
LDLR	-3.559
ASTN2	0.606
LOC441212	-0.756875
GPATCH8	0.27
TANC2	-1.61933333333333
KIF4A	-3.43675
C18orf18	1.54425
PGM1	-0.923
KIAA0258	0.5205
CPD	-0.62825
SNCAIP	-1.97275
DCT	-4.28783333333333
HLA-DOA	4.72213636363636
OR11L1	0.822
UPK1B	-0.613666666666667
DNAJB4	1.278125
UGT1A8	5.7925
HIST1H4L	-0.6665
PECR	0.0713333333333333
HSPA2	-0.30325
WFIKKN1	-1.1615
SERP1	0.159375
SYDE2	1.30525
TACR2	0.3065
NUP85	-1.29
CD177	-0.682166666666667
LGR5	-2.74166666666667
PIGG	0.01375
PTHR1	1.38183333333333
RAB5A	-0.5249
FLJ13224	0.118
USP9Y	-2.30916666666667
C7orf53	0.6405
LRP1B	-2.11
XAF1	4.2399
ABCG8	-0.204
ANKDD1A	0.102833333333333
DAND5	-2.2105
SPAG6	-0.430833333333333
LINCR	3.39425
ZDHHC22	-1.906125
CCDC60	0.676
THOC7	-1.84266666666667
TCTA	0.5734
OR8K3	0.19775
NY-REN-7	3.0005
B2M	3.46333333333333
C6orf141	-3.16525
LPPR4	-0.733
SQLE	-2.611
SEPHS1	-1.048
BTBD14B	0.286428571428571
PLRG1	-0.053
SPG7	-0.0640000000000001
ZNF614	0.385
PARD6G	1.42016666666667
INPP5B	-1.1403
GRPEL2	-0.077
PPID	-0.6059
TRIM56	0.9305
UBE2J1	-0.232875
IL20RA	-1.74025
LOC387856	0.05225
C1orf107	0.338916666666667
UTS2R	1.20975
C19orf22	-0.5805
SAFB2	0.878125
KIAA0652	-0.5985
KLRG1	0.7595
MS4A8B	-0.184166666666667
FRAG1	-0.121
KIAA1546	0.3435
E2F4	-0.9114
CLEC4M	-0.145666666666667
BTBD14A	-1.1295
KIAA0999	0.7724
GYPA	-3.8615
TAC1	-0.928666666666667
TRAIP	-2.7515
KIAA0232	1.7536
ERCC8	-0.997625
GPX4	1.047625
KIAA0368	0.27875
GPR157	-0.463833333333333
CTAGE4	1.206
C9orf30	-0.555333333333333
OR52A1	-0.1075
HSP90B3P	-0.142
ALG9	-0.7589
BTBD10	0.534
SDK2	-0.44125
BAIAP3	-1.3855
RABGGTB	-0.71
ANKRD40	-0.424
KRT74	0.2565
CALCOCO2	1.2545
SNCA	-3.89025
TMSL8	-3.86625
C2orf53	0.2185
ESRRB	-0.689
ARHGAP26	0.09375
TDRD9	0.925
HRAS	-0.907
KLRC4	-1.5005
JAGN1	-0.506166666666667
BSDC1	0.5135
RNF43	-1.5347
NDUFAF1	-0.00749999999999999
PHF12	0.223
OR1L3	0.58225
FOLR2	2.17783333333333
LYZL6	-0.215833333333333
tcag7.1260	-0.875
WSB1	0.909
PROS1	1.851
OSTN	0.816
PSMB8	2.3975
SOCS4	-0.263375
DDIT4L	6.08875
MAS1	-0.7875
MGC34796	0.6345
CSHL1	0.477333333333333
TBCCD1	-1.14483333333333
ZBTB7C	-0.755
AP2S1	-1.286625
P15RS	-0.6554
VAT1	-0.0331
SHANK3	2.5005
TUFM	-0.924
THEG	-0.786
KRT34	-2.3245
SGSM3	-0.96325
TOMM22	0.087125
SOCS3	0.468833333333333
CPO	-0.0725
POP4	0.357
BHLHB3	4.1755
MALL	1.13225
OR1B1	0.3135
PARK2	1.15116666666667
GPR124	0.783
LCE1E	0.232
RUVBL2	-1.5905
CGRRF1	1.0716
ACPL2	0.65525
WNT10B	-1.771375
BAIAP2L2	2.3715
ISCA1	0.7135
C1orf125	0.513
RPAP1	-1.1835
RAI16	-0.783833333333333
RPL27	-0.1495
NLRP9	0.425
EPN1	0.276
LOC388610	-3.605875
SLC35A1	0.5067
GAL	-4.561
SLC14A2	0.35575
RDH11	-0.128333333333333
FAM138F	-0.8545
AUH	1.32225
FLJ40243	0.00975000000000004
C14orf129	-0.618666666666667
MBD2	-0.516166666666667
ABHD14B	-0.1155
PIGT	-0.241
ALS2CR4	-0.76425
ALAS1	-0.9869
FOXO1	1.43183333333333
CRLF3	-0.3565
C20orf107	0.327
FARS2	-0.30325
CCDC28A	1.44225
NPHP3	0.27
OR13F1	0.299
TSEN54	-1.1185
DEFB106B	-0.508
OR8B4	0.469
STH	1.37225
ZC3H14	-1.0285
CBX2	-0.878
TMEM49	-0.56975
C6orf21	0.3065
FLJ20920	-1.261875
CRTAP	-0.611
DDX50	0.064
STYXL1	-1.07125
BLVRB	-0.542166666666667
LOC147650	0.0913333333333333
MMP24	0.13375
GRID1	1.294
BANF1	-1.0705
CTAGEP	1.09575
HMBS	-2.48025
SLC25A24	-0.240833333333333
C14orf50	-1.303
MRO	1.80666666666667
SLC25A15	-1.85175
FAM84B	0.6849
TDP1	-1.286
C16orf78	0.408
C11orf57	0.158625
RFK	-0.11525
ZFYVE9	-1.322
STCH	-0.9541
WIBG	-0.427
LOC283871	-0.845666666666667
GBA2	-0.2605
NDUFB3	-0.01675
HSD17B13	-0.73
GRIN3A	1.98216666666667
FMNL1	-1.10833333333333
SEPT7	0.203
GNLY	5.553
GRAMD1C	2.45616666666667
ZNF165	-1.141
USP38	0.456
FAM83A	-4.2395
C14orf24	1.0125
ARMCX3	0.96625
ARHGDIB	0.738166666666667
AK1	-0.981875
KIAA1045	-0.15525
DNAJB13	-0.748166666666667
NEU2	1.005
HIST1H4B	-0.609166666666667
FAM20B	-1.2547
HES2	-0.876142857142857
FAM73B	-0.8154
LOC388381	-1.20725
INTS7	-1.43972727272727
AMPH	-0.82125
ZNF775	-0.529125
UCKL1	-0.425
C10orf97	0.23975
C1orf161	-0.62
ALDH1L1	3.367
FLJ39378	-0.4685
SLC23A1	-0.419
RBM4B	-0.27625
THAP4	-0.396833333333333
OGFRL1	0.9785
KIAA0831	0.280125
PPP1R15A	-0.834
C1orf96	-0.879214285714286
C12orf11	-1.173
BMF	-0.306875
MAN1A1	-1.022375
KIAA1600	0.549666666666667
NLGN4X	0.61675
ALOX12	-1.53683333333333
RB1CC1	0.0653
NEIL2	-0.7691
EIF4E	-0.0663636363636364
ABHD5	-1.324
EXOC4	-0.101833333333333
CIP29	-0.419
BATF2	3.528
SLC29A4	-0.20225
HTR4	0.26225
EMB	0.09425
TRAF6	1.30025
LMNB1	-2.44
FAM19A5	-1.402625
SHE	3.3775
PIK3C2B	1.01525
C15orf15	-0.3255
USP15	0.5091
TCEAL2	-0.891
C5orf39	0.201166666666667
PTGER2	-0.1415
SLC31A1	-1.0495625
IFT172	0.13525
ADAM29	-0.594
GFOD1	1.4425
ST7L	0.707833333333333
C15orf26	-3.0465
PKN3	-2.118
CNTD1	-0.689666666666667
COMMD1	0.523125
NTRK2	4.661
FOXN3	1.156625
MFGE8	-0.5212
PFKFB2	0.345333333333333
TAS2R4	0.576
ENTHD1	-0.150833333333333
PRMT5	-1.417375
MGC16384	1.202875
LOC442229	-0.83475
TSKU	-2.7145
KRTCAP3	0.93475
PDLIM1	0.7683
KCNS2	0.00949999999999999
RNF126	-0.212666666666667
CEP63	-0.18075
CLIC4	1.886
hCG_1990170	-1.8855
ACR	1.658
KLK7	-0.979
ALOX5AP	2.962
RIPK3	3.31625
TAS2R9	0.356
C19orf18	1.3585
BIRC6	-0.190642857142857
ZNF16	0.069
RFT1	-2.1005
SLC8A2	-1.06625
TACC1	1.6165
ITGAD	2.7915
SAMHD1	1.90425
SH3PXD2B	-0.9838
EPC2	0.453
C20orf85	-0.280714285714286
ATP13A2	-1.15766666666667
KRT4	0.4
CAPNS1	-0.717
MDM2	0.5085
PCDH20	0.536333333333333
KCNK9	0.743
OR2C1	-0.255
KLHDC3	-1.31916666666667
IPPK	-0.7435
EFHD2	0.966875
GALR3	1.2905
NBEA	1.71483333333333
ABCA6	1.3824
CLDN3	-0.424
AKT2	-0.380285714285714
EGFR	1.671
RBM16	0.31925
ZDHHC3	-0.7881
SLC25A4	0.670833333333333
CYB5B	-1.07883333333333
CPXM1	-2.6695
NDRG1	2.66615384615385
FLJ43826	0.04025
OR5L2	0.335333333333333
FARP2	0.2508
MRPL46	-0.202666666666667
LDHAL6B	0.321
MAPKAPK3	-1.45883333333333
NCAM2	-6.219
PRKD2	-0.550833333333333
ZFP36L1	1.1375
CYSLTR1	0.52675
OR4C3	0.17275
HIST1H2AJ	0.1675
CCNB2	-3.78288888888889
ZNF10	0.759
TMEM175	0.5555
FAM134A	0.4205
TIGD4	0.6155
PCNP	0.39875
MGC39715	-0.76725
LQK1	-0.66125
CREB1	0.4285
TMPRSS3	-1.8475
C4orf32	0.36325
LAT	-0.3745
KCNA3	1.4965
SKIV2L2	-0.54
ROPN1B	-3.8905
tcag7.23	-0.8885
CDT1	-3.56
ZHX2	1.7725
CD28	-1.965
ZNF624	0.499
SEPT2	-0.45225
SOHLH2	-3.10633333333333
MCOLN3	-1.259625
UNQ1945	0.516
MASP2	-1.4155
ZNRF3	0.3039
GPATCH3	-0.4175
AGL	0.493
QRICH2	-0.4695
PSD4	-0.250666666666667
CCNB1IP1	-0.62975
ENPP7	0.13025
OBFC1	0.28325
KCNG3	-3.5585
C14orf79	0.0485
ENPEP	6.7075
SCT	0.2625
SKI	1.141875
SEC61G	-0.95375
CAPN11	-1.284
ATXN7L3	-0.7955
DBNDD1	-1.3855
FAIM	0.36125
ANKRD36	0.8245
GABRP	-1.6035
TACSTD2	-2.95083333333333
EIF3J	-0.96225
PPP2R2A	-0.836
TEKT4	-0.612666666666667
PVALB	-4.25
F10	-3.6135
FAM134C	0.6489
COMP	-1.8425
EFCBP1	-2.9343125
SCLT1	1.4815
TAL1	0.5126
ACSL1	3.04775
ABCC5	-0.2795
ABL1	-0.581888888888889
RBBP7	-0.535
PTPRG	1.48475
NCOR1	0.00349999999999999
SPINK4	-2.97683333333333
TXNRD1	-1.7214
TNRC15	1.052
C9orf138	0.586875
UBE2H	-0.0288333333333333
BRDT	-0.266166666666667
C8orf31	-0.03375
CCNE2	-3.07563636363636
SLC6A8	-0.972875
CALCR	-1.45
PPP1CB	0.55875
ABHD8	-0.68075
ARF5	-1.1721
SLC24A4	2.18075
CCT3	-0.92575
ZNF121	0.391375
SLC3A2	-1.9263
OR13A1	0.358
SLC5A10	3.463
RAD50	0.178375
IER5	0.5785
MTHFD1L	-2.394375
MBTPS2	-0.23425
MVK	-0.380875
NCL	-0.2635
PSMD10	-0.957
MOBP	0.0858571428571429
FLJ32894	-1.168
HRH1	-1.40433333333333
C5orf30	-0.36925
NUDT16L1	0.347
RASGRP3	5.30833333333333
PRKRIP1	-0.0924
CCDC75	0.0325
LOC253970	-0.110666666666667
KIAA1239	0.753333333333333
MED21	-0.54925
SYT11	1.87458333333333
NTSR2	-0.6565
EGFL11	2.856
CXorf59	1.87
OR2A25	0.862
SPTBN2	-3.5005
LRMP	2.48716666666667
RNF111	0.67425
PTH	0.0669999999999999
LOC619208	0.986833333333333
KIAA0895	0.87325
RANBP5	-1.056625
P2RY10	2.6135
NME5	-0.715833333333333
DDX21	-0.45875
LRSAM1	-0.9395
HDAC11	-0.587833333333333
VMO1	2.81275
NOLA2	-1.28283333333333
ADAR	0.258416666666667
MTO1	-0.679833333333333
SF4	-0.685
P2RX1	0.2085
HBM	0.307
EN2	1.6285
C14orf172	-0.50275
TM9SF2	0.0901
INHBE	-1.41433333333333
TCTE3	-0.449916666666667
TOX2	-0.283
CTAGE3	1.426
HBB	4.5285
MED15	-1.20866666666667
CASR	3.623
C6orf66	-1.35716666666667
MTPN	-0.280375
UNC50	0.1505
C21orf33	0.297875
IRF2	1.12225
PGR	-3.38133333333333
GPR84	1.226
CROCCL1	-0.96075
SRPX	-4.8955
BRE	-0.1465
FGF10	0.32575
SDC3	-0.850666666666667
ZRSR1	0.666166666666667
DKFZP434P211	0.11075
SOX6	0.884
RPUSD2	-0.36375
C14orf173	0.32025
MAPK11	0.894
TBC1D22A	0.2125
FAM123A	-1.0335
COL4A6	-4.08783333333333
TOMM70A	-0.0815
NAB1	0.797625
MGC16385	-0.965375
TSPAN18	1.6215
MED31	0.05075
PLG	2.5445
CAPSL	0.093
ZNF532	0.9722
ASB14	0.1165
CA8	-2.297
NUDT16P	1.92233333333333
SLFN11	0.5255
LRRIQ2	-0.43175
NOL7	-0.254333333333333
BRMS1L	-0.51
JARID1A	0.475833333333333
PANK2	-0.28975
ICAM3	-0.13975
MDS1	0.81475
TAF8	-0.47925
RNF139	0.477
ZNF594	0.306333333333333
ADAM8	1.516875
SFTPC	-0.569
MAN2B2	0.15075
RGS12	0.9171875
EIF1AY	-4.76983333333333
LRRIQ1	0.0181666666666667
GPR150	1.271
CCDC21	-2.39783333333333
PRRG3	0.24675
SAA4	-4.108
RAPGEF5	4.81775
ZCCHC2	1.15991666666667
MGC39372	0.136
PPP4R2	-0.663666666666667
CDCA2	-2.19333333333333
OR4D5	-0.133333333333333
PTGFRN	-2.403
SIGLEC5	2.16433333333333
C19orf61	-1.81283333333333
NMUR2	0.086
KIAA1586	-0.6915
DAGLA	0.399666666666667
CHCHD6	-1.43575
GPR32	0.4295
NEUROD6	-0.3935
SLC2A4RG	0.908625
CA5B	0.572
FBXL3	1.42925
MPHOSPH9	-1.28325
HMG2L1	-0.27675
HCN4	0.8395
CEACAM19	0.71725
SH2D4B	0.809833333333334
HFE2	-0.7315
TGM4	-0.306833333333333
LYPD2	0.3
TBC1D15	0.27775
MRPS21	-0.519
NONO	-1.4412
CLEC5A	0.244
ITCH	0.3062
MGAT3	1.334
MBP	0.111875
RPP25	-2.527
SOSTDC1	-0.17425
HRC	0.616
TRIM48	1.2925
TMEM133	2.86775
ECEL1P2	-1.34125
HOXC11	-0.8005
DOK5	-0.26475
HELZ	0.344333333333333
LOC348180	-0.52325
MGC33894	-0.03825
ADRB3	0.185
DMD	0.0753333333333333
PTRH2	-0.631
MPEG1	4.03866666666667
NDUFA12	0.297666666666667
KRTAP2-4	-0.168416666666667
STAMBPL1	-0.04
ADCY2	-2.28933333333333
UNQ6125	1.408
KLHL20	0.810833333333333
SRM	-2.5335
OTC	-0.32975
TMIE	0.3615
SNX8	-0.228
LIPK	-0.276
CHURC1	0.708916666666667
KLC2	0.2725
HDAC1	-0.559833333333333
FAM128A	-0.423
FNDC3B	0.478
MTCP1	0.5275
WFDC10B	-0.2799
PCDHGB3	1.4685
ATRNL1	-3.50355555555556
CAV2	2.19575
MED26	-0.104833333333333
DUS1L	-0.739
CHRM3	-0.227875
NEK9	0.0175
WARS2	-0.74325
TBX22	-1.441
TOMM40	-1.56325
RP6-213H19.1	-2.778
TUBGCP5	-1.36625
IGSF6	5.644
TPPP	2.64366666666667
UNQ6190	-0.0895
GSTM5	0.426375
BTD	-0.816166666666667
PDCD1LG2	0.526166666666667
SNRPB2	-0.558833333333333
ERICH1	0.9865
APOA4	-1.792625
HOXA11	-1.85075
NARG1	-0.184625
MKX	-3.207
RAB28	0.0725714285714285
PKP3	-4.02175
SH3GL2	-3.1635
CTSO	4.37625
RPN2	-0.2459375
IL28RA	0.549833333333333
SFMBT1	0.19775
WDR57	-0.903375
FER1L3	1.24241666666667
HSF5	0.496666666666667
TTC9B	-0.5305
C4BPA	-4.6195
ALB	-4.92091666666667
SORBS3	0.03225
UPF2	0.069
JPH1	-3.0505
AGBL2	2.15275
DOPEY1	1.4625
TERF1	0.220333333333333
KIF22	-1.59116666666667
NINJ1	0.69675
SEC61A2	-0.493916666666667
HIST1H1D	-0.189333333333333
SFXN4	0.029
UCP3	0.8318
ZNF703	-0.023
MYL6B	0.216
TREM1	0.9605
OR52E6	0.4925
CKMT2	-0.3015
HLA-C	3.7015
SLC13A3	-3.38883333333333
TIMP4	-0.465
SLIT2	0.43925
RSF1	-0.195444444444444
LONRF1	-0.133285714285714
MON1A	-0.776666666666667
CACNG6	-1.89566666666667
DPPA4	-5.58683333333333
ZSWIM3	-0.25625
ZNF804A	0.599
CCIN	-0.7415
SLC25A31	-0.443
KCNMB4	-1.09525
RABL5	0.163875
GALNS	-0.4742
STX6	0.44725
HIST1H1C	1.12383333333333
CIDEB	2.1225
CASP4	2.0515
PDK3	-0.89
KCNJ11	-0.353
TPR	-0.523375
ZSCAN20	-0.983
MTX2	-0.07325
HIST1H2BH	0.411
LOC283767	3.223
LYRM7	-0.952388888888889
BRD3	-1.78166666666667
HIST1H2BO	-0.087
MAGEB10	-0.9405
SLC45A1	0.4005
SERPINA3	-3.5238
KIAA0143	1.136
KCNJ16	7.9785
KRT79	-1.65425
FABP2	-2.47966666666667
NUT	-0.663666666666667
ZNF57	-0.48625
FBXL4	-0.3535
CLEC9A	4.2845
UGT8	2.06383333333333
BMP2K	0.695
MAPK4	-4.176
SLC25A23	0.1166
HINT1	0.0697
KRTAP13-1	0.15
SFXN5	-0.4152
CHCHD2	0.0678333333333333
FAM3D	1.5525
NDP	-4.556625
RHOBTB1	1.80383333333333
SLC4A4	5.099625
RPL38	0.04325
HTF9C	-0.8325
AP2A2	-0.1875
ZBTB46	0.095
MAP7D1	-0.452125
AOX1	1.7465
CYR61	1.54558333333333
DTNA	-2.06215384615385
JRKL	1.00675
TMOD3	-0.78975
EEA1	-0.4243
ADCK5	-0.66225
IL1R1	0.0811666666666667
KLK3	0.372428571428571
HRSP12	2.0085
KTN1	-0.06325
LOH11CR2A	-1.2618
RELL2	-1.99125
MAB21L1	-0.60725
C20orf59	-1.36283333333333
PHKB	0.19875
ADAM2	-2.55
TBC1D8B	2.0255
FAM13A1	1.7245
LAPTM4B	-1.97716666666667
LCN8	0.2395
TMEM147	-0.6945
SYT4	1.0385
XPO7	-1.524
C9orf62	1.4125
GPR75	0.863
TRIM5	0.63225
APOC1	0.615666666666667
RNASE4	0.6495
PARD6B	-0.769625
ARID1A	-0.661916666666667
TPD52L3	-0.113
RRAGB	1.43216666666667
RCN2	-1.13316666666667
HIST2H2BE	-0.1976875
STARD7	0.1475
SHMT2	-0.0937499999999999
KIAA1751	-0.193833333333333
MLYCD	1.661875
LOC162632	0.2638
UQCRH	-1.24375
RP11-217H1.1	1.0750625
SDHA	-1.2415
NCLN	-0.9149
ZNF17	0.581166666666667
RCBTB2	1.24775
VEGFB	0.5181
RP4-747L4.3	2.057
COLQ	0.1384
MPN2	-0.332833333333333
DRG2	-1.376
KLRB1	7.55375
ALPK2	4.041
DNASE2B	1.74775
FLJ23834	1.45366666666667
AXUD1	1.259
SAFB	0.0148
NSUN4	-0.48075
RFX2	2.12133333333333
MAPK8IP1	1.36083333333333
FANCD2	-2.32235714285714
ANKZF1	-1.708
C19orf50	-0.58375
DUSP8	1.030125
SENP5	0.400125
NFKBIL2	-1.354
LBR	-0.3045
IGFL1	-0.664
LZTS2	-1.20775
IL2RG	0.971125
CCDC51	-0.95425
KLF3	-0.30325
ANKRD37	0.1715
KCTD14	0.535833333333333
FZR1	-0.69
SLC44A4	-2.2817
ESPL1	-0.93125
GMPR2	-0.3705
TBC1D19	0.548166666666667
ERGIC1	1.375
ERBB4	-2.38555555555556
TSPAN32	0.93175
MAP4	-0.44675
GPHN	0.074
SLC6A2	-0.564
HIVEP1	1.008
DFFB	-0.4204
EIF4EBP2	0.984625
DMRT1	-1.05
HSPB6	-0.936
IER2	-0.562333333333333
AIFM1	0.9015
WWC2	0.944666666666667
MRPL4	-0.9065
FLJ21062	1.37916666666667
EPB41L4A	2.77291666666667
SH2D6	0.236
TAF4B	-0.42125
GAL3ST3	-0.1255
MALT1	0.0831666666666666
RTDR1	2.7425
ARVCF	-0.286625
MEX3B	-3.01483333333333
FBXO16	-3.87975
KIF7	-2.8285
C1QC	4.8295
ZNF783	-0.690833333333333
ZNF85	-0.9925
MMP13	-1.068
KIAA0329	0.592857142857143
RTP3	-0.536
ZBED3	0.15075
CLGN	-5.5195
SLC25A37	-0.94775
hCG_18290	-0.74425
OR5AS1	-0.108
SMARCC2	0.791
FAM109A	-0.331333333333333
CCDC12	-1.19375
USF2	0.2545
DEPDC7	-3.962
C20orf24	-0.718833333333333
JMJD3	1.3605
DSP	-5.161
SLIC1	0.837375
FAM20A	-0.6175
IRF2BP2	1.3085
ZNF230	0.083
