Hybridization REF	TCGA-BP-4163-01A-01R-1188-07
OR10A2	0.63875
CST7	1.64
CIAO1	-0.08325
SELL	1.443375
OR8J3	0.1945
LTBP4	0.1435
SIRT6	-0.203
CCL19	5.46875
PPIL1	-0.859833333333333
GBP7	1.27283333333333
STK17A	-0.2534
ABR	-0.74325
OR9G1	0.6515
FOXE1	-0.535375
CNGA3	-0.957
GML	-0.3525
CD38	-1.45725
ZDHHC6	0.895333333333333
NEFH	-2.18775
CTDSP2	0.0225
PGBD5	-0.922833333333333
CCNY	0.7555
RMND5B	0.353833333333333
ZNF257	-2.879
FLJ22167	-0.079875
EXOSC7	-1.461
ROR2	-0.880375
MAOA	3.595625
TNNT3	0.962166666666667
GYPC	0.2985
C7orf33	1.2455
PLIN	0.4675
LOC90826	-0.275
RNF4	-0.7789
F8A1	0.062
PLEKHG4	-3.15225
GRB2	-0.33095
HIST1H2AD	1.16875
DUS3L	-0.518333333333333
EIF1	-0.093
RP5-1077B9.4	-1.01966666666667
FPGT	2.90075
GDF10	-1.34433333333333
COQ9	0.54975
GCC2	-0.337714285714286
RARRES3	3.444375
PLXNA1	-0.7555
KIAA0100	-1.1419
PMF1	0.75375
FNDC1	2.09925
HS2ST1	0.705166666666667
CRELD2	-0.52275
C8G	-0.4585
CD82	-0.569
LIM2	-1.198
UNQ6490	-0.0575
MMP16	-0.64825
DRD3	0.30675
C5orf26	0.539
C11orf73	0.204625
PTP4A2	-0.373125
OR4M2	0.287
HPCA	-0.716333333333333
SEC14L1	-0.472833333333333
CHFR	-0.458625
EMILIN1	0.332125
NDUFS4	0.91125
COL18A1	-0.562375
PDZD3	2.7382
C9orf16	0.2945
ERBB2IP	0.4095
EMX2	7.40375
FUS	-2.69525
TF	-2.752
CLCN4	0.619333333333333
CXorf56	0.2885
C11orf72	0.427
ELAC2	-1.24008333333333
NPR1	0.547
ASS1	0.102
USP42	-1.0305
POLR2J	0.1155
SEC23IP	0.477833333333333
UQCRC1	-0.00125
LOC729603	-1.07075
C1orf71	-1.084125
POLG	-2.4495
ADAM23	-2.9625
TFR2	0.30675
RICTOR	-0.5514
MGC39606	0.8485
C19orf55	-0.04625
SNAPC1	-0.449166666666667
GNA11	-0.43025
CCDC52	0.593833333333333
FSIP1	0.5325
UPF3A	-1.370625
IGSF11	-1.392
LAGE3	-0.9745
CHST6	-2.9045
UNC13B	-0.38
TTLL4	-1.43625
ZNF687	-0.400125
SDC2	0.2621
COX7A2	0.0095
LAMB4	0.0695
FAM24A	-0.223
LRRTM3	-1.25583333333333
GPHB5	1.25025
OR4C13	-0.0435
EIF3EIP	0.899857142857143
HABP4	-0.557
TMEM125	2.47875
CNTN2	-0.00499999999999999
ASNSD1	-0.0505
FUT4	-0.66525
ACF	-0.89325
LOC158381	0.6315
CDH8	0.51325
AGPS	0.14
C4orf18	2.243875
PECI	0.538
UNG	-1.2325
GSTP1	-1.80325
DCUN1D5	-1.3665
DKFZP564J0863	-0.4365
SLC9A3R1	0.158875
BCDO2	0.051125
CHMP7	-0.459125
REM2	0.8745
DNHD1	-0.701
FKBP4	-1.266375
ZNF350	0.57225
MGC11102	0.350375
BST1	2.886
KISS1R	2.7345
NCR2	0.805
DEFB125	0.0145
UBE2W	2.1515
KRT15	-2.604375
C10orf99	3.2675
SCN11A	-0.02775
GFI1	-1.8535
RDHE2	-0.939833333333333
FHL1	4.24816666666667
OSGEP	-0.622
GATA1	-1.69866666666667
SMC6	-2.08375
TTTY14	-0.7765
LPIN3	0.53825
RPL4	-0.8173
RBPMS	1.2181
PRPF3	-1.47966666666667
EMR1	-0.186
SPATA19	-0.42075
XCR1	0.2215
IRX3	2.3701
RBM6	-2.17825
KLF4	-1.1108
UNC5CL	3.46275
SEBOX	0.5735
BTK	0.248
KRCC1	1.66375
C6orf27	1.4455
SYTL5	-1.3615
PRND	1.203375
LOC653319	-0.609
PIGL	-0.05325
HUS1	0.1305
SFRS6	0.705833333333333
C17orf77	-0.563
UIMC1	0.0486666666666667
FXYD2	5.156
LOC283152	1.914
ZNF667	-0.15925
ZCCHC12	-0.826
TFEC	5.9004
ATP7B	-1.35033333333333
POLD2	-1.157
RG9MTD1	0.67575
ACOT2	-0.4825
HIST1H4I	-0.44175
PPARGC1A	0.6378
ETFA	-0.5777
POLRMT	-1.088
ZNF146	-2.091875
MIA2	4.0195
KLHL6	-0.766333333333333
HOXB5	0.442125
NENF	1.01866666666667
CUGBP1	-0.19125
PRSS22	-0.140166666666667
CASC4	1.9419
CUL4B	0.5748
CENPJ	-2.1479
PITX1	-0.814
FLJ31033	0.808833333333333
CELSR3	-1.944
ZNF568	-0.386
ITSN1	-0.515416666666667
EHBP1L1	-0.422333333333333
C19orf2	-0.4165
DCTN1	-0.8885
LIN28B	-2.67283333333333
TNKS2	-0.25225
C1QBP	-0.626375
CADPS2	0.6765
SRMS	0.57975
GJA9	0.6305
MGC24975	-0.541833333333333
TRIM45	-1.52033333333333
TSP50	-0.40425
TCP1	-1.61725
TMED7	1.2399
CMA1	0.5355
CENPL	-1.41133333333333
PTCRA	1.1655
FST	-3.75175
VWCE	-1.50725
PAWR	0.0285
ABCC12	0.209833333333333
LDLR	-2.5829
ASTN2	1.0377
LOC441212	-0.623
GPATCH8	-0.69175
TANC2	-1.48008333333333
KIF4A	-2.817
C18orf18	0.402
PGM1	-0.249
KIAA0258	1.62925
CPD	-0.347375
SNCAIP	-1.31525
DCT	-2.71483333333333
HLA-DOA	3.62422727272727
OR11L1	1.2685
UPK1B	1.66366666666667
DNAJB4	1.224625
UGT1A8	2.2135
HIST1H4L	0.191
PECR	0.757166666666667
HSPA2	0.37825
WFIKKN1	-1.1145
SERP1	1.044375
SYDE2	-0.637
TACR2	0.2635
NUP85	-1.203
CD177	-0.982833333333334
LGR5	-1.439
PIGG	-0.314333333333333
PTHR1	0.562333333333333
RAB5A	-1.1623
FLJ13224	-0.1105
USP9Y	-1.54166666666667
C7orf53	-2.133
LRP1B	-1.08725
XAF1	1.9037
ABCG8	-0.1525
ANKDD1A	-0.840333333333333
DAND5	-1.677
SPAG6	0.351666666666667
LINCR	1.31975
ZDHHC22	-0.822875
CCDC60	0.5105
THOC7	-1.2415
TCTA	0.7921
OR8K3	0.8425
NY-REN-7	2.33925
B2M	2.4605
C6orf141	-1.85675
LPPR4	0.22925
SQLE	-3.80175
SEPHS1	-0.63475
BTBD14B	0.388071428571429
PLRG1	0.1195
SPG7	-0.7835625
ZNF614	-0.502333333333333
PARD6G	2.048
INPP5B	-0.5189
GRPEL2	0.37475
PPID	-0.7266
TRIM56	-0.94725
UBE2J1	0.366125
IL20RA	-0.18425
LOC387856	-0.089
C1orf107	0.182166666666667
UTS2R	2.6985
C19orf22	-0.58975
SAFB2	-0.27925
KIAA0652	-0.088125
KLRG1	0.057
MS4A8B	-0.0436666666666667
FRAG1	-0.28175
KIAA1546	-0.0915
E2F4	-1.0009
CLEC4M	0.535333333333333
BTBD14A	-1.01225
KIAA0999	0.3733
GYPA	-3.10266666666667
TAC1	-0.0326
TRAIP	-2.2065
KIAA0232	0.1271
ERCC8	-1.34375
GPX4	1.47225
KIAA0368	-1.105125
GPR157	-0.652
CTAGE4	0.7375
C9orf30	0.205
OR52A1	1.2145
HSP90B3P	-0.476
ALG9	-0.1796
BTBD10	1.13425
SDK2	0.28125
BAIAP3	-1.10975
RABGGTB	-0.809625
ANKRD40	-0.171666666666667
KRT74	0.71
CALCOCO2	0.573214285714286
SNCA	-1.906
TMSL8	-1.382375
C2orf53	0.8915
ESRRB	-0.1315
ARHGAP26	-0.107625
TDRD9	-2.0045
HRAS	-0.460333333333333
KLRC4	-1.399
JAGN1	0.176
BSDC1	-0.309
RNF43	-2.1736
NDUFAF1	0.08825
PHF12	-0.25175
OR1L3	0.6435
FOLR2	4.3165
LYZL6	0.135166666666667
tcag7.1260	-0.156
WSB1	-1.31966666666667
PROS1	2.5907
OSTN	0.7275
PSMB8	2.3265
SOCS4	-0.47375
DDIT4L	3.528
MAS1	-1.8645
MGC34796	0.35775
CSHL1	0.308
TBCCD1	-0.0865
ZBTB7C	-0.4235
AP2S1	0.033125
P15RS	0.1133
VAT1	-0.2474
SHANK3	1.74783333333333
TUFM	-0.190166666666667
THEG	-0.52175
KRT34	-1.3215
SGSM3	-0.943875
TOMM22	0.9875
SOCS3	0.1705
CPO	1.467
POP4	1.0775
BHLHB3	3.4905
MALL	-0.03875
OR1B1	0.7575
PARK2	0.457333333333333
GPR124	-0.3645
LCE1E	0.816
RUVBL2	-0.75525
CGRRF1	0.696
ACPL2	1.04775
WNT10B	-1.493625
BAIAP2L2	0.608125
ISCA1	2.135
C1orf125	-0.33825
RPAP1	-1.198
RAI16	-0.727
RPL27	0.889375
NLRP9	1.1805
EPN1	0.1825
LOC388610	-1.23575
SLC35A1	0.913
GAL	-2.9565
SLC14A2	0.54675
RDH11	-1.00483333333333
FAM138F	0.6565
AUH	1.185
FLJ40243	0.24725
C14orf129	0.246666666666667
MBD2	-0.679833333333333
ABHD14B	-0.5215
PIGT	-0.62725
ALS2CR4	-0.334875
ALAS1	-0.913
FOXO1	0.710333333333333
CRLF3	-0.00112499999999998
C20orf107	-1.475
FARS2	0.68125
CCDC28A	1.9225
NPHP3	0.157
OR13F1	0.2745
TSEN54	-1.039
DEFB106B	-0.0426
OR8B4	0.441
STH	-0.743
ZC3H14	-0.88325
CBX2	-1.3835
TMEM49	-1.3975
C6orf21	0.923
FLJ20920	-1.33575
CRTAP	-0.185071428571429
DDX50	0.0235
STYXL1	-0.5075
BLVRB	0.340333333333333
LOC147650	-0.682
MMP24	0.3425
GRID1	0.687666666666667
BANF1	-0.436333333333333
CTAGEP	0.388
HMBS	-2.29375
SLC25A24	-0.429
C14orf50	0.63675
MRO	2.799
SLC25A15	-1.9305
FAM84B	0.3064
TDP1	-1.68
C16orf78	0.5075
C11orf57	0.72025
RFK	0.79575
ZFYVE9	-0.9815
STCH	-0.5094
WIBG	0.252
LOC283871	-0.945
GBA2	-1.1282
NDUFB3	0.35125
HSD17B13	-0.64225
GRIN3A	1.053
FMNL1	-0.990666666666667
SEPT7	0.1287
GNLY	3.88
GRAMD1C	3.23216666666667
ZNF165	-0.682
USP38	0.3595
FAM83A	-2.3585
C14orf24	-0.158833333333333
ARMCX3	0.36925
ARHGDIB	0.429166666666667
AK1	-0.588375
KIAA1045	-0.571
DNAJB13	0.790833333333333
NEU2	-0.224
HIST1H4B	0.0158333333333333
FAM20B	-0.6413
HES2	0.767214285714286
FAM73B	-0.8385
LOC388381	-0.151
INTS7	-0.918727272727273
AMPH	-0.3155
ZNF775	0.54425
UCKL1	-1.11033333333333
C10orf97	0.754
C1orf161	0.279
ALDH1L1	4.27925
FLJ39378	-0.516625
SLC23A1	1.6295
RBM4B	-0.35
THAP4	0.234333333333333
OGFRL1	1.7125
KIAA0831	-0.506
PPP1R15A	-1.04683333333333
C1orf96	-0.288142857142857
C12orf11	-0.35525
BMF	0.040625
MAN1A1	-1.0095
KIAA1600	0.575
NLGN4X	-0.39425
ALOX12	-0.977
RB1CC1	0.3466
NEIL2	0.00220000000000001
EIF4E	-0.112045454545455
ABHD5	-0.726
EXOC4	0.00933333333333333
CIP29	-0.0948333333333333
BATF2	2.10525
SLC29A4	-0.370125
HTR4	-0.2475
EMB	0.08625
TRAF6	1.14475
LMNB1	-2.29
FAM19A5	0.207125
SHE	1.97725
PIK3C2B	-0.315
C15orf15	0.9189
USP15	0.5836
TCEAL2	1.69425
C5orf39	-0.0956666666666667
PTGER2	-0.62475
SLC31A1	-0.5674375
IFT172	-0.6285
ADAM29	-0.04475
GFOD1	-1.2115
ST7L	0.787
C15orf26	-3.0805
PKN3	-1.45275
CNTD1	0.114333333333333
COMMD1	1.27275
NTRK2	3.09508333333333
FOXN3	-0.20275
MFGE8	-0.3926
PFKFB2	0.190166666666667
TAS2R4	0.414
ENTHD1	0.3395
PRMT5	-1.251375
MGC16384	0.04425
LOC442229	-0.0195
TSKU	-0.315375
KRTCAP3	1.60725
PDLIM1	1.302
KCNS2	0.3425
RNF126	-0.426833333333333
CEP63	-0.400375
CLIC4	1.358125
hCG_1990170	5.119
ACR	1.3978
KLK7	-0.3715
ALOX5AP	5.36775
RIPK3	3.0265
TAS2R9	1.548
C19orf18	-0.897
BIRC6	-0.612428571428571
ZNF16	0.4795
RFT1	-1.0855
SLC8A2	-0.96375
TACC1	0.7565
ITGAD	2.25975
SAMHD1	2.273
SH3PXD2B	-0.6867
EPC2	0.55825
C20orf85	0.114
ATP13A2	-0.0175
KRT4	1.0205
CAPNS1	-0.5615
MDM2	1.47258333333333
PCDH20	1.525
KCNK9	0.69
OR2C1	-0.176
KLHDC3	-0.3235
IPPK	-1.301
EFHD2	0.200125
GALR3	2.75675
NBEA	-0.166833333333333
ABCA6	1.2703
CLDN3	0.00533333333333333
AKT2	-0.300142857142857
EGFR	0.4537
RBM16	0.5205
ZDHHC3	-0.0489
SLC25A4	0.25
CYB5B	-0.851166666666667
CPXM1	-1.25475
NDRG1	1.73169230769231
FLJ43826	0.0815
OR5L2	-0.0896666666666667
FARP2	-0.2093
MRPL46	0.65875
LDHAL6B	0.0483333333333333
MAPKAPK3	-0.349166666666667
NCAM2	-3.50525
PRKD2	-0.583666666666667
ZFP36L1	1.2528
CYSLTR1	1.0535
OR4C3	0.555
HIST1H2AJ	0.9915
CCNB2	-3.25355555555556
ZNF10	-0.564375
TMEM175	1.563
FAM134A	0.5795
TIGD4	0.8165
PCNP	0.66525
MGC39715	-0.618
LQK1	-1.43375
CREB1	0.1079
TMPRSS3	-1.477
C4orf32	0.5375
LAT	-1.35166666666667
KCNA3	0.889
SKIV2L2	-0.4335
ROPN1B	-3.353
tcag7.23	0.2245
CDT1	-2.498625
ZHX2	1.535125
CD28	-2.3595
ZNF624	0.77125
SEPT2	-0.112166666666667
SOHLH2	-0.566
MCOLN3	-1.52314285714286
UNQ1945	1.71
MASP2	-0.7255
ZNRF3	-0.1743
GPATCH3	-0.61825
AGL	0.183875
QRICH2	-0.229
PSD4	-0.340166666666667
CCNB1IP1	-1.0665
ENPP7	0.1085
OBFC1	0.5855
KCNG3	-2.47833333333333
C14orf79	-0.169333333333333
ENPEP	6.20716666666667
SCT	0.327
SKI	0.967125
SEC61G	-0.719
CAPN11	0.5315
ATXN7L3	-1.16675
DBNDD1	-0.4535
FAIM	0.49375
ANKRD36	-0.6495
GABRP	-0.463333333333333
TACSTD2	-2.054
EIF3J	-0.739
PPP2R2A	-0.02575
TEKT4	0.181333333333333
PVALB	-2.517
F10	-0.0563333333333333
FAM134C	0.4411
COMP	0.26175
EFCBP1	-1.7198125
SCLT1	1.624375
TAL1	-0.7658
ACSL1	2.7795
ABCC5	-0.537
ABL1	-0.746611111111111
RBBP7	-0.727666666666667
PTPRG	0.665625
NCOR1	-0.7574
SPINK4	-1.98016666666667
TXNRD1	-1.0889
TNRC15	0.573125
C9orf138	0.71175
UBE2H	0.719833333333333
BRDT	0.0501666666666667
C8orf31	0.07325
CCNE2	-2.54881818181818
SLC6A8	-0.56275
CALCR	-2.44125
PPP1CB	1.06058333333333
ABHD8	-0.1385
ARF5	-0.4486
SLC24A4	0.6355
CCT3	-1.273
ZNF121	-0.622875
SLC3A2	-1.863
OR13A1	0.9805
SLC5A10	3.64975
RAD50	0.262625
IER5	0.6305
MTHFD1L	-1.01925
MBTPS2	0.20325
MVK	1.592375
NCL	-1.0735
PSMD10	-0.46225
MOBP	0.353375
FLJ32894	0.471
HRH1	1.31083333333333
C5orf30	-1.833
NUDT16L1	1.154
RASGRP3	5.06766666666667
PRKRIP1	-0.2189
CCDC75	0.8675
LOC253970	0.00750000000000002
KIAA1239	-0.46175
MED21	0.18475
SYT11	1.26658333333333
NTSR2	0.029
EGFL11	0.07
CXorf59	0.5035
OR2A25	0.59525
SPTBN2	-1.059
LRMP	0.439333333333333
RNF111	0.93725
PTH	0.0565
LOC619208	1.97066666666667
KIAA0895	-0.546
RANBP5	-0.45075
P2RY10	0.737166666666667
NME5	5.634
DDX21	-1.84725
LRSAM1	-0.9965
HDAC11	-0.611
VMO1	3.50325
NOLA2	0.346666666666667
ADAR	-0.9335
MTO1	-0.695666666666667
SF4	-0.130833333333333
P2RX1	-0.432166666666667
HBM	1.556
EN2	2.828
C14orf172	-0.28475
TM9SF2	0.0405
INHBE	-1.14216666666667
TCTE3	-0.06825
TOX2	-2.0405
CTAGE3	0.45725
HBB	6.1982
MED15	-1.24366666666667
CASR	1.59
C6orf66	-0.9205
MTPN	-0.204
UNC50	-0.107
C21orf33	0.313625
IRF2	1.201625
PGR	-2.40483333333333
GPR84	3.4415
CROCCL1	-3.38775
SRPX	-1.9435
BRE	0.924166666666667
FGF10	0.59775
SDC3	-0.244833333333333
ZRSR1	-1.0845
DKFZP434P211	-0.263875
SOX6	0.318
RPUSD2	-0.88675
C14orf173	-0.116083333333333
MAPK11	0.677166666666667
TBC1D22A	0.8995
FAM123A	-0.4075
COL4A6	-3.487
TOMM70A	1.2055
NAB1	0.849
MGC16385	-0.9455
TSPAN18	2.10633333333333
MED31	0.58525
PLG	0.37625
CAPSL	1.4795
ZNF532	0.2982
ASB14	-0.54925
CA8	-2.8015
NUDT16P	2.641
SLFN11	0.866
LRRIQ2	-0.2145
NOL7	-0.110833333333333
BRMS1L	-0.7505
JARID1A	0.2955
PANK2	-0.43725
ICAM3	0.50875
MDS1	-0.20725
TAF8	-0.398
RNF139	0.904
ZNF594	-1.50883333333333
ADAM8	0.561875
SFTPC	0.218
MAN2B2	-0.125875
RGS12	0.538125
EIF1AY	-3.9385
LRRIQ1	0.219166666666667
GPR150	2.59
CCDC21	-1.58166666666667
PRRG3	0.47775
SAA4	-1.68725
RAPGEF5	2.87475
ZCCHC2	-0.420666666666667
MGC39372	-0.4135
PPP4R2	-0.958666666666667
CDCA2	-1.28583333333333
OR4D5	0.3705
PTGFRN	-0.2093
SIGLEC5	2.536
C19orf61	-0.953833333333333
NMUR2	0.3845
KIAA1586	0.189833333333333
DAGLA	-1.47983333333333
CHCHD6	0.11475
GPR32	0.7315
NEUROD6	0.2215
SLC2A4RG	0.4614375
CA5B	0.16
FBXL3	2.063
MPHOSPH9	-0.557
HMG2L1	-0.078
HCN4	1.59916666666667
CEACAM19	-0.7475
SH2D4B	0.539833333333333
HFE2	-0.2115
TGM4	0.678333333333333
LYPD2	0.53375
TBC1D15	1.05625
MRPS21	0.0436
NONO	-1.3585
CLEC5A	2.08
ITCH	0.2027
MGAT3	-0.233333333333333
MBP	0.38225
RPP25	-1.471
SOSTDC1	-0.50225
HRC	0.4565
TRIM48	-1.6615
TMEM133	2.33575
ECEL1P2	-1.234
HOXC11	-1.071
DOK5	2.126
HELZ	0.0848333333333334
LOC348180	0.01975
MGC33894	1.13
ADRB3	0.717
DMD	1.41625
PTRH2	-0.86875
MPEG1	3.8075
NDUFA12	0.902666666666667
KRTAP2-4	0.625583333333333
STAMBPL1	0.767333333333333
ADCY2	-1.5055
UNQ6125	-0.082
KLHL20	0.439166666666667
SRM	-1.19525
OTC	-0.34675
TMIE	0.6305
SNX8	0.8395
LIPK	-0.0565
CHURC1	0.971833333333333
KLC2	0.9035
HDAC1	-1.52733333333333
FAM128A	-0.183166666666667
FNDC3B	1.1875
MTCP1	0.185
WFDC10B	0.4643
PCDHGB3	-0.482
ATRNL1	-1.5501
CAV2	0.7165
MED26	-0.56
DUS1L	-0.294
CHRM3	-1.263375
NEK9	-0.97675
WARS2	0.6515
TBX22	0.0895
TOMM40	-1.23325
RP6-213H19.1	-2.29183333333333
TUBGCP5	-0.85375
IGSF6	6.8185
TPPP	0.346833333333333
UNQ6190	-0.67
GSTM5	2.029375
BTD	-0.651666666666667
PDCD1LG2	-0.507166666666667
SNRPB2	-0.229166666666667
ERICH1	0.203875
APOA4	-0.9375
HOXA11	-1.7135
NARG1	-0.08075
MKX	-0.431
RAB28	-0.0492142857142857
PKP3	-2.747
SH3GL2	1.72075
CTSO	3.53075
RPN2	-0.1165
IL28RA	-0.160833333333333
SFMBT1	-0.358
WDR57	-0.292
FER1L3	0.0976666666666667
HSF5	0.0965
TTC9B	0.5335
C4BPA	-2.93533333333333
ALB	-3.75692857142857
SORBS3	0.454
UPF2	-1.0895
JPH1	-0.2585
AGBL2	0.34325
DOPEY1	1.3255
TERF1	-0.53975
KIF22	-1.014
NINJ1	1.76925
SEC61A2	-1.52625
HIST1H1D	0.63
SFXN4	-0.335625
UCP3	0.487
ZNF703	0.887833333333333
MYL6B	0.39875
TREM1	2.72325
OR52E6	0.1325
CKMT2	0.09975
HLA-C	3.045375
SLC13A3	-1.49833333333333
TIMP4	0.88375
SLIT2	0.8825
RSF1	-0.450666666666667
LONRF1	-0.710714285714286
MON1A	-0.725833333333333
CACNG6	-0.298166666666667
DPPA4	-3.84433333333333
ZSWIM3	0.50425
ZNF804A	0.462
CCIN	0.286
SLC25A31	0.614
KCNMB4	0.94825
RABL5	0.981125
GALNS	-0.378
STX6	0.532375
HIST1H1C	0.647166666666667
CIDEB	1.13325
CASP4	0.945333333333333
PDK3	-0.3612
KCNJ11	0.247
TPR	-1.2095
ZSCAN20	-1.3475
MTX2	-0.5735
HIST1H2BH	0.79
LOC283767	0.987
LYRM7	-0.866666666666667
BRD3	-1.58583333333333
HIST1H2BO	0.27525
MAGEB10	0.103
SLC45A1	-0.52375
SERPINA3	-2.11785
KIAA0143	1.044
KCNJ16	8.04433333333333
KRT79	-0.40825
FABP2	-1.43033333333333
NUT	0.08675
ZNF57	-0.43525
FBXL4	0.23325
CLEC9A	1.4845
UGT8	0.742
BMP2K	1.29025
MAPK4	-2.354
SLC25A23	0.0195
HINT1	1.0712
KRTAP13-1	0.121
SFXN5	-0.6728
CHCHD2	0.298833333333333
FAM3D	1.705
NDP	-2.951
RHOBTB1	2.13166666666667
SLC4A4	4.90325
RPL38	0.6115
HTF9C	-0.799333333333333
AP2A2	0.118
ZBTB46	-0.2505
MAP7D1	-1.12675
AOX1	-0.979333333333333
CYR61	0.328166666666667
DTNA	-1.08364285714286
JRKL	0.93875
TMOD3	-0.17025
EEA1	0.2046
ADCK5	-0.44125
IL1R1	1.22366666666667
KLK3	0.985642857142857
HRSP12	1.959
KTN1	-1.01725
LOH11CR2A	1.2178
RELL2	-1.53
MAB21L1	0.14625
C20orf59	-0.620666666666667
PHKB	0.27575
ADAM2	-2.22583333333333
TBC1D8B	2.1285
FAM13A1	0.8490625
LAPTM4B	-2.05758333333333
LCN8	0.107
TMEM147	0.054
SYT4	-0.173833333333333
XPO7	-1.5705
C9orf62	3.054
GPR75	-0.134
TRIM5	0.676125
APOC1	2.15966666666667
RNASE4	0.703833333333333
PARD6B	-0.018625
ARID1A	-1.16783333333333
TPD52L3	0.3698
RRAGB	1.6715
RCN2	-1.35
HIST2H2BE	-0.4220625
STARD7	-0.19025
SHMT2	0.70625
KIAA1751	-0.015
MLYCD	1.233875
LOC162632	-1.0379
UQCRH	-1.00625
RP11-217H1.1	1.340375
SDHA	-1.72966666666667
NCLN	-0.3737
ZNF17	0.515333333333333
RCBTB2	0.7705
VEGFB	0.5028
RP4-747L4.3	1.263
COLQ	-0.4341
MPN2	-0.4525
DRG2	-0.6215
KLRB1	7.144
ALPK2	2.20425
DNASE2B	3.08625
FLJ23834	-0.503833333333333
AXUD1	-0.4985
SAFB	-0.3916
NSUN4	0.46
RFX2	0.2585
MAPK8IP1	-0.491333333333333
FANCD2	-2.27778571428571
ANKZF1	-1.57933333333333
C19orf50	-0.82975
DUSP8	-0.294
SENP5	0.490625
NFKBIL2	-0.3175
LBR	-0.458375
IGFL1	-0.081
LZTS2	-1.153
IL2RG	-0.191
CCDC51	0.229
KLF3	0.174375
ANKRD37	1.1405
KCTD14	0.0641666666666667
FZR1	0.0655833333333333
SLC44A4	0.0408
ESPL1	-0.752625
GMPR2	-1.0265
TBC1D19	1.03066666666667
ERGIC1	1.51748148148148
ERBB4	-0.8517
TSPAN32	0.538916666666667
MAP4	-0.672125
GPHN	-1.5775
SLC6A2	0.328375
HIVEP1	-0.17925
DFFB	-1.2863
EIF4EBP2	1.236875
DMRT1	-0.0955
HSPB6	0.07525
IER2	-0.9225
AIFM1	-0.3505
WWC2	0.352583333333333
MRPL4	-0.27375
FLJ21062	0.2995
EPB41L4A	2.39191666666667
SH2D6	-0.2195
TAF4B	-1.00475
GAL3ST3	0.43
MALT1	0.0575
RTDR1	5.07725
ARVCF	-0.737125
MEX3B	-1.555
FBXO16	1.146
KIF7	-2.083
C1QC	6.15483333333333
ZNF783	-1.5295
ZNF85	-1.00725
MMP13	-1.131
KIAA0329	-0.74575
RTP3	2.1025
ZBED3	-0.57775
CLGN	-3.3775
SLC25A37	-1.41020833333333
hCG_18290	0.0375
OR5AS1	-0.1615
SMARCC2	0.873666666666667
FAM109A	0.203166666666667
CCDC12	-0.97975
USF2	0.2867
DEPDC7	-0.02575
C20orf24	-0.3455
JMJD3	-1.3345
DSP	-1.08857142857143
SLIC1	1.071125
FAM20A	1.670375
IRF2BP2	-0.478375
ZNF230	-0.417
MSN	0.25
SLC9A5	-1.0675
EPDR1	-0.2803
MUSK	0.0301666666666666
ZNF434	0.168333333333333
