Hybridization REF	TCGA-CJ-4641-01A-01R-1188-07
NDUFAF1	0.3825
PHF12	-0.1725
OR1L3	0.21425
FOLR2	3.63758333333333
LYZL6	0.182333333333333
tcag7.1260	-0.6685
WSB1	-0.260333333333333
PROS1	2.2183
OSTN	0.3245
PSMB8	2.255
SOCS4	-1.238125
DDIT4L	3.00125
MAS1	-0.679
MGC34796	1.27275
CSHL1	0.502833333333333
TBCCD1	-0.158
ZBTB7C	0.143
AP2S1	-0.875375
P15RS	-0.7092
VAT1	-0.456
SHANK3	1.82833333333333
TUFM	-0.599666666666667
THEG	-0.06075
KRT34	-2.269
SGSM3	-0.3775
TOMM22	0.164875
SOCS3	1.48183333333333
CPO	1.9475
POP4	0.503
BHLHB3	2.6785
MALL	2.496
OR1B1	-0.4375
PARK2	0.987833333333333
GPR124	0.809875
LCE1E	-0.141
RUVBL2	-1.07325
CGRRF1	-0.1879
ACPL2	-0.513
WNT10B	-1.231
BAIAP2L2	1.793
ISCA1	0.816
C1orf125	0.44375
RPAP1	-0.91725
RAI16	0.0775
RPL27	-0.5655
NLRP9	-0.7
EPN1	0.6815
LOC388610	-1.900125
SLC35A1	0.2245
GAL	-4.57775
SLC14A2	0.40575
RDH11	-0.683833333333333
FAM138F	-0.3805
AUH	0.7965
FLJ40243	0.5155
C14orf129	-0.279666666666667
MBD2	-0.256833333333333
ABHD14B	0.41825
PIGT	-0.000625000000000028
ALS2CR4	-1.048375
ALAS1	-0.0332
FOXO1	0.9695
CRLF3	-0.11325
C20orf107	-0.3755
FARS2	0.59925
CCDC28A	1.77
NPHP3	0.01825
OR13F1	0.57
TSEN54	-0.78625
DEFB106B	0.1418
OR8B4	-0.024
STH	-0.32025
ZC3H14	-1.1495
CBX2	-0.2075
TMEM49	-0.6335
C6orf21	0.49
FLJ20920	-0.734
CRTAP	-0.0328571428571428
DDX50	-0.15625
STYXL1	-0.4635
BLVRB	-0.880666666666666
LOC147650	-0.703833333333333
MMP24	0.374
GRID1	1.36183333333333
BANF1	-0.615166666666667
CTAGEP	1.03675
HMBS	-1.856
SLC25A24	-0.852166666666667
C14orf50	-0.1275
MRO	0.462833333333333
SLC25A15	-1.296
FAM84B	0.5486
TDP1	-1.002
C16orf78	0.314
C11orf57	0.381875
RFK	0.369875
ZFYVE9	-0.90675
STCH	-0.9706
WIBG	0.09825
LOC283871	-0.727666666666667
GBA2	0.1142
NDUFB3	0.04825
HSD17B13	-0.3785
GRIN3A	3.0575
FMNL1	0.5605
SEPT7	-0.1264
GNLY	5.1615
GRAMD1C	1.8745
ZNF165	-0.72825
USP38	0.63525
FAM83A	-3.98466666666667
C14orf24	0.5395
ARMCX3	0.628625
ARHGDIB	1.1365
AK1	-0.7725
KIAA1045	0.52475
DNAJB13	-0.0765
NEU2	-0.179
HIST1H4B	-1.12783333333333
FAM20B	-1.0426
HES2	0.681785714285714
FAM73B	-0.7224
LOC388381	-0.38875
INTS7	-1.19472727272727
AMPH	-0.8315
ZNF775	-0.0105
UCKL1	-1.30366666666667
C10orf97	-0.356
C1orf161	0.13975
ALDH1L1	3.10275
FLJ39378	-0.320375
SLC23A1	3.6165
RBM4B	-0.244
THAP4	0.0341666666666667
OGFRL1	0.736
KIAA0831	-0.491375
PPP1R15A	-0.1075
C1orf96	-0.503214285714286
C12orf11	-1.731
BMF	1.248375
MAN1A1	-0.50775
KIAA1600	0.884833333333333
NLGN4X	-0.56075
ALOX12	-1.85066666666667
RB1CC1	0.2426
NEIL2	-0.0688
EIF4E	-0.419681818181818
ABHD5	-0.65475
EXOC4	-0.210666666666667
CIP29	-0.415333333333333
BATF2	2.76975
SLC29A4	0.010375
HTR4	0.36325
EMB	0.21125
TRAF6	0.3405
LMNB1	-3.14925
FAM19A5	0.025
SHE	2.24525
PIK3C2B	0.6165
C15orf15	-0.6414
USP15	-0.0246
TCEAL2	0.44025
C5orf39	0.439166666666667
PTGER2	-0.0715
SLC31A1	-0.00450000000000001
IFT172	0.412
ADAM29	0.49525
GFOD1	-0.11875
ST7L	0.5065
C15orf26	-3.56375
PKN3	-1.6625
CNTD1	-0.604166666666667
COMMD1	0.298375
NTRK2	2.91508333333333
FOXN3	0.45925
MFGE8	-0.6715
PFKFB2	0.262
TAS2R4	-0.32475
ENTHD1	0.8225
PRMT5	-1.802375
MGC16384	0.016
LOC442229	-1.09225
TSKU	0.228375
KRTCAP3	2.436875
PDLIM1	1.0821
KCNS2	0.752
RNF126	-0.0878333333333333
CEP63	0.05125
CLIC4	1.276625
hCG_1990170	4.49425
ACR	1.6236
KLK7	0.24025
ALOX5AP	4.40275
RIPK3	3.5065
TAS2R9	-0.2195
C19orf18	-0.327
BIRC6	0.234928571428571
ZNF16	0.154
RFT1	-0.86625
SLC8A2	-1.44975
TACC1	0.750875
ITGAD	2.672
SAMHD1	2.06375
SH3PXD2B	-0.6798
EPC2	0.89075
C20orf85	0.271375
ATP13A2	-0.477
KRT4	0.253125
CAPNS1	0.0455
MDM2	0.173166666666667
PCDH20	2.46225
KCNK9	1.7875
OR2C1	0.944
KLHDC3	-0.4215
IPPK	-0.7015
EFHD2	0.728875
GALR3	1.63475
NBEA	0.881333333333333
ABCA6	2.4575
CLDN3	0.787833333333333
AKT2	-0.810928571428571
EGFR	0.3271
RBM16	0.17375
ZDHHC3	-0.272
SLC25A4	0.6805
CYB5B	-0.3295
CPXM1	-1.705
NDRG1	2.92753846153846
FLJ43826	0.17325
OR5L2	-0.41
FARP2	-0.1228
MRPL46	-0.3035
LDHAL6B	0.513666666666667
MAPKAPK3	-0.5475
NCAM2	-5.2905
PRKD2	0.332333333333333
ZFP36L1	1.0035
CYSLTR1	0.85225
OR4C3	0.55925
HIST1H2AJ	-0.305
CCNB2	-3.445
ZNF10	-0.3755
TMEM175	0.965
FAM134A	1.04766666666667
TIGD4	0.19
PCNP	-0.13975
MGC39715	0.897
LQK1	-0.02475
CREB1	-0.0856
TMPRSS3	-0.37825
C4orf32	-0.174625
LAT	0.516333333333333
KCNA3	0.3085
SKIV2L2	-0.9205
ROPN1B	-4.767
tcag7.23	-0.589
CDT1	-3.152
ZHX2	1.558625
CD28	-1.062
ZNF624	0.3385
SEPT2	-0.238333333333333
SOHLH2	-2.57175
MCOLN3	-1.455125
UNQ1945	1.014
MASP2	-0.5295
ZNRF3	-0.1884
GPATCH3	-0.54325
AGL	0.22325
QRICH2	-0.61
PSD4	0.928
CCNB1IP1	-2.43875
ENPP7	2.11125
OBFC1	-0.05175
KCNG3	-3.153
C14orf79	-0.555916666666667
ENPEP	6.59733333333333
SCT	0.4345
SKI	1.102
SEC61G	-0.69775
CAPN11	0.116
ATXN7L3	-0.632
DBNDD1	-0.374
FAIM	0.13425
ANKRD36	-0.5125
GABRP	0.314166666666667
TACSTD2	-2.01333333333333
EIF3J	-0.66425
PPP2R2A	-0.61975
TEKT4	-0.00516666666666667
PVALB	-3.46016666666667
F10	0.9995
FAM134C	0.8289
COMP	1.532125
EFCBP1	-2.5545
SCLT1	1.130125
TAL1	-1.0624
ACSL1	2.111
ABCC5	-0.528833333333333
ABL1	-0.744611111111111
RBBP7	-0.602
PTPRG	-0.59825
NCOR1	0.3718
SPINK4	-2.68683333333333
TXNRD1	-1.553
TNRC15	1.401125
C9orf138	1.37475
UBE2H	0.8605
BRDT	-0.262
C8orf31	-0.03
CCNE2	-2.95781818181818
SLC6A8	-0.881
CALCR	-2.96075
PPP1CB	0.619583333333333
ABHD8	-0.4425
ARF5	-0.3467
SLC24A4	1.19325
CCT3	-0.8805
ZNF121	-0.480375
SLC3A2	-1.0994
OR13A1	0.331
SLC5A10	4.341
RAD50	0.171125
IER5	0.591375
MTHFD1L	-1.606
MBTPS2	-0.30725
MVK	1.448375
NCL	-0.5638
PSMD10	-0.57325
MOBP	0.4975
FLJ32894	1.806
HRH1	0.635833333333333
C5orf30	-1.25525
NUDT16L1	0.5262
RASGRP3	5.37
PRKRIP1	-0.5824
CCDC75	1.06675
LOC253970	-0.552
KIAA1239	0.4365
MED21	-0.97625
SYT11	1.9485
NTSR2	-0.369
EGFL11	0.5405
CXorf59	0.279
OR2A25	0.3705
SPTBN2	-1.521
LRMP	1.16033333333333
RNF111	-0.02925
PTH	0.0515
LOC619208	0.319833333333333
KIAA0895	-0.857
RANBP5	-1.34675
P2RY10	3.10383333333333
NME5	5.12783333333333
DDX21	-1.2085
LRSAM1	-0.0955
HDAC11	-0.3595
VMO1	2.3175
NOLA2	-0.3935
ADAR	0.23275
MTO1	-0.553833333333333
SF4	0.490666666666667
P2RX1	0.809833333333333
HBM	0.522
EN2	1.441
C14orf172	-0.14925
TM9SF2	-0.0943
INHBE	-1.06966666666667
TCTE3	0.0278333333333334
TOX2	-0.9325
CTAGE3	1.145
HBB	5.327
MED15	-0.3325
CASR	0.80875
C6orf66	-1.05016666666667
MTPN	0.481625
UNC50	-0.238
C21orf33	0.64775
IRF2	1.702375
PGR	-2.53766666666667
GPR84	3.77325
CROCCL1	-1.6335
SRPX	-2.49875
BRE	0.942166666666667
FGF10	0.667
SDC3	0.369833333333333
ZRSR1	0.902166666666667
DKFZP434P211	0.557625
SOX6	0.5885
RPUSD2	-0.456
C14orf173	-0.262
MAPK11	-0.0266666666666667
TBC1D22A	1.087
FAM123A	-1.033
COL4A6	-3.8245
TOMM70A	0.91475
NAB1	0.41375
MGC16385	-0.665375
TSPAN18	2.92983333333333
MED31	-0.52975
PLG	4.73325
CAPSL	1.118
ZNF532	0.5735
ASB14	0.02325
CA8	-3.81375
NUDT16P	2.17183333333333
SLFN11	-0.095
LRRIQ2	-0.814375
NOL7	-0.247666666666667
BRMS1L	-1.3765
JARID1A	0.536833333333333
PANK2	-0.575
ICAM3	0.2095
MDS1	-0.265
TAF8	-0.4915
RNF139	0.34175
ZNF594	-0.582333333333333
ADAM8	2.429
SFTPC	-0.079875
MAN2B2	1.319875
RGS12	1.2755625
EIF1AY	-5.03966666666667
LRRIQ1	0.0446666666666667
GPR150	1.8275
CCDC21	-2.3065
PRRG3	0.1465
SAA4	-3.0955
RAPGEF5	2.198625
ZCCHC2	-0.0211666666666667
MGC39372	0.123
PPP4R2	-1.27133333333333
CDCA2	-1.2765
OR4D5	0.261
PTGFRN	0.0312
SIGLEC5	1.848
C19orf61	-0.670833333333333
NMUR2	-0.3
KIAA1586	-0.644666666666667
DAGLA	-0.191333333333333
CHCHD6	-1.15325
GPR32	-0.256
NEUROD6	0.274333333333333
SLC2A4RG	0.5735
CA5B	0.17175
FBXL3	1.12425
MPHOSPH9	-1.36075
HMG2L1	-0.8635
HCN4	1.17016666666667
CEACAM19	0.15525
SH2D4B	1.05033333333333
HFE2	-1.0225
TGM4	0.351166666666667
LYPD2	0.02425
TBC1D15	0.18
MRPS21	0.0791
NONO	-1.2635
CLEC5A	2.621
ITCH	-0.0998000000000001
MGAT3	0.0208333333333333
MBP	0.3895
RPP25	-1.31925
SOSTDC1	-2.088
HRC	-0.067
TRIM48	1.2715
TMEM133	2.05225
ECEL1P2	-1.5805
HOXC11	-0.817
DOK5	0.0695
HELZ	0.3235
LOC348180	-1.00225
MGC33894	0.485
ADRB3	-0.132
DMD	0.393
PTRH2	-0.78975
MPEG1	4.26516666666667
NDUFA12	0.241
KRTAP2-4	0.31375
STAMBPL1	-0.02
ADCY2	-0.675833333333333
UNQ6125	0.3675
KLHL20	0.675333333333333
SRM	-1.28175
OTC	-0.387
TMIE	1.33716666666667
SNX8	-0.02525
LIPK	0.0525
CHURC1	-0.44175
KLC2	0.436666666666667
HDAC1	-1.02733333333333
FAM128A	-0.0733333333333333
FNDC3B	0.9354
MTCP1	0.809833333333333
WFDC10B	0.3841
PCDHGB3	0.3705
ATRNL1	-1.9537
CAV2	2.13
MED26	-0.132333333333333
DUS1L	0.08225
CHRM3	-0.65925
NEK9	0.08825
WARS2	-0.20475
TBX22	0.576
TOMM40	-0.77625
RP6-213H19.1	-1.99966666666667
TUBGCP5	-0.861
IGSF6	6.36775
TPPP	2.25866666666667
UNQ6190	0.3275
GSTM5	0.934
BTD	0.136166666666667
PDCD1LG2	0.8965
SNRPB2	-0.494333333333333
ERICH1	0.655125
APOA4	-1.479375
HOXA11	-2.20975
NARG1	-0.6485
MKX	-0.81525
RAB28	-0.510857142857143
PKP3	-2.30175
SH3GL2	3.75325
CTSO	4.324
RPN2	0.177625
IL28RA	-0.119666666666667
SFMBT1	-0.095
WDR57	-1.204
FER1L3	1.39875
HSF5	0.0376666666666667
TTC9B	-0.37925
C4BPA	-3.9145
ALB	-4.73763636363636
SORBS3	0.55775
UPF2	-0.064
JPH1	-0.658
AGBL2	1.06625
DOPEY1	1.768
TERF1	-0.0658333333333333
KIF22	-1.50333333333333
NINJ1	1.799
SEC61A2	-0.83175
HIST1H1D	-0.603333333333333
SFXN4	0.2165
UCP3	0.5487
ZNF703	0.306166666666667
MYL6B	-0.62875
TREM1	1.88775
OR52E6	0.444
CKMT2	0.87225
HLA-C	3.325125
SLC13A3	2.37683333333333
TIMP4	-2.3605
SLIT2	1.64975
RSF1	-0.0900555555555556
LONRF1	-1.40685714285714
MON1A	-0.79
CACNG6	-0.873666666666667
DPPA4	-5.56633333333333
ZSWIM3	-0.2945
ZNF804A	0.886666666666667
CCIN	0.41575
SLC25A31	0.491
KCNMB4	1.5135
RABL5	0.563625
GALNS	-0.2945
STX6	0.874375
HIST1H1C	-0.8225
CIDEB	2.26525
CASP4	1.6025
PDK3	-0.6157
KCNJ11	-0.2895
TPR	-0.174
ZSCAN20	-1.4095
MTX2	-0.40575
HIST1H2BH	-0.627
LOC283767	2.76025
LYRM7	-0.496777777777778
BRD3	-0.526833333333333
HIST1H2BO	-1.068
MAGEB10	0.671
SLC45A1	0.28125
SERPINA3	-2.5222
KIAA0143	1.26575
KCNJ16	7.62266666666667
KRT79	-0.94925
FABP2	-0.672
NUT	-0.114
ZNF57	-0.5825
FBXL4	0.00862500000000001
CLEC9A	3.405
UGT8	2.3525
BMP2K	0.976
MAPK4	-3.24975
SLC25A23	0.2399
HINT1	0.8127
KRTAP13-1	-0.629
SFXN5	-0.1563
CHCHD2	0.00741666666666665
FAM3D	1.389
NDP	-3.747625
RHOBTB1	1.96966666666667
SLC4A4	5.606625
RPL38	-0.03275
HTF9C	-0.325333333333333
AP2A2	0.63275
ZBTB46	0.2855
MAP7D1	0.014125
AOX1	-1.16083333333333
CYR61	0.898916666666667
DTNA	-0.564285714285714
JRKL	0.56775
TMOD3	-0.1835
EEA1	-0.1909
ADCK5	-0.6335
IL1R1	1.1465
KLK3	0.815214285714286
HRSP12	2.90525
KTN1	-0.49525
LOH11CR2A	0.7008
RELL2	-1.12375
MAB21L1	0.379
C20orf59	-1.22816666666667
PHKB	0.033
ADAM2	-3.042
TBC1D8B	2.08933333333333
FAM13A1	0.813375
LAPTM4B	-2.29758333333333
LCN8	-0.0335
TMEM147	-0.0665
SYT4	0.45125
XPO7	-0.798
C9orf62	1.98325
GPR75	0.588
TRIM5	0.62875
APOC1	2.2255
RNASE4	0.0786666666666667
PARD6B	-1.004875
ARID1A	-0.501916666666667
TPD52L3	0.3482
RRAGB	0.1875
RCN2	-1.84233333333333
HIST2H2BE	-1.8614375
STARD7	-0.216
SHMT2	-0.058
KIAA1751	0.805
MLYCD	1.614625
LOC162632	-0.1591
UQCRH	-1.182
RP11-217H1.1	0.7178125
SDHA	-0.558666666666667
NCLN	-0.4351
ZNF17	0.0551666666666667
RCBTB2	0.348
VEGFB	0.4214
RP4-747L4.3	1.387
COLQ	0.5651
MPN2	-0.795833333333333
DRG2	-0.2335
KLRB1	7.58125
ALPK2	3.464
DNASE2B	1.03025
FLJ23834	0.0666666666666667
AXUD1	0.0575
SAFB	-0.249
NSUN4	-0.57
RFX2	0.0353333333333333
MAPK8IP1	-0.599333333333333
FANCD2	-2.12642857142857
ANKZF1	-0.710166666666667
C19orf50	-0.11625
DUSP8	0.617875
SENP5	-0.562875
NFKBIL2	-1.1735
LBR	-0.46275
IGFL1	0.061
LZTS2	-0.109875
IL2RG	1.869375
CCDC51	-0.81
KLF3	0.14925
ANKRD37	0.99125
KCTD14	-0.2275
FZR1	-0.0958333333333333
SLC44A4	3.8629
ESPL1	-1.4425
GMPR2	-0.8521
TBC1D19	0.168
ERGIC1	1.25011111111111
ERBB4	-1.0655
TSPAN32	1.01691666666667
MAP4	-0.135
GPHN	-1.6345
SLC6A2	0.238
HIVEP1	0.3005
DFFB	-0.8571
EIF4EBP2	0.83025
DMRT1	-0.412
HSPB6	0.2135
IER2	-0.1595
AIFM1	1.4315
WWC2	0.752416666666667
MRPL4	-1.12725
FLJ21062	0.375666666666667
EPB41L4A	2.41091666666667
SH2D6	-0.02125
TAF4B	-1.086
GAL3ST3	0.579
MALT1	0.0726666666666667
RTDR1	4.05875
ARVCF	0.21325
MEX3B	-2.03933333333333
FBXO16	0.736
KIF7	-2.05075
C1QC	4.998
ZNF783	-0.932833333333333
ZNF85	-0.13825
MMP13	-2.1015
KIAA0329	0.1425
RTP3	0.743
ZBED3	0.459
CLGN	-4.86475
SLC25A37	-1.44054166666667
hCG_18290	-0.744
OR5AS1	0.243
SMARCC2	0.909416666666667
FAM109A	-0.0865
CCDC12	-0.375
USF2	0.8249
DEPDC7	0.818
C20orf24	-0.163
JMJD3	0.397
DSP	-0.413857142857143
SLIC1	1.68175
FAM20A	1.131625
IRF2BP2	-0.095625
ZNF230	-0.3025
MSN	0.9025
SLC9A5	-1.882
EPDR1	0.2745
MUSK	0.185333333333333
ZNF434	-0.284833333333333
