Hybridization REF	TCGA-AK-3427-01A-01R-0864-07
C20orf32	-1.4855
CCDC95	0.1575
HIGD1B	6.5595
USP6NL	-0.17
ABCD4	-0.484
DIMT1L	-0.164
TEK	1.30375
SLC25A46	0.90975
LARP7	-1.3249
CD160	0.00983333333333329
MT1JP	-1.57566666666667
PHF20	-1.0578125
CPNE4	-1.4375
GTPBP1	-0.804071428571428
RAB33B	1.5965
ALDOC	-1.955375
ZNF212	-1.2865
NUDT1	-0.662666666666667
RFPL2	-2.99475
ZNF83	0.2175
GDPD5	-1.651875
PDCD4	0.6185
CEP350	-2.25975
OR10A2	0.96875
CST7	0.203
CIAO1	0.65525
SELL	0.8555
OR8J3	0.9975
LTBP4	-0.0610000000000001
SIRT6	0.10625
CCL19	1.2675
PPIL1	-0.101
GBP7	0.245833333333333
STK17A	1.853
ABR	-0.18075
OR9G1	0.2135
FOXE1	0.045875
CNGA3	0.437
GML	0.63
CD38	-3.20925
ZDHHC6	0.632833333333333
NEFH	-3.75375
CTDSP2	-0.964583333333333
PGBD5	-1.46
CCNY	0.176928571428571
RMND5B	1.1215
ZNF257	0.4935
FLJ22167	1.281875
EXOSC7	0.962333333333333
ROR2	-0.3265
MAOA	0.962125
TNNT3	0.491166666666667
GYPC	-1.47225
C7orf33	1.781
PLIN	0.887833333333333
LOC90826	0.52325
RNF4	-0.9186
F8A1	-0.637666666666667
PLEKHG4	-3.45825
GRB2	-0.8603
HIST1H2AD	-0.863
DUS3L	-0.236833333333333
EIF1	0.237166666666667
RP5-1077B9.4	-0.933166666666667
FPGT	1.6965
GDF10	-2.4852
COQ9	2.31675
GCC2	-0.0815
RARRES3	3.9335
PLXNA1	-1.7188
KIAA0100	-1.706
PMF1	0.78925
FNDC1	0.45025
HS2ST1	-0.594583333333333
CRELD2	-0.90225
C8G	-1.027
CD82	-1.39225
LIM2	-0.717
UNQ6490	0.8405
MMP16	-0.00475
DRD3	0.784
C5orf26	1.2025
C11orf73	-0.123625
PTP4A2	-1.325
OR4M2	2.446
HPCA	-0.791666666666667
SEC14L1	-0.740166666666667
CHFR	-1.0975
EMILIN1	-0.388
NDUFS4	1.36625
COL18A1	-1.501875
PDZD3	0.2523
C9orf16	1.00483333333333
ERBB2IP	0.0268333333333333
EMX2	8.11025
FUS	-3.6295
TF	-3.79833333333333
CLCN4	0.770833333333333
CXorf56	0.7645
C11orf72	0.71575
ELAC2	-1.473
NPR1	-1.367
ASS1	-2.7125
USP42	-0.620125
POLR2J	0.787
SEC23IP	0.412
UQCRC1	1.45225
LOC729603	0.1065
C1orf71	-1.491125
POLG	-3.384
ADAM23	-4.09075
TFR2	-0.23
RICTOR	0.5018
MGC39606	3.375
C19orf55	-0.172625
SNAPC1	-0.0668333333333333
GNA11	1.15875
CCDC52	0.413666666666667
FSIP1	0.2235
UPF3A	-1.01625
IGSF11	-1.85
LAGE3	-0.369
CHST6	-4.014
UNC13B	0.16675
TTLL4	-1.954625
ZNF687	-0.8675
SDC2	0.9869
COX7A2	1.91825
LAMB4	3.8515
FAM24A	1.832
LRRTM3	-0.950833333333334
GPHB5	2.0075
OR4C13	-0.0815
EIF3EIP	1.10807142857143
HABP4	0.086
TMEM125	-2.8685
CNTN2	0.343
ASNSD1	0.5405
FUT4	-0.884375
ACF	-2.65025
LOC158381	0.9445
CDH8	-0.265
AGPS	-1.45716666666667
C4orf18	1.515875
PECI	1.14716666666667
UNG	-0.66325
GSTP1	-0.5575
DCUN1D5	-0.922833333333334
DKFZP564J0863	-0.5655
SLC9A3R1	-0.291125
BCDO2	1.8575
CHMP7	-0.128125
REM2	-0.8
DNHD1	-0.73375
FKBP4	-1.554625
ZNF350	1.32475
MGC11102	0.21975
BST1	-0.4075
KISS1R	1.5095
NCR2	0.8475
DEFB125	0.383
UBE2W	1.794625
KRT15	-3.125625
C10orf99	0.369
SCN11A	0.099375
GFI1	-3.4855
RDHE2	-0.6632
FHL1	-1.32583333333333
OSGEP	-0.83
GATA1	-2.55083333333333
SMC6	-2.49775
TTTY14	-0.282
LPIN3	0.8345
RPL4	-0.7362
RBPMS	0.4677
PRPF3	-1.853
EMR1	-1.432
SPATA19	-0.2245
XCR1	0.957
IRX3	-1.0908
RBM6	-1.60575
KLF4	-2.0243
UNC5CL	-0.3985
SEBOX	0.491
BTK	-2.05875
KRCC1	1.72975
C6orf27	0.7845
SYTL5	0.0175
PRND	1.204125
LOC653319	-1.924
PIGL	0.8695
HUS1	1.353
SFRS6	-0.6375
C17orf77	0.0425
UIMC1	-0.313833333333333
FXYD2	5.3426
LOC283152	1.61725
ZNF667	-2.01425
ZCCHC12	-0.738
TFEC	0.9394
ATP7B	-0.307833333333333
POLD2	-1.42833333333333
RG9MTD1	0.4685
ACOT2	-0.195333333333333
HIST1H4I	-0.294375
PPARGC1A	3.5632
ETFA	-0.2984
POLRMT	-0.85075
ZNF146	-2.172875
MIA2	0.4045
KLHL6	-3.357
HOXB5	2.52125
NENF	1.1145
CUGBP1	-1.83425
PRSS22	-0.1835
CASC4	2.3122
CUL4B	0.3149
CENPJ	-2.432
PITX1	-0.8785
FLJ31033	-0.0955
CELSR3	-1.99816666666667
ZNF568	0.74375
ITSN1	-2.13254545454545
EHBP1L1	-1.97583333333333
C19orf2	-0.48375
DCTN1	-0.89375
LIN28B	-4.494
TNKS2	-0.48725
C1QBP	-0.1605
CADPS2	0.28575
SRMS	0.6725
GJA9	1.116
MGC24975	-1.57933333333333
TRIM45	-2.32566666666667
TSP50	0.33
TCP1	-1.74225
TMED7	1.5862
CMA1	-0.3615
CENPL	-1.05483333333333
PTCRA	0.389
FST	-4.64975
VWCE	-3.93325
PAWR	-0.933
ABCC12	0.518
LDLR	-2.492
ASTN2	1.5235
LOC441212	0.305
GPATCH8	-0.4445
TANC2	-1.63091666666667
KIF4A	-3.41975
C18orf18	0.32175
PGM1	-1.10425
KIAA0258	2.493
CPD	0.2775
SNCAIP	-1.4465
DCT	-3.5
HLA-DOA	1.8135
OR11L1	1.2485
UPK1B	0.608333333333333
DNAJB4	0.080375
UGT1A8	0.46925
HIST1H4L	0.879
PECR	1.07183333333333
HSPA2	0.12375
WFIKKN1	-2.4385
SERP1	0.50325
SYDE2	-0.69625
TACR2	0.2305
NUP85	-1.5385
CD177	-0.356333333333333
LGR5	-2.52683333333333
PIGG	-0.668916666666667
PTHR1	-0.267
RAB5A	-0.498
FLJ13224	-0.328
USP9Y	-1.09316666666667
C7orf53	-1.537
LRP1B	-0.720333333333333
XAF1	-0.95
ABCG8	-0.39
ANKDD1A	-1.24
DAND5	-2.45
SPAG6	0.384
LINCR	1.57125
ZDHHC22	-0.574625
CCDC60	1.2425
THOC7	-0.793833333333333
TCTA	1.7423
OR8K3	0.759
NY-REN-7	1.98725
B2M	2.45916666666667
C6orf141	-2.500125
LPPR4	-0.1735
SQLE	-3.413625
SEPHS1	-0.11975
BTBD14B	-0.0638571428571429
PLRG1	0.1455
SPG7	-0.809625
ZNF614	0.764
PARD6G	0.856
INPP5B	-1.7682
GRPEL2	0.47525
PPID	-0.6735
TRIM56	-2.25825
UBE2J1	-0.01
IL20RA	0.54425
LOC387856	-0.2985
C1orf107	-1.0865
UTS2R	1.5105
C19orf22	0.352
SAFB2	-1.261
KIAA0652	-0.12
KLRG1	-1.07516666666667
MS4A8B	0.9614
FRAG1	0.099
KIAA1546	0.0465
E2F4	-1.0216
CLEC4M	0.656
BTBD14A	-1.39725
KIAA0999	-0.1345
GYPA	-3.23933333333333
TAC1	-0.171444444444444
TRAIP	-1.6185
KIAA0232	0.3032
ERCC8	0.798375
GPX4	1.670875
KIAA0368	-0.720875
GPR157	-1.09433333333333
CTAGE4	0.12
C9orf30	-0.277333333333333
OR52A1	1.973
HSP90B3P	-1.548
ALG9	-0.5549
BTBD10	0.70425
SDK2	-0.057
BAIAP3	-1.83925
RABGGTB	-0.63
ANKRD40	-0.262666666666667
KRT74	0.711
CALCOCO2	0.835285714285714
SNCA	-1.42
TMSL8	-2.934
C2orf53	0.552
ESRRB	0.32375
ARHGAP26	-1.512125
TDRD9	-2.8635
HRAS	-0.479666666666667
KLRC4	-0.493
JAGN1	0.1715
BSDC1	-0.682
RNF43	-2.097
NDUFAF1	0.65875
PHF12	0.65625
OR1L3	0.62375
FOLR2	1.77783333333333
LYZL6	-0.0743333333333333
tcag7.1260	1.364
WSB1	-1.3835
PROS1	-1.546
OSTN	0.8885
PSMB8	2.11075
SOCS4	-1.15375
DDIT4L	4.76875
MAS1	0.981
MGC34796	1.81025
CSHL1	0.1505
TBCCD1	-0.499333333333333
ZBTB7C	-0.1585
AP2S1	-0.2975
P15RS	1.2603
VAT1	-0.9604
SHANK3	1.04216666666667
TUFM	-0.6275
THEG	-0.3805
KRT34	-0.77875
SGSM3	-0.977
TOMM22	1.618625
SOCS3	-0.301833333333333
CPO	1.079
POP4	1.2795
BHLHB3	-0.82475
MALL	0.23225
OR1B1	1.029
PARK2	1.424
GPR124	-0.86075
LCE1E	0.31
RUVBL2	-1.12475
CGRRF1	2.2732
ACPL2	-0.32675
WNT10B	-1.554375
BAIAP2L2	-1.37725
ISCA1	2.5555
C1orf125	0.04125
RPAP1	-1.31825
RAI16	-0.346833333333333
RPL27	1.593875
NLRP9	0.5825
EPN1	-0.051
LOC388610	1.650125
SLC35A1	1.0246
GAL	-4.22425
SLC14A2	0.8395
RDH11	-0.285166666666667
FAM138F	0.938
AUH	3.0915
FLJ40243	0.23025
C14orf129	1.62683333333333
MBD2	-1.54683333333333
ABHD14B	0.89225
PIGT	-0.243375
ALS2CR4	0.382
ALAS1	0.8181
FOXO1	3.392
CRLF3	-0.818125
C20orf107	0.832
FARS2	1.05475
CCDC28A	2.327
NPHP3	-0.73975
OR13F1	-0.0705
TSEN54	-0.42325
DEFB106B	-0.361666666666667
OR8B4	0.0535
STH	0.0927499999999999
ZC3H14	-1.086375
CBX2	-0.1055
TMEM49	-0.5295
C6orf21	1.4955
FLJ20920	0.075375
CRTAP	1.00657142857143
DDX50	-0.1505
STYXL1	0.49225
BLVRB	0.0786666666666666
LOC147650	-0.907833333333333
MMP24	0.8035
GRID1	0.605833333333333
BANF1	0.286666666666667
CTAGEP	0.0345
HMBS	-0.47275
SLC25A24	-1.11983333333333
C14orf50	2.87325
MRO	0.564166666666667
SLC25A15	0.84625
FAM84B	-1.005
TDP1	-2.1345
C16orf78	0.816
C11orf57	0.650125
RFK	3.849
ZFYVE9	-2.0715
STCH	0.4046
WIBG	0.126
LOC283871	-0.254333333333333
GBA2	-0.9899
NDUFB3	1.166
HSD17B13	0.0406666666666667
GRIN3A	0.3375
FMNL1	-2.19933333333333
SEPT7	-0.0566
GNLY	2.993
GRAMD1C	4.26583333333333
ZNF165	-0.43875
USP38	0.257
FAM83A	-2.79483333333333
C14orf24	-0.27525
ARMCX3	1.141
ARHGDIB	-0.947166666666667
AK1	1.674
KIAA1045	0.1455
DNAJB13	-0.063
NEU2	1.3435
HIST1H4B	0.631166666666667
FAM20B	-1.8174
HES2	-0.468923076923077
FAM73B	0.00320000000000001
LOC388381	1.979
INTS7	-1.30581818181818
AMPH	0.24525
ZNF775	0.20725
UCKL1	0.197666666666667
C10orf97	1.38725
C1orf161	1.2545
ALDH1L1	4.967
FLJ39378	-0.107125
SLC23A1	-2.8905
RBM4B	-0.78375
THAP4	1.22166666666667
OGFRL1	-0.36475
KIAA0831	-0.71275
PPP1R15A	-0.913333333333333
C1orf96	-1.58335714285714
C12orf11	-0.85275
BMF	0.543625
MAN1A1	0.1185
KIAA1600	0.246
NLGN4X	-1.45825
ALOX12	-0.599833333333333
RB1CC1	0.7183
NEIL2	0.179
EIF4E	0.978
ABHD5	-0.5245
EXOC4	-0.541666666666667
CIP29	0.141
BATF2	1.30425
SLC29A4	1.831125
HTR4	0.171
EMB	-3.23525
TRAF6	0.53425
LMNB1	-5.18275
FAM19A5	-0.167375
SHE	0.74475
PIK3C2B	-1.426
C15orf15	1.6405
USP15	0.3938
TCEAL2	-0.00374999999999999
C5orf39	-0.3115
PTGER2	-1.2335
SLC31A1	-0.27875
IFT172	-0.52575
ADAM29	-0.192
GFOD1	-2.507
ST7L	-0.367
C15orf26	-2.13725
PKN3	-1.31225
CNTD1	1.142
COMMD1	2.16025
NTRK2	0.328833333333333
FOXN3	-0.7385
MFGE8	-1.1499
PFKFB2	0.539666666666667
TAS2R4	0.20925
ENTHD1	-0.721333333333333
PRMT5	-1.408125
MGC16384	-2.601625
LOC442229	0.24425
TSKU	-0.874625
KRTCAP3	2.05225
PDLIM1	-0.4134
KCNS2	0.43075
RNF126	-0.266833333333333
CEP63	-0.654875
CLIC4	-1.0135
hCG_1990170	0.919
ACR	0.8148
KLK7	-0.2905
ALOX5AP	4.39625
RIPK3	0.907
TAS2R9	2.657
C19orf18	1.548
BIRC6	-0.702357142857143
ZNF16	0.6635
RFT1	-1.44475
SLC8A2	-0.29525
TACC1	-0.057875
ITGAD	2.0285
SAMHD1	-0.25275
SH3PXD2B	-1.1937
EPC2	0.53275
C20orf85	-0.64225
ATP13A2	0.0281666666666667
KRT4	1.0055
CAPNS1	-0.48625
MDM2	0.1015
PCDH20	1.539
KCNK9	0.544
OR2C1	0.828
KLHDC3	-0.939333333333333
IPPK	-0.611
EFHD2	-1.480625
GALR3	1.5245
NBEA	2.619
ABCA6	-0.2956
CLDN3	-0.587
AKT2	-0.813
EGFR	-0.7299
RBM16	0.136625
ZDHHC3	2.2991
SLC25A4	2.32433333333333
CYB5B	0.027
CPXM1	-1.306
NDRG1	-1.58923076923077
FLJ43826	0.0275
OR5L2	0.150833333333333
FARP2	0.4638
MRPL46	0.3175
LDHAL6B	-0.105
MAPKAPK3	0.570166666666667
NCAM2	-3.21275
PRKD2	-1.30016666666667
ZFP36L1	-0.2615
CYSLTR1	-0.58275
OR4C3	0.92625
HIST1H2AJ	1.285
CCNB2	-4.27655555555556
ZNF10	-0.036125
TMEM175	0.027
FAM134A	0.3765
TIGD4	1.146
PCNP	0.69325
MGC39715	-0.15825
LQK1	-0.249
CREB1	-0.0438
TMPRSS3	1.22025
C4orf32	0.00537500000000005
LAT	-2.48091666666667
KCNA3	-0.396
SKIV2L2	-0.81675
ROPN1B	-3.83975
tcag7.23	0.773
CDT1	-3.631875
ZHX2	0.0485
CD28	-4.7455
ZNF624	0.904
SEPT2	-0.363416666666667
SOHLH2	-0.468
MCOLN3	2.7085
UNQ1945	0.8955
MASP2	-0.55
ZNRF3	0.5009
GPATCH3	-0.664
AGL	0.87425
QRICH2	-0.842
PSD4	-0.647666666666667
CCNB1IP1	1.19025
ENPP7	0.6605
OBFC1	1.14375
KCNG3	1.7515
C14orf79	0.0806666666666667
ENPEP	0.886
SCT	0.4035
SKI	-0.078625
SEC61G	-1.29325
CAPN11	-0.24325
ATXN7L3	-1.114
DBNDD1	-0.881166666666667
FAIM	0.02
ANKRD36	-1.043
GABRP	-0.207666666666667
TACSTD2	-1.61016666666667
EIF3J	-1.51175
PPP2R2A	-0.26675
TEKT4	0.066
PVALB	3.681
F10	-2.29983333333333
FAM134C	0.3303
COMP	-0.372375
EFCBP1	0.735375
SCLT1	1.19875
TAL1	-0.3302
ACSL1	2.896
ABCC5	-0.0670833333333334
ABL1	-0.932
RBBP7	-0.735333333333333
PTPRG	0.3165
NCOR1	-0.9567
SPINK4	-1.3955
TXNRD1	-1.0601
TNRC15	0.297625
C9orf138	0.7155
UBE2H	0.508333333333333
BRDT	0.30225
C8orf31	0.30375
CCNE2	-3.20045454545455
SLC6A8	-1.050625
CALCR	-3.2345
PPP1CB	1.43516666666667
ABHD8	-0.28125
ARF5	-0.504
SLC24A4	0.69375
CCT3	-2.089
ZNF121	-0.7015
SLC3A2	-1.2438
OR13A1	0.8
SLC5A10	0.42
RAD50	-0.000875000000000001
IER5	-0.769625
MTHFD1L	-0.42925
MBTPS2	-0.21875
MVK	-0.2385
NCL	-2.559
PSMD10	-0.06075
MOBP	0.516375
FLJ32894	0.316
HRH1	-1.24633333333333
C5orf30	-1.814
NUDT16L1	2.1571
RASGRP3	3.68566666666667
PRKRIP1	-0.0901
CCDC75	-0.31375
LOC253970	0.26925
KIAA1239	0.34925
MED21	1.4725
SYT11	-0.530583333333333
NTSR2	0.031
EGFL11	-0.1795
CXorf59	1.093
OR2A25	0.597
SPTBN2	-0.44275
LRMP	-0.815333333333333
RNF111	1.5835
PTH	1.07
LOC619208	2.77316666666667
KIAA0895	2.41125
RANBP5	0.4355
P2RY10	-0.543
NME5	6.09216666666667
DDX21	-2.41175
LRSAM1	-1.193
HDAC11	0.718666666666667
VMO1	1.05625
NOLA2	-0.148
ADAR	-2.13775
MTO1	-0.202166666666667
SF4	-0.851
P2RX1	-0.0173333333333334
HBM	1.037
EN2	1.4745
C14orf172	-0.503
TM9SF2	-0.293
INHBE	-0.353666666666667
TCTE3	0.385666666666667
TOX2	-3.4815
CTAGE3	0.1945
HBB	6.3539
MED15	-1.58833333333333
CASR	2.3715
C6orf66	1.61016666666667
MTPN	-0.4825
UNC50	0.71425
C21orf33	0.484625
IRF2	0.841625
PGR	-0.4035
GPR84	0.37875
CROCCL1	-3.72075
SRPX	-3.04325
BRE	-0.095
FGF10	0.95875
SDC3	-1.13833333333333
ZRSR1	-1.22233333333333
DKFZP434P211	-0.642375
SOX6	0.3915
RPUSD2	-0.298
C14orf173	-0.356333333333333
MAPK11	-0.249833333333333
TBC1D22A	0.6025
FAM123A	0.687
COL4A6	-3.3025
TOMM70A	0.43925
NAB1	0.571125
MGC16385	-0.584
TSPAN18	-1.44183333333333
MED31	3.417
PLG	0.67325
CAPSL	1.0015
ZNF532	-0.8422
ASB14	1.09333333333333
CA8	-2.09325
NUDT16P	4.30933333333333
SLFN11	-2.1645
LRRIQ2	-0.49975
NOL7	-0.394666666666667
BRMS1L	-0.211
JARID1A	-1.31983333333333
PANK2	-0.69225
ICAM3	0.671
MDS1	1.37075
TAF8	0.36
RNF139	0.9635
ZNF594	-1.12866666666667
ADAM8	-1.317
SFTPC	0.306125
MAN2B2	0.031375
RGS12	-0.2783125
EIF1AY	-1.92366666666667
LRRIQ1	0.367
GPR150	1.253
CCDC21	-1.32866666666667
PRRG3	0.4505
SAA4	-3.98825
RAPGEF5	1.54975
ZCCHC2	-1.22116666666667
MGC39372	1.6655
PPP4R2	-0.313666666666667
CDCA2	-3.14566666666667
OR4D5	0.0836666666666666
PTGFRN	-1.2726
SIGLEC5	0.0948333333333334
C19orf61	-0.998666666666667
NMUR2	0.9785
KIAA1586	-0.154333333333333
DAGLA	-3.6032
CHCHD6	1.1325
GPR32	1.239
NEUROD6	0.316
SLC2A4RG	-0.28325
CA5B	-0.1885
FBXL3	2.8715
MPHOSPH9	-0.622
HMG2L1	0.25025
HCN4	0.783333333333333
CEACAM19	-0.0905
SH2D4B	0.224666666666667
HFE2	-0.3065
TGM4	1.409
LYPD2	0.48475
TBC1D15	0.64775
MRPS21	-0.5283
NONO	-1.6545
CLEC5A	0.5225
ITCH	0.7404
MGAT3	-2.05783333333333
MBP	-0.048375
RPP25	0.277
SOSTDC1	-0.04175
HRC	-0.59525
TRIM48	-0.1355
TMEM133	2.015
ECEL1P2	-0.387
HOXC11	-0.018
DOK5	1.2835
HELZ	-1.64516666666667
LOC348180	0.426
MGC33894	1.057
ADRB3	0.754
DMD	0.455666666666667
PTRH2	-0.77925
MPEG1	1.19316666666667
NDUFA12	1.54066666666667
KRTAP2-4	0.885333333333333
STAMBPL1	-0.0178333333333333
ADCY2	-0.9992
UNQ6125	0.2835
KLHL20	-1.23433333333333
SRM	-1.1525
OTC	0.98675
TMIE	5.985
SNX8	1.07275
LIPK	-0.4085
CHURC1	-0.389833333333333
KLC2	0.802833333333333
HDAC1	-1.66
FAM128A	-0.3765
FNDC3B	-0.9613
MTCP1	0.575166666666667
WFDC10B	1.1253
PCDHGB3	-0.1675
ATRNL1	-0.612333333333333
CAV2	3.021625
MED26	-1.01616666666667
DUS1L	-0.67625
CHRM3	-1.74725
NEK9	-1.28275
WARS2	-0.444
TBX22	0.066
TOMM40	-1.2115
RP6-213H19.1	-0.975833333333333
TUBGCP5	-0.5405
IGSF6	3.3255
TPPP	0.3175
UNQ6190	0.0895
GSTM5	-0.818
BTD	0.362166666666667
PDCD1LG2	-1.45483333333333
SNRPB2	-0.105333333333333
ERICH1	-0.697875
APOA4	-1.109625
HOXA11	-0.672
NARG1	-0.61325
MKX	1.8865
RAB28	0.2405
PKP3	-3.74975
SH3GL2	2.97375
CTSO	2.9
RPN2	-0.0168125
IL28RA	-0.140333333333333
SFMBT1	-0.8515
WDR57	-0.539
FER1L3	-0.361666666666667
HSF5	0.178166666666667
TTC9B	0.96725
C4BPA	-3.5705
ALB	-4.91190909090909
SORBS3	-0.227125
UPF2	-1.2345
JPH1	-1.407
AGBL2	-1.1495
DOPEY1	1.541
TERF1	-0.0508333333333333
KIF22	-2.3795
NINJ1	1.07375
SEC61A2	-0.5325
HIST1H1D	0.6745
SFXN4	2.219125
UCP3	0.5002
ZNF703	0.485833333333333
MYL6B	0.261
TREM1	1.171
OR52E6	0.5465
CKMT2	7.302
HLA-C	2.628625
SLC13A3	-1.2855
TIMP4	-0.63375
SLIT2	5.57825
RSF1	-0.803833333333333
LONRF1	-1.26542857142857
MON1A	-0.0085
CACNG6	-1.19216666666667
DPPA4	-4.86766666666667
ZSWIM3	3.18675
ZNF804A	-0.264666666666667
CCIN	0.522
SLC25A31	-0.0375
KCNMB4	-1.295
RABL5	1.943625
GALNS	-0.2022
STX6	-1.19725
HIST1H1C	-4.125
CIDEB	-0.924875
CASP4	-0.1975
PDK3	-0.4622
KCNJ11	0.4845
TPR	-2.671375
ZSCAN20	-1.509
MTX2	0.86
HIST1H2BH	-2.13725
LOC283767	-1.4595
LYRM7	0.545555555555556
BRD3	-2.62833333333333
HIST1H2BO	-2.0065
MAGEB10	-0.503
SLC45A1	-0.493
SERPINA3	-2.52365
KIAA0143	0.7535
KCNJ16	4.96783333333333
KRT79	0.154
FABP2	-0.8035
NUT	-0.18825
ZNF57	0.53275
FBXL4	0.191
CLEC9A	1.885
UGT8	4.316
BMP2K	-0.25875
MAPK4	-1.92825
SLC25A23	-0.2213
HINT1	0.9583
KRTAP13-1	-0.4525
SFXN5	-0.4926
CHCHD2	1.457
FAM3D	0.543
NDP	-2.2945
RHOBTB1	-0.857166666666667
SLC4A4	0.0453750000000001
RPL38	0.4855
HTF9C	-1.23383333333333
AP2A2	-0.50425
ZBTB46	0.189
MAP7D1	-1.987875
AOX1	-2.28016666666667
CYR61	-2.0815
DTNA	-1.30707692307692
JRKL	0.02475
TMOD3	-0.4945
EEA1	-0.3236
ADCK5	-0.603
IL1R1	0.866166666666667
KLK3	0.785785714285714
HRSP12	0.953
KTN1	-1.05425
LOH11CR2A	-0.3028
RELL2	-0.20625
MAB21L1	0.6955
C20orf59	0.0631666666666666
PHKB	0.38675
ADAM2	-1.73216666666667
TBC1D8B	0.954833333333333
FAM13A1	0.9815625
LAPTM4B	-0.719833333333333
LCN8	0.6755
TMEM147	0.8945
SYT4	4.95183333333333
XPO7	-2.0415
C9orf62	1.64275
GPR75	0.778
TRIM5	0.13875
APOC1	0.499
RNASE4	-2.903
PARD6B	-0.62675
ARID1A	-2.08691666666667
TPD52L3	0.154
RRAGB	1.50533333333333
RCN2	-0.131833333333333
HIST2H2BE	-1.281125
STARD7	0.46925
SHMT2	-1.38175
KIAA1751	0.608666666666667
MLYCD	0.6865
LOC162632	-0.835222222222222
UQCRH	-1.3115
RP11-217H1.1	1.104125
SDHA	-0.792833333333333
NCLN	-1.0171
ZNF17	0.3055
RCBTB2	-0.8035
VEGFB	1.1361
RP4-747L4.3	-1.96875
COLQ	-0.608777777777778
MPN2	-1.53116666666667
DRG2	-0.14425
KLRB1	2.779
ALPK2	-4.07633333333333
DNASE2B	0.18975
FLJ23834	-0.199166666666667
AXUD1	-0.294333333333333
SAFB	-1.2713
NSUN4	-0.19775
RFX2	-0.6815
MAPK8IP1	0.140666666666667
FANCD2	-2.16471428571429
ANKZF1	-2.34216666666667
C19orf50	-0.86275
DUSP8	-0.464375
SENP5	-0.1275
NFKBIL2	-0.63675
LBR	-2.5595
IGFL1	0.249
LZTS2	-1.64375
IL2RG	-1.2535
CCDC51	0.16575
KLF3	-0.219
ANKRD37	0.486
KCTD14	2.66883333333333
FZR1	0.217083333333333
SLC44A4	-1.8643
ESPL1	-0.72425
GMPR2	-1.0769
TBC1D19	0.87
ERGIC1	1.49740740740741
ERBB4	1.799
TSPAN32	0.476583333333333
MAP4	-1.347625
GPHN	0.06775
SLC6A2	0.705875
HIVEP1	0.28625
DFFB	-1.4822
EIF4EBP2	0.272875
DMRT1	0.58375
HSPB6	-0.1305
IER2	-1.99166666666667
AIFM1	-0.2615
WWC2	0.312090909090909
MRPL4	0.58725
FLJ21062	1.302
EPB41L4A	1.53558333333333
SH2D6	0.53175
TAF4B	-1.028
GAL3ST3	0.4535
MALT1	-1.60466666666667
RTDR1	4.17425
ARVCF	-1.154875
MEX3B	-3.25116666666667
FBXO16	2.0385
KIF7	-3.1305
C1QC	4.295
ZNF783	-1.4325
ZNF85	0.12925
MMP13	-0.1785
KIAA0329	-1.109875
RTP3	-1.795
ZBED3	-1.24575
CLGN	1.42375
SLC25A37	-1.83708333333333
hCG_18290	0.843
OR5AS1	-0.2665
SMARCC2	-0.4485
FAM109A	0.296166666666667
CCDC12	0.107
USF2	0.0544
DEPDC7	-4.32575
C20orf24	-0.428333333333333
JMJD3	-0.6465
DSP	-1.32385714285714
SLIC1	0.1355
FAM20A	0.2415
IRF2BP2	-1.517125
ZNF230	-0.299
MSN	-0.958285714285714
SLC9A5	-0.729
EPDR1	2.2591
