Hybridization REF	TCGA-BP-4167-01A-01R-1188-07
ASNSD1	-0.77725
FUT4	-0.284625
ACF	0.3075
LOC158381	-0.2495
CDH8	1.34233333333333
AGPS	-0.387166666666667
C4orf18	1.731
PECI	0.676833333333333
UNG	-0.8725
GSTP1	0.6865
DCUN1D5	-1.50883333333333
DKFZP564J0863	0.61175
SLC9A3R1	1.11675
BCDO2	-0.754375
CHMP7	-0.1415
REM2	-0.284
DNHD1	0.3295
FKBP4	-1.39525
ZNF350	0.8105
MGC11102	0.444375
BST1	2.216
KISS1R	2.401
NCR2	0.095
DEFB125	-0.92
UBE2W	0.4435
KRT15	-1.610125
C10orf99	4.7445
SCN11A	0.4948
GFI1	0.205
RDHE2	-1.066
FHL1	3.10816666666667
OSGEP	0.314166666666667
GATA1	-1.668
SMC6	-1.3785
TTTY14	0.6585
LPIN3	0.6855
RPL4	-1.756
RBPMS	0.898
PRPF3	-1.14933333333333
EMR1	2.4915
SPATA19	0.616
XCR1	-0.098
IRX3	1.9813
RBM6	-1.20625
KLF4	-0.9712
UNC5CL	2.59475
SEBOX	0.328
BTK	0.35875
KRCC1	0.7035
C6orf27	1.1475
SYTL5	-0.24
PRND	0.776285714285714
LOC653319	-0.1595
PIGL	-0.286375
HUS1	-0.0213333333333333
SFRS6	0.32575
C17orf77	0.061
UIMC1	0.0785
FXYD2	4.859
LOC283152	1.10225
ZNF667	-0.54575
ZCCHC12	-0.78475
TFEC	6.0704
ATP7B	-0.609833333333333
POLD2	-1.01866666666667
RG9MTD1	-0.96425
ACOT2	-0.2575
HIST1H4I	-0.46125
PPARGC1A	-0.3508
ETFA	-1.8133
POLRMT	-0.41525
ZNF146	-2.02925
MIA2	4.3465
KLHL6	1.26883333333333
HOXB5	0.187
NENF	1.07566666666667
CUGBP1	0.11175
PRSS22	-0.087
CASC4	2.0818
CUL4B	0.5292
CENPJ	-2.0784
PITX1	-1.57283333333333
FLJ31033	0.997666666666667
CELSR3	-2.12483333333333
ZNF568	0.55075
ITSN1	-0.233416666666667
EHBP1L1	0.396666666666667
C19orf2	-1.317
DCTN1	-1.06575
LIN28B	-3.2245
TNKS2	-0.73575
C1QBP	-1.402875
CADPS2	0.688
SRMS	0.1965
GJA9	-0.448833333333333
MGC24975	0.613833333333333
TRIM45	-1.16483333333333
TSP50	0.0375
TCP1	-2.42425
TMED7	1.3012
CMA1	0.00949999999999999
CENPL	-1.6485
PTCRA	1.8505
FST	-3.6585
VWCE	1.85475
PAWR	-0.086
ABCC12	0.159
LDLR	-2.3184
ASTN2	1.0155
LOC441212	-0.51
GPATCH8	-0.146
TANC2	-1.091
KIF4A	-2.03975
C18orf18	-0.6455
PGM1	0.27625
KIAA0258	1.06525
CPD	-0.469625
SNCAIP	-1.34633333333333
DCT	-2.84533333333333
HLA-DOA	4.94927272727273
OR11L1	1.647
UPK1B	5.51433333333333
DNAJB4	-0.0235
UGT1A8	4.79825
HIST1H4L	0.023
PECR	0.637
HSPA2	2.189
WFIKKN1	1.1645
SERP1	-0.782875
SYDE2	-0.605
TACR2	-0.0225
NUP85	-1.0825
CD177	-1.6465
LGR5	-1.54216666666667
PIGG	-0.635916666666667
PTHR1	0.1985
RAB5A	-0.9559
FLJ13224	-0.1575
USP9Y	-1.17733333333333
C7orf53	-0.3235
LRP1B	-2.64366666666667
XAF1	2.7118
ABCG8	-0.519
ANKDD1A	-0.7225
DAND5	-1.873
SPAG6	-0.495666666666667
LINCR	1.35375
ZDHHC22	-0.7385
CCDC60	null
THOC7	-2.30583333333333
TCTA	0.546
OR8K3	0.99525
NY-REN-7	2.905
B2M	2.36766666666667
C6orf141	-1.936625
LPPR4	2.92375
SQLE	-3.029625
SEPHS1	-0.19375
BTBD14B	1.0065
PLRG1	-0.7055
SPG7	-0.2756875
ZNF614	-0.33
PARD6G	1.99233333333333
INPP5B	-1.2713
GRPEL2	0.029125
PPID	-0.8784
TRIM56	0.342
UBE2J1	-0.212125
IL20RA	-1.3235
LOC387856	0.24625
C1orf107	-0.417416666666667
UTS2R	2.6465
C19orf22	-0.1085
SAFB2	0.496375
KIAA0652	0.04175
KLRG1	1.00516666666667
MS4A8B	-0.406
FRAG1	0.33975
KIAA1546	-0.1505
E2F4	-0.8209
CLEC4M	0.5302
BTBD14A	-0.13625
KIAA0999	0.6193
GYPA	-3.12133333333333
TAC1	-0.5503
TRAIP	-2.14416666666667
KIAA0232	0.6505
ERCC8	-1.53175
GPX4	1.18825
KIAA0368	-0.388375
GPR157	-0.0423333333333334
CTAGE4	0.014
C9orf30	-0.411833333333333
OR52A1	0.28
HSP90B3P	0.0555
ALG9	-0.3372
BTBD10	0.576
SDK2	-0.926
BAIAP3	0.997
RABGGTB	-1.3345
ANKRD40	-0.270333333333333
KRT74	-0.5015
CALCOCO2	0.403428571428571
SNCA	-2.37025
TMSL8	-4.0665
C2orf53	0.162
ESRRB	-0.82475
ARHGAP26	2.182375
TDRD9	-2.05025
HRAS	-0.255166666666667
KLRC4	-1.4355
JAGN1	-0.313833333333333
BSDC1	0.9195
RNF43	-1.5632
NDUFAF1	-0.237
PHF12	0.238333333333333
OR1L3	-0.7155
FOLR2	4.56558333333333
LYZL6	0.303833333333333
tcag7.1260	0.666
WSB1	-0.190833333333333
PROS1	2.3255
OSTN	0.538
PSMB8	1.8525
SOCS4	-1.81
DDIT4L	3.801
MAS1	-0.8885
MGC34796	0.303
CSHL1	0.377833333333333
TBCCD1	-1.1605
ZBTB7C	-0.241
AP2S1	-0.2145
P15RS	-0.9853
VAT1	-0.347
SHANK3	2.4595
TUFM	-0.3075
THEG	-1.056
KRT34	-1.40475
SGSM3	-0.902375
TOMM22	-0.12875
SOCS3	0.973
CPO	2.372
POP4	0.42675
BHLHB3	2.50225
MALL	3.864
OR1B1	1.5835
PARK2	1.0508
GPR124	0.34975
LCE1E	0.001
RUVBL2	-0.76625
CGRRF1	-0.1145
ACPL2	-0.05975
WNT10B	-1.4575
BAIAP2L2	1.7195
ISCA1	0.7765
C1orf125	-0.463875
RPAP1	-0.3055
RAI16	-0.244166666666667
RPL27	0.09775
NLRP9	0.217
EPN1	0.437
LOC388610	-1.916375
SLC35A1	0.1565
GAL	-2.9025
SLC14A2	0.14475
RDH11	-0.187
FAM138F	-0.4385
AUH	-0.5955
FLJ40243	0.0763333333333333
C14orf129	-0.579666666666667
MBD2	-0.435666666666667
ABHD14B	-0.33825
PIGT	-0.1885
ALS2CR4	-1.165
ALAS1	-1.2647
FOXO1	1.03866666666667
CRLF3	-0.255
C20orf107	-1
FARS2	-0.39875
CCDC28A	1.63175
NPHP3	0.1205
OR13F1	0.409
TSEN54	-0.36775
DEFB106B	0.0771428571428572
OR8B4	0.8825
STH	-1.27775
ZC3H14	-1.02425
CBX2	-0.5595
TMEM49	-1.68825
C6orf21	0.5265
FLJ20920	-0.42475
CRTAP	-0.179214285714286
DDX50	-0.36975
STYXL1	-1.30775
BLVRB	0.625833333333333
LOC147650	-0.789166666666667
MMP24	1.21
GRID1	1.4108
BANF1	-0.568333333333333
CTAGEP	0.13125
HMBS	-1.8405
SLC25A24	-0.912166666666667
C14orf50	0.81975
MRO	3.749
SLC25A15	-1.832
FAM84B	0.0103
TDP1	-1.251
C16orf78	-0.1436
C11orf57	1.182
RFK	0.149125
ZFYVE9	-0.63675
STCH	-0.4687
WIBG	0.26275
LOC283871	-0.939
GBA2	-0.62
NDUFB3	-0.3
HSD17B13	-1.46075
GRIN3A	3.42
FMNL1	-0.741333333333333
SEPT7	0.0997
GNLY	5.6535
GRAMD1C	2.33966666666667
ZNF165	-1.12325
USP38	-0.126
FAM83A	-3.03816666666667
C14orf24	0.418166666666667
ARMCX3	0.1665
ARHGDIB	0.1395
AK1	-0.71025
KIAA1045	-0.5485
DNAJB13	2.03
NEU2	-3.049
HIST1H4B	-0.293833333333333
FAM20B	-1.0841
HES2	-0.117285714285714
FAM73B	-0.4144
LOC388381	-0.579666666666667
INTS7	-1.14272727272727
AMPH	-1.444
ZNF775	0.5205
UCKL1	-0.867333333333333
C10orf97	-0.38675
C1orf161	0.185
ALDH1L1	3.14225
FLJ39378	-0.390625
SLC23A1	3.0335
RBM4B	-0.54025
THAP4	-0.0638333333333333
OGFRL1	1.1345
KIAA0831	-0.336125
PPP1R15A	-0.269333333333333
C1orf96	-0.0983571428571428
C12orf11	-1.6035
BMF	0.8225
MAN1A1	-0.059
KIAA1600	0.823166666666667
NLGN4X	-1.1425
ALOX12	-1.93466666666667
RB1CC1	0.1454
NEIL2	-0.1943
EIF4E	-0.442909090909091
ABHD5	-1.6635
EXOC4	-0.234166666666667
CIP29	-0.480666666666667
BATF2	3.11925
SLC29A4	-0.133375
HTR4	-0.05775
EMB	0.3505
TRAF6	1.32975
LMNB1	-1.078
FAM19A5	0.524
SHE	3.24975
PIK3C2B	0.54475
C15orf15	-0.8813
USP15	-0.0519000000000001
TCEAL2	-1.04725
C5orf39	0.5995
PTGER2	0.38875
SLC31A1	-0.9479375
IFT172	0.2685
ADAM29	-0.00224999999999997
GFOD1	0.8295
ST7L	0.374333333333333
C15orf26	-2.677
PKN3	-1.3795
CNTD1	-0.9255
COMMD1	0.43375
NTRK2	2.36508333333333
FOXN3	0.329375
MFGE8	-0.5827
PFKFB2	0.626833333333333
TAS2R4	-0.59
ENTHD1	0.450333333333333
PRMT5	-1.735
MGC16384	0.468375
LOC442229	-0.71425
TSKU	1.65525
KRTCAP3	1.26325
PDLIM1	1.3417
KCNS2	0.346666666666667
RNF126	-0.0975
CEP63	-0.1555
CLIC4	1.384
hCG_1990170	6.68325
ACR	1.4904
KLK7	-1.27625
ALOX5AP	3.498
RIPK3	3.98775
TAS2R9	0.0365
C19orf18	0.6965
BIRC6	-0.508428571428571
ZNF16	0.1375
RFT1	-1.61975
SLC8A2	-1.16766666666667
TACC1	1.188625
ITGAD	1.0205
SAMHD1	1.55875
SH3PXD2B	-0.1842
EPC2	0.564
C20orf85	-0.367571428571428
ATP13A2	-0.0271666666666666
KRT4	1.048375
CAPNS1	-0.49425
MDM2	1.59733333333333
PCDH20	1.67366666666667
KCNK9	0.236
OR2C1	-0.7615
KLHDC3	-0.919666666666667
IPPK	-1.4465
EFHD2	0.87275
GALR3	2.64575
NBEA	0.863
ABCA6	2.4671
CLDN3	0.137333333333333
AKT2	-0.980785714285714
EGFR	0.7988
RBM16	0.329125
ZDHHC3	-0.3035
SLC25A4	0.00683333333333334
CYB5B	-2.00883333333333
CPXM1	-1.0955
NDRG1	1.13692307692308
FLJ43826	-0.3405
OR5L2	0.1305
FARP2	-0.3284
MRPL46	-1.04483333333333
LDHAL6B	0.846
MAPKAPK3	-0.586
NCAM2	-4.3265
PRKD2	-0.366666666666667
ZFP36L1	1.5269
CYSLTR1	0.43125
OR4C3	0.6585
HIST1H2AJ	0.618
CCNB2	-2.85422222222222
ZNF10	0.152625
TMEM175	1.1445
FAM134A	0.383333333333333
TIGD4	-0.713
PCNP	-0.98825
MGC39715	-0.57325
LQK1	-0.5345
CREB1	-0.4795
TMPRSS3	-1.11725
C4orf32	0.40575
LAT	0.14775
KCNA3	0.524
SKIV2L2	-1.01775
ROPN1B	-3.2515
tcag7.23	-0.8795
CDT1	-2.132625
ZHX2	1.9975
CD28	-1.317
ZNF624	0.925
SEPT2	-0.64375
SOHLH2	-4.1485
MCOLN3	-1.15316666666667
UNQ1945	1.0805
MASP2	-0.8605
ZNRF3	0.00700000000000001
GPATCH3	-0.17175
AGL	0.18675
QRICH2	0.8055
PSD4	0.0921666666666667
CCNB1IP1	-2.01875
ENPP7	2.1265
OBFC1	-0.12275
KCNG3	-4.46
C14orf79	0.185166666666667
ENPEP	5.54433333333333
SCT	0.6255
SKI	1.34175
SEC61G	-0.62875
CAPN11	1.708
ATXN7L3	-1.2105
DBNDD1	-0.547666666666667
FAIM	0.073
ANKRD36	-0.3045
GABRP	-1.0578
TACSTD2	-0.590333333333333
EIF3J	-1.311
PPP2R2A	-0.99375
TEKT4	-0.369333333333333
PVALB	-2.92183333333333
F10	-1.116
FAM134C	0.23
COMP	3.19575
EFCBP1	-2.0435625
SCLT1	1.605375
TAL1	-0.3964
ACSL1	1.35075
ABCC5	-0.341666666666667
ABL1	-0.632388888888889
RBBP7	-0.937583333333333
PTPRG	0.1535
NCOR1	-0.9122
SPINK4	-2.99983333333333
TXNRD1	-0.8239
TNRC15	1.4465
C9orf138	1.568125
UBE2H	0.618333333333333
BRDT	0.104333333333333
C8orf31	0.2665
CCNE2	-2.16572727272727
SLC6A8	0.666
CALCR	1.34275
PPP1CB	0.44325
ABHD8	-0.04125
ARF5	-0.5808
SLC24A4	2.51025
CCT3	-0.9455
ZNF121	-1.263375
SLC3A2	-1.6106
OR13A1	0.9775
SLC5A10	3.32
RAD50	-0.05675
IER5	0.895
MTHFD1L	-0.88325
MBTPS2	-0.43575
MVK	1.193625
NCL	-0.5909
PSMD10	-1.4755
MOBP	0.519875
FLJ32894	1.485
HRH1	1.83433333333333
C5orf30	-2.14925
NUDT16L1	0.7453
RASGRP3	5.238
PRKRIP1	0.1746
CCDC75	1.2795
LOC253970	0.48275
KIAA1239	2.09566666666667
MED21	-1.259
SYT11	2.19983333333333
NTSR2	-3.586
EGFL11	-0.491
CXorf59	2.6985
OR2A25	-1.48625
SPTBN2	-1.7095
LRMP	0.3275
RNF111	0.19025
PTH	-0.583
LOC619208	1.41866666666667
KIAA0895	-0.15725
RANBP5	-1.485125
P2RY10	2.21633333333333
NME5	4.88516666666667
DDX21	-1.6625
LRSAM1	-0.809
HDAC11	-0.0343333333333333
VMO1	3.86575
NOLA2	-0.564166666666667
ADAR	-0.308666666666667
MTO1	-1.57883333333333
SF4	-0.7625
P2RX1	0.114333333333333
HBM	2.0755
EN2	2.657
C14orf172	0.39525
TM9SF2	-1.1607
INHBE	-1.5025
TCTE3	-0.716727272727273
TOX2	-0.58175
CTAGE3	0.486875
HBB	6.2497
MED15	-0.4915
CASR	0.33275
C6orf66	-1.7285
MTPN	0.432125
UNC50	-1.577
C21orf33	0.566625
IRF2	1.544375
PGR	-2.05183333333333
GPR84	2.83
CROCCL1	-2.71225
SRPX	-1.84125
BRE	-0.1765
FGF10	0.265666666666667
SDC3	1.15383333333333
ZRSR1	-0.275
DKFZP434P211	-0.380625
SOX6	1.4015
RPUSD2	-0.452
C14orf173	0.744166666666667
MAPK11	0.775833333333333
TBC1D22A	1.3105
FAM123A	-0.9505
COL4A6	-4.01866666666667
TOMM70A	-0.36675
NAB1	0.911
MGC16385	-0.692625
TSPAN18	3.3735
MED31	0.1175
PLG	1.62675
CAPSL	-0.274
ZNF532	0.6559
ASB14	-0.624666666666667
CA8	3.28125
NUDT16P	3.0395
SLFN11	0.9215
LRRIQ2	0.22275
NOL7	-0.4615
BRMS1L	-0.973625
JARID1A	0.3635
PANK2	-0.33925
ICAM3	0.913
MDS1	0.214333333333333
TAF8	-0.25975
RNF139	0.094
ZNF594	-0.878666666666667
ADAM8	1.132
SFTPC	-0.105875
MAN2B2	-0.0195
RGS12	1.68825
EIF1AY	-0.730416666666667
LRRIQ1	0.994166666666667
GPR150	2.38575
CCDC21	-1.71283333333333
PRRG3	1.00833333333333
SAA4	-1.75125
RAPGEF5	4.178625
ZCCHC2	-0.2865
MGC39372	-1.0365
PPP4R2	-0.868166666666667
CDCA2	-0.702
OR4D5	0.0681666666666668
PTGFRN	1.1666
SIGLEC5	3.13333333333333
C19orf61	-0.789
NMUR2	0.626
KIAA1586	-0.951166666666667
DAGLA	0.225166666666667
CHCHD6	0.11475
GPR32	0.0765
NEUROD6	-0.5508
SLC2A4RG	0.8515625
CA5B	0.4675
FBXL3	0.75325
MPHOSPH9	-1.613
HMG2L1	-0.0495
HCN4	1.5475
CEACAM19	0.36675
SH2D4B	1.79133333333333
HFE2	-1.32
TGM4	0.0288
LYPD2	-0.163
TBC1D15	0.30125
MRPS21	0.2627
NONO	-1.3152
CLEC5A	2.38171428571429
ITCH	0.7548
MGAT3	2.5075
MBP	0.2435
RPP25	-1.0635
SOSTDC1	-5.606
HRC	0.6835
TRIM48	0.7425
TMEM133	2.51725
ECEL1P2	-1.34
HOXC11	-0.8265
DOK5	0.5105
HELZ	1.02166666666667
LOC348180	0.04325
MGC33894	0.64225
ADRB3	0.2225
DMD	0.372666666666667
PTRH2	-0.965
MPEG1	4.86766666666667
NDUFA12	0.3165
KRTAP2-4	0.616083333333333
STAMBPL1	-0.742166666666667
ADCY2	-1.92783333333333
UNQ6125	-0.3185
KLHL20	0.744833333333333
SRM	-1.41125
OTC	-0.100666666666667
TMIE	0.398666666666667
SNX8	1.4705
LIPK	0.7535
CHURC1	0.284916666666667
KLC2	0.526
HDAC1	-1.139
FAM128A	0.439166666666667
FNDC3B	1.2142
MTCP1	0.2325
WFDC10B	1.0035
PCDHGB3	0.633
ATRNL1	-2.04655555555556
CAV2	0.561875
MED26	-0.4055
DUS1L	0.08575
CHRM3	-1.363125
NEK9	-0.24025
WARS2	-0.51075
TBX22	-1.722
TOMM40	-0.87775
RP6-213H19.1	-2.75616666666667
TUBGCP5	-1.523
IGSF6	7.316
TPPP	0.60475
UNQ6190	0.4775
GSTM5	2.2195
BTD	-0.200166666666667
PDCD1LG2	0.366166666666667
SNRPB2	-0.0938333333333334
ERICH1	0.7795
APOA4	-1.1085
HOXA11	-1.452
NARG1	-0.463
MKX	-0.2125
RAB28	-0.920285714285714
PKP3	0.31875
SH3GL2	-3.467
CTSO	3.5345
RPN2	0.9420625
IL28RA	0.841833333333333
SFMBT1	-0.29275
WDR57	-1.381375
FER1L3	0.530416666666667
HSF5	-0.7824
TTC9B	-0.0740000000000001
C4BPA	-4.12666666666667
ALB	-4.44678571428571
SORBS3	1.08725
UPF2	-1.1285
JPH1	-0.575
AGBL2	0.38125
DOPEY1	1.6885
TERF1	-0.443916666666667
KIF22	-1.0565
NINJ1	1.536
SEC61A2	-0.965833333333333
HIST1H1D	0.219
SFXN4	-0.818
UCP3	0.5202
ZNF703	0.416
MYL6B	0.73875
TREM1	1.95775
OR52E6	-1.3045
CKMT2	-0.0725
HLA-C	3.554125
SLC13A3	-2.19666666666667
TIMP4	-0.46975
SLIT2	1.6065
RSF1	-0.241111111111111
LONRF1	-0.225071428571429
MON1A	-0.110666666666667
CACNG6	-0.841166666666667
DPPA4	-4.28866666666667
ZSWIM3	1.17075
ZNF804A	-0.0233333333333334
CCIN	2.15933333333333
SLC25A31	-0.395
KCNMB4	-0.13075
RABL5	0.4885
GALNS	0.1686
STX6	1.09825
HIST1H1C	-1.08
CIDEB	1
CASP4	1.755
PDK3	0.3336
KCNJ11	-1.009
TPR	-0.59275
ZSCAN20	-1.3735
MTX2	-0.314
HIST1H2BH	-0.112
LOC283767	3.57075
LYRM7	-1.17088888888889
BRD3	-1.37283333333333
HIST1H2BO	-0.46475
MAGEB10	-1.192
SLC45A1	0.00549999999999999
SERPINA3	-2.69375
KIAA0143	1.7255
KCNJ16	8.28266666666667
KRT79	-0.3855
FABP2	-2.12633333333333
NUT	-0.46175
ZNF57	-1.15775
FBXL4	-0.46425
CLEC9A	3.5005
UGT8	1.12566666666667
BMP2K	0.83975
MAPK4	-3.4215
SLC25A23	0.2639
HINT1	0.246
KRTAP13-1	0.429
SFXN5	0.3807
CHCHD2	-0.22475
FAM3D	2.509
NDP	-3.311375
RHOBTB1	3.38733333333333
SLC4A4	4.75925
RPL38	-0.11025
HTF9C	-0.223666666666667
AP2A2	0.517
ZBTB46	-0.517
MAP7D1	0.173625
AOX1	2.431
CYR61	0.57075
DTNA	-0.967785714285714
JRKL	1.10625
TMOD3	-0.76725
EEA1	0.1471
ADCK5	0.12875
IL1R1	1.82716666666667
KLK3	0.558785714285714
HRSP12	0.51325
KTN1	-0.72475
LOH11CR2A	0.6252
RELL2	-1.01875
MAB21L1	-0.43975
C20orf59	-1.01666666666667
PHKB	-0.2515
ADAM2	-2.0292
TBC1D8B	3.239
FAM13A1	0.92825
LAPTM4B	-2.48916666666667
LCN8	-0.92
TMEM147	0.058
SYT4	-0.5005
XPO7	-1.0825
C9orf62	2.63
GPR75	-0.513
TRIM5	0.85025
APOC1	2.503
RNASE4	-0.428333333333333
PARD6B	-0.6845
ARID1A	-0.708416666666667
TPD52L3	0.255571428571429
RRAGB	0.184166666666667
RCN2	-1.26966666666667
HIST2H2BE	-1.2285
STARD7	-0.3245
SHMT2	0.112
KIAA1751	-0.3356
MLYCD	0.532375
LOC162632	-0.998
UQCRH	-2.62775
RP11-217H1.1	1.1345
SDHA	-1.4145
NCLN	0.2043
ZNF17	-0.000833333333333334
RCBTB2	-0.08225
VEGFB	1.172
RP4-747L4.3	1.19075
COLQ	0.2845
MPN2	-1.46416666666667
DRG2	-0.702
KLRB1	9.3165
ALPK2	1.58725
DNASE2B	4.52675
FLJ23834	0.0846666666666666
AXUD1	0.232833333333333
SAFB	0.0267
NSUN4	-0.5295
RFX2	-0.0151666666666667
MAPK8IP1	-0.927833333333333
FANCD2	-2.01271428571429
ANKZF1	-0.741
C19orf50	-0.450125
DUSP8	0.392375
SENP5	0.588125
NFKBIL2	-0.39125
LBR	-1.247875
IGFL1	0.761
LZTS2	-0.483375
IL2RG	0.756875
CCDC51	-0.6165
KLF3	-0.36125
ANKRD37	0.848
KCTD14	1.48016666666667
FZR1	0.3275
SLC44A4	-1.3222
ESPL1	-0.8055
GMPR2	-1.1393
TBC1D19	-0.610666666666667
ERGIC1	1.98737037037037
ERBB4	-2.046625
TSPAN32	0.452416666666667
MAP4	-0.512125
GPHN	-1.9455
SLC6A2	-0.216
HIVEP1	0.0365
DFFB	-0.5271
EIF4EBP2	0.490875
DMRT1	-0.552666666666667
HSPB6	0.03275
IER2	-0.237333333333333
AIFM1	0.4255
WWC2	0.683583333333333
MRPL4	-0.23
FLJ21062	1.207
EPB41L4A	3.18058333333333
SH2D6	-0.0492500000000001
TAF4B	-1.632
GAL3ST3	0.7605
MALT1	-0.535666666666667
RTDR1	5.21775
ARVCF	-0.31
MEX3B	-1.22583333333333
FBXO16	0.73175
KIF7	-1.7455
C1QC	6.25283333333333
ZNF783	-1.014
ZNF85	-1.456
MMP13	-0.851
KIAA0329	0.51375
RTP3	0.406
ZBED3	2.06775
CLGN	-4.58275
SLC25A37	-1.24833333333333
hCG_18290	-0.291
OR5AS1	0.9785
SMARCC2	0.935083333333333
FAM109A	-0.0493333333333333
CCDC12	-1.1805
USF2	0.7465
DEPDC7	1.617
C20orf24	-0.4575
JMJD3	-0.967
DSP	-1.19878571428571
