Hybridization REF	TCGA-CJ-4637-01A-01R-1188-07
KIAA0232	0.2721
ERCC8	-1.974375
GPX4	0.282
KIAA0368	-0.156375
GPR157	-0.744666666666667
CTAGE4	2.2045
C9orf30	0.338
OR52A1	-0.3635
HSP90B3P	1.339
ALG9	-0.3078
BTBD10	1.112
SDK2	0.86325
BAIAP3	-1.289
RABGGTB	-0.377875
ANKRD40	0.144333333333333
KRT74	0.4275
CALCOCO2	1.20078571428571
SNCA	-3.3895
TMSL8	-5.169625
C2orf53	1.5065
ESRRB	-0.61225
ARHGAP26	1.2295
TDRD9	-2.91375
HRAS	-0.0381666666666667
KLRC4	-1.178
JAGN1	-0.900833333333333
BSDC1	0.652
RNF43	-1.4813
NDUFAF1	0.568
PHF12	0.0585
OR1L3	0.11075
FOLR2	2.92141666666667
LYZL6	0.0826666666666667
tcag7.1260	-0.765
WSB1	0.508833333333333
PROS1	1.386
OSTN	-0.191
PSMB8	2.5485
SOCS4	-0.54325
DDIT4L	4.2945
MAS1	-0.37
MGC34796	0.38175
CSHL1	0.8415
TBCCD1	0.066
ZBTB7C	-0.1125
AP2S1	-1.002
P15RS	-0.9699
VAT1	-0.2033
SHANK3	1.447
TUFM	-0.415833333333333
THEG	0.000999999999999945
KRT34	-1.885
SGSM3	-0.101375
TOMM22	-0.680125
SOCS3	2.02166666666667
CPO	2.149
POP4	0.48175
BHLHB3	3.8975
MALL	3.16875
OR1B1	0.1885
PARK2	1.60633333333333
GPR124	1.012625
LCE1E	-0.23
RUVBL2	-0.63
CGRRF1	-0.4592
ACPL2	0.115
WNT10B	-1.048625
BAIAP2L2	0.37425
ISCA1	1.0025
C1orf125	0.614125
RPAP1	-0.819
RAI16	-0.590333333333333
RPL27	-1.437125
NLRP9	0.3455
EPN1	0.3395
LOC388610	0.3245
SLC35A1	0.3243
GAL	-3.42675
SLC14A2	0.47325
RDH11	-1.18866666666667
FAM138F	-0.422
AUH	0.53275
FLJ40243	0.1345
C14orf129	-0.3995
MBD2	0.1505
ABHD14B	0.116875
PIGT	-0.077875
ALS2CR4	-0.86325
ALAS1	-0.0969
FOXO1	1.05166666666667
CRLF3	0.72475
C20orf107	-0.177
FARS2	0.4415
CCDC28A	0.90175
NPHP3	0.78275
OR13F1	0.038
TSEN54	-0.058
DEFB106B	0.562222222222222
OR8B4	0.305
STH	-0.137
ZC3H14	-0.695875
CBX2	0.1165
TMEM49	0.98825
C6orf21	-0.2825
FLJ20920	-0.135125
CRTAP	-0.0900714285714286
DDX50	0.082
STYXL1	-0.50075
BLVRB	-0.6855
LOC147650	-0.091
MMP24	0.06725
GRID1	1.16316666666667
BANF1	0.466
CTAGEP	0.87475
HMBS	-2.038
SLC25A24	-0.0221666666666667
C14orf50	0.4215
MRO	2.00083333333333
SLC25A15	-1.803
FAM84B	-0.3012
TDP1	-0.933
C16orf78	0.711333333333333
C11orf57	-0.34975
RFK	-0.20675
ZFYVE9	-1.42975
STCH	0.0199
WIBG	0.443
LOC283871	-1.08983333333333
GBA2	0.2519
NDUFB3	-1.247
HSD17B13	-0.77275
GRIN3A	3.81716666666667
FMNL1	1.35883333333333
SEPT7	0.0211
GNLY	4.237
GRAMD1C	1.224
ZNF165	-1.26975
USP38	0.83575
FAM83A	-4.15016666666667
C14orf24	-0.0540833333333333
ARMCX3	0.91575
ARHGDIB	1.7645
AK1	-0.80675
KIAA1045	-0.138
DNAJB13	0.6425
NEU2	0.525
HIST1H4B	-1.49666666666667
FAM20B	-1.1316
HES2	-0.612785714285714
FAM73B	-0.2387
LOC388381	0.34325
INTS7	-0.451272727272727
AMPH	-0.496
ZNF775	-0.496125
UCKL1	-0.836666666666667
C10orf97	0.05125
C1orf161	-0.23125
ALDH1L1	3.0505
FLJ39378	0.038875
SLC23A1	0.971
RBM4B	0.4035
THAP4	0.190666666666667
OGFRL1	1.62425
KIAA0831	-0.572625
PPP1R15A	0.646333333333333
C1orf96	0.229142857142857
C12orf11	-0.76025
BMF	0.92675
MAN1A1	-0.31175
KIAA1600	0.916166666666667
NLGN4X	-3.0605
ALOX12	-1.97216666666667
RB1CC1	-0.447
NEIL2	-0.4466
EIF4E	-0.321590909090909
ABHD5	-1.6105
EXOC4	0.0723333333333333
CIP29	0.100666666666667
BATF2	3.6365
SLC29A4	0.2225
HTR4	0.55075
EMB	0.783
TRAF6	0.57
LMNB1	-2.623
FAM19A5	-0.63975
SHE	2.1745
PIK3C2B	0.4365
C15orf15	-0.8937
USP15	0.123
TCEAL2	-0.66
C5orf39	0.494833333333333
PTGER2	-0.233
SLC31A1	-0.2331875
IFT172	0.1985
ADAM29	0.523
GFOD1	0.01925
ST7L	0.0725
C15orf26	-3.8255
PKN3	-1.06475
CNTD1	-0.835833333333333
COMMD1	-0.55975
NTRK2	1.55608333333333
FOXN3	0.868
MFGE8	-1.2301
PFKFB2	0.941333333333333
TAS2R4	-0.06575
ENTHD1	0.715
PRMT5	-0.799625
MGC16384	1.003875
LOC442229	-1.25725
TSKU	0.19925
KRTCAP3	1.0085
PDLIM1	0.0946
KCNS2	0.095
RNF126	-0.262166666666667
CEP63	-0.150375
CLIC4	0.682
hCG_1990170	3.03975
ACR	0.9524
KLK7	-1.60366666666667
ALOX5AP	2.961375
RIPK3	3.43775
TAS2R9	-0.2045
C19orf18	0.295
BIRC6	1.02964285714286
ZNF16	0.609
RFT1	-0.66875
SLC8A2	-0.39125
TACC1	1.07325
ITGAD	2.95575
SAMHD1	2.9545
SH3PXD2B	-0.2278
EPC2	0.7775
C20orf85	0.869875
ATP13A2	0.243666666666667
KRT4	0.3685
CAPNS1	0.641
MDM2	-0.678833333333333
PCDH20	2.78225
KCNK9	1.748
OR2C1	0.6675
KLHDC3	-0.345333333333333
IPPK	0.612
EFHD2	0.9525
GALR3	-0.91325
NBEA	0.726833333333333
ABCA6	4.1983
CLDN3	-1.7715
AKT2	-0.890071428571429
EGFR	1.1087
RBM16	0.178375
ZDHHC3	-0.4305
SLC25A4	-0.543666666666667
CYB5B	-0.112333333333333
CPXM1	-1.1595
NDRG1	2.74530769230769
FLJ43826	0.0135
OR5L2	0.1545
FARP2	0.583
MRPL46	-0.695416666666667
LDHAL6B	0.4732
MAPKAPK3	-0.122
NCAM2	-4.3395
PRKD2	0.880666666666667
ZFP36L1	0.8673
CYSLTR1	0.05675
OR4C3	0.56775
HIST1H2AJ	-0.4165
CCNB2	-2.47322222222222
ZNF10	-0.542625
TMEM175	0.634
FAM134A	0.9705
TIGD4	0.3405
PCNP	-0.01425
MGC39715	0.09125
LQK1	0.0095
CREB1	0.355
TMPRSS3	1.9915
C4orf32	-0.551375
LAT	1.41783333333333
KCNA3	1.347
SKIV2L2	-0.2315
ROPN1B	-4.772
tcag7.23	-0.9085
CDT1	-2.583375
ZHX2	1.042875
CD28	-0.6205
ZNF624	0.92975
SEPT2	0.57675
SOHLH2	-2.29675
MCOLN3	-1.4375
UNQ1945	0.4
MASP2	0.4575
ZNRF3	-0.6934
GPATCH3	-0.01825
AGL	-0.19275
QRICH2	0.088
PSD4	1.5
CCNB1IP1	-2.33875
ENPP7	1.43475
OBFC1	0.03975
KCNG3	-2.3955
C14orf79	0.652333333333333
ENPEP	5.84633333333333
SCT	0.164
SKI	0.093375
SEC61G	-0.599
CAPN11	0.54075
ATXN7L3	0.464
DBNDD1	-0.263166666666667
FAIM	-0.7455
ANKRD36	-0.0175
GABRP	0.0401666666666667
TACSTD2	-2.4445
EIF3J	-0.77225
PPP2R2A	-0.0105
TEKT4	-0.915333333333333
PVALB	-3.505
F10	-0.421166666666667
FAM134C	0.861
COMP	2.034
EFCBP1	-2.7135
SCLT1	0.39325
TAL1	-1.074
ACSL1	1.47775
ABCC5	-0.257
ABL1	-0.356944444444445
RBBP7	-0.841916666666667
PTPRG	-0.26225
NCOR1	0.6549
SPINK4	-2.73933333333333
TXNRD1	-1.6303
TNRC15	0.636625
C9orf138	1.03775
UBE2H	0.674666666666667
BRDT	0.4828
C8orf31	0.77725
CCNE2	-2.28563636363636
SLC6A8	2.184
CALCR	-2.6995
PPP1CB	0.235833333333333
ABHD8	-0.0675
ARF5	-0.3867
SLC24A4	1.88225
CCT3	-0.1705
ZNF121	-0.14325
SLC3A2	-0.5298
OR13A1	0.1795
SLC5A10	3.25075
RAD50	0.13925
IER5	-0.133375
MTHFD1L	-1.692625
MBTPS2	-0.046
MVK	0.1995
NCL	-0.4477
PSMD10	-0.38425
MOBP	0.63025
FLJ32894	0.222
HRH1	-0.127
C5orf30	-2.10075
NUDT16L1	0.3823
RASGRP3	5.289
PRKRIP1	-0.1641
CCDC75	-0.11325
LOC253970	-0.48225
KIAA1239	0.105
MED21	-2.02675
SYT11	2.17416666666667
NTSR2	0.0435
EGFL11	-0.7245
CXorf59	0.588
OR2A25	0.02125
SPTBN2	-1.50925
LRMP	1.0465
RNF111	0.47325
PTH	0.826
LOC619208	-0.399666666666667
KIAA0895	0.071
RANBP5	-1.0295
P2RY10	3.61916666666667
NME5	3.5735
DDX21	-0.48575
LRSAM1	0.5355
HDAC11	-0.404833333333333
VMO1	2.00225
NOLA2	-0.328166666666667
ADAR	0.740583333333333
MTO1	-0.459833333333333
SF4	0.6125
P2RX1	1.47333333333333
HBM	0.1535
EN2	-0.4805
C14orf172	-0.57575
TM9SF2	0.3087
INHBE	0.405166666666667
TCTE3	0.304666666666667
TOX2	0.77325
CTAGE3	0.365125
HBB	3.8465
MED15	-0.291833333333333
CASR	1.6165
C6orf66	-1.67283333333333
MTPN	0.041375
UNC50	-0.306
C21orf33	-0.0605
IRF2	1.860375
PGR	-3.029
GPR84	3.19325
CROCCL1	-0.7955
SRPX	-3.37075
BRE	1.92333333333333
FGF10	0.36875
SDC3	1.86083333333333
ZRSR1	2.01433333333333
DKFZP434P211	1.627375
SOX6	-0.1955
RPUSD2	-0.561
C14orf173	-0.512583333333333
MAPK11	-0.405666666666667
TBC1D22A	1.1775
FAM123A	-0.5645
COL4A6	-4.70183333333333
TOMM70A	0.92475
NAB1	0.951125
MGC16385	0.005875
TSPAN18	0.513833333333333
MED31	-1.13875
PLG	-0.33275
CAPSL	-0.0875
ZNF532	0.7745
ASB14	-0.296
CA8	-4.5215
NUDT16P	2.2055
SLFN11	1.5075
LRRIQ2	-0.6905
NOL7	-0.3055
BRMS1L	-1.242125
JARID1A	0.280166666666667
PANK2	-0.02725
ICAM3	0.4205
MDS1	-0.2085
TAF8	-0.18975
RNF139	-0.15175
ZNF594	0.0403333333333334
ADAM8	2.42325
SFTPC	-0.548875
MAN2B2	1.633125
RGS12	1.26975
EIF1AY	-5.37663636363636
LRRIQ1	0.286833333333333
GPR150	-0.84625
CCDC21	-1.2105
PRRG3	0.42625
SAA4	-2.95275
RAPGEF5	0.448375
ZCCHC2	-0.20325
MGC39372	2.043
PPP4R2	-0.145166666666667
CDCA2	-1.10516666666667
OR4D5	0.299
PTGFRN	-0.6113
SIGLEC5	1.642
C19orf61	-0.153333333333333
NMUR2	0.9005
KIAA1586	-0.665
DAGLA	-0.9095
CHCHD6	-1.224
GPR32	0.073
NEUROD6	0.160333333333333
SLC2A4RG	0.3398125
CA5B	0.216
FBXL3	1.27625
MPHOSPH9	-0.21425
HMG2L1	-0.37925
HCN4	-0.719666666666667
CEACAM19	1.145
SH2D4B	1.57266666666667
HFE2	-0.6505
TGM4	0.0443333333333333
LYPD2	0.00650000000000001
TBC1D15	-0.09975
MRPS21	-1.1095
NONO	-1.2369
CLEC5A	1.186375
ITCH	-0.4484
MGAT3	1.119
MBP	-0.0962499999999999
RPP25	-1.12225
SOSTDC1	-3.726
HRC	-0.68475
TRIM48	0.024
TMEM133	2.054
ECEL1P2	-1.76625
HOXC11	0.0465
DOK5	0.23875
HELZ	0.133666666666667
LOC348180	-0.7045
MGC33894	0.15525
ADRB3	-0.0605
DMD	0.1315
PTRH2	-0.325
MPEG1	3.10183333333333
NDUFA12	-0.562833333333333
KRTAP2-4	0.0713333333333334
STAMBPL1	0.613333333333333
ADCY2	1.53083333333333
UNQ6125	0.733
KLHL20	1.308
SRM	-1.57575
OTC	-0.4495
TMIE	1.37066666666667
SNX8	-0.33525
LIPK	-0.654
CHURC1	0.717416666666667
KLC2	0.473666666666667
HDAC1	0.141333333333333
FAM128A	-0.102833333333333
FNDC3B	-0.0524999999999999
MTCP1	2.0415
WFDC10B	1.7566
PCDHGB3	0.9695
ATRNL1	-2.1527
CAV2	2.850375
MED26	0.2235
DUS1L	0.8
CHRM3	-0.613125
NEK9	1.3765
WARS2	0.28025
TBX22	-0.649
TOMM40	-0.6575
RP6-213H19.1	-2.09666666666667
TUBGCP5	-0.303
IGSF6	5.05125
TPPP	1.32833333333333
UNQ6190	0.2585
GSTM5	0.153625
BTD	0.362333333333333
PDCD1LG2	2.029
SNRPB2	-1.0375
ERICH1	0.09925
APOA4	-0.90725
HOXA11	-0.5875
NARG1	-0.959375
MKX	-1.4645
RAB28	-0.383428571428572
PKP3	-0.214
SH3GL2	-1.83025
CTSO	4.4805
RPN2	-0.6691875
IL28RA	-0.073
SFMBT1	-0.47625
WDR57	-1.234125
FER1L3	2.02475
HSF5	1.06166666666667
TTC9B	0.328
C4BPA	-3.08766666666667
ALB	-4.85771428571429
SORBS3	0.34825
UPF2	0.916
JPH1	-0.7085
AGBL2	1.142
DOPEY1	1.3855
TERF1	-0.5675
KIF22	-1.024
NINJ1	0.9465
SEC61A2	-1.03783333333333
HIST1H1D	-0.742666666666667
SFXN4	-0.725875
UCP3	0.8951
ZNF703	0.285666666666667
MYL6B	-0.7445
TREM1	2.41575
OR52E6	1.08
CKMT2	0.89275
HLA-C	2.968125
SLC13A3	-1.51533333333333
TIMP4	-3.30575
SLIT2	0.61525
RSF1	0.0527222222222222
LONRF1	-1.14407142857143
MON1A	-0.800666666666667
CACNG6	-2.44933333333333
DPPA4	-5.72416666666667
ZSWIM3	0.16475
ZNF804A	1.41483333333333
CCIN	0.94325
SLC25A31	0.52725
KCNMB4	-0.492
RABL5	0.18875
GALNS	-0.0425
STX6	0.903875
HIST1H1C	-0.757666666666667
CIDEB	1.290875
CASP4	2.07983333333333
PDK3	-0.9929
KCNJ11	-0.3565
TPR	0.47075
ZSCAN20	-1.13
MTX2	-0.57325
HIST1H2BH	-0.26975
LOC283767	2.307
LYRM7	-1.07216666666667
BRD3	0.151
HIST1H2BO	-0.28625
MAGEB10	1.255
SLC45A1	0.64925
SERPINA3	-2.70145
KIAA0143	1.365
KCNJ16	6.553
KRT79	-0.6585
FABP2	-1.51166666666667
NUT	-1.0295
ZNF57	-1.03525
FBXL4	0.171875
CLEC9A	3.3505
UGT8	1.705
BMP2K	1.30625
MAPK4	-4.02925
SLC25A23	-0.2443
HINT1	-0.6054
KRTAP13-1	0.4695
SFXN5	-0.018
CHCHD2	-0.47975
FAM3D	0.2435
NDP	-4.860125
RHOBTB1	0.320666666666667
SLC4A4	3.55825
RPL38	-0.0275
HTF9C	-0.152333333333333
AP2A2	0.836125
ZBTB46	0.4785
MAP7D1	0.968
AOX1	-0.594166666666667
CYR61	0.660333333333333
DTNA	-2.08521428571429
JRKL	0.59125
TMOD3	-0.274
EEA1	0.3877
ADCK5	-0.7115
IL1R1	0.4745
KLK3	0.331571428571429
HRSP12	0.58775
KTN1	-0.28925
LOH11CR2A	0.4385
RELL2	-0.90975
MAB21L1	1.20375
C20orf59	0.417833333333333
PHKB	0.43925
ADAM2	-3.2048
TBC1D8B	1.10233333333333
FAM13A1	0.8390625
LAPTM4B	-2.67275
LCN8	0.417
TMEM147	-0.3965
SYT4	-0.17
XPO7	-0.3345
C9orf62	-1.3705
GPR75	1.0475
TRIM5	1.781375
APOC1	2.44716666666667
RNASE4	0.130166666666667
PARD6B	-2.0895
ARID1A	0.251333333333333
TPD52L3	0.0458888888888889
RRAGB	0.572166666666667
RCN2	-1.83616666666667
HIST2H2BE	-0.919375
STARD7	-0.0105
SHMT2	0.5325
KIAA1751	1.17566666666667
MLYCD	2.001625
LOC162632	0.5626
UQCRH	-1.88225
RP11-217H1.1	-0.0591875
SDHA	-0.021
NCLN	-0.2475
ZNF17	0.662166666666667
RCBTB2	0.14125
VEGFB	0.8769
RP4-747L4.3	-1.0305
COLQ	0.9288
MPN2	-0.283166666666667
DRG2	-0.26
KLRB1	5.469
ALPK2	2.5965
DNASE2B	0.56425
FLJ23834	-0.105
AXUD1	0.987666666666667
SAFB	-0.0252000000000001
NSUN4	-0.136
RFX2	0.109666666666667
MAPK8IP1	-0.386333333333333
FANCD2	-2.01785714285714
ANKZF1	-0.0666666666666667
C19orf50	0.38725
DUSP8	0.4985
SENP5	-0.62925
NFKBIL2	-0.6405
LBR	-0.881375
IGFL1	0.5715
LZTS2	0.366125
IL2RG	2.4315
CCDC51	-0.51925
KLF3	0.69925
ANKRD37	-0.273
KCTD14	2.70666666666667
FZR1	0.414083333333333
SLC44A4	0.3254
ESPL1	-1.104
GMPR2	-0.5445
TBC1D19	-0.328166666666667
ERGIC1	0.945333333333333
ERBB4	-2.0064
TSPAN32	1.63366666666667
MAP4	0.628625
GPHN	-1.15075
SLC6A2	-0.284875
HIVEP1	0.7685
DFFB	-0.825
EIF4EBP2	0.459875
DMRT1	-0.261666666666667
HSPB6	0.03625
IER2	0.426166666666667
AIFM1	0.1985
WWC2	1.29283333333333
MRPL4	-0.657
FLJ21062	0.4945
EPB41L4A	1.5145
SH2D6	0.21525
TAF4B	0.0345
GAL3ST3	0.2035
MALT1	0.0748333333333333
RTDR1	1.82675
ARVCF	-1.1105
MEX3B	-1.41133333333333
FBXO16	-0.46725
KIF7	-1.268
C1QC	4.22483333333333
ZNF783	-0.0966666666666667
ZNF85	0.419
MMP13	-2.3515
KIAA0329	0.110875
RTP3	-0.753
ZBED3	-0.724
CLGN	-4.146
SLC25A37	-1.20475
hCG_18290	-1.43925
OR5AS1	-0.085
SMARCC2	0.639
FAM109A	0.2365
CCDC12	0.1
USF2	0.97
DEPDC7	0.525
C20orf24	-0.509666666666667
JMJD3	0.5885
DSP	-0.612642857142857
SLIC1	2.123375
FAM20A	1.847125
IRF2BP2	0.649125
ZNF230	0.202
MSN	1.36521428571429
SLC9A5	-1.8675
EPDR1	0.8892
MUSK	-0.0876666666666667
ZNF434	-0.186333333333333
SMARCD1	-0.353333333333333
ZFP106	-0.38375
