Hybridization REF	TCGA-A3-3363-01A-01R-0864-07
TCP1	-1.1235
TMED7	0.6796
CMA1	0.5755
CENPL	-1.86216666666667
PTCRA	0.5525
FST	-5.4965
VWCE	-1.63975
PAWR	-0.0735
ABCC12	0.238
LDLR	-4.4071
ASTN2	1.4076
LOC441212	-0.721125
GPATCH8	-0.121
TANC2	-1.75241666666667
KIF4A	-3.9095
C18orf18	0.5695
PGM1	0.3495
KIAA0258	-0.2455
CPD	2.15775
SNCAIP	-2.06625
DCT	-4.45533333333333
HLA-DOA	2.86736363636364
OR11L1	0.4445
UPK1B	6.409
DNAJB4	1.01275
UGT1A8	0.46925
HIST1H4L	-0.036
PECR	1.4965
HSPA2	0.2065
WFIKKN1	-2.457
SERP1	-0.815875
SYDE2	-0.21875
TACR2	0.4445
NUP85	-0.644
CD177	-0.564333333333333
LGR5	-1.94066666666667
PIGG	-0.132583333333333
PTHR1	3.05133333333333
RAB5A	0.2028
FLJ13224	0.178
USP9Y	-0.390833333333333
C7orf53	0.3225
LRP1B	0.1205
XAF1	0.7571
ABCG8	-0.5175
ANKDD1A	-0.646666666666667
DAND5	-3.027
SPAG6	2.10683333333333
LINCR	1.32125
ZDHHC22	-1.345
CCDC60	-0.19
THOC7	-1.13066666666667
TCTA	1.6172
OR8K3	0.00524999999999995
NY-REN-7	1.24025
B2M	1.92733333333333
C6orf141	-2.889625
LPPR4	0.393
SQLE	-5.44325
SEPHS1	-0.823
BTBD14B	-0.0352142857142857
PLRG1	0.1735
SPG7	-0.4466875
ZNF614	-0.139166666666667
PARD6G	0.5755
INPP5B	-1.1533
GRPEL2	-0.6305
PPID	-0.2845
TRIM56	-0.08625
UBE2J1	-0.12875
IL20RA	3.154
LOC387856	-0.282
C1orf107	-0.245916666666667
UTS2R	1.146
C19orf22	-0.2475
SAFB2	-0.58925
KIAA0652	-0.473125
KLRG1	0.851333333333333
MS4A8B	0.058
FRAG1	0.1135
KIAA1546	-0.0705
E2F4	-1.2727
CLEC4M	0.0173333333333333
BTBD14A	-2.645
KIAA0999	0.2005
GYPA	-3.62716666666667
TAC1	0.231
TRAIP	-2.1675
KIAA0232	1.0093
ERCC8	-1.153875
GPX4	0.88675
KIAA0368	-0.277125
GPR157	-0.304666666666667
CTAGE4	1.717
C9orf30	-1.1155
OR52A1	0.574
HSP90B3P	-0.4805
ALG9	0.1658
BTBD10	0.44075
SDK2	-0.09
BAIAP3	-0.66825
RABGGTB	-1.03875
ANKRD40	-0.321666666666667
KRT74	0.3115
CALCOCO2	1.008
SNCA	-2.27475
TMSL8	-5.708625
C2orf53	-0.2275
ESRRB	-0.50125
ARHGAP26	0.579125
TDRD9	-2.688
HRAS	-0.800333333333333
KLRC4	-1.1065
JAGN1	0.127166666666667
BSDC1	0.25925
RNF43	-0.6879
NDUFAF1	0.494
PHF12	0.30675
OR1L3	-0.15925
FOLR2	2.26875
LYZL6	-0.539166666666667
tcag7.1260	-0.102
WSB1	1.426
PROS1	1.5891
OSTN	0.5525
PSMB8	1.77925
SOCS4	-0.077875
DDIT4L	3.04725
MAS1	0.4715
MGC34796	0.93475
CSHL1	-0.322333333333333
TBCCD1	-0.2245
ZBTB7C	-0.015
AP2S1	-1.126
P15RS	0.0412
VAT1	0.4026
SHANK3	0.719
TUFM	-0.294333333333333
THEG	-0.9385
KRT34	-1.438
SGSM3	-0.74725
TOMM22	0.14725
SOCS3	0.11
CPO	2.284
POP4	1.1105
BHLHB3	1.28775
MALL	2.848
OR1B1	0.0975
PARK2	0.898166666666667
GPR124	-1.36125
LCE1E	-0.0305
RUVBL2	-0.985
CGRRF1	1.7148
ACPL2	0.03225
WNT10B	0.67
BAIAP2L2	0.86575
ISCA1	0.9345
C1orf125	0.8005
RPAP1	-1.6245
RAI16	-0.7435
RPL27	0.361
NLRP9	-0.1935
EPN1	-0.4005
LOC388610	1.028875
SLC35A1	1.0027
GAL	-4.7415
SLC14A2	0.088
RDH11	0.737833333333333
FAM138F	-0.6775
AUH	1.507
FLJ40243	0.25625
C14orf129	1.28933333333333
MBD2	-0.438333333333333
ABHD14B	0.622625
PIGT	0.19
ALS2CR4	-0.9855
ALAS1	0.3287
FOXO1	0.5395
CRLF3	-0.098125
C20orf107	-0.326
FARS2	0.285
CCDC28A	2.186
NPHP3	0.1505
OR13F1	0.2875
TSEN54	-0.712
DEFB106B	-0.198333333333333
OR8B4	0.5765
STH	-0.371
ZC3H14	-0.67825
CBX2	0.523
TMEM49	1.05025
C6orf21	0.3975
FLJ20920	-1.643125
CRTAP	0.779571428571429
DDX50	-0.45025
STYXL1	-0.97025
BLVRB	-0.066
LOC147650	-0.537666666666667
MMP24	0.44825
GRID1	0.579333333333333
BANF1	-0.4935
CTAGEP	1.51625
HMBS	-1.54425
SLC25A24	-0.515833333333333
C14orf50	0.5265
MRO	1.11333333333333
SLC25A15	-1.11225
FAM84B	0.8789
TDP1	-1.136
C16orf78	-0.189
C11orf57	0.113625
RFK	0.100875
ZFYVE9	-1.1795
STCH	-0.6763
WIBG	-0.06325
LOC283871	-0.928166666666667
GBA2	-0.3216
NDUFB3	0.523
HSD17B13	-0.422
GRIN3A	0.8275
FMNL1	-1.5705
SEPT7	-0.4327
GNLY	2.6285
GRAMD1C	2.77683333333333
ZNF165	-0.122
USP38	0.60725
FAM83A	-3.8605
C14orf24	0.104666666666667
ARMCX3	-0.023375
ARHGDIB	-0.449333333333333
AK1	0.047875
KIAA1045	0.282
DNAJB13	0.0436666666666667
NEU2	0.3045
HIST1H4B	-0.429333333333333
FAM20B	-1.135
HES2	0.225071428571429
FAM73B	-0.5954
LOC388381	0.6955
INTS7	-1.63563636363636
AMPH	-0.54525
ZNF775	0.617375
UCKL1	-0.260333333333333
C10orf97	0.3005
C1orf161	0.17375
ALDH1L1	4.08825
FLJ39378	-0.036
SLC23A1	1.134
RBM4B	-0.11525
THAP4	0.898166666666667
OGFRL1	1.114
KIAA0831	0.792375
PPP1R15A	-1.18183333333333
C1orf96	-1.449
C12orf11	-1.548
BMF	0.779625
MAN1A1	-0.452
KIAA1600	0.475666666666667
NLGN4X	-1.8895
ALOX12	-0.8395
RB1CC1	-0.0816
NEIL2	0.5437
EIF4E	0.152954545454545
ABHD5	-0.00825
EXOC4	-0.00783333333333334
CIP29	0.37
BATF2	2.36
SLC29A4	0.211125
HTR4	0.42075
EMB	-1.495
TRAF6	0.83475
LMNB1	-3.74125
FAM19A5	-2.2355
SHE	1.20575
PIK3C2B	1.2405
C15orf15	-0.3397
USP15	0.1134
TCEAL2	-0.021
C5orf39	2.00316666666667
PTGER2	1.6935
SLC31A1	-1.0991875
IFT172	0.62925
ADAM29	0.2495
GFOD1	-3.132
ST7L	1.14466666666667
C15orf26	-3.2335
PKN3	-1.9635
CNTD1	-0.473333333333333
COMMD1	0.756875
NTRK2	0.324583333333333
FOXN3	-0.394125
MFGE8	-1.9063
PFKFB2	1.2785
TAS2R4	0.43225
ENTHD1	-0.8326
PRMT5	-1.175125
MGC16384	0.00437500000000001
LOC442229	-0.6325
TSKU	-1.688625
KRTCAP3	2.356375
PDLIM1	0.5773
KCNS2	-0.39925
RNF126	-0.554833333333333
CEP63	-0.875625
CLIC4	2.3955
hCG_1990170	2.76375
ACR	0.7902
KLK7	-0.281666666666667
ALOX5AP	4.86075
RIPK3	2.71575
TAS2R9	0.2885
C19orf18	0.134
BIRC6	0.0817142857142857
ZNF16	-0.2985
RFT1	-1.1055
SLC8A2	-0.42925
TACC1	-0.019125
ITGAD	3.3585
SAMHD1	1.25225
SH3PXD2B	-1.0094
EPC2	1.11475
C20orf85	0.105625
ATP13A2	-0.712166666666667
KRT4	0.296375
CAPNS1	0.1485
MDM2	0.194583333333333
PCDH20	6.351
KCNK9	0.4945
OR2C1	-0.066
KLHDC3	-1.06316666666667
IPPK	-0.5835
EFHD2	-0.958125
GALR3	1.03075
NBEA	0.614833333333333
ABCA6	7.28
CLDN3	1.97916666666667
AKT2	-0.247642857142857
EGFR	-0.0669
RBM16	0.373875
ZDHHC3	0.141
SLC25A4	0.827333333333333
CYB5B	0.104333333333333
CPXM1	-2.0095
NDRG1	0.164538461538462
FLJ43826	0.2865
OR5L2	-0.0161666666666667
FARP2	-0.1734
MRPL46	0.0373333333333333
LDHAL6B	0.259
MAPKAPK3	0.429666666666667
NCAM2	-3.30166666666667
PRKD2	-0.8075
ZFP36L1	0.8809
CYSLTR1	-0.95425
OR4C3	0.47925
HIST1H2AJ	0.4355
CCNB2	-4.47544444444445
ZNF10	0.721375
TMEM175	0.1665
FAM134A	0.469666666666667
TIGD4	1.399
PCNP	0.2685
MGC39715	0.5905
LQK1	-1.66275
CREB1	0.3292
TMPRSS3	-2.65525
C4orf32	-1.6645
LAT	-0.108666666666667
KCNA3	-0.9575
SKIV2L2	-0.77
ROPN1B	-4.28625
tcag7.23	-0.503
CDT1	-3.877375
ZHX2	1.112
CD28	-3.56675
ZNF624	0.99675
SEPT2	-0.00441666666666666
SOHLH2	-0.56575
MCOLN3	-0.504375
UNQ1945	0.6905
MASP2	-1.1645
ZNRF3	0.5256
GPATCH3	-0.3695
AGL	1.313125
QRICH2	-0.1635
PSD4	-0.783166666666667
CCNB1IP1	-0.7625
ENPP7	0.20825
OBFC1	0.5655
KCNG3	-2.9045
C14orf79	1.15608333333333
ENPEP	4.76883333333333
SCT	0.521
SKI	0.15425
SEC61G	-1.48775
CAPN11	-0.0375
ATXN7L3	-0.64875
DBNDD1	-0.0993333333333333
FAIM	2.90025
ANKRD36	-1.0425
GABRP	-0.217833333333333
TACSTD2	3.326
EIF3J	-0.81125
PPP2R2A	-0.662
TEKT4	0.092
PVALB	-3.73016666666667
F10	-2.47516666666667
FAM134C	0.6326
COMP	-1.33825
EFCBP1	-1.010125
SCLT1	-0.29275
TAL1	-1.5733
ACSL1	1.89225
ABCC5	0.0675
ABL1	-0.875833333333334
RBBP7	-0.680583333333333
PTPRG	0.831125
NCOR1	0.0841
SPINK4	-2.812
TXNRD1	-1.6452
TNRC15	0.11675
C9orf138	1.38375
UBE2H	0.6395
BRDT	0.251166666666667
C8orf31	0.44525
CCNE2	-3.48363636363636
SLC6A8	-0.80475
CALCR	-1.32175
PPP1CB	1.10625
ABHD8	-0.79675
ARF5	0.3851
SLC24A4	0.9065
CCT3	-0.879
ZNF121	-0.51275
SLC3A2	-1.6405
OR13A1	0.389
SLC5A10	2.5085
RAD50	-0.56175
IER5	-0.3495
MTHFD1L	-0.83525
MBTPS2	0.64625
MVK	-0.21925
NCL	-1.3613
PSMD10	-0.59025
MOBP	0.284333333333333
FLJ32894	0.239
HRH1	2.93833333333333
C5orf30	-1.51575
NUDT16L1	0.678
RASGRP3	3.66533333333333
PRKRIP1	0.1717
CCDC75	-0.46525
LOC253970	0.26525
KIAA1239	-0.457333333333333
MED21	-0.248
SYT11	1.53725
NTSR2	-0.7125
EGFL11	0.128
CXorf59	1.458
OR2A25	0.054
SPTBN2	-1.72425
LRMP	-0.203333333333333
RNF111	1.1065
PTH	0.013
LOC619208	1.973
KIAA0895	1.82025
RANBP5	-1.06525
P2RY10	-0.1025
NME5	5.814
DDX21	-1.5165
LRSAM1	-1.0415
HDAC11	0.4235
VMO1	2.104
NOLA2	-0.900833333333333
ADAR	-1.00675
MTO1	-0.490666666666667
SF4	-0.219333333333333
P2RX1	0.241666666666667
HBM	0.16725
EN2	1.343
C14orf172	-0.64075
TM9SF2	0.4171
INHBE	-0.858166666666667
TCTE3	-0.243
TOX2	-4.4725
CTAGE3	1.65925
HBB	5.0727
MED15	-1.46316666666667
CASR	1.29975
C6orf66	-0.267833333333333
MTPN	-0.850875
UNC50	0.66125
C21orf33	0.294875
IRF2	1.065125
PGR	-3.21716666666667
GPR84	1.57475
CROCCL1	-1.60025
SRPX	-4.579
BRE	0.306833333333333
FGF10	0.5335
SDC3	-0.245333333333333
ZRSR1	-0.8485
DKFZP434P211	-1.081
SOX6	0.6105
RPUSD2	-0.47975
C14orf173	-0.387083333333333
MAPK11	-0.795833333333333
TBC1D22A	0.0595
FAM123A	-0.723
COL4A6	-4.02383333333333
TOMM70A	1.3895
NAB1	0.844875
MGC16385	-0.211875
TSPAN18	0.584166666666667
MED31	1.01125
PLG	1.06425
CAPSL	1.7165
ZNF532	0.1298
ASB14	-0.4295
CA8	-4.8835
NUDT16P	2.563
SLFN11	-0.7785
LRRIQ2	-0.945375
NOL7	-0.579666666666667
BRMS1L	-0.851125
JARID1A	-0.483
PANK2	-1.02325
ICAM3	-0.70975
MDS1	-0.746
TAF8	-0.5505
RNF139	0.43375
ZNF594	-0.158333333333333
ADAM8	-0.12575
SFTPC	-0.228625
MAN2B2	0.01075
RGS12	1.2206875
EIF1AY	-1.99875
LRRIQ1	1.72083333333333
GPR150	1.40825
CCDC21	-1.90866666666667
PRRG3	0.18075
SAA4	-4.32075
RAPGEF5	1.367375
ZCCHC2	-0.69325
MGC39372	0.188
PPP4R2	-0.947
CDCA2	-3.5
OR4D5	0.229166666666667
PTGFRN	0.413
SIGLEC5	2.50983333333333
C19orf61	-1.44883333333333
NMUR2	0.238
KIAA1586	-0.564833333333333
DAGLA	-1.63183333333333
CHCHD6	-0.4845
GPR32	0.3225
NEUROD6	-0.5345
SLC2A4RG	-0.0536875
CA5B	0.0775
FBXL3	1.19975
MPHOSPH9	-1.52775
HMG2L1	-0.5925
HCN4	1.0835
CEACAM19	0.492
SH2D4B	0.917833333333333
HFE2	-0.652
TGM4	-0.244166666666667
LYPD2	0.404
TBC1D15	0.17975
MRPS21	-0.0855
NONO	-1.3673
CLEC5A	1.569125
ITCH	0.3601
MGAT3	-1.99033333333333
MBP	0.334
RPP25	-0.24925
SOSTDC1	7.76775
HRC	-1.44975
TRIM48	-0.3005
TMEM133	2.5435
ECEL1P2	-1.0035
HOXC11	0.587
DOK5	1.2965
HELZ	0.380333333333333
LOC348180	-1.017
MGC33894	0.337
ADRB3	0.141
DMD	0.0831666666666667
PTRH2	-0.578
MPEG1	3.0495
NDUFA12	0.491333333333333
KRTAP2-4	0.581833333333333
STAMBPL1	-1.573
ADCY2	2.0435
UNQ6125	0.6395
KLHL20	0.217833333333333
SRM	-1.82475
OTC	-0.45675
TMIE	0.781833333333333
SNX8	-0.5385
LIPK	-0.153
CHURC1	0.305833333333333
KLC2	0.114333333333333
HDAC1	-0.692833333333333
FAM128A	-0.656666666666667
FNDC3B	0.151
MTCP1	0.412833333333333
WFDC10B	-0.0234999999999999
PCDHGB3	0.3735
ATRNL1	0.1976
CAV2	2.39925
MED26	-0.919666666666667
DUS1L	-0.1285
CHRM3	-1.64
NEK9	0.04625
WARS2	0.16425
TBX22	-1.1305
TOMM40	-1.53525
RP6-213H19.1	-2.757
TUBGCP5	-0.46925
IGSF6	6.11175
TPPP	0.1985
UNQ6190	-0.458
GSTM5	0.167375
BTD	0.832833333333333
PDCD1LG2	-0.553833333333333
SNRPB2	-0.443166666666667
ERICH1	-0.094625
APOA4	-1.71275
HOXA11	-1.37925
NARG1	-0.55
MKX	-1.1795
RAB28	-0.137785714285714
PKP3	-3.6015
SH3GL2	2.58175
CTSO	3.90775
RPN2	-0.3940625
IL28RA	0.3295
SFMBT1	-1.02275
WDR57	-0.892125
FER1L3	-0.00483333333333334
HSF5	-0.1754
TTC9B	-0.18475
C4BPA	-4.322
ALB	-4.1865
SORBS3	-0.036
UPF2	-0.508
JPH1	-1.7315
AGBL2	3.25925
DOPEY1	1.5405
TERF1	-0.268
KIF22	-1.74483333333333
NINJ1	0.8875
SEC61A2	-0.350083333333333
HIST1H1D	-1.88083333333333
SFXN4	0.228375
UCP3	0.4939
ZNF703	-0.170166666666667
MYL6B	-0.296
TREM1	1.83425
OR52E6	0.135
CKMT2	-0.377
HLA-C	2.278125
SLC13A3	-3.685
TIMP4	-2.93725
SLIT2	3.54825
RSF1	-0.892833333333333
LONRF1	-1.07635714285714
MON1A	-1.14983333333333
CACNG6	-1.90916666666667
DPPA4	-5.70966666666667
ZSWIM3	-0.1595
ZNF804A	0.448833333333333
CCIN	0.56875
SLC25A31	0.352333333333333
KCNMB4	-0.9505
RABL5	2.614875
GALNS	0.0237
STX6	-0.378875
HIST1H1C	-2.70766666666667
CIDEB	0.03475
CASP4	1.48333333333333
PDK3	-1.082
KCNJ11	0.2045
TPR	-1.256125
ZSCAN20	-1.3105
MTX2	-0.656
HIST1H2BH	-1.44925
LOC283767	2.13375
LYRM7	-0.953
BRD3	-0.7425
HIST1H2BO	-1.48025
MAGEB10	0.4185
SLC45A1	-0.28
SERPINA3	-2.04355
KIAA0143	1.279
KCNJ16	8.45733333333333
KRT79	-0.032
FABP2	0.000499999999999979
NUT	-0.4575
ZNF57	0.246
FBXL4	0.5785
CLEC9A	3.796
UGT8	2.24933333333333
BMP2K	0.2495
MAPK4	-3.01175
SLC25A23	0.2787
HINT1	0.5628
KRTAP13-1	0.436
SFXN5	-0.6709
CHCHD2	0.221666666666667
FAM3D	4.908
NDP	-3.419875
RHOBTB1	1.4455
SLC4A4	3.2205
RPL38	0.55475
HTF9C	-1.00433333333333
AP2A2	0.1735
ZBTB46	-0.6985
MAP7D1	-0.606875
AOX1	1.42533333333333
CYR61	-0.725666666666667
DTNA	0.502428571428571
JRKL	0.00700000000000001
TMOD3	-0.73025
EEA1	-0.8591
ADCK5	-0.09325
IL1R1	1.62416666666667
KLK3	0.531785714285714
HRSP12	1.5365
KTN1	-0.4105
LOH11CR2A	1.1328
RELL2	-1.4485
MAB21L1	0.27825
C20orf59	-0.8535
PHKB	0.14775
ADAM2	-1.98616666666667
TBC1D8B	1.41316666666667
FAM13A1	0.981375
LAPTM4B	1.07908333333333
LCN8	-0.0555
TMEM147	0.119
SYT4	0.0532
XPO7	-1.1915
C9orf62	1.97225
GPR75	-0.526
TRIM5	0.56825
APOC1	3.27416666666667
RNASE4	2.129
PARD6B	-0.43125
ARID1A	-1.03983333333333
TPD52L3	0.1523
RRAGB	1.64933333333333
RCN2	-0.522666666666667
HIST2H2BE	-1.1133125
STARD7	-0.11225
SHMT2	-2.2545
KIAA1751	-0.140666666666667
MLYCD	0.40825
LOC162632	-0.7936
UQCRH	-1.04575
RP11-217H1.1	1.010875
SDHA	-0.8225
NCLN	-1.3507
ZNF17	-0.0508333333333333
RCBTB2	2.06175
VEGFB	0.6732
RP4-747L4.3	0.5625
COLQ	-0.0168
MPN2	-0.3775
DRG2	-0.22675
KLRB1	5.85725
ALPK2	-1.90775
DNASE2B	3.04125
FLJ23834	0.142833333333333
AXUD1	-0.824333333333333
SAFB	-1.0803
NSUN4	0.79925
RFX2	0.781333333333333
MAPK8IP1	-0.221
FANCD2	-2.13842857142857
ANKZF1	-1.3465
C19orf50	-0.598125
DUSP8	0.123625
SENP5	-0.91025
NFKBIL2	-0.9125
LBR	-0.325875
IGFL1	-1.0225
LZTS2	-0.7865
IL2RG	-0.92975
CCDC51	0.0395
KLF3	1.000625
ANKRD37	-0.13425
KCTD14	2.26183333333333
FZR1	-0.680916666666667
SLC44A4	4.5759
ESPL1	-1.693125
GMPR2	-0.3064
TBC1D19	0.479
ERGIC1	0.545259259259259
ERBB4	-0.8458
TSPAN32	0.152416666666667
MAP4	-0.88425
GPHN	-0.1685
SLC6A2	-0.321125
HIVEP1	-0.6365
DFFB	-0.2042
EIF4EBP2	0.28875
DMRT1	0.166
HSPB6	-0.47625
IER2	-0.724333333333333
AIFM1	0.70675
WWC2	0.489416666666667
MRPL4	-0.84425
FLJ21062	2.74966666666667
EPB41L4A	2.05275
SH2D6	0.25025
TAF4B	-1.7205
GAL3ST3	-0.4025
MALT1	0.1635
RTDR1	4.723
ARVCF	-0.397375
MEX3B	-2.09816666666667
FBXO16	1.3725
KIF7	-2.19575
C1QC	4.86866666666667
ZNF783	-0.699666666666667
ZNF85	-0.96675
MMP13	-0.5035
KIAA0329	0.262625
RTP3	-3.022
ZBED3	0.09175
CLGN	-3.85375
SLC25A37	0.413916666666667
hCG_18290	-0.25825
OR5AS1	-0.4855
SMARCC2	0.1685
FAM109A	-0.0393333333333333
CCDC12	-0.01925
USF2	-0.025
DEPDC7	0.52475
C20orf24	-0.519833333333333
JMJD3	-0.8935
DSP	-0.599214285714286
SLIC1	0.208875
FAM20A	-0.119375
IRF2BP2	0.147
ZNF230	-0.2605
