Hybridization REF	TCGA-CJ-4639-01A-01R-1188-07
PPARGC1A	1.6373
ETFA	-0.5764
POLRMT	-0.33025
ZNF146	-1.306125
MIA2	4.974
KLHL6	-0.166833333333333
HOXB5	1.631125
NENF	0.623666666666667
CUGBP1	-0.45475
PRSS22	-0.6795
CASC4	1.4689
CUL4B	0.4523
CENPJ	-2.4221
PITX1	-1.1015
FLJ31033	0.465833333333333
CELSR3	-2.76466666666667
ZNF568	0.63075
ITSN1	-0.390416666666667
EHBP1L1	-0.798166666666667
C19orf2	-0.343
DCTN1	0.12425
LIN28B	-2.71783333333333
TNKS2	-0.80425
C1QBP	-1.0795
CADPS2	1.04975
SRMS	0.06575
GJA9	0.144166666666667
MGC24975	-0.711166666666667
TRIM45	-1.963
TSP50	-0.20175
TCP1	-1.008
TMED7	1.3145
CMA1	0.606
CENPL	-1.527
PTCRA	0.268
FST	-4.246
VWCE	-3.2415
PAWR	-1.09425
ABCC12	0.5616
LDLR	-2.3696
ASTN2	1.6954
LOC441212	-0.607375
GPATCH8	-0.878
TANC2	-1.38833333333333
KIF4A	-3.1375
C18orf18	0.408
PGM1	-0.13225
KIAA0258	1.49475
CPD	0.267
SNCAIP	-1.30825
DCT	-3.68133333333333
HLA-DOA	4.58340909090909
OR11L1	0.5155
UPK1B	2.46266666666667
DNAJB4	1.534875
UGT1A8	4.708
HIST1H4L	0.846
PECR	1.2405
HSPA2	0.31525
WFIKKN1	0.964
SERP1	0.766125
SYDE2	0.51425
TACR2	0.08
NUP85	-1.2445
CD177	-0.169166666666667
LGR5	-2.162
PIGG	-0.165083333333333
PTHR1	1.91533333333333
RAB5A	-0.3837
FLJ13224	-0.4035
USP9Y	-1.79116666666667
C7orf53	-1.654
LRP1B	-2.339
XAF1	1.7179
ABCG8	-0.244
ANKDD1A	-0.712833333333333
DAND5	-1.333
SPAG6	-0.129666666666667
LINCR	3.41575
ZDHHC22	-1.55725
CCDC60	-0.146
THOC7	-1.14233333333333
TCTA	1.7555
OR8K3	-0.068
NY-REN-7	1.4145
B2M	3.18266666666667
C6orf141	-2.3825
LPPR4	-1.6865
SQLE	-3.246
SEPHS1	-0.92825
BTBD14B	0.0717142857142857
PLRG1	0.199
SPG7	-0.426
ZNF614	0.395666666666667
PARD6G	1.83783333333333
INPP5B	-0.6072
GRPEL2	0.77075
PPID	-0.8766
TRIM56	0.0275
UBE2J1	0.32875
IL20RA	-1.58225
LOC387856	-0.2405
C1orf107	0.36925
UTS2R	2.058
C19orf22	-1.4125
SAFB2	0.21925
KIAA0652	0.344625
KLRG1	0.260166666666667
MS4A8B	0.349833333333333
FRAG1	-0.3325
KIAA1546	0.056
E2F4	-0.9588
CLEC4M	0.2398
BTBD14A	-0.9995
KIAA0999	0.2178
GYPA	-1.43416666666667
TAC1	-0.401
TRAIP	-2.445
KIAA0232	-0.1782
ERCC8	-1.113625
GPX4	0.430875
KIAA0368	-0.615
GPR157	-0.8145
CTAGE4	0.9495
C9orf30	-0.4835
OR52A1	0.0915
HSP90B3P	-0.086
ALG9	-0.2938
BTBD10	0.63175
SDK2	-0.921333333333333
BAIAP3	-0.4435
RABGGTB	0.78825
ANKRD40	0.467333333333333
KRT74	1.064
CALCOCO2	1.03242857142857
SNCA	-3.1855
TMSL8	-2.20875
C2orf53	-0.912
ESRRB	-0.99225
ARHGAP26	0.39675
TDRD9	-0.924
HRAS	0.359166666666667
KLRC4	-1.206
JAGN1	-0.410166666666667
BSDC1	0.142
RNF43	-1.7602
NDUFAF1	0.28175
PHF12	0.21925
OR1L3	0.6895
FOLR2	3.30766666666667
LYZL6	-0.167
tcag7.1260	-0.093
WSB1	-1.2735
PROS1	1.8857
OSTN	0.5105
PSMB8	2.5405
SOCS4	-0.2855
DDIT4L	6.67775
MAS1	0.9725
MGC34796	1.09725
CSHL1	0.0836666666666667
TBCCD1	0.276666666666667
ZBTB7C	-0.3305
AP2S1	-0.235875
P15RS	-0.3282
VAT1	0.2248
SHANK3	2.20683333333333
TUFM	-0.445333333333333
THEG	-1.007
KRT34	-2.01825
SGSM3	-0.368875
TOMM22	0.101125
SOCS3	1.49633333333333
CPO	1.0225
POP4	0.21975
BHLHB3	3.01825
MALL	2.16725
OR1B1	0.123
PARK2	1.6835
GPR124	0.083625
LCE1E	0.3245
RUVBL2	-0.5615
CGRRF1	1.2458
ACPL2	0.786
WNT10B	-2.422125
BAIAP2L2	0.292625
ISCA1	1.0605
C1orf125	-0.45575
RPAP1	-1.15575
RAI16	-1.039
RPL27	-0.094
NLRP9	-0.5135
EPN1	-0.048
LOC388610	-2.818875
SLC35A1	1.0481
GAL	-4.0555
SLC14A2	0.0975
RDH11	-0.302666666666667
FAM138F	-0.1355
AUH	1.4335
FLJ40243	-0.383
C14orf129	-0.157333333333333
MBD2	-0.4575
ABHD14B	0.17675
PIGT	-0.79425
ALS2CR4	-0.665125
ALAS1	-0.3347
FOXO1	1.47216666666667
CRLF3	-0.17175
C20orf107	-1.2165
FARS2	1.24775
CCDC28A	1.94425
NPHP3	-0.5275
OR13F1	-0.0745
TSEN54	-0.48825
DEFB106B	0.0843333333333333
OR8B4	0.6935
STH	1.24175
ZC3H14	-0.41975
CBX2	-0.5865
TMEM49	-1.1905
C6orf21	-0.283
FLJ20920	0.00625
CRTAP	-0.0529285714285714
DDX50	0.36675
STYXL1	-0.2855
BLVRB	0.068
LOC147650	-0.618833333333333
MMP24	0.24275
GRID1	1.4275
BANF1	-0.814333333333333
CTAGEP	1.0555
HMBS	-2.781
SLC25A24	-0.151833333333333
C14orf50	-0.5045
MRO	0.076
SLC25A15	-2.36825
FAM84B	1.4444
TDP1	-1.2395
C16orf78	0.0113333333333333
C11orf57	0.374
RFK	0.41325
ZFYVE9	-0.53175
STCH	0.014
WIBG	0.1195
LOC283871	-0.8095
GBA2	-0.0528
NDUFB3	-0.158
HSD17B13	3.9675
GRIN3A	1.23383333333333
FMNL1	-0.503166666666667
SEPT7	0.0407
GNLY	6.3915
GRAMD1C	2.47666666666667
ZNF165	-0.2385
USP38	0.47025
FAM83A	-3.12
C14orf24	0.973833333333333
ARMCX3	1.1495
ARHGDIB	1.0795
AK1	-0.244
KIAA1045	-0.57375
DNAJB13	-0.585666666666667
NEU2	0.843
HIST1H4B	0.0486666666666667
FAM20B	-1.0601
HES2	-0.542714285714286
FAM73B	-0.8654
LOC388381	-0.54775
INTS7	-1.16372727272727
AMPH	-0.41025
ZNF775	0.224375
UCKL1	-0.611833333333333
C10orf97	0.63275
C1orf161	0.1535
ALDH1L1	4.70375
FLJ39378	-0.477625
SLC23A1	0.876
RBM4B	0.4565
THAP4	0.302666666666667
OGFRL1	0.48075
KIAA0831	0.118
PPP1R15A	0.256166666666667
C1orf96	-1.08414285714286
C12orf11	-1.44125
BMF	0.265375
MAN1A1	-0.14775
KIAA1600	1.12166666666667
NLGN4X	0.3125
ALOX12	-1.1935
RB1CC1	-0.1658
NEIL2	0.504
EIF4E	-0.228090909090909
ABHD5	-0.54175
EXOC4	0.142666666666667
CIP29	-0.3395
BATF2	2.8885
SLC29A4	0.38625
HTR4	0.10225
EMB	-0.37275
TRAF6	1.22125
LMNB1	-3.164
FAM19A5	-1.378875
SHE	3.506
PIK3C2B	1.22525
C15orf15	0.5779
USP15	0.1196
TCEAL2	4.77
C5orf39	1.07
PTGER2	-0.138
SLC31A1	-0.4918125
IFT172	-0.43775
ADAM29	0.2015
GFOD1	0.478
ST7L	0.0618333333333333
C15orf26	-2.815
PKN3	-0.77975
CNTD1	-0.883333333333333
COMMD1	1.11725
NTRK2	1.12075
FOXN3	0.690125
MFGE8	-0.8849
PFKFB2	-0.00366666666666667
TAS2R4	0.82475
ENTHD1	-0.396
PRMT5	-0.384125
MGC16384	0.0405
LOC442229	-0.8005
TSKU	-0.7535
KRTCAP3	-3.17625
PDLIM1	1.0217
KCNS2	0.60575
RNF126	-0.406666666666667
CEP63	0.1135
CLIC4	1.341375
hCG_1990170	4.03725
ACR	1.1399
KLK7	-0.651
ALOX5AP	2.796125
RIPK3	3.506
TAS2R9	0.222
C19orf18	0.6515
BIRC6	-0.411928571428571
ZNF16	1.228
RFT1	-1.0025
SLC8A2	-0.87175
TACC1	0.998
ITGAD	2.621
SAMHD1	1.37725
SH3PXD2B	-0.7171
EPC2	0.9715
C20orf85	0.02825
ATP13A2	-0.261833333333333
KRT4	0.209428571428571
CAPNS1	0.0355
MDM2	-0.0730833333333333
PCDH20	2.261
KCNK9	1.7765
OR2C1	-0.2705
KLHDC3	-0.401333333333333
IPPK	-0.575
EFHD2	0.5425
GALR3	1.90025
NBEA	0.254666666666667
ABCA6	1.0574
CLDN3	-0.360666666666667
AKT2	-1.03671428571429
EGFR	1.3008
RBM16	0.107875
ZDHHC3	0.1673
SLC25A4	1.16333333333333
CYB5B	-0.305666666666667
CPXM1	-1.95075
NDRG1	2.85030769230769
FLJ43826	0.1555
OR5L2	0.673833333333333
FARP2	-0.1754
MRPL46	0.615166666666667
LDHAL6B	-0.237666666666667
MAPKAPK3	-0.330166666666667
NCAM2	-4.80575
PRKD2	0.951666666666667
ZFP36L1	0.838
CYSLTR1	0.4835
OR4C3	0.262
HIST1H2AJ	0.361
CCNB2	-3.74377777777778
ZNF10	-0.331375
TMEM175	0.895
FAM134A	1.63616666666667
TIGD4	-0.459
PCNP	0.483
MGC39715	-0.15625
LQK1	-1.47575
CREB1	0.459
TMPRSS3	-2.1295
C4orf32	1.634375
LAT	0.00316666666666666
KCNA3	0.8745
SKIV2L2	-0.28075
ROPN1B	-3.57625
tcag7.23	0.0175
CDT1	-2.855125
ZHX2	1.12875
CD28	-1.81575
ZNF624	1.41575
SEPT2	0.0398333333333333
SOHLH2	-1.03475
MCOLN3	1.400125
UNQ1945	0.309
MASP2	-1.0375
ZNRF3	0.5905
GPATCH3	0.21225
AGL	0.400875
QRICH2	-0.472
PSD4	1.12083333333333
CCNB1IP1	-0.173
ENPP7	0.16525
OBFC1	0.56025
KCNG3	-2.92275
C14orf79	0.84175
ENPEP	6.869
SCT	0.49
SKI	0.837
SEC61G	-1.1205
CAPN11	0.58475
ATXN7L3	-0.97425
DBNDD1	-1.02483333333333
FAIM	0.0585
ANKRD36	-1.0755
GABRP	-0.537333333333333
TACSTD2	-1.6295
EIF3J	-1.018
PPP2R2A	-0.5995
TEKT4	-1.09516666666667
PVALB	-3.00383333333333
F10	0.4935
FAM134C	0.9676
COMP	0.05225
EFCBP1	-0.8561875
SCLT1	0.651375
TAL1	-0.3442
ACSL1	2.821
ABCC5	-0.837
ABL1	-0.512111111111111
RBBP7	-0.898
PTPRG	0.66825
NCOR1	-0.2467
SPINK4	-3.02316666666667
TXNRD1	-1.3974
TNRC15	0.817
C9orf138	1.427875
UBE2H	0.488
BRDT	-0.119166666666667
C8orf31	-0.92925
CCNE2	-2.73072727272727
SLC6A8	-0.066875
CALCR	0.3505
PPP1CB	0.984
ABHD8	0.067
ARF5	-0.00180000000000001
SLC24A4	1.85875
CCT3	-0.9955
ZNF121	-0.67875
SLC3A2	-0.4616
OR13A1	0.5435
SLC5A10	4.9115
RAD50	0.016875
IER5	0.653125
MTHFD1L	-2.212
MBTPS2	0.15875
MVK	0.273875
NCL	-0.773
PSMD10	-0.0745
MOBP	0.4995
FLJ32894	0.2175
HRH1	0.175333333333333
C5orf30	-0.471
NUDT16L1	1.0554
RASGRP3	5.45666666666667
PRKRIP1	-0.3629
CCDC75	0.3395
LOC253970	0.2075
KIAA1239	0.496
MED21	-0.0535
SYT11	1.79891666666667
NTSR2	-1.2985
EGFL11	-0.1895
CXorf59	1.8055
OR2A25	0.5
SPTBN2	-2.2675
LRMP	0.886
RNF111	0.46325
PTH	-0.201
LOC619208	1.15933333333333
KIAA0895	1.13425
RANBP5	-1.04525
P2RY10	2.01733333333333
NME5	4.98766666666667
DDX21	-1.261
LRSAM1	-0.236
HDAC11	0.124833333333333
VMO1	2.4255
NOLA2	-0.447
ADAR	0.0876666666666667
MTO1	-0.7795
SF4	0.324833333333333
P2RX1	-0.336166666666667
HBM	1.59925
EN2	1.9465
C14orf172	0.03025
TM9SF2	0.0192
INHBE	-0.834666666666667
TCTE3	-0.64325
TOX2	-0.9795
CTAGE3	1.239875
HBB	5.6289
MED15	-0.666833333333333
CASR	4.9725
C6orf66	-1.02466666666667
MTPN	-0.226875
UNC50	-0.20275
C21orf33	0.958875
IRF2	1.469125
PGR	-3.18533333333333
GPR84	0.90825
CROCCL1	-2.747
SRPX	-3.63575
BRE	0.42
FGF10	0.592
SDC3	0.395666666666667
ZRSR1	0.793166666666667
DKFZP434P211	-0.064875
SOX6	0.402
RPUSD2	-0.38675
C14orf173	0.233083333333333
MAPK11	-0.126333333333333
TBC1D22A	0.8815
FAM123A	-0.238
COL4A6	-4.33966666666667
TOMM70A	0.93625
NAB1	0.544
MGC16385	-0.317125
TSPAN18	2.14333333333333
MED31	-0.18725
PLG	5.3045
CAPSL	0.9725
ZNF532	0.3207
ASB14	0.51
CA8	-1.51825
NUDT16P	1.38816666666667
SLFN11	0.157
LRRIQ2	-0.383125
NOL7	-0.125166666666667
BRMS1L	-0.19725
JARID1A	0.220166666666667
PANK2	-0.484
ICAM3	0.41575
MDS1	1.198
TAF8	-0.4435
RNF139	0.218
ZNF594	-0.0911666666666667
ADAM8	0.798
SFTPC	-0.2005
MAN2B2	0.4905
RGS12	0.7853125
EIF1AY	-4.58233333333333
LRRIQ1	0.347
GPR150	1.965
CCDC21	-1.88666666666667
PRRG3	0.75725
SAA4	-3.019
RAPGEF5	3.53
ZCCHC2	-0.135666666666667
MGC39372	0.243
PPP4R2	-0.177166666666667
CDCA2	-0.904166666666667
OR4D5	0.265666666666667
PTGFRN	-1.1022
SIGLEC5	1.89833333333333
C19orf61	-0.797
NMUR2	0.0514999999999999
KIAA1586	-0.540833333333333
DAGLA	-1.11666666666667
CHCHD6	-0.213
GPR32	0.111
NEUROD6	0.519166666666667
SLC2A4RG	0.6450625
CA5B	0.0395
FBXL3	1.7245
MPHOSPH9	-1.57625
HMG2L1	-0.46475
HCN4	1.0685
CEACAM19	-0.13475
SH2D4B	1.08716666666667
HFE2	-0.696
TGM4	0.258333333333333
LYPD2	1.2175
TBC1D15	0.72325
MRPS21	-0.1503
NONO	-0.8209
CLEC5A	1.032625
ITCH	0.2062
MGAT3	-0.5215
MBP	0.48575
RPP25	-1.8205
SOSTDC1	1.508
HRC	0.27175
TRIM48	-0.496
TMEM133	2.85375
ECEL1P2	-0.998666666666667
HOXC11	-0.1345
DOK5	-0.7525
HELZ	-0.0888333333333333
LOC348180	-0.42075
MGC33894	0.0285
ADRB3	0.2775
DMD	-0.05975
PTRH2	-0.6105
MPEG1	3.96433333333333
NDUFA12	0.565833333333333
KRTAP2-4	0.000666666666666704
STAMBPL1	0.655333333333333
ADCY2	1.169
UNQ6125	0.6635
KLHL20	0.805333333333333
SRM	-1.64825
OTC	0.91675
TMIE	-0.0826666666666667
SNX8	-0.0085
LIPK	1.284
CHURC1	0.444166666666667
KLC2	0.0278333333333333
HDAC1	-0.616666666666667
FAM128A	0.513166666666667
FNDC3B	0.7222
MTCP1	0.669833333333333
WFDC10B	-0.0138
PCDHGB3	0.1845
ATRNL1	1.122
CAV2	2.16225
MED26	-0.547166666666667
DUS1L	-0.165
CHRM3	-0.488375
NEK9	0.423
WARS2	0.4815
TBX22	-0.6335
TOMM40	-1.1435
RP6-213H19.1	-2.729
TUBGCP5	-0.921
IGSF6	6.222
TPPP	1.69566666666667
UNQ6190	0.1375
GSTM5	-0.383375
BTD	0.777166666666667
PDCD1LG2	0.762333333333333
SNRPB2	-0.5115
ERICH1	0.207125
APOA4	-1.504875
HOXA11	-1.38925
NARG1	-0.419625
MKX	-1.497
RAB28	0.109928571428571
PKP3	-3.358
SH3GL2	-2.55225
CTSO	4.61925
RPN2	-0.523375
IL28RA	0.498833333333333
SFMBT1	-0.3745
WDR57	-0.822625
FER1L3	-0.249666666666667
HSF5	0.3242
TTC9B	-0.08
C4BPA	-3.44483333333333
ALB	-3.95146153846154
SORBS3	0.379375
UPF2	0.293
JPH1	-0.465
AGBL2	-0.35525
DOPEY1	1.7405
TERF1	-0.17175
KIF22	-1.49683333333333
NINJ1	1.12775
SEC61A2	-1.56863636363636
HIST1H1D	-0.283666666666667
SFXN4	0.296625
UCP3	-0.0320999999999999
ZNF703	-0.0655
MYL6B	0.4135
TREM1	-0.01275
OR52E6	0.661
CKMT2	-0.36525
HLA-C	3.642125
SLC13A3	-3.12466666666667
TIMP4	1.4785
SLIT2	0.124
RSF1	-0.0991666666666667
LONRF1	-0.787428571428571
MON1A	-0.153666666666667
CACNG6	-1.21416666666667
DPPA4	-4.80616666666667
ZSWIM3	0.388
ZNF804A	0.6895
CCIN	-0.21275
SLC25A31	0.05525
KCNMB4	0.8255
RABL5	0.77975
GALNS	-0.2508
STX6	0.308125
HIST1H1C	-0.983833333333333
CIDEB	2.36375
CASP4	0.529166666666667
PDK3	-0.6414
KCNJ11	0.2165
TPR	-0.823875
ZSCAN20	-0.4995
MTX2	-0.30675
HIST1H2BH	-0.49425
LOC283767	1.66825
LYRM7	-0.312666666666667
BRD3	-0.815833333333333
HIST1H2BO	-0.47025
MAGEB10	0.503
SLC45A1	1.3795
SERPINA3	-3.3081
KIAA0143	0.78125
KCNJ16	7.11233333333333
KRT79	-0.291
FABP2	-1.83125
NUT	-0.19425
ZNF57	-1.03625
FBXL4	1.00925
CLEC9A	3.316
UGT8	1.37016666666667
BMP2K	0.31175
MAPK4	-3.568
SLC25A23	0.3068
HINT1	0.395
KRTAP13-1	0.4775
SFXN5	-0.3747
CHCHD2	-0.161
FAM3D	0.5075
NDP	-3.55275
RHOBTB1	1.76633333333333
SLC4A4	4.444125
RPL38	0.14875
HTF9C	0.135166666666667
AP2A2	0.788375
ZBTB46	0.4415
MAP7D1	-0.512875
AOX1	0.0806666666666667
CYR61	1.39266666666667
DTNA	-2.06614285714286
JRKL	1.29225
TMOD3	-0.2365
EEA1	-0.2697
ADCK5	-0.56975
IL1R1	0.809833333333333
KLK3	0.472214285714286
HRSP12	2.56325
KTN1	-0.3275
LOH11CR2A	0.203
RELL2	-1.66025
MAB21L1	0.53725
C20orf59	-1.36133333333333
PHKB	-0.32075
ADAM2	-1.77
TBC1D8B	1.80666666666667
FAM13A1	1.351125
LAPTM4B	-1.38558333333333
LCN8	-0.029
TMEM147	0.0095
SYT4	-0.7358
XPO7	-0.8605
C9orf62	1.87675
GPR75	0.0845
TRIM5	1.128125
APOC1	0.113
RNASE4	1.80483333333333
PARD6B	-1.11525
ARID1A	-0.952083333333333
TPD52L3	-0.173125
RRAGB	0.528833333333333
RCN2	-1.13083333333333
HIST2H2BE	-1.3321875
STARD7	-0.24675
SHMT2	0.4145
KIAA1751	0.139166666666667
MLYCD	3.245375
LOC162632	-1.5979
UQCRH	-1.044
RP11-217H1.1	0.700125
SDHA	0.294333333333333
NCLN	-0.7398
ZNF17	0.3145
RCBTB2	0.1155
VEGFB	0.2344
RP4-747L4.3	1.2405
COLQ	0.0218
MPN2	-0.963333333333333
DRG2	-0.07025
KLRB1	7.01025
ALPK2	1.49225
DNASE2B	1.103
FLJ23834	0.162666666666667
AXUD1	0.723333333333333
SAFB	-0.2765
NSUN4	-0.08925
RFX2	1.31266666666667
MAPK8IP1	-0.174833333333333
FANCD2	-2.8425
ANKZF1	-1.27133333333333
C19orf50	-0.453625
DUSP8	-0.303125
SENP5	-0.230625
NFKBIL2	-0.803
LBR	-0.4525
IGFL1	-0.2
LZTS2	-0.054125
IL2RG	0.909625
CCDC51	-0.32575
KLF3	0.716125
ANKRD37	0.665
KCTD14	1.41516666666667
FZR1	0.155
SLC44A4	2.2289
ESPL1	-1.2195
GMPR2	0.6496
TBC1D19	0.6865
ERGIC1	0.967370370370371
ERBB4	-1.8898
TSPAN32	1.11533333333333
MAP4	-0.43525
GPHN	-0.24675
SLC6A2	-0.352375
HIVEP1	-0.24225
DFFB	-0.9528
EIF4EBP2	1.18875
DMRT1	-0.50325
HSPB6	-0.996
IER2	0.267333333333333
AIFM1	-0.077
WWC2	0.640916666666667
MRPL4	-0.824
FLJ21062	0.836
EPB41L4A	3.02433333333333
SH2D6	0.372
TAF4B	-0.89925
GAL3ST3	0.4785
MALT1	0.0418333333333333
RTDR1	4.22775
ARVCF	0.302571428571429
MEX3B	-2.18366666666667
FBXO16	0.863
KIF7	-1.791
C1QC	5.27233333333333
ZNF783	-1.5765
ZNF85	-0.11325
MMP13	-0.4845
KIAA0329	0.18975
RTP3	0.851
ZBED3	0.1075
CLGN	-4.751
SLC25A37	-1.45360869565217
hCG_18290	-0.5665
OR5AS1	-0.118
SMARCC2	0.678166666666667
FAM109A	-0.285166666666667
CCDC12	-0.6445
USF2	0.0133
DEPDC7	1.38675
C20orf24	-1.09833333333333
JMJD3	0.3135
DSP	-1.06757142857143
SLIC1	1.0745
FAM20A	0.148625
IRF2BP2	0.06775
ZNF230	0.7205
MSN	0.712285714285714
SLC9A5	-1.8555
EPDR1	0.3886
