Hybridization REF	TCGA-CJ-4636-01A-01R-1188-07
TANC2	-0.73025
KIF4A	-2.2785
C18orf18	-1
PGM1	0.043
KIAA0258	0.29425
CPD	-0.318
SNCAIP	-1.01
DCT	-3.3235
HLA-DOA	3.923
OR11L1	0.4175
UPK1B	2.58183333333333
DNAJB4	0.38325
UGT1A8	4.61375
HIST1H4L	0.0305
PECR	0.143
HSPA2	0.4875
WFIKKN1	1.748
SERP1	-0.291625
SYDE2	-0.14225
TACR2	0.3745
NUP85	-0.7005
CD177	-0.386666666666667
LGR5	-2.67983333333333
PIGG	0.11275
PTHR1	1.57333333333333
RAB5A	-0.6157
FLJ13224	-0.0815
USP9Y	-0.251166666666667
C7orf53	0.864
LRP1B	-1.74375
XAF1	2.5704
ABCG8	-1.103
ANKDD1A	0.473
DAND5	-1.9015
SPAG6	-0.915833333333333
LINCR	1.53725
ZDHHC22	-1.492125
CCDC60	0.536
THOC7	-1.88516666666667
TCTA	1.0967
OR8K3	-0.33175
NY-REN-7	0.331333333333333
B2M	2.19283333333333
C6orf141	-1.943625
LPPR4	1.44225
SQLE	-3.75425
SEPHS1	-0.96275
BTBD14B	0.401357142857143
PLRG1	-0.81675
SPG7	0.4508125
ZNF614	-1.40183333333333
PARD6G	0.9805
INPP5B	-0.7408
GRPEL2	-0.432
PPID	-0.7651
TRIM56	1.144
UBE2J1	-0.2455
IL20RA	-0.974
LOC387856	0.84175
C1orf107	-0.0695833333333333
UTS2R	1.58875
C19orf22	-0.73125
SAFB2	0.602625
KIAA0652	0.20825
KLRG1	-0.0315
MS4A8B	0.362166666666667
FRAG1	-0.20525
KIAA1546	-0.35675
E2F4	-0.206
CLEC4M	-0.101666666666667
BTBD14A	-1.2175
KIAA0999	0.2658
GYPA	-3.8075
TAC1	-0.2856
TRAIP	-1.9785
KIAA0232	0.5039
ERCC8	-1.624125
GPX4	0.972375
KIAA0368	0.00387499999999998
GPR157	-0.211333333333333
CTAGE4	2.178
C9orf30	-0.745333333333333
OR52A1	-0.3775
HSP90B3P	0.374
ALG9	-0.2563
BTBD10	0.37075
SDK2	0.36975
BAIAP3	-0.5125
RABGGTB	-0.699625
ANKRD40	-0.434
KRT74	0.273
CALCOCO2	0.703
SNCA	-2.1685
TMSL8	-4.040875
C2orf53	0.681
ESRRB	-0.4045
ARHGAP26	1.471375
TDRD9	-2.18175
HRAS	0.324833333333333
KLRC4	-1.8175
JAGN1	-1.0485
BSDC1	0.6085
RNF43	-1.7054
NDUFAF1	-0.05075
PHF12	0.38275
OR1L3	-0.37
FOLR2	3.37316666666667
LYZL6	0.0541666666666667
tcag7.1260	-0.0185
WSB1	0.504166666666667
PROS1	1.2381
OSTN	0.542
PSMB8	2.20625
SOCS4	-0.776
DDIT4L	2.93525
MAS1	1.5275
MGC34796	1.055
CSHL1	0.293833333333333
TBCCD1	0.126666666666667
ZBTB7C	-0.2995
AP2S1	-0.28175
P15RS	-1.2518
VAT1	0.0862
SHANK3	2.12183333333333
TUFM	0.195333333333333
THEG	-0.962
KRT34	-2.2015
SGSM3	0.143875
TOMM22	-0.2515
SOCS3	1.0235
CPO	2.3825
POP4	0.25475
BHLHB3	3.1215
MALL	3.4755
OR1B1	0.039
PARK2	1.51833333333333
GPR124	1.188125
LCE1E	0.2
RUVBL2	-0.63475
CGRRF1	-0.6658
ACPL2	-0.53175
WNT10B	-1.91825
BAIAP2L2	1.617875
ISCA1	0.737
C1orf125	-0.40475
RPAP1	-0.62325
RAI16	-0.0618333333333334
RPL27	-1.14675
NLRP9	-0.93
EPN1	0.1245
LOC388610	-0.71125
SLC35A1	0.1594
GAL	-3.09375
SLC14A2	0.1955
RDH11	-0.859333333333333
FAM138F	-0.264
AUH	0.76175
FLJ40243	-0.25275
C14orf129	-0.828
MBD2	-0.327
ABHD14B	0.076125
PIGT	0.0285
ALS2CR4	-1.152875
ALAS1	-0.2171
FOXO1	0.808666666666667
CRLF3	-0.27225
C20orf107	-0.261
FARS2	0.44175
CCDC28A	1.12
NPHP3	0.20425
OR13F1	-0.3125
TSEN54	-0.124
DEFB106B	0.1526
OR8B4	0.4185
STH	-0.00799999999999999
ZC3H14	-0.94
CBX2	-0.1145
TMEM49	-0.60525
C6orf21	0.206
FLJ20920	-0.8225
CRTAP	0.2755
DDX50	-0.2875
STYXL1	-0.17025
BLVRB	0.0298333333333333
LOC147650	0.113666666666667
MMP24	0.53
GRID1	1.39866666666667
BANF1	0.004
CTAGEP	0.98525
HMBS	-2.07225
SLC25A24	-0.890166666666667
C14orf50	-0.82875
MRO	2.51416666666667
SLC25A15	-1.67375
FAM84B	0.2138
TDP1	-1.6465
C16orf78	-0.2605
C11orf57	-0.3645
RFK	-0.122
ZFYVE9	-0.925375
STCH	-1.1606
WIBG	0.5885
LOC283871	-0.835333333333333
GBA2	0.0467
NDUFB3	-0.14325
HSD17B13	-0.70525
GRIN3A	1.94766666666667
FMNL1	0.365
SEPT7	0.2333
GNLY	4.144
GRAMD1C	1.78083333333333
ZNF165	-1.066
USP38	0.2145
FAM83A	-3.21933333333333
C14orf24	0.19675
ARMCX3	0.38875
ARHGDIB	1.03366666666667
AK1	-0.336625
KIAA1045	0.19875
DNAJB13	0.575666666666667
NEU2	0.6965
HIST1H4B	-0.8645
FAM20B	-0.9435
HES2	0.497214285714286
FAM73B	-0.4707
LOC388381	-0.347
INTS7	-1.29736363636364
AMPH	-0.48625
ZNF775	0.248375
UCKL1	-0.710333333333333
C10orf97	-0.26275
C1orf161	-0.01625
ALDH1L1	0.7485
FLJ39378	0.07775
SLC23A1	0.2635
RBM4B	0.1765
THAP4	0.084
OGFRL1	0.658
KIAA0831	-0.384625
PPP1R15A	0.466666666666667
C1orf96	-0.8735
C12orf11	-2.004
BMF	0.855125
MAN1A1	-0.708625
KIAA1600	0.7035
NLGN4X	-1.8975
ALOX12	-1.19583333333333
RB1CC1	0.0693
NEIL2	0.0209
EIF4E	-0.824318181818182
ABHD5	-1.15425
EXOC4	0.698166666666667
CIP29	-0.324333333333333
BATF2	2.04525
SLC29A4	1.14125
HTR4	0.337
EMB	-0.5645
TRAF6	0.471
LMNB1	-3.4945
FAM19A5	-0.267625
SHE	3.06975
PIK3C2B	0.757
C15orf15	-1.1606
USP15	0.1715
TCEAL2	-0.83225
C5orf39	-0.028
PTGER2	-1.38325
SLC31A1	-0.5470625
IFT172	0.60875
ADAM29	0.13575
GFOD1	0.5045
ST7L	0.124
C15orf26	-3.01925
PKN3	-0.477
CNTD1	-0.4095
COMMD1	0.14275
NTRK2	3.08983333333333
FOXN3	0.559125
MFGE8	-0.0739
PFKFB2	0.436166666666667
TAS2R4	0.7345
ENTHD1	-1.06483333333333
PRMT5	-1.492
MGC16384	1.406625
LOC442229	-1.5435
TSKU	0.157125
KRTCAP3	2.249875
PDLIM1	1.015
KCNS2	1.05325
RNF126	-0.137666666666667
CEP63	-0.406125
CLIC4	0.7695
hCG_1990170	2.59625
ACR	1.518
KLK7	-1.983
ALOX5AP	3.239875
RIPK3	3.59375
TAS2R9	-0.302
C19orf18	-0.3485
BIRC6	0.002
ZNF16	0.4095
RFT1	-0.88125
SLC8A2	-1.00125
TACC1	1.337875
ITGAD	3.4275
SAMHD1	2.0125
SH3PXD2B	0.00270000000000001
EPC2	0.77725
C20orf85	0.293125
ATP13A2	0.138833333333333
KRT4	0.2025
CAPNS1	0.59825
MDM2	0.399583333333333
PCDH20	2.01625
KCNK9	0.4555
OR2C1	-0.032
KLHDC3	-0.4565
IPPK	-0.736
EFHD2	0.664875
GALR3	1.70475
NBEA	0.796666666666667
ABCA6	2.6693
CLDN3	0.716
AKT2	-1.04042857142857
EGFR	1.9341
RBM16	0.144375
ZDHHC3	-0.0085
SLC25A4	-0.384166666666667
CYB5B	-0.430166666666667
CPXM1	-1.62625
NDRG1	2.54792307692308
FLJ43826	0.1435
OR5L2	0.623
FARP2	0.0338
MRPL46	-0.4025
LDHAL6B	0.4115
MAPKAPK3	0.1285
NCAM2	-4.86975
PRKD2	0.567833333333333
ZFP36L1	1.2305
CYSLTR1	-0.01075
OR4C3	-0.429
HIST1H2AJ	0.439
CCNB2	-2.55166666666667
ZNF10	-0.108625
TMEM175	0.9975
FAM134A	0.9165
TIGD4	-0.0145
PCNP	-0.42425
MGC39715	-0.32825
LQK1	-0.67875
CREB1	-0.00750000000000003
TMPRSS3	-0.90375
C4orf32	-0.2265
LAT	-0.307666666666667
KCNA3	0.783
SKIV2L2	-0.55575
ROPN1B	-3.85625
tcag7.23	-1.042
CDT1	-2.139375
ZHX2	1.4165
CD28	-2.43375
ZNF624	0.464
SEPT2	-0.214083333333333
SOHLH2	-1.1785
MCOLN3	-1.286875
UNQ1945	0.573
MASP2	-0.9255
ZNRF3	-0.0425
GPATCH3	-0.092
AGL	-0.04875
QRICH2	-0.0685
PSD4	0.540166666666667
CCNB1IP1	-1.55725
ENPP7	0.14825
OBFC1	-0.01925
KCNG3	-2.94
C14orf79	0.492833333333333
ENPEP	5.58366666666667
SCT	0.436
SKI	1.0185
SEC61G	-0.636
CAPN11	1.4335
ATXN7L3	-0.727
DBNDD1	-0.209166666666667
FAIM	-0.1975
ANKRD36	-0.101
GABRP	0.6635
TACSTD2	-1.41416666666667
EIF3J	-1.1475
PPP2R2A	-1.02625
TEKT4	-0.116333333333333
PVALB	-1.045
F10	-0.398666666666667
FAM134C	0.4579
COMP	1.086625
EFCBP1	-2.8538125
SCLT1	0.348
TAL1	-0.5807
ACSL1	1.782
ABCC5	0.124833333333333
ABL1	-0.770388888888889
RBBP7	-1.16616666666667
PTPRG	0.37925
NCOR1	0.0909
SPINK4	-2.4025
TXNRD1	-1.2911
TNRC15	1.26075
C9orf138	1.688625
UBE2H	0.5685
BRDT	0.392333333333333
C8orf31	0.12425
CCNE2	-2.47863636363636
SLC6A8	-0.49975
CALCR	-0.9695
PPP1CB	0.375916666666667
ABHD8	-0.3435
ARF5	0.4676
SLC24A4	1.78125
CCT3	-0.5875
ZNF121	-0.885625
SLC3A2	-0.5717
OR13A1	0.3925
SLC5A10	3.64125
RAD50	0.0555
IER5	0.59325
MTHFD1L	-1.070375
MBTPS2	-0.34875
MVK	1.25575
NCL	-0.7867
PSMD10	-0.91075
MOBP	0.662571428571429
FLJ32894	-0.0785
HRH1	0.869333333333333
C5orf30	-1.26275
NUDT16L1	0.4339
RASGRP3	4.87616666666667
PRKRIP1	0.0608
CCDC75	0.70875
LOC253970	-0.24775
KIAA1239	0.4385
MED21	-1.14925
SYT11	1.647
NTSR2	-0.4425
EGFL11	-1.048
CXorf59	-0.227
OR2A25	0.59075
SPTBN2	-1.429
LRMP	0.0926666666666667
RNF111	0.18775
PTH	-0.121
LOC619208	0.378333333333333
KIAA0895	0.49075
RANBP5	-1.26275
P2RY10	1.473
NME5	4.45583333333333
DDX21	-1.25375
LRSAM1	0.346
HDAC11	-0.688
VMO1	2.93225
NOLA2	-0.422
ADAR	-0.201
MTO1	-0.741833333333333
SF4	0.244833333333333
P2RX1	1.20183333333333
HBM	0.46375
EN2	1.8195
C14orf172	-0.44275
TM9SF2	-0.2901
INHBE	-1.3465
TCTE3	-0.307916666666667
TOX2	-0.65475
CTAGE3	0.64275
HBB	4.3764
MED15	-0.101333333333333
CASR	0.8085
C6orf66	-1.2425
MTPN	0.71725
UNC50	-0.54525
C21orf33	0.25425
IRF2	1.30625
PGR	-2.3965
GPR84	2.42625
CROCCL1	-1.3595
SRPX	-1.928
BRE	0.971666666666667
FGF10	-0.64
SDC3	1.53566666666667
ZRSR1	0.3885
DKFZP434P211	0.25925
SOX6	1.466
RPUSD2	-0.534
C14orf173	-0.219666666666667
MAPK11	0.0223333333333333
TBC1D22A	0.832
FAM123A	-1.7405
COL4A6	-4.08416666666667
TOMM70A	-0.1325
NAB1	0.456375
MGC16385	-0.086875
TSPAN18	2.48466666666667
MED31	-0.71675
PLG	-0.70625
CAPSL	1.4065
ZNF532	0.5262
ASB14	0.265
CA8	-3.19675
NUDT16P	2.254
SLFN11	0.3785
LRRIQ2	-0.961625
NOL7	-0.469
BRMS1L	-1.100125
JARID1A	0.627
PANK2	-0.5235
ICAM3	-0.1295
MDS1	0.5365
TAF8	-0.0675
RNF139	-0.40025
ZNF594	-0.5985
ADAM8	1.017125
SFTPC	-0.425
MAN2B2	1.18275
RGS12	1.2208125
EIF1AY	-1.31966666666667
LRRIQ1	1.0665
GPR150	1.88125
CCDC21	-1.66833333333333
PRRG3	0.3675
SAA4	-1.3245
RAPGEF5	2.695375
ZCCHC2	-0.341
MGC39372	2.0735
PPP4R2	-1.1785
CDCA2	-1.348
OR4D5	-0.343833333333333
PTGFRN	0.0143
SIGLEC5	2.149
C19orf61	-0.545
NMUR2	0.031
KIAA1586	-1.029
DAGLA	-0.0481666666666667
CHCHD6	-0.7085
GPR32	-0.1955
NEUROD6	-0.835166666666667
SLC2A4RG	0.79925
CA5B	0.078
FBXL3	0.99175
MPHOSPH9	-1.008
HMG2L1	-0.543
HCN4	1.15533333333333
CEACAM19	0.10225
SH2D4B	0.549
HFE2	-1.165
TGM4	0.762333333333333
LYPD2	0.21825
TBC1D15	0.207
MRPS21	-0.2135
NONO	-1.2729
CLEC5A	2.502625
ITCH	-0.3033
MGAT3	0.307666666666667
MBP	0.375625
RPP25	-0.60475
SOSTDC1	-1.8755
HRC	0.93
TRIM48	-0.645
TMEM133	2.61975
ECEL1P2	-1.333
HOXC11	0.0265
DOK5	-0.1075
HELZ	0.532333333333333
LOC348180	-0.629
MGC33894	0.02225
ADRB3	0.0595
DMD	0.808416666666667
PTRH2	-0.95975
MPEG1	3.78933333333333
NDUFA12	0.455666666666667
KRTAP2-4	0.275333333333333
STAMBPL1	0.0941666666666667
ADCY2	-0.7635
UNQ6125	0.7255
KLHL20	1.10766666666667
SRM	-1.04175
OTC	-0.27525
TMIE	0.8505
SNX8	-0.14375
LIPK	-1.8105
CHURC1	0.668
KLC2	0.190333333333333
HDAC1	-0.669166666666667
FAM128A	-0.0471666666666667
FNDC3B	0.8514
MTCP1	1.18533333333333
WFDC10B	0.4829
PCDHGB3	0.174
ATRNL1	-0.6706
CAV2	2.39175
MED26	-0.285166666666667
DUS1L	0.38675
CHRM3	-0.5475
NEK9	-0.05575
WARS2	-0.227
TBX22	-1.817
TOMM40	-0.69975
RP6-213H19.1	-2.96483333333333
TUBGCP5	-0.5645
IGSF6	5.50825
TPPP	1.46
UNQ6190	-0.0515
GSTM5	1.047
BTD	-0.169333333333333
PDCD1LG2	0.695
SNRPB2	-0.853666666666667
ERICH1	0.6215
APOA4	-1.40575
HOXA11	-0.866
NARG1	-1.0495
MKX	-0.176
RAB28	-0.674
PKP3	-2.75
SH3GL2	1.53625
CTSO	3.53575
RPN2	-0.1626875
IL28RA	0.299
SFMBT1	-0.54925
WDR57	-1.280625
FER1L3	1.41891666666667
HSF5	0.3945
TTC9B	-0.4665
C4BPA	-3.49066666666667
ALB	-3.97142857142857
SORBS3	0.7255
UPF2	-0.0095
JPH1	-0.346
AGBL2	1.61925
DOPEY1	1.424
TERF1	-0.808083333333333
KIF22	-0.7915
NINJ1	1.5855
SEC61A2	-1.03441666666667
HIST1H1D	-0.0965
SFXN4	0.0275
UCP3	0.6906
ZNF703	-0.0173333333333333
MYL6B	0.2075
TREM1	3.1365
OR52E6	0.454
CKMT2	2.10625
HLA-C	3.300875
SLC13A3	-1.03183333333333
TIMP4	-1.152
SLIT2	1.34375
RSF1	-0.289
LONRF1	-1.02107142857143
MON1A	-0.573
CACNG6	-1.28383333333333
DPPA4	-4.4355
ZSWIM3	-0.32225
ZNF804A	1.36033333333333
CCIN	1.11975
SLC25A31	0.79175
KCNMB4	1.30925
RABL5	0.697375
GALNS	0.4069
STX6	0.74925
HIST1H1C	-1.3665
CIDEB	1.89075
CASP4	1.43716666666667
PDK3	-1.3236
KCNJ11	-0.631
TPR	-0.261
ZSCAN20	-1.0965
MTX2	-0.495
HIST1H2BH	-0.5955
LOC283767	3.308
LYRM7	-0.931
BRD3	-0.104666666666667
HIST1H2BO	-0.5135
MAGEB10	-0.2655
SLC45A1	0.92775
SERPINA3	-2.58115
KIAA0143	0.95275
KCNJ16	6.97833333333333
KRT79	-0.60475
FABP2	-1.2765
NUT	-1.58525
ZNF57	-0.963
FBXL4	-0.014375
CLEC9A	3.363
UGT8	0.0605
BMP2K	1.045
MAPK4	-2.6805
SLC25A23	0.3147
HINT1	-0.1357
KRTAP13-1	0.385
SFXN5	-0.0342
CHCHD2	0.108583333333333
FAM3D	1.4565
NDP	-3.990375
RHOBTB1	1.87183333333333
SLC4A4	4.886375
RPL38	-0.57375
HTF9C	-0.209
AP2A2	0.9315
ZBTB46	0.294
MAP7D1	0.355375
AOX1	-1.32366666666667
CYR61	0.2625
DTNA	-0.166642857142857
JRKL	0.774
TMOD3	-0.4195
EEA1	0.1528
ADCK5	-0.33025
IL1R1	1.16683333333333
KLK3	0.456785714285714
HRSP12	1.32675
KTN1	-0.3565
LOH11CR2A	0.2768
RELL2	-0.99575
MAB21L1	0.37275
C20orf59	-1.07883333333333
PHKB	0.1265
ADAM2	-3.004
TBC1D8B	1.08616666666667
FAM13A1	0.9771875
LAPTM4B	-2.16008333333333
LCN8	0.0435
TMEM147	0.481
SYT4	-0.3155
XPO7	-0.9765
C9orf62	1.629
GPR75	-1.1665
TRIM5	1.08025
APOC1	2.35116666666667
RNASE4	0.127
PARD6B	-1.068625
ARID1A	-0.40075
TPD52L3	-0.0237
RRAGB	0.157666666666667
RCN2	-1.8585
HIST2H2BE	-1.0161875
STARD7	-0.3635
SHMT2	0.75875
KIAA1751	0.4105
MLYCD	1.762875
LOC162632	-0.6559
UQCRH	-1.57825
RP11-217H1.1	0.408375
SDHA	0.182166666666667
NCLN	-0.2951
ZNF17	0.0483333333333333
RCBTB2	0.69025
VEGFB	0.7389
RP4-747L4.3	1.32475
COLQ	0.4514
MPN2	-0.415666666666667
DRG2	0.027
KLRB1	6.38025
ALPK2	3.30675
DNASE2B	3.17925
FLJ23834	1.6635
AXUD1	-0.00283333333333334
SAFB	-0.00899999999999999
NSUN4	-0.547
RFX2	0.790166666666667
MAPK8IP1	0.188166666666667
FANCD2	-2.288
ANKZF1	-0.477666666666667
C19orf50	-0.00725
DUSP8	1.006125
SENP5	-0.343875
NFKBIL2	-0.52975
LBR	-0.9475
IGFL1	0.0745
LZTS2	0.51475
IL2RG	0.708
CCDC51	-0.2505
KLF3	0.3515
ANKRD37	-1.02325
KCTD14	-0.375833333333333
FZR1	0.0745833333333333
SLC44A4	3.4229
ESPL1	-1.01525
GMPR2	-0.8684
TBC1D19	-0.226666666666667
ERGIC1	0.753814814814815
ERBB4	-1.6036
TSPAN32	0.390083333333333
MAP4	-0.41875
GPHN	-1.09575
SLC6A2	-0.49925
HIVEP1	0.3225
DFFB	-0.4061
EIF4EBP2	0.756875
DMRT1	-0.49775
HSPB6	0.2995
IER2	-0.084
AIFM1	1.3075
WWC2	0.122
MRPL4	-0.64825
FLJ21062	1.64116666666667
EPB41L4A	2.76875
SH2D6	0.27375
TAF4B	-1.336
GAL3ST3	-0.2285
MALT1	-0.0821666666666667
RTDR1	3.91575
ARVCF	0.07125
MEX3B	-1.501
FBXO16	0.4285
KIF7	-0.9515
C1QC	4.37166666666667
ZNF783	-0.808833333333333
ZNF85	-0.1395
MMP13	-0.2405
KIAA0329	0.075625
RTP3	-0.255
ZBED3	1.201
CLGN	-4.609
SLC25A37	-0.71325
hCG_18290	-0.9155
OR5AS1	-0.0745
SMARCC2	1.25
FAM109A	0.268833333333333
CCDC12	-0.32675
USF2	0.5406
DEPDC7	-0.38175
C20orf24	-0.366333333333333
JMJD3	0.2645
DSP	0.0795714285714286
SLIC1	0.972125
FAM20A	1.55875
IRF2BP2	0.19125
ZNF230	-0.275
MSN	0.801285714285714
SLC9A5	-1.367
EPDR1	0.4062
MUSK	-0.113333333333333
ZNF434	-0.446666666666667
SMARCD1	-0.215333333333333
ZFP106	-0.278
