Hybridization REF	TCGA-CJ-4640-01A-01R-1188-07
LAGE3	-0.6715
CHST6	-3.3915
UNC13B	0.9575
TTLL4	-0.999375
ZNF687	0.237625
SDC2	-0.223
COX7A2	-0.0015
LAMB4	-0.185
FAM24A	-0.62
LRRTM3	-1.62516666666667
GPHB5	-0.43475
OR4C13	0.0895
EIF3EIP	-0.127785714285714
HABP4	0.481
TMEM125	2.42325
CNTN2	0.85075
ASNSD1	0.23175
FUT4	0.470125
ACF	1.2175
LOC158381	0.5065
CDH8	1.12575
AGPS	-0.0728333333333333
C4orf18	2.018625
PECI	0.676833333333333
UNG	-1.32275
GSTP1	0.17075
DCUN1D5	-1.79516666666667
DKFZP564J0863	-0.7915
SLC9A3R1	1.0415
BCDO2	0.256125
CHMP7	-0.418
REM2	-0.355
DNHD1	-0.262875
FKBP4	-1.2865
ZNF350	1.26275
MGC11102	-0.207125
BST1	2.6025
KISS1R	1.1605
NCR2	0.4465
DEFB125	-0.666
UBE2W	0.3375
KRT15	-2.94775
C10orf99	3.35
SCN11A	0.73225
GFI1	-0.79425
RDHE2	-1.30133333333333
FHL1	2.0825
OSGEP	-0.663833333333333
GATA1	-2.58
SMC6	-1.28
TTTY14	1.7235
LPIN3	0.36625
RPL4	-0.608
RBPMS	1.4211
PRPF3	-0.655833333333333
EMR1	-0.032
SPATA19	0.489
XCR1	-0.135
IRX3	1.8539
RBM6	-1.05425
KLF4	-0.531
UNC5CL	4.12625
SEBOX	0.093
BTK	0.63525
KRCC1	1.44075
C6orf27	0.3735
SYTL5	-0.9835
PRND	4.494875
LOC653319	-1.17
PIGL	-0.525125
HUS1	-0.771166666666667
SFRS6	-0.938583333333333
C17orf77	0.1495
UIMC1	-0.326666666666667
FXYD2	4.1867
LOC283152	0.3775
ZNF667	-1.55925
ZCCHC12	-1.64925
TFEC	5.8693
ATP7B	-0.0615
POLD2	-1.17783333333333
RG9MTD1	-0.39175
ACOT2	0.212166666666667
HIST1H4I	-0.324875
PPARGC1A	1.8325
ETFA	-0.5481
POLRMT	-0.10175
ZNF146	-1.214625
MIA2	3.4085
KLHL6	0.2495
HOXB5	0.930625
NENF	0.918333333333333
CUGBP1	-0.24925
PRSS22	-1.00966666666667
CASC4	1.6971
CUL4B	-0.4354
CENPJ	-1.903
PITX1	-1.68216666666667
FLJ31033	0.6185
CELSR3	-2.08316666666667
ZNF568	-0.301
ITSN1	-0.173416666666667
EHBP1L1	-0.1685
C19orf2	-0.78
DCTN1	-0.38075
LIN28B	-4.40733333333333
TNKS2	-0.53875
C1QBP	-1.043875
CADPS2	1.3455
SRMS	0.452
GJA9	0.322833333333333
MGC24975	-0.2815
TRIM45	-0.6335
TSP50	0.45325
TCP1	-1.397
TMED7	0.7122
CMA1	0.429
CENPL	-1.35816666666667
PTCRA	0.1925
FST	-3.607
VWCE	0.108
PAWR	-1.10525
ABCC12	-0.723666666666667
LDLR	-2.4112
ASTN2	0.5616
LOC441212	-0.74825
GPATCH8	-0.41625
TANC2	-1.17608333333333
KIF4A	-2.627
C18orf18	0.858
PGM1	-0.6575
KIAA0258	0.7675
CPD	0.91725
SNCAIP	-1.166
DCT	-3.2165
HLA-DOA	4.37913636363636
OR11L1	0.3655
UPK1B	3.85633333333333
DNAJB4	-0.066625
UGT1A8	2.0205
HIST1H4L	-1.6265
PECR	0.676166666666667
HSPA2	0.7255
WFIKKN1	-2.041
SERP1	0.112
SYDE2	-0.35775
TACR2	0.204
NUP85	-1.145
CD177	-0.513666666666667
LGR5	-1.9065
PIGG	0.215833333333333
PTHR1	1.42
RAB5A	-0.4467
FLJ13224	-0.1085
USP9Y	1.01033333333333
C7orf53	-0.695
LRP1B	-1.83175
XAF1	3.1692
ABCG8	-1.0475
ANKDD1A	-0.187833333333333
DAND5	-2.19
SPAG6	-0.128666666666667
LINCR	2.9315
ZDHHC22	-1.609
CCDC60	-0.102
THOC7	-1.44066666666667
TCTA	1.3599
OR8K3	0.29225
NY-REN-7	-1.30075
B2M	3.247
C6orf141	-2.51825
LPPR4	2.047
SQLE	-3.579375
SEPHS1	-0.7945
BTBD14B	0.437285714285714
PLRG1	-0.247
SPG7	-0.16825
ZNF614	-0.7125
PARD6G	1.57683333333333
INPP5B	-0.8879
GRPEL2	-0.417625
PPID	-0.4965
TRIM56	0.6795
UBE2J1	-0.70475
IL20RA	-1.7135
LOC387856	0.24175
C1orf107	0.841416666666667
UTS2R	1.54225
C19orf22	-0.6535
SAFB2	0.210875
KIAA0652	0.44025
KLRG1	0.845666666666667
MS4A8B	0.963
FRAG1	0.09425
KIAA1546	0.04275
E2F4	-0.7674
CLEC4M	0.152166666666667
BTBD14A	-0.9555
KIAA0999	0.7708
GYPA	-3.4904
TAC1	-1.3541
TRAIP	-2.42433333333333
KIAA0232	1.0702
ERCC8	-1.482875
GPX4	1.1345
KIAA0368	0.14825
GPR157	-0.444333333333333
CTAGE4	2.6835
C9orf30	-0.26
OR52A1	0.0485
HSP90B3P	0.1325
ALG9	-0.0511
BTBD10	0.6865
SDK2	-0.17775
BAIAP3	-1.09575
RABGGTB	-1.078125
ANKRD40	-0.122833333333333
KRT74	1.005
CALCOCO2	0.760785714285714
SNCA	-2.501
TMSL8	-4.492
C2orf53	0.763
ESRRB	-0.246
ARHGAP26	1.707625
TDRD9	-2.97075
HRAS	-0.1435
KLRC4	-1.0805
JAGN1	-0.6055
BSDC1	-0.015
RNF43	-1.5103
NDUFAF1	0.574
PHF12	-0.10225
OR1L3	-0.10225
FOLR2	3.02133333333333
LYZL6	-0.154833333333333
tcag7.1260	0.118
WSB1	-0.759333333333333
PROS1	1.5193
OSTN	0.8865
PSMB8	2.57225
SOCS4	-0.76025
DDIT4L	3.4475
MAS1	-0.5265
MGC34796	2.09275
CSHL1	-0.044
TBCCD1	0.5375
ZBTB7C	-0.103
AP2S1	-0.422375
P15RS	-0.4454
VAT1	-0.4506
SHANK3	1.9925
TUFM	-0.361333333333333
THEG	-0.8545
KRT34	-2.05475
SGSM3	-0.02825
TOMM22	-0.406875
SOCS3	1.59733333333333
CPO	2.2055
POP4	0.7365
BHLHB3	3.5675
MALL	2.49775
OR1B1	-0.4715
PARK2	1.72916666666667
GPR124	0.558875
LCE1E	0.408
RUVBL2	-0.79125
CGRRF1	0.0959
ACPL2	2.3335
WNT10B	-1.971
BAIAP2L2	1.248625
ISCA1	0.698
C1orf125	0.595857142857143
RPAP1	-0.2825
RAI16	-0.739
RPL27	-0.412375
NLRP9	-0.185
EPN1	0.111
LOC388610	-2.1325
SLC35A1	-0.0235
GAL	-3.249
SLC14A2	0.25
RDH11	-0.634
FAM138F	-0.775
AUH	0.91625
FLJ40243	0.1135
C14orf129	-0.241666666666667
MBD2	-0.315166666666667
ABHD14B	0.33575
PIGT	0.16325
ALS2CR4	-0.824625
ALAS1	-0.074
FOXO1	1.44383333333333
CRLF3	-0.113625
C20orf107	-0.799
FARS2	1.014
CCDC28A	1.074
NPHP3	0.16875
OR13F1	0.3355
TSEN54	-0.359
DEFB106B	-0.153333333333333
OR8B4	0.5045
STH	-0.36825
ZC3H14	-1.083375
CBX2	-0.7645
TMEM49	-0.56375
C6orf21	0.4865
FLJ20920	0.480875
CRTAP	0.425857142857143
DDX50	0.10575
STYXL1	-0.76375
BLVRB	-0.13
LOC147650	-0.520333333333333
MMP24	0.43425
GRID1	1.784
BANF1	-0.4215
CTAGEP	1.12525
HMBS	-1.277
SLC25A24	-1.13066666666667
C14orf50	-0.69325
MRO	2.75533333333333
SLC25A15	-1.5245
FAM84B	0.5181
TDP1	-1.618
C16orf78	-0.0116
C11orf57	-0.416
RFK	0.53125
ZFYVE9	-0.628125
STCH	-0.5813
WIBG	0.13075
LOC283871	-0.811333333333333
GBA2	0.1774
NDUFB3	0.62725
HSD17B13	-0.675
GRIN3A	3.65466666666667
FMNL1	0.653833333333333
SEPT7	-0.4442
GNLY	4.981
GRAMD1C	2.2865
ZNF165	-0.67375
USP38	1.1225
FAM83A	-2.69433333333333
C14orf24	0.120833333333333
ARMCX3	0.5085
ARHGDIB	1.031
AK1	0.067375
KIAA1045	0.74675
DNAJB13	0.999833333333333
NEU2	0.4855
HIST1H4B	-0.402833333333333
FAM20B	-0.7142
HES2	-0.0734285714285714
FAM73B	-0.6162
LOC388381	-0.3295
INTS7	-0.855090909090909
AMPH	-0.853
ZNF775	0.037375
UCKL1	-1.0245
C10orf97	-0.505
C1orf161	0.1505
ALDH1L1	4.17825
FLJ39378	-0.2465
SLC23A1	2.8325
RBM4B	-0.39825
THAP4	0.781833333333333
OGFRL1	1.15675
KIAA0831	-0.143875
PPP1R15A	0.549
C1orf96	-0.472142857142857
C12orf11	-1.96875
BMF	1.204
MAN1A1	-0.522625
KIAA1600	0.774333333333333
NLGN4X	-1.289
ALOX12	-1.11116666666667
RB1CC1	-0.5263
NEIL2	-0.4841
EIF4E	-0.521954545454545
ABHD5	-1.17325
EXOC4	0.119666666666667
CIP29	-0.3285
BATF2	3.358
SLC29A4	-1.034625
HTR4	0.66075
EMB	-0.28575
TRAF6	0.76375
LMNB1	-3.1
FAM19A5	-0.9305
SHE	3.37925
PIK3C2B	1.5045
C15orf15	-0.6742
USP15	-0.0202
TCEAL2	-0.17475
C5orf39	0.141333333333333
PTGER2	-0.41925
SLC31A1	-0.443375
IFT172	0.16175
ADAM29	0.17825
GFOD1	0.39925
ST7L	-0.1995
C15orf26	-2.0435
PKN3	-1.0515
CNTD1	0.535333333333333
COMMD1	0.5645
NTRK2	2.70966666666667
FOXN3	0.6025
MFGE8	-0.426
PFKFB2	1.37183333333333
TAS2R4	0.06675
ENTHD1	-0.1555
PRMT5	-1.333125
MGC16384	0.017125
LOC442229	-0.65525
TSKU	-0.148875
KRTCAP3	2.518625
PDLIM1	1.0633
KCNS2	-0.13825
RNF126	-0.3285
CEP63	0.323375
CLIC4	0.985625
hCG_1990170	5.57475
ACR	0.8999
KLK7	-1.57833333333333
ALOX5AP	3.18725
RIPK3	3.64325
TAS2R9	0.1795
C19orf18	0.3785
BIRC6	-0.209785714285714
ZNF16	0.279
RFT1	-0.81725
SLC8A2	-1.067
TACC1	0.72675
ITGAD	2.505
SAMHD1	2.3795
SH3PXD2B	-0.6343
EPC2	1.0555
C20orf85	0.095
ATP13A2	-0.1055
KRT4	0.56925
CAPNS1	-0.072
MDM2	0.0256666666666666
PCDH20	3.2735
KCNK9	0.772
OR2C1	0.0235
KLHDC3	-0.568666666666667
IPPK	-0.1985
EFHD2	0.690625
GALR3	1.462
NBEA	1.025
ABCA6	1.1913
CLDN3	-0.301
AKT2	-1.097
EGFR	1.6005
RBM16	0.6545
ZDHHC3	0.067
SLC25A4	0.779333333333333
CYB5B	-0.918666666666667
CPXM1	-1.6825
NDRG1	1.81661538461538
FLJ43826	0.0945
OR5L2	-0.3478
FARP2	-0.0569
MRPL46	0.104416666666667
LDHAL6B	0.381833333333333
MAPKAPK3	0.256666666666667
NCAM2	-4.82175
PRKD2	0.842833333333333
ZFP36L1	0.9301
CYSLTR1	0.42425
OR4C3	0.07275
HIST1H2AJ	0.825
CCNB2	-2.88966666666667
ZNF10	-0.678375
TMEM175	0.664
FAM134A	1.20783333333333
TIGD4	0.1245
PCNP	0.0725
MGC39715	1.41925
LQK1	-0.74725
CREB1	-0.0481
TMPRSS3	-1.0315
C4orf32	-0.020875
LAT	-0.27425
KCNA3	0.0815
SKIV2L2	-0.45225
ROPN1B	-4.03275
tcag7.23	-0.569
CDT1	-2.843875
ZHX2	0.515625
CD28	-2.06825
ZNF624	1.21125
SEPT2	-0.358083333333333
SOHLH2	1.289375
MCOLN3	-1.04314285714286
UNQ1945	0.459
MASP2	-1.2125
ZNRF3	0.7706
GPATCH3	-0.25225
AGL	-0.488
QRICH2	-0.322
PSD4	0.32
CCNB1IP1	-1.47725
ENPP7	0.6705
OBFC1	0.0635
KCNG3	-3.09925
C14orf79	0.110166666666667
ENPEP	6.35366666666667
SCT	0.539
SKI	0.6015
SEC61G	-1.16975
CAPN11	0.54125
ATXN7L3	-0.50225
DBNDD1	-1.11383333333333
FAIM	-0.03125
ANKRD36	-1.0235
GABRP	-1.09033333333333
TACSTD2	-2.514
EIF3J	-0.8275
PPP2R2A	-1.3075
TEKT4	-0.0728333333333333
PVALB	-2.8805
F10	-1.84683333333333
FAM134C	0.753
COMP	1.14975
EFCBP1	-3.0789375
SCLT1	0.185875
TAL1	-0.7421
ACSL1	2.294
ABCC5	-0.136916666666667
ABL1	-0.172055555555556
RBBP7	-0.870833333333333
PTPRG	0.558875
NCOR1	-0.134
SPINK4	-2.40233333333333
TXNRD1	-2.0356
TNRC15	1.2145
C9orf138	1.42475
UBE2H	0.0775
BRDT	0.3165
C8orf31	-0.01325
CCNE2	-3.185
SLC6A8	1.0935
CALCR	-1.36275
PPP1CB	0.173166666666667
ABHD8	0.582
ARF5	-0.0966
SLC24A4	2.01775
CCT3	-0.2345
ZNF121	-0.876625
SLC3A2	-1.2743
OR13A1	0.5745
SLC5A10	3.69525
RAD50	-0.02925
IER5	0.639125
MTHFD1L	-1.51675
MBTPS2	0.000750000000000001
MVK	0.242875
NCL	-0.6628
PSMD10	-0.66475
MOBP	0.4125
FLJ32894	0.819
HRH1	0.776
C5orf30	-1.0105
NUDT16L1	0.1445
RASGRP3	5.4735
PRKRIP1	-0.2499
CCDC75	0.336
LOC253970	0.10875
KIAA1239	0.14425
MED21	-0.43725
SYT11	1.72283333333333
NTSR2	-0.802
EGFL11	-0.811
CXorf59	0.684
OR2A25	0.09075
SPTBN2	-1.61225
LRMP	0.997166666666667
RNF111	0.7175
PTH	-0.541
LOC619208	0.3035
KIAA0895	0.82325
RANBP5	-0.779
P2RY10	1.71966666666667
NME5	4.592
DDX21	-1.03175
LRSAM1	-0.196
HDAC11	-0.314333333333333
VMO1	2.9845
NOLA2	-0.545666666666667
ADAR	0.729083333333333
MTO1	-0.652333333333333
SF4	0.173666666666667
P2RX1	0.550666666666667
HBM	1.5565
EN2	1.472
C14orf172	-0.4565
TM9SF2	0.1582
INHBE	-1.06316666666667
TCTE3	-0.439583333333333
TOX2	-0.93175
CTAGE3	0.855625
HBB	4.4033
MED15	-0.315166666666667
CASR	4.03675
C6orf66	-1.2615
MTPN	0.195125
UNC50	-0.03
C21orf33	0.353375
IRF2	1.796125
PGR	-2.72583333333333
GPR84	3.288
CROCCL1	-2.591
SRPX	-2.452
BRE	0.282833333333333
FGF10	-0.55975
SDC3	0.729666666666667
ZRSR1	0.404833333333333
DKFZP434P211	-0.3085
SOX6	1.597
RPUSD2	0.14925
C14orf173	-0.423916666666667
MAPK11	-0.2275
TBC1D22A	0.832
FAM123A	-4.4655
COL4A6	-3.71733333333333
TOMM70A	0.677
NAB1	0.81675
MGC16385	-0.0115
TSPAN18	2.41866666666667
MED31	-0.88
PLG	1.48975
CAPSL	2.7145
ZNF532	-0.0128
ASB14	-0.6105
CA8	-3.07975
NUDT16P	2.93833333333333
SLFN11	-0.2925
LRRIQ2	-0.28075
NOL7	-0.395333333333333
BRMS1L	-1.525875
JARID1A	0.3975
PANK2	-0.61525
ICAM3	0.05475
MDS1	0.44475
TAF8	0.00699999999999995
RNF139	-0.42625
ZNF594	-0.2755
ADAM8	1.31275
SFTPC	-0.321625
MAN2B2	1.399875
RGS12	1.197625
EIF1AY	0.84725
LRRIQ1	1.1955
GPR150	1.56325
CCDC21	-1.9755
PRRG3	0.679
SAA4	-1.31625
RAPGEF5	2.68075
ZCCHC2	-0.0804166666666667
MGC39372	2.06
PPP4R2	-1.14116666666667
CDCA2	-1.5665
OR4D5	0.111333333333333
PTGFRN	-0.1625
SIGLEC5	2.44833333333333
C19orf61	-0.367833333333333
NMUR2	-0.1475
KIAA1586	-0.939
DAGLA	-0.222166666666667
CHCHD6	0.159
GPR32	-0.0185
NEUROD6	-0.0158333333333333
SLC2A4RG	0.431375
CA5B	-0.092
FBXL3	1.19525
MPHOSPH9	-1.58175
HMG2L1	-0.71875
HCN4	0.981333333333333
CEACAM19	0.329
SH2D4B	1.11833333333333
HFE2	-0.626
TGM4	0.0508
LYPD2	0.36575
TBC1D15	0.01725
MRPS21	0.3963
NONO	-1.4138
CLEC5A	2.9255
ITCH	-0.2509
MGAT3	0.0848333333333334
MBP	0.18825
RPP25	-1.53975
SOSTDC1	-1.68275
HRC	0.74025
TRIM48	-0.284
TMEM133	2.513
ECEL1P2	-1.7365
HOXC11	-0.1465
DOK5	0.47525
HELZ	0.104666666666667
LOC348180	-0.42775
MGC33894	0.41275
ADRB3	0.2605
DMD	0.424416666666667
PTRH2	-0.458
MPEG1	4.288
NDUFA12	-0.239
KRTAP2-4	0.102416666666667
STAMBPL1	-0.203
ADCY2	-0.581333333333333
UNQ6125	0.597
KLHL20	0.723
SRM	-1.48175
OTC	0.0285
TMIE	0.590666666666667
SNX8	-0.0115
LIPK	-0.554
CHURC1	0.168083333333333
KLC2	0.218166666666667
HDAC1	-0.927666666666667
FAM128A	0.110166666666667
FNDC3B	0.6038
MTCP1	-0.0208333333333333
WFDC10B	-0.0532
PCDHGB3	-0.2855
ATRNL1	-2.9292
CAV2	1.795125
MED26	-0.3195
DUS1L	0.522
CHRM3	-1.017625
NEK9	0.14125
WARS2	-0.59575
TBX22	0.0835
TOMM40	-1.003
RP6-213H19.1	-2.565
TUBGCP5	-0.33975
IGSF6	5.52375
TPPP	0.927166666666667
UNQ6190	0.28
GSTM5	1.581625
BTD	0.319833333333333
PDCD1LG2	1.367
SNRPB2	-0.479
ERICH1	0.06825
APOA4	-1.6445
HOXA11	-2.0265
NARG1	-0.38925
MKX	-0.87625
RAB28	-0.313571428571429
PKP3	-3.1915
SH3GL2	-2.20575
CTSO	4.4385
RPN2	-0.2520625
IL28RA	0.35
SFMBT1	-0.3485
WDR57	-1.53625
FER1L3	0.223583333333333
HSF5	0.414
TTC9B	-0.4655
C4BPA	-3.603
ALB	-4.11278571428571
SORBS3	0.332125
UPF2	-0.366
JPH1	-1.0035
AGBL2	1.07475
DOPEY1	1.738
TERF1	-0.591
KIF22	-1.46583333333333
NINJ1	1.4245
SEC61A2	-0.80975
HIST1H1D	0.487166666666667
SFXN4	0.408
UCP3	0.314
ZNF703	-0.2505
MYL6B	-0.25425
TREM1	1.73675
OR52E6	0.8235
CKMT2	2.58575
HLA-C	3.719125
SLC13A3	-1.15933333333333
TIMP4	-1.54025
SLIT2	0.92875
RSF1	-0.190444444444444
LONRF1	-1.58414285714286
MON1A	-0.239166666666667
CACNG6	-1.2125
DPPA4	-4.53983333333333
ZSWIM3	0.1165
ZNF804A	1.08966666666667
CCIN	0.52825
SLC25A31	0.4435
KCNMB4	-1.223
RABL5	0.9095
GALNS	-0.4003
STX6	1.18175
HIST1H1C	1.834
CIDEB	1.274875
CASP4	1.34783333333333
PDK3	-0.4188
KCNJ11	0.016
TPR	-0.315625
ZSCAN20	-1.162
MTX2	-0.044
HIST1H2BH	0.80575
LOC283767	3.72475
LYRM7	-1.23038888888889
BRD3	-0.285
HIST1H2BO	1.0435
MAGEB10	-0.515
SLC45A1	0.78
SERPINA3	-2.67225
KIAA0143	0.9235
KCNJ16	7.40483333333333
KRT79	-1.2385
FABP2	-1.00575
NUT	-1.911
ZNF57	-0.699
FBXL4	-0.413
CLEC9A	4.9295
UGT8	2.03733333333333
BMP2K	1.21825
MAPK4	-2.6995
SLC25A23	0.5219
HINT1	0.0909
KRTAP13-1	1.0115
SFXN5	-0.3014
CHCHD2	-0.0581666666666666
FAM3D	1.466
NDP	-3.496125
RHOBTB1	1.79416666666667
SLC4A4	4.495
RPL38	-0.2
HTF9C	0.0833333333333333
AP2A2	0.450125
ZBTB46	-0.0545
MAP7D1	-0.1155
AOX1	1.78733333333333
CYR61	-0.155416666666667
DTNA	-0.772214285714286
JRKL	0.5525
TMOD3	-0.846
EEA1	-0.1604
ADCK5	-0.8015
IL1R1	1.89866666666667
KLK3	0.678642857142857
HRSP12	1.73525
KTN1	-0.31775
LOH11CR2A	0.7949
RELL2	-1.2105
MAB21L1	-0.16275
C20orf59	-1.1365
PHKB	-0.08225
ADAM2	-3.1715
TBC1D8B	2.756
FAM13A1	0.863125
LAPTM4B	-1.57291666666667
LCN8	0.092
TMEM147	0.65
SYT4	-0.419833333333333
XPO7	-1.1205
C9orf62	1.4185
GPR75	0.3145
TRIM5	0.86175
APOC1	1.98883333333333
RNASE4	0.113333333333333
PARD6B	-0.8725
ARID1A	-0.516333333333333
TPD52L3	-0.4879
RRAGB	0.694833333333333
RCN2	-1.3285
HIST2H2BE	0.650625
STARD7	0.1935
SHMT2	-0.66175
KIAA1751	-0.610833333333333
MLYCD	1.87325
LOC162632	-0.1318
UQCRH	-1.736
RP11-217H1.1	0.31475
SDHA	-0.351166666666667
NCLN	-0.3166
ZNF17	0.286833333333333
RCBTB2	0.503
VEGFB	0.7131
RP4-747L4.3	1.44025
COLQ	0.7038
MPN2	-0.983166666666667
DRG2	0.05575
KLRB1	7.4085
ALPK2	4.13575
DNASE2B	2.1715
FLJ23834	0.585666666666667
AXUD1	0.7305
SAFB	-0.1143
NSUN4	-0.75025
RFX2	0.523666666666667
MAPK8IP1	-0.667166666666667
FANCD2	-2.51385714285714
ANKZF1	-0.793666666666667
C19orf50	-0.1705
DUSP8	0.79875
SENP5	0.103625
NFKBIL2	-0.8185
LBR	-0.281625
IGFL1	-0.0435
LZTS2	0.20825
IL2RG	1.018375
CCDC51	0.16275
KLF3	0.331
ANKRD37	0.079
KCTD14	1.75383333333333
FZR1	0.28725
SLC44A4	3.7588
ESPL1	-0.8595
GMPR2	-0.2959
TBC1D19	0.175833333333333
ERGIC1	0.381925925925926
ERBB4	-1.286
TSPAN32	1.05891666666667
MAP4	-0.292625
GPHN	-0.81625
SLC6A2	-0.274125
HIVEP1	0.84125
DFFB	-0.7539
EIF4EBP2	0.796125
DMRT1	-2.0795
HSPB6	-0.31475
IER2	0.0745
AIFM1	0.971
WWC2	0.825666666666667
MRPL4	-0.3375
FLJ21062	0.429
EPB41L4A	2.51875
SH2D6	0.2925
TAF4B	-1.24975
GAL3ST3	0.377
MALT1	0.0651666666666666
RTDR1	3.86025
ARVCF	-0.531125
MEX3B	-2.253
FBXO16	-0.14675
KIF7	-1.374
C1QC	4.62616666666667
ZNF783	-0.785166666666667
ZNF85	-1.004
MMP13	-2.33
KIAA0329	-0.826625
RTP3	3.728
ZBED3	0.9165
CLGN	-4.48725
SLC25A37	-1.46604166666667
hCG_18290	-0.682
OR5AS1	-0.3685
SMARCC2	0.675833333333333
FAM109A	-0.319833333333333
CCDC12	-0.26025
USF2	0.4287
DEPDC7	1.82525
C20orf24	-0.5395
JMJD3	-0.00850000000000001
DSP	-0.456785714285714
SLIC1	1.373375
FAM20A	0.625625
IRF2BP2	0.85575
ZNF230	0.2855
MSN	1.04071428571429
SLC9A5	-1.5795
EPDR1	0.0915
MUSK	-0.0183333333333333
ZNF434	-0.418166666666667
SMARCD1	-0.2575
