Hybridization REF	TCGA-AK-3444-01A-01R-0864-07
FUS	-2.29525
TF	-4.10733333333333
CLCN4	1.68433333333333
CXorf56	-0.69125
C11orf72	0.27525
ELAC2	-0.641333333333333
NPR1	0.95225
ASS1	-0.4145
USP42	-0.1175
POLR2J	-0.4195
SEC23IP	0.331833333333333
UQCRC1	0.77375
LOC729603	-0.29975
C1orf71	-0.853875
POLG	-3.2215
ADAM23	-5.11175
TFR2	-0.5845
RICTOR	-0.699222222222222
MGC39606	2.94375
C19orf55	-0.31
SNAPC1	0.106333333333333
GNA11	1.1455
CCDC52	-0.0845
FSIP1	0.0005
UPF3A	-0.364375
IGSF11	-1.90383333333333
LAGE3	-1.6285
CHST6	-4.7935
UNC13B	0.87
TTLL4	-2.007375
ZNF687	0.106
SDC2	0.8687
COX7A2	-0.13575
LAMB4	-0.019
FAM24A	-0.0595
LRRTM3	-0.368
GPHB5	-0.12875
OR4C13	-0.2855
EIF3EIP	0.531142857142857
HABP4	1.248
TMEM125	3.37825
CNTN2	0.088875
ASNSD1	0.01775
FUT4	-0.1215
ACF	2.3995
LOC158381	-0.243
CDH8	0.08125
AGPS	0.699166666666667
C4orf18	2.694
PECI	0.712083333333333
UNG	-0.17075
GSTP1	0.8615
DCUN1D5	-1.74366666666667
DKFZP564J0863	-0.226
SLC9A3R1	0.96475
BCDO2	-0.538
CHMP7	0.329625
REM2	-0.49
DNHD1	-0.52375
FKBP4	-1.989375
ZNF350	1.122
MGC11102	0.11525
BST1	2.20975
KISS1R	0.737
NCR2	0.056
DEFB125	-0.295
UBE2W	0.768125
KRT15	-3.701875
C10orf99	1.321
SCN11A	0.227375
GFI1	-1.139
RDHE2	-0.4498
FHL1	2.458
OSGEP	0.1145
GATA1	-3.7235
SMC6	-0.9475
TTTY14	-0.71075
LPIN3	0.7255
RPL4	-1.0424
RBPMS	1.2558
PRPF3	-1.103
EMR1	-1.74
SPATA19	-0.22
XCR1	-0.0475
IRX3	2.6108
RBM6	-0.1025
KLF4	0.1692
UNC5CL	3.48925
SEBOX	0.0205
BTK	-0.3155
KRCC1	1.5355
C6orf27	0.305
SYTL5	-0.2855
PRND	0.221666666666667
LOC653319	-0.713
PIGL	-0.9815
HUS1	-0.204166666666667
SFRS6	0.561
C17orf77	0.155
UIMC1	0.068
FXYD2	4.8816
LOC283152	0.9175
ZNF667	-1.5755
ZCCHC12	-0.53275
TFEC	4.9068
ATP7B	0.808666666666667
POLD2	-1.257
RG9MTD1	-0.5175
ACOT2	0.7635
HIST1H4I	-0.33175
PPARGC1A	1.6572
ETFA	-0.4137
POLRMT	-0.4635
ZNF146	-1.27625
MIA2	3.899
KLHL6	-0.805833333333333
HOXB5	-0.10675
NENF	0.959833333333333
CUGBP1	0.396
PRSS22	-0.8635
CASC4	1.4723
CUL4B	0.204
CENPJ	-1.9873
PITX1	-2.09566666666667
FLJ31033	0.470333333333333
CELSR3	-2.117
ZNF568	0.396
ITSN1	-0.9175
EHBP1L1	-0.836166666666667
C19orf2	-0.8125
DCTN1	-0.44075
LIN28B	-4.06066666666667
TNKS2	-0.061
C1QBP	-0.787625
CADPS2	1.89175
SRMS	0.1075
GJA9	0.276666666666667
MGC24975	-0.415833333333333
TRIM45	-0.766333333333333
TSP50	0.71025
TCP1	-1.518
TMED7	1.0373
CMA1	-0.0005
CENPL	-1.91633333333333
PTCRA	0.497
FST	-5.42175
VWCE	-3.519
PAWR	-1.16875
ABCC12	0.0946
LDLR	-3.7198
ASTN2	0.9548
LOC441212	-0.17325
GPATCH8	-0.31975
TANC2	-1.52216666666667
KIF4A	-3.6305
C18orf18	0.53925
PGM1	0.55625
KIAA0258	1.37375
CPD	0.4455
SNCAIP	-0.63
DCT	-4.38866666666667
HLA-DOA	2.87509090909091
OR11L1	0.465
UPK1B	-0.359
DNAJB4	0.8045
UGT1A8	4.2015
HIST1H4L	-1.1165
PECR	0.949166666666667
HSPA2	0.96025
WFIKKN1	-1.483
SERP1	0.076375
SYDE2	0.2935
TACR2	0.312
NUP85	-1.3425
CD177	-0.177333333333333
LGR5	-1.63416666666667
PIGG	-0.29025
PTHR1	3.38366666666667
RAB5A	-0.6467
FLJ13224	-0.2445
USP9Y	-0.667666666666667
C7orf53	0.4005
LRP1B	-0.18225
XAF1	1.5347
ABCG8	-0.392
ANKDD1A	-0.603
DAND5	-2.3185
SPAG6	0.317
LINCR	2.42275
ZDHHC22	-0.902625
CCDC60	0.48
THOC7	-1.20316666666667
TCTA	1.8983
OR8K3	0.42725
NY-REN-7	2.2935
B2M	2.825
C6orf141	-3.181
LPPR4	0.57625
SQLE	-3.010625
SEPHS1	-0.85575
BTBD14B	-0.0261428571428571
PLRG1	0.013
SPG7	0.1945625
ZNF614	0.162
PARD6G	2.2935
INPP5B	-0.7254
GRPEL2	0.347625
PPID	-1.0751
TRIM56	0.32675
UBE2J1	0.183
IL20RA	-1.183
LOC387856	0.17625
C1orf107	0.0271666666666666
UTS2R	1.2955
C19orf22	-0.33925
SAFB2	0.128
KIAA0652	-0.045125
KLRG1	-0.1425
MS4A8B	0.3245
FRAG1	0.33925
KIAA1546	-0.1205
E2F4	-1.1538
CLEC4M	0.4125
BTBD14A	-0.8615
KIAA0999	0.2999
GYPA	-2.1675
TAC1	-0.266222222222222
TRAIP	-2.26616666666667
KIAA0232	1.2824
ERCC8	-1.5845
GPX4	1.6665
KIAA0368	-0.674625
GPR157	-0.769333333333333
CTAGE4	1.075
C9orf30	-0.865833333333333
OR52A1	0.407
HSP90B3P	0.191
ALG9	-0.0599
BTBD10	0.43125
SDK2	-0.15975
BAIAP3	-0.81875
RABGGTB	-0.328625
ANKRD40	0.124333333333333
KRT74	0.517
CALCOCO2	0.814
SNCA	-3.841
TMSL8	-2.556125
C2orf53	0.3595
ESRRB	-0.16825
ARHGAP26	1.40575
TDRD9	-2.976
HRAS	-0.00566666666666667
KLRC4	-0.9905
JAGN1	-0.211333333333333
BSDC1	0.9575
RNF43	-2.3443
NDUFAF1	0.615
PHF12	0.414
OR1L3	0.22825
FOLR2	1.66266666666667
LYZL6	0.217333333333333
tcag7.1260	-0.548
WSB1	0.0675
PROS1	1.1074
OSTN	0.545
PSMB8	1.83425
SOCS4	-0.703875
DDIT4L	6.047
MAS1	-0.645
MGC34796	1.562
CSHL1	0.151
TBCCD1	0.301333333333333
ZBTB7C	-0.5515
AP2S1	-0.95975
P15RS	-0.5827
VAT1	0.2149
SHANK3	2.32366666666667
TUFM	0.0871666666666667
THEG	-0.1875
KRT34	-0.8675
SGSM3	-1.040625
TOMM22	-0.027375
SOCS3	-0.253333333333333
CPO	1.3905
POP4	0.25675
BHLHB3	3.859
MALL	2.9905
OR1B1	0.451
PARK2	0.595333333333333
GPR124	1.01
LCE1E	-0.0405
RUVBL2	-1.01875
CGRRF1	0.7582
ACPL2	0.4365
WNT10B	-1.5845
BAIAP2L2	1.89925
ISCA1	1.562
C1orf125	0.3325
RPAP1	-0.77325
RAI16	-0.906
RPL27	-0.366
NLRP9	-0.00750000000000001
EPN1	0.1945
LOC388610	-2.616625
SLC35A1	0.4539
GAL	-4.70125
SLC14A2	0.3965
RDH11	0.569
FAM138F	-0.586
AUH	1.7355
FLJ40243	0.30775
C14orf129	-0.542833333333333
MBD2	-0.7215
ABHD14B	0.608625
PIGT	-0.509875
ALS2CR4	-0.295375
ALAS1	-0.1245
FOXO1	0.9125
CRLF3	-0.657125
C20orf107	-0.3895
FARS2	0.41625
CCDC28A	1.82675
NPHP3	-0.2755
OR13F1	0.37
TSEN54	-1.00475
DEFB106B	0.0887
OR8B4	0.9365
STH	1.029
ZC3H14	-0.727125
CBX2	0.411
TMEM49	-0.16725
C6orf21	0.254
FLJ20920	-1.900875
CRTAP	-0.386642857142857
DDX50	-0.044
STYXL1	-0.49675
BLVRB	-0.232666666666667
LOC147650	-0.744
MMP24	0.38775
GRID1	0.932666666666667
BANF1	-1.16733333333333
CTAGEP	1.14875
HMBS	-2.422
SLC25A24	-0.513833333333333
C14orf50	-0.36525
MRO	0.805333333333333
SLC25A15	-1.25025
FAM84B	0.8216
TDP1	-1.491
C16orf78	-0.0513333333333333
C11orf57	-0.123625
RFK	0.245625
ZFYVE9	-0.73175
STCH	-0.5011
WIBG	0.27725
LOC283871	-1.5975
GBA2	-0.2028
NDUFB3	0.01125
HSD17B13	0.2365
GRIN3A	0.452333333333333
FMNL1	-1.35916666666667
SEPT7	0.0522
GNLY	4.0325
GRAMD1C	2.52
ZNF165	-0.94625
USP38	0.38125
FAM83A	-3.27083333333333
C14orf24	1.00866666666667
ARMCX3	0.599875
ARHGDIB	0.336833333333333
AK1	-0.419875
KIAA1045	0.50325
DNAJB13	-0.0596666666666667
NEU2	0.4095
HIST1H4B	-1.24283333333333
FAM20B	-1.4522
HES2	-0.285714285714286
FAM73B	-0.5133
LOC388381	-0.0515
INTS7	-1.94081818181818
AMPH	-0.59325
ZNF775	-0.37575
UCKL1	-0.419166666666667
C10orf97	0.27825
C1orf161	0.28875
ALDH1L1	4.41525
FLJ39378	-0.1885
SLC23A1	0.763
RBM4B	-0.2485
THAP4	0.202833333333333
OGFRL1	0.2435
KIAA0831	0.18225
PPP1R15A	-0.841333333333333
C1orf96	-1.46185714285714
C12orf11	-1
BMF	-0.58625
MAN1A1	-1.417875
KIAA1600	0.7265
NLGN4X	-0.42225
ALOX12	-0.3745
RB1CC1	0.0398
NEIL2	0.6459
EIF4E	0.138681818181818
ABHD5	-0.99425
EXOC4	0.399666666666667
CIP29	-0.276833333333333
BATF2	2.118
SLC29A4	1.14575
HTR4	0.44225
EMB	-1.744
TRAF6	0.796
LMNB1	-2.1
FAM19A5	-0.8625
SHE	2.457
PIK3C2B	1.17675
C15orf15	-0.4732
USP15	-0.1033
TCEAL2	-0.22
C5orf39	-0.1495
PTGER2	-0.85225
SLC31A1	-1.2126875
IFT172	0.4145
ADAM29	0.259
GFOD1	0.162
ST7L	0.834333333333333
C15orf26	-1.99325
PKN3	-1.246
CNTD1	-0.0866666666666667
COMMD1	1.0925
NTRK2	0.756
FOXN3	1.7285
MFGE8	-0.865
PFKFB2	0.443333333333333
TAS2R4	-0.2795
ENTHD1	-0.368666666666667
PRMT5	-1.61325
MGC16384	-0.662375
LOC442229	-0.735
TSKU	-0.909375
KRTCAP3	-2.399875
PDLIM1	1.1574
KCNS2	0.19425
RNF126	-0.0205
CEP63	-0.454875
CLIC4	1.9175
hCG_1990170	6.81225
ACR	1.2739
KLK7	-0.40325
ALOX5AP	2.320125
RIPK3	2.0895
TAS2R9	-0.0765
C19orf18	-0.2155
BIRC6	0.105571428571429
ZNF16	0.707
RFT1	-1.34675
SLC8A2	-0.346
TACC1	1.467125
ITGAD	1.042
SAMHD1	0.79175
SH3PXD2B	0.2985
EPC2	0.85575
C20orf85	0.23
ATP13A2	-0.521833333333333
KRT4	0.6335
CAPNS1	-0.383
MDM2	-0.118083333333333
PCDH20	0.59275
KCNK9	0.586
OR2C1	0.031
KLHDC3	-1.12766666666667
IPPK	0.1255
EFHD2	0.503875
GALR3	1.05275
NBEA	1.10566666666667
ABCA6	0.5998
CLDN3	1.07766666666667
AKT2	0.100428571428571
EGFR	2.285
RBM16	0.79525
ZDHHC3	0.1356
SLC25A4	1.00766666666667
CYB5B	-0.8075
CPXM1	-1.601
NDRG1	2.92123076923077
FLJ43826	0.37
OR5L2	-0.008
FARP2	0.3086
MRPL46	-0.26325
LDHAL6B	0.104333333333333
MAPKAPK3	0.440166666666667
NCAM2	-3.2165
PRKD2	-0.440666666666667
ZFP36L1	0.7572
CYSLTR1	-0.329
OR4C3	0.1815
HIST1H2AJ	0.919
CCNB2	-4.11611111111111
ZNF10	-0.022625
TMEM175	0.444
FAM134A	1.72133333333333
TIGD4	-0.3465
PCNP	0.26775
MGC39715	0.655666666666667
LQK1	-1.19175
CREB1	0.0637
TMPRSS3	-1.92075
C4orf32	0.2855
LAT	-1.41941666666667
KCNA3	-0.571
SKIV2L2	-0.76275
ROPN1B	-4.646
tcag7.23	-0.8375
CDT1	-3.910625
ZHX2	1.0895
CD28	-3.1755
ZNF624	0.89675
SEPT2	0.0535
SOHLH2	-1.03375
MCOLN3	-0.513375
UNQ1945	0.779
MASP2	-1.114
ZNRF3	0.4908
GPATCH3	-0.0875
AGL	0.5025
QRICH2	-0.556
PSD4	-0.163833333333333
CCNB1IP1	-0.7695
ENPP7	0.8905
OBFC1	0.02075
KCNG3	-1.74
C14orf79	0.535416666666667
ENPEP	6.51283333333333
SCT	0.9275
SKI	0.817625
SEC61G	-0.18125
CAPN11	-0.24775
ATXN7L3	-0.59275
DBNDD1	-0.359166666666667
FAIM	-0.6435
ANKRD36	-1.171
GABRP	-0.3158
TACSTD2	-2.485
EIF3J	-1.34425
PPP2R2A	-0.71225
TEKT4	0.0503333333333333
PVALB	-3.883
F10	-2.77016666666667
FAM134C	1.1154
COMP	-0.3735
EFCBP1	-0.5873125
SCLT1	-0.01975
TAL1	0.2181
ACSL1	3.44675
ABCC5	-0.635416666666667
ABL1	-0.467277777777778
RBBP7	-0.693583333333333
PTPRG	1.26225
NCOR1	-0.5058
SPINK4	-1.76933333333333
TXNRD1	-2.0237
TNRC15	0.550125
C9orf138	0.42475
UBE2H	0.7565
BRDT	0.00699999999999999
C8orf31	0.10275
CCNE2	-3.02245454545455
SLC6A8	1.0955
CALCR	-3.8025
PPP1CB	1.7855
ABHD8	0.1355
ARF5	-0.3445
SLC24A4	0.6845
CCT3	-0.736
ZNF121	-0.7295
SLC3A2	-0.9609
OR13A1	0.5205
SLC5A10	4.851
RAD50	0.496625
IER5	0.13675
MTHFD1L	-2.16
MBTPS2	-0.087
MVK	0.179875
NCL	0.0343
PSMD10	-1.012
MOBP	0.394571428571429
FLJ32894	0.2095
HRH1	-0.579166666666667
C5orf30	-0.919
NUDT16L1	0.9856
RASGRP3	4.66
PRKRIP1	-0.4208
CCDC75	-0.942
LOC253970	-0.22675
KIAA1239	0.14475
MED21	-0.80525
SYT11	1.49366666666667
NTSR2	-0.071
EGFL11	0.376
CXorf59	0.4005
OR2A25	0.19075
SPTBN2	-1.71425
LRMP	1.01683333333333
RNF111	0.249
PTH	-0.0135
LOC619208	0.7645
KIAA0895	1.4435
RANBP5	-1.13875
P2RY10	0.697
NME5	4.46666666666667
DDX21	-1.08775
LRSAM1	-1.0425
HDAC11	-0.0608333333333333
VMO1	2.658
NOLA2	-0.666666666666667
ADAR	-0.562083333333333
MTO1	-1.1725
SF4	-0.179166666666667
P2RX1	0.222666666666667
HBM	0.8915
EN2	1.4155
C14orf172	-0.28825
TM9SF2	-0.0528
INHBE	0.125333333333333
TCTE3	-0.231
TOX2	-1.433
CTAGE3	0.874625
HBB	6.8327
MED15	-0.994333333333333
CASR	0.07825
C6orf66	-0.782166666666667
MTPN	-0.3165
UNC50	0.08925
C21orf33	0.686375
IRF2	1.355
PGR	-3.15316666666667
GPR84	0.77575
CROCCL1	-1.88825
SRPX	-3.2625
BRE	0.840833333333333
FGF10	0.107
SDC3	-0.440666666666667
ZRSR1	-0.194
DKFZP434P211	-0.533
SOX6	0.8345
RPUSD2	-0.62
C14orf173	0.712166666666667
MAPK11	-0.0713333333333333
TBC1D22A	-0.0205
FAM123A	-0.183
COL4A6	-3.62916666666667
TOMM70A	0.46375
NAB1	1.055875
MGC16385	-1.092125
TSPAN18	1.63033333333333
MED31	-0.5115
PLG	0.19025
CAPSL	0.754
ZNF532	0.9567
ASB14	0.165
CA8	-1.58425
NUDT16P	1.69733333333333
SLFN11	-0.299
LRRIQ2	-0.931
NOL7	-0.3215
BRMS1L	-0.73475
JARID1A	-0.086
PANK2	-0.4535
ICAM3	-0.0685
MDS1	-0.125
TAF8	-0.60975
RNF139	0.23775
ZNF594	-0.1265
ADAM8	0.83175
SFTPC	0.0505
MAN2B2	0.734
RGS12	0.8316875
EIF1AY	-4.3125
LRRIQ1	0.206833333333333
GPR150	1.6905
CCDC21	-1.56516666666667
PRRG3	0.283
SAA4	-4.67175
RAPGEF5	3.2715
ZCCHC2	0.113333333333333
MGC39372	1.3235
PPP4R2	-0.542166666666667
CDCA2	-2.12833333333333
OR4D5	0.103
PTGFRN	0.00880000000000001
SIGLEC5	1.72066666666667
C19orf61	-1.31183333333333
NMUR2	0.191
KIAA1586	-0.772833333333333
DAGLA	-0.460333333333333
CHCHD6	-0.81475
GPR32	0.3145
NEUROD6	0.4485
SLC2A4RG	1.3140625
CA5B	0.502
FBXL3	1.24
MPHOSPH9	-1.54
HMG2L1	-0.46675
HCN4	1.231
CEACAM19	-0.05
SH2D4B	0.644166666666667
HFE2	-0.917
TGM4	0.127
LYPD2	0.44475
TBC1D15	0.03
MRPS21	-0.2972
NONO	-1.2509
CLEC5A	1.00471428571429
ITCH	0.453
MGAT3	-0.220166666666667
MBP	0.07475
RPP25	-0.895
SOSTDC1	0.8605
HRC	0.71875
TRIM48	-0.054
TMEM133	2.9025
ECEL1P2	-0.781
HOXC11	0.3655
DOK5	-1.059
HELZ	0.227333333333333
LOC348180	-0.56825
MGC33894	0.315
ADRB3	0.161
DMD	0.312166666666667
PTRH2	-0.9305
MPEG1	2.5045
NDUFA12	0.119666666666667
KRTAP2-4	0.2335
STAMBPL1	0.325166666666667
ADCY2	0.896333333333333
UNQ6125	0.7695
KLHL20	0.554333333333333
SRM	-1.983
OTC	0.1945
TMIE	0.308833333333333
SNX8	0.49775
LIPK	-0.203
CHURC1	-0.609083333333333
KLC2	0.117
HDAC1	-0.659833333333333
FAM128A	0.1075
FNDC3B	0.134
MTCP1	0.423166666666667
WFDC10B	0.0698
PCDHGB3	-0.593
ATRNL1	-1.3228
CAV2	1.531875
MED26	-0.164666666666667
DUS1L	-0.23625
CHRM3	-0.79475
NEK9	0.0085
WARS2	0.10375
TBX22	-0.469
TOMM40	-1.20125
RP6-213H19.1	-3.75366666666667
TUBGCP5	-0.81725
IGSF6	3.82475
TPPP	2.86283333333333
UNQ6190	0.129
GSTM5	1.1575
BTD	-0.109833333333333
PDCD1LG2	-0.0656666666666667
SNRPB2	-0.426
ERICH1	0.064875
APOA4	-1.686875
HOXA11	-1.3795
NARG1	-0.17225
MKX	-0.43725
RAB28	-0.212214285714286
PKP3	-3.75625
SH3GL2	-1.894
CTSO	3.16225
RPN2	0.17475
IL28RA	0.121666666666667
SFMBT1	0.505
WDR57	-0.558125
FER1L3	0.0888333333333333
HSF5	0.2475
TTC9B	0.11425
C4BPA	-3.6285
ALB	-3.73614285714286
SORBS3	0.31275
UPF2	0.106
JPH1	-0.3675
AGBL2	0.26375
DOPEY1	2.0745
TERF1	-0.52825
KIF22	-1.52533333333333
NINJ1	1.097
SEC61A2	-0.61775
HIST1H1D	-1.857
SFXN4	0.64675
UCP3	0.4517
ZNF703	0.150833333333333
MYL6B	0.52675
TREM1	1.96575
OR52E6	0.4215
CKMT2	3.60125
HLA-C	3.757
SLC13A3	-2.46766666666667
TIMP4	0.54825
SLIT2	0.55325
RSF1	-0.222388888888889
LONRF1	-0.279285714285714
MON1A	-0.433833333333333
CACNG6	-1.27583333333333
DPPA4	-5.38183333333333
ZSWIM3	-0.395
ZNF804A	-0.0136
CCIN	0.57925
SLC25A31	-0.0125
KCNMB4	0.53475
RABL5	0.893875
GALNS	0.1525
STX6	0.031625
HIST1H1C	-1.0295
CIDEB	1.5195
CASP4	0.9
PDK3	-0.5277
KCNJ11	0.3595
TPR	-0.626875
ZSCAN20	-0.5775
MTX2	0.33475
HIST1H2BH	-0.91175
LOC283767	2.2365
LYRM7	-0.604444444444444
BRD3	-2.42683333333333
HIST1H2BO	-0.87575
MAGEB10	0.442
SLC45A1	0.967
SERPINA3	-3.5058
KIAA0143	0.7695
KCNJ16	7.50366666666667
KRT79	-0.2305
FABP2	-0.091
NUT	0.08675
ZNF57	-0.7425
FBXL4	-0.051125
CLEC9A	1.395
UGT8	1.94733333333333
BMP2K	-0.16425
MAPK4	-3.155
SLC25A23	0.295
HINT1	0.8719
KRTAP13-1	0.581
SFXN5	0.327
CHCHD2	0.587
FAM3D	1.8145
NDP	-2.958375
RHOBTB1	1.24033333333333
SLC4A4	4.88075
RPL38	0.09925
HTF9C	-0.468666666666667
AP2A2	1.031125
ZBTB46	-0.0815
MAP7D1	-0.685
AOX1	1.3845
CYR61	1.7505
DTNA	-1.86764285714286
JRKL	1.099
TMOD3	-0.23375
EEA1	-0.4543
ADCK5	-0.153
IL1R1	1.438
KLK3	0.535928571428571
HRSP12	2.618
KTN1	0.169
LOH11CR2A	-0.2946
RELL2	-1.7815
MAB21L1	0.10225
C20orf59	-0.592166666666667
PHKB	-0.41
ADAM2	-1.86833333333333
TBC1D8B	1.524
FAM13A1	1.0608125
LAPTM4B	-1.92858333333333
LCN8	0.142
TMEM147	0.0845
SYT4	0.193166666666667
XPO7	-1.33
C9orf62	1.7535
GPR75	0.3585
TRIM5	0.856125
APOC1	0.0701666666666667
RNASE4	1.7685
PARD6B	-1.298
ARID1A	-0.6245
TPD52L3	0.0788
RRAGB	0.353
RCN2	-1.12216666666667
HIST2H2BE	-0.876125
STARD7	0.90175
SHMT2	0.4355
KIAA1751	0.1555
MLYCD	2.605125
LOC162632	-0.6055
UQCRH	-1.18475
RP11-217H1.1	1.0015
SDHA	-0.306333333333333
NCLN	-0.2442
ZNF17	0.174833333333333
RCBTB2	0.91275
VEGFB	0.9498
RP4-747L4.3	0.94925
COLQ	-0.0479
MPN2	-0.272166666666667
DRG2	-0.863
KLRB1	5.57
ALPK2	2.68575
DNASE2B	-0.11275
FLJ23834	0.872333333333333
AXUD1	1.63066666666667
SAFB	-0.1925
NSUN4	0.3045
RFX2	2.242
MAPK8IP1	0.119
FANCD2	-2.55778571428571
ANKZF1	-0.9365
C19orf50	-1.076625
DUSP8	0.484375
SENP5	-0.329625
NFKBIL2	-1.1895
LBR	-0.23375
IGFL1	-0.0275
LZTS2	-1.067
IL2RG	-0.39975
CCDC51	-0.217
KLF3	0.129625
ANKRD37	1.183
KCTD14	1.409
FZR1	-0.02275
SLC44A4	-0.5905
ESPL1	-1.51375
GMPR2	-0.6654
TBC1D19	0.67
ERGIC1	2.02359259259259
ERBB4	-1.2431
TSPAN32	0.404083333333333
MAP4	0.213
GPHN	-0.26275
SLC6A2	0.06225
HIVEP1	0.0555
DFFB	-0.6779
EIF4EBP2	1.325875
DMRT1	0.27475
HSPB6	-0.0445
IER2	-0.632166666666667
AIFM1	1.65225
WWC2	0.888
MRPL4	-0.69875
FLJ21062	2.0365
EPB41L4A	2.84841666666667
SH2D6	0.22975
TAF4B	-0.71175
GAL3ST3	0.2265
MALT1	-0.27
RTDR1	3.50525
ARVCF	-0.50975
MEX3B	-2.3305
FBXO16	0.1375
KIF7	-2.4665
C1QC	4.33216666666667
ZNF783	-0.957666666666667
ZNF85	-1.503
MMP13	-0.22
KIAA0329	0.458125
RTP3	-0.639
ZBED3	0.37375
CLGN	-5.5195
SLC25A37	-1.43570833333333
hCG_18290	-0.77925
OR5AS1	-0.301
SMARCC2	0.537833333333333
FAM109A	-0.196166666666667
CCDC12	-0.5005
USF2	0.1945
DEPDC7	0.41825
C20orf24	-1.02183333333333
JMJD3	0.315
DSP	-4.20214285714286
SLIC1	-0.151
FAM20A	1.57625
IRF2BP2	1.268125
ZNF230	-0.4
MSN	0.908142857142857
SLC9A5	-1.5535
EPDR1	1.2339
MUSK	0.264333333333333
ZNF434	-0.28
SMARCD1	-0.191
ZFP106	-0.796
ZNF347	0.1321
GTF2E1	-0.22625
RY1	0.303333333333333
