Hybridization REF	TCGA-A3-3306-01A-01R-0864-07
C18orf18	0.861
PGM1	0.3345
KIAA0258	0.49
CPD	0.024
SNCAIP	-1.366
DCT	-4.5975
HLA-DOA	2.68486363636364
OR11L1	0.5395
UPK1B	-0.278833333333333
DNAJB4	1.11575
UGT1A8	5.90275
HIST1H4L	-0.9615
PECR	0.170833333333333
HSPA2	0.154
WFIKKN1	-2.846
SERP1	1.027875
SYDE2	-0.0205
TACR2	0.3995
NUP85	-1.23825
CD177	-0.578
LGR5	-1.02383333333333
PIGG	-0.073
PTHR1	-0.176833333333333
RAB5A	-0.7591
FLJ13224	0.0435
USP9Y	-0.477333333333333
C7orf53	-0.985
LRP1B	-0.086
XAF1	0.9257
ABCG8	-0.8365
ANKDD1A	0.646333333333333
DAND5	0.0065
SPAG6	0.1875
LINCR	3.9055
ZDHHC22	-0.997375
CCDC60	0.354
THOC7	-1.448
TCTA	1.286
OR8K3	0.682
NY-REN-7	-0.0455
B2M	1.96583333333333
C6orf141	-3.163125
LPPR4	0.875
SQLE	-1.9755
SEPHS1	-1.167
BTBD14B	-0.272
PLRG1	0.0425
SPG7	-1.1624375
ZNF614	-1.21516666666667
PARD6G	1.19466666666667
INPP5B	-0.8577
GRPEL2	0.433875
PPID	-0.8857
TRIM56	-0.33325
UBE2J1	-0.149
IL20RA	-0.96075
LOC387856	-0.5915
C1orf107	0.46825
UTS2R	0.94275
C19orf22	-0.61425
SAFB2	-0.3255
KIAA0652	-0.04875
KLRG1	1.31433333333333
MS4A8B	0.2475
FRAG1	0.5625
KIAA1546	0.615
E2F4	-1.5388
CLEC4M	-0.101666666666667
BTBD14A	-1.64175
KIAA0999	0.1908
GYPA	-2.435
TAC1	-0.099
TRAIP	-2.3775
KIAA0232	0.4316
ERCC8	-1.499125
GPX4	1.37375
KIAA0368	-1.09725
GPR157	-1.1435
CTAGE4	1.14
C9orf30	-0.233333333333333
OR52A1	0.4915
HSP90B3P	-0.7585
ALG9	0.1124
BTBD10	0.555
SDK2	-0.6655
BAIAP3	-1.399
RABGGTB	0.672375
ANKRD40	0.1175
KRT74	0.5895
CALCOCO2	0.8095
SNCA	-3.7145
TMSL8	-5.382
C2orf53	0.159
ESRRB	-0.14475
ARHGAP26	-0.180875
TDRD9	-2.51
HRAS	0.257
KLRC4	-1.436
JAGN1	-0.0676666666666667
BSDC1	0.05275
RNF43	-1.7862
NDUFAF1	0.6695
PHF12	0.1755
OR1L3	0.47875
FOLR2	1.27608333333333
LYZL6	0.0886666666666667
tcag7.1260	-0.8455
WSB1	0.435
PROS1	1.3958
OSTN	0.155
PSMB8	1.42175
SOCS4	-0.55775
DDIT4L	3.90125
MAS1	0.817
MGC34796	0.944
CSHL1	0.1875
TBCCD1	0.275833333333333
ZBTB7C	-0.3125
AP2S1	-0.678375
P15RS	0.1537
VAT1	0.1308
SHANK3	1.536
TUFM	-0.676666666666667
THEG	-0.29125
KRT34	-0.736
SGSM3	0.174875
TOMM22	0.924625
SOCS3	1.7135
CPO	0.0615
POP4	0.6945
BHLHB3	3.94925
MALL	0.614
OR1B1	0.3175
PARK2	0.571166666666667
GPR124	-0.70525
LCE1E	0.5515
RUVBL2	-0.90025
CGRRF1	1.1021
ACPL2	0.7335
WNT10B	-1.657125
BAIAP2L2	2.07175
ISCA1	0.919
C1orf125	0.7485
RPAP1	-0.78775
RAI16	-0.1605
RPL27	0.67825
NLRP9	-0.23
EPN1	0.2935
LOC388610	-2.62375
SLC35A1	0.6746
GAL	-5.331
SLC14A2	0.23725
RDH11	-0.749333333333333
FAM138F	0.3165
AUH	0.7365
FLJ40243	0.151
C14orf129	-0.0406666666666667
MBD2	-0.965833333333334
ABHD14B	0.332125
PIGT	-0.904875
ALS2CR4	-0.351375
ALAS1	-0.5397
FOXO1	0.998833333333333
CRLF3	0.10375
C20orf107	-0.0525
FARS2	-0.16575
CCDC28A	1.157
NPHP3	-0.42925
OR13F1	0.126
TSEN54	-0.53225
DEFB106B	0.0474444444444444
OR8B4	0.487
STH	0.3975
ZC3H14	-0.982625
CBX2	-0.0215
TMEM49	-0.16
C6orf21	0.3655
FLJ20920	-1.943
CRTAP	0.287714285714286
DDX50	0.39875
STYXL1	0.22875
BLVRB	0.344333333333333
LOC147650	-0.0603333333333333
MMP24	0.34625
GRID1	0.206166666666667
BANF1	-0.655166666666667
CTAGEP	0.51125
HMBS	-1.908
SLC25A24	0.0791666666666667
C14orf50	-0.39825
MRO	0.3475
SLC25A15	-0.605
FAM84B	0.0195
TDP1	-1.0815
C16orf78	0.305166666666667
C11orf57	0.4785
RFK	0.802
ZFYVE9	0.247
STCH	0.0102
WIBG	-0.14575
LOC283871	-1.01733333333333
GBA2	-0.7599
NDUFB3	0.2145
HSD17B13	-0.0205
GRIN3A	0.745
FMNL1	-1.352
SEPT7	-0.5035
GNLY	3.7785
GRAMD1C	1.65833333333333
ZNF165	-1.2015
USP38	0.4505
FAM83A	-3.28266666666667
C14orf24	0.228666666666667
ARMCX3	1.089875
ARHGDIB	0.161666666666667
AK1	-1.502875
KIAA1045	0.2315
DNAJB13	0.781333333333333
NEU2	0.4145
HIST1H4B	-0.9345
FAM20B	-1.2489
HES2	-0.249357142857143
FAM73B	-1.1151
LOC388381	-0.4115
INTS7	-1.27309090909091
AMPH	-0.334
ZNF775	-0.28625
UCKL1	-0.606
C10orf97	0.6555
C1orf161	0.37125
ALDH1L1	3.402
FLJ39378	-0.698
SLC23A1	2.181
RBM4B	-0.18
THAP4	0.643333333333333
OGFRL1	1.18075
KIAA0831	-0.235875
PPP1R15A	-0.573
C1orf96	-1.31135714285714
C12orf11	-0.81525
BMF	-1.110125
MAN1A1	-2.175125
KIAA1600	0.321333333333333
NLGN4X	-0.239
ALOX12	-0.361166666666667
RB1CC1	-0.1991
NEIL2	0.7949
EIF4E	-0.169681818181818
ABHD5	-0.76
EXOC4	-0.292166666666667
CIP29	-0.145
BATF2	2.19175
SLC29A4	0.773875
HTR4	0.12925
EMB	-1.11875
TRAF6	1.01825
LMNB1	-3.91225
FAM19A5	-0.9845
SHE	1.39225
PIK3C2B	0.11125
C15orf15	0.8367
USP15	-0.1091
TCEAL2	-0.664
C5orf39	-0.478833333333333
PTGER2	-0.9885
SLC31A1	-1.5954375
IFT172	0.47975
ADAM29	0.09725
GFOD1	-0.0105
ST7L	1.07066666666667
C15orf26	-2.208
PKN3	-1.49675
CNTD1	0.322666666666667
COMMD1	1.318125
NTRK2	3.11
FOXN3	0.123875
MFGE8	-1.2262
PFKFB2	0.297666666666667
TAS2R4	-0.0855
ENTHD1	-0.343
PRMT5	-1.40525
MGC16384	-0.650375
LOC442229	-0.7625
TSKU	-2.063
KRTCAP3	-2.592125
PDLIM1	0.6748
KCNS2	0.45425
RNF126	-0.036
CEP63	-0.943875
CLIC4	2.3745
hCG_1990170	6.84875
ACR	0.3869
KLK7	0.2075
ALOX5AP	3.792625
RIPK3	1.85725
TAS2R9	0.444
C19orf18	-1.1355
BIRC6	-0.404928571428571
ZNF16	0.669
RFT1	-1.8725
SLC8A2	-0.72475
TACC1	0.877625
ITGAD	1.14025
SAMHD1	0.849
SH3PXD2B	-0.3433
EPC2	0.22725
C20orf85	0.39175
ATP13A2	-0.2325
KRT4	0.3445
CAPNS1	-0.35425
MDM2	0.341166666666667
PCDH20	1.2325
KCNK9	0.7795
OR2C1	0.024
KLHDC3	-1.70316666666667
IPPK	-1.2865
EFHD2	-0.344375
GALR3	0.808
NBEA	1.38716666666667
ABCA6	1.1816
CLDN3	0.309333333333333
AKT2	-0.520785714285714
EGFR	1.6443
RBM16	-0.329875
ZDHHC3	-0.9433
SLC25A4	1.242
CYB5B	-1.336
CPXM1	-1.4305
NDRG1	2.92653846153846
FLJ43826	0.16525
OR5L2	0.304833333333333
FARP2	-0.1183
MRPL46	0.0756666666666667
LDHAL6B	0.411333333333333
MAPKAPK3	-0.738333333333333
NCAM2	-2.99575
PRKD2	-0.457333333333333
ZFP36L1	0.5763
CYSLTR1	-0.0945
OR4C3	0.26325
HIST1H2AJ	0.7305
CCNB2	-4.32155555555556
ZNF10	-0.60175
TMEM175	-0.0435
FAM134A	0.934666666666667
TIGD4	0.3005
PCNP	-0.246
MGC39715	-0.064
LQK1	0.5475
CREB1	-0.1196
TMPRSS3	-3.36575
C4orf32	-0.339125
LAT	-1.75558333333333
KCNA3	-0.276
SKIV2L2	-0.659
ROPN1B	-4.3495
tcag7.23	0.4515
CDT1	-4.29025
ZHX2	2.0095
CD28	-3.727
ZNF624	0.87375
SEPT2	0.116833333333333
SOHLH2	-0.937375
MCOLN3	-0.8405
UNQ1945	0.83
MASP2	-0.835
ZNRF3	1.579
GPATCH3	-0.228
AGL	0.68975
QRICH2	-0.176
PSD4	-0.4055
CCNB1IP1	-0.667
ENPP7	0.24925
OBFC1	1.2465
KCNG3	-1.6085
C14orf79	0.364416666666667
ENPEP	6.9115
SCT	0.6115
SKI	0.32025
SEC61G	0.04875
CAPN11	-0.45075
ATXN7L3	-0.77425
DBNDD1	-0.758333333333333
FAIM	0.95575
ANKRD36	-0.729
GABRP	-0.2595
TACSTD2	-2.53066666666667
EIF3J	-0.6615
PPP2R2A	-0.13875
TEKT4	-0.661166666666667
PVALB	-3.95683333333333
F10	-1.323
FAM134C	0.5896
COMP	0.267625
EFCBP1	-2.8473125
SCLT1	0.550375
TAL1	-0.1471
ACSL1	3.4845
ABCC5	-0.8065
ABL1	-0.924777777777778
RBBP7	-1.14741666666667
PTPRG	0.42725
NCOR1	-0.3287
SPINK4	-1.8395
TXNRD1	-2.2327
TNRC15	-0.473
C9orf138	0.92525
UBE2H	0.248666666666667
BRDT	-0.0743333333333333
C8orf31	0.066
CCNE2	-3.12427272727273
SLC6A8	1.268375
CALCR	-3.611
PPP1CB	0.946666666666667
ABHD8	-0.6405
ARF5	-0.0383
SLC24A4	0.64775
CCT3	-1.253
ZNF121	0.00325000000000001
SLC3A2	-1.7672
OR13A1	0.2015
SLC5A10	3.167
RAD50	0.335875
IER5	-0.282625
MTHFD1L	-2.3095
MBTPS2	-0.30075
MVK	0.2135
NCL	-1.2989
PSMD10	-0.33525
MOBP	0.409285714285714
FLJ32894	0.6305
HRH1	-0.266833333333333
C5orf30	-0.37925
NUDT16L1	1.3166
RASGRP3	4.64366666666667
PRKRIP1	-0.5169
CCDC75	-0.91375
LOC253970	0.2295
KIAA1239	-0.6505
MED21	-0.3995
SYT11	0.683416666666667
NTSR2	0.3475
EGFL11	-0.0245
CXorf59	0.6915
OR2A25	0.22775
SPTBN2	-1.63725
LRMP	1.39716666666667
RNF111	0.71
PTH	-0.4985
LOC619208	1.7135
KIAA0895	1.853
RANBP5	0.03625
P2RY10	0.152666666666667
NME5	4.74283333333333
DDX21	-0.7595
LRSAM1	-1.06
HDAC11	0.353666666666667
VMO1	1.9505
NOLA2	-0.445833333333333
ADAR	-0.43125
MTO1	-0.777166666666667
SF4	-0.267833333333333
P2RX1	0.1915
HBM	0.41925
EN2	0.839
C14orf172	-0.32525
TM9SF2	-0.1163
INHBE	-0.376333333333333
TCTE3	0.0714166666666666
TOX2	-3.2775
CTAGE3	0.4995
HBB	5.9226
MED15	-0.594333333333333
CASR	0.3265
C6orf66	-0.644666666666667
MTPN	-0.824625
UNC50	0.37475
C21orf33	0.81275
IRF2	0.7985
PGR	-2.63166666666667
GPR84	0.6705
CROCCL1	-1.9675
SRPX	-4.629
BRE	0.706166666666667
FGF10	0.11
SDC3	-0.427166666666667
ZRSR1	-0.282333333333333
DKFZP434P211	-0.50225
SOX6	-0.363
RPUSD2	-0.60675
C14orf173	0.274083333333333
MAPK11	0.896833333333333
TBC1D22A	0.9485
FAM123A	-0.474
COL4A6	-3.8915
TOMM70A	-0.13
NAB1	0.35625
MGC16385	-1.313125
TSPAN18	1.62633333333333
MED31	0.711
PLG	0.45575
CAPSL	0.764
ZNF532	0.3544
ASB14	0.078
CA8	-3.5815
NUDT16P	1.7245
SLFN11	-0.4375
LRRIQ2	-1.317125
NOL7	-0.918333333333333
BRMS1L	-0.691375
JARID1A	-0.498
PANK2	-0.80975
ICAM3	0.73375
MDS1	-0.3575
TAF8	-0.43975
RNF139	0.44975
ZNF594	-0.544666666666667
ADAM8	0.29825
SFTPC	0.0745
MAN2B2	0.402125
RGS12	1.332
EIF1AY	-1.52258333333333
LRRIQ1	0.830666666666667
GPR150	1.0945
CCDC21	-1.4405
PRRG3	0.232
SAA4	-4.43925
RAPGEF5	2.544875
ZCCHC2	0.365416666666667
MGC39372	1.4555
PPP4R2	-1.19533333333333
CDCA2	-1.78466666666667
OR4D5	0.177
PTGFRN	-1.3705
SIGLEC5	1.46916666666667
C19orf61	-1.53033333333333
NMUR2	0.6605
KIAA1586	-0.924333333333333
DAGLA	0.117166666666667
CHCHD6	-0.53125
GPR32	0.688
NEUROD6	0.490333333333333
SLC2A4RG	-0.048
CA5B	0.436
FBXL3	1.68875
MPHOSPH9	-1.6905
HMG2L1	0.62375
HCN4	0.648833333333333
CEACAM19	0.434
SH2D4B	0.665166666666667
HFE2	-0.03
TGM4	0.0121666666666667
LYPD2	0.11575
TBC1D15	0.97825
MRPS21	-0.0878
NONO	-0.7659
CLEC5A	2.407375
ITCH	-0.0158
MGAT3	3.28183333333333
MBP	0.11625
RPP25	-1.0035
SOSTDC1	-0.71725
HRC	-0.623
TRIM48	0.4145
TMEM133	2.95125
ECEL1P2	-0.88625
HOXC11	-0.272
DOK5	0.86525
HELZ	-0.362166666666667
LOC348180	-0.93525
MGC33894	0.26325
ADRB3	0.1725
DMD	-0.09925
PTRH2	-0.20975
MPEG1	2.52366666666667
NDUFA12	-0.369833333333333
KRTAP2-4	0.266666666666667
STAMBPL1	0.858833333333333
ADCY2	2.864
UNQ6125	0.864
KLHL20	-0.136666666666667
SRM	-1.364
OTC	0.03625
TMIE	1.7155
SNX8	1.0105
LIPK	0.4005
CHURC1	0.0554166666666667
KLC2	0.235
HDAC1	-0.898333333333333
FAM128A	0.450333333333333
FNDC3B	0.9524
MTCP1	1.09833333333333
WFDC10B	0.2673
PCDHGB3	0.023
ATRNL1	-2.0652
CAV2	2.606375
MED26	-0.687166666666667
DUS1L	-0.542
CHRM3	-0.91025
NEK9	-0.55025
WARS2	0.382
TBX22	-0.313
TOMM40	-1.5665
RP6-213H19.1	-3.62716666666667
TUBGCP5	-0.6815
IGSF6	4.2475
TPPP	0.4395
UNQ6190	0.0395
GSTM5	0.146875
BTD	-0.292833333333333
PDCD1LG2	-0.0361666666666667
SNRPB2	-0.176
ERICH1	0.489625
APOA4	-1.609625
HOXA11	-1.495
NARG1	-0.210875
MKX	-0.789
RAB28	0.1845
PKP3	-4.567
SH3GL2	-2.19
CTSO	3.38475
RPN2	-0.2621875
IL28RA	0.323
SFMBT1	-0.10125
WDR57	-1.0005
FER1L3	0.7205
HSF5	0.117833333333333
TTC9B	0.2655
C4BPA	-3.0358
ALB	-4.72014285714286
SORBS3	0.278125
UPF2	-0.1355
JPH1	-0.5395
AGBL2	2.15425
DOPEY1	0.956
TERF1	-0.0185
KIF22	-0.949666666666667
NINJ1	-0.06225
SEC61A2	-0.526333333333333
HIST1H1D	-1.0225
SFXN4	1.371
UCP3	0.5139
ZNF703	0.0538333333333333
MYL6B	1.02875
TREM1	1.54525
OR52E6	0.4
CKMT2	6.1085
HLA-C	2.432375
SLC13A3	-3.14716666666667
TIMP4	-1.5875
SLIT2	-1.40625
RSF1	-0.632111111111111
LONRF1	0.0888571428571429
MON1A	-0.955333333333333
CACNG6	-1.61
DPPA4	-6.52566666666667
ZSWIM3	0.01875
ZNF804A	0.307666666666667
CCIN	0.47325
SLC25A31	0.152
KCNMB4	-1.2535
RABL5	1.1035
GALNS	-0.5853
STX6	0.00225
HIST1H1C	0.0398333333333333
CIDEB	1.306125
CASP4	0.868333333333333
PDK3	-0.395
KCNJ11	0.305
TPR	-1.322875
ZSCAN20	-1.457
MTX2	-0.182
HIST1H2BH	-0.156
LOC283767	2.087
LYRM7	-0.0465555555555556
BRD3	-2.803
HIST1H2BO	-0.167
MAGEB10	0.369
SLC45A1	0.4705
SERPINA3	-1.7766
KIAA0143	0.644
KCNJ16	7.1765
KRT79	-0.3035
FABP2	-0.75525
NUT	-0.23425
ZNF57	-0.139
FBXL4	0.230375
CLEC9A	2.737
UGT8	1.954
BMP2K	0.9585
MAPK4	-3.16725
SLC25A23	0.9328
HINT1	1.799
KRTAP13-1	0.1865
SFXN5	-0.475
CHCHD2	-0.05125
FAM3D	0.7385
NDP	-3.194875
RHOBTB1	2.43516666666667
SLC4A4	4.187375
RPL38	0.47375
HTF9C	0.3645
AP2A2	0.559375
ZBTB46	-0.131
MAP7D1	-0.375875
AOX1	2.30566666666667
CYR61	1.60383333333333
DTNA	-1.05685714285714
JRKL	0.75525
TMOD3	-0.76575
EEA1	-0.7313
ADCK5	-0.027
IL1R1	0.798
KLK3	0.423428571428571
HRSP12	2.4535
KTN1	-1.0445
LOH11CR2A	-0.0978000000000001
RELL2	-2.3485
MAB21L1	0.1815
C20orf59	-0.3695
PHKB	-0.65275
ADAM2	-1.44666666666667
TBC1D8B	3.93033333333333
FAM13A1	1.43875
LAPTM4B	-1.23141666666667
LCN8	0.107
TMEM147	-0.0885
SYT4	-0.247666666666667
XPO7	-1.0365
C9orf62	1.19175
GPR75	0.406
TRIM5	1.624125
APOC1	0.132833333333333
RNASE4	1.97316666666667
PARD6B	-1.069125
ARID1A	-1.11058333333333
TPD52L3	0.0345
RRAGB	0.839333333333333
RCN2	-0.902166666666667
HIST2H2BE	-0.8179375
STARD7	0.00725
SHMT2	-0.16425
KIAA1751	0.349333333333333
MLYCD	1.34325
LOC162632	-0.0926
UQCRH	-4.05225
RP11-217H1.1	1.2020625
SDHA	-1.13366666666667
NCLN	-0.675
ZNF17	-0.0496666666666667
RCBTB2	1.56125
VEGFB	1.0661
RP4-747L4.3	0.6225
COLQ	0.0591
MPN2	-0.402833333333333
DRG2	-0.702
KLRB1	5.60475
ALPK2	4.22075
DNASE2B	0.3185
FLJ23834	-0.00883333333333334
AXUD1	0.2705
SAFB	-1.0239
NSUN4	0.331
RFX2	1.07616666666667
MAPK8IP1	0.476666666666667
FANCD2	-2.32157142857143
ANKZF1	-1.443
C19orf50	-0.368
DUSP8	-0.016875
SENP5	-0.495375
NFKBIL2	-1.2505
LBR	-0.53075
IGFL1	-0.701
LZTS2	-0.989
IL2RG	-0.15925
CCDC51	-0.399
KLF3	-0.07975
ANKRD37	1.2085
KCTD14	2.61216666666667
FZR1	-0.22625
SLC44A4	-0.9762
ESPL1	-1.18275
GMPR2	-0.2725
TBC1D19	0.556833333333333
ERGIC1	1.67540740740741
ERBB4	-0.9853
TSPAN32	0.491
MAP4	-0.970125
GPHN	-0.67375
SLC6A2	-0.055875
HIVEP1	-0.21475
DFFB	-0.114
EIF4EBP2	0.76275
DMRT1	-0.0135
HSPB6	-0.0985
IER2	-0.760666666666667
AIFM1	0.13425
WWC2	1.06445454545455
MRPL4	0.12075
FLJ21062	1.1775
EPB41L4A	2.81
SH2D6	0.43325
TAF4B	-0.07025
GAL3ST3	0.6765
MALT1	0.706833333333333
RTDR1	4.10625
ARVCF	-0.2845
MEX3B	-2.27516666666667
FBXO16	2.5125
KIF7	-3.21975
C1QC	4.47333333333333
ZNF783	-0.455833333333333
ZNF85	-1.07125
MMP13	-0.0665
KIAA0329	-0.49275
RTP3	2.2985
ZBED3	-0.27325
CLGN	-2.09125
SLC25A37	-0.863333333333333
hCG_18290	-0.28825
OR5AS1	0.0085
SMARCC2	0.196333333333333
FAM109A	-0.436833333333333
CCDC12	-1.77125
USF2	-0.0619
DEPDC7	-0.169
C20orf24	-0.781
JMJD3	-0.119
DSP	-5.15585714285714
SLIC1	0.299
FAM20A	-0.953125
IRF2BP2	0.44675
ZNF230	-0.129
MSN	0.289071428571429
SLC9A5	-1.343
EPDR1	1.2369
MUSK	0.2905
ZNF434	-0.677833333333333
SMARCD1	-0.299166666666667
