Hybridization REF	TCGA-BP-4164-01A-01R-1188-07
PPIL1	-1.19766666666667
GBP7	1.80533333333333
STK17A	-1.0638
ABR	-1.81875
OR9G1	-0.5375
FOXE1	-1.08275
CNGA3	-0.1445
GML	-0.056
CD38	-1.56925
ZDHHC6	0.17
NEFH	-3.2525
CTDSP2	-0.0281666666666666
PGBD5	2.7745
CCNY	0.116785714285714
RMND5B	0.160583333333333
ZNF257	-1.74225
FLJ22167	-0.114625
EXOSC7	-1.8005
ROR2	-1.33875
MAOA	0.506625
TNNT3	0.099
GYPC	0.2835
C7orf33	-0.04
PLIN	0.528666666666667
LOC90826	-0.0345
RNF4	-0.3795
F8A1	0.743666666666667
PLEKHG4	-2.60675
GRB2	-0.2847
HIST1H2AD	-0.51925
DUS3L	-0.839
EIF1	0.3645
RP5-1077B9.4	-1.525
FPGT	2.21775
GDF10	-2.26466666666667
COQ9	0.49475
GCC2	0.310142857142857
RARRES3	3.07825
PLXNA1	-1.0451
KIAA0100	-0.3234
PMF1	0.952
FNDC1	1.36575
HS2ST1	0.958916666666667
CRELD2	0.1485
C8G	-1.8015
CD82	-0.09025
LIM2	-1.06
UNQ6490	-0.3385
MMP16	-1.0075
DRD3	0.3465
C5orf26	1.07975
C11orf73	-1.03625
PTP4A2	-0.286
OR4M2	0.0955
HPCA	2.02966666666667
SEC14L1	-0.385666666666667
CHFR	-0.255875
EMILIN1	-0.00987499999999998
NDUFS4	0.1695
COL18A1	0.285375
PDZD3	2.0238
C9orf16	-0.324
ERBB2IP	0.591833333333333
EMX2	6.73775
FUS	-2.24475
TF	-3.4002
CLCN4	2.54016666666667
CXorf56	-0.07975
C11orf72	0.24525
ELAC2	-1.07683333333333
NPR1	0.19425
ASS1	-1.65083333333333
USP42	0.0075
POLR2J	-0.7485
SEC23IP	0.0363333333333333
UQCRC1	0.13275
LOC729603	-0.309
C1orf71	-0.05825
POLG	-2.947
ADAM23	-4.04225
TFR2	-0.84025
RICTOR	-0.3928
MGC39606	2.4595
C19orf55	-0.667125
SNAPC1	0.119666666666667
GNA11	0.355625
CCDC52	-0.3535
FSIP1	2.3005
UPF3A	-0.614625
IGSF11	-2.58316666666667
LAGE3	-1.2175
CHST6	-4.008
UNC13B	-0.1895
TTLL4	-1.5165
ZNF687	0.139125
SDC2	0.9987
COX7A2	0.07825
LAMB4	-0.453
FAM24A	0.929
LRRTM3	-0.389833333333333
GPHB5	0.041
OR4C13	0.003
EIF3EIP	0.547071428571428
HABP4	1.006
TMEM125	2.83925
CNTN2	-0.128375
ASNSD1	-0.205
FUT4	0.01825
ACF	1.4505
LOC158381	0.054
CDH8	0.001
AGPS	0.117166666666667
C4orf18	1.073875
PECI	0.488
UNG	-0.43
GSTP1	0.42975
DCUN1D5	-2.0735
DKFZP564J0863	-0.32775
SLC9A3R1	0.944
BCDO2	-0.844625
CHMP7	-0.1265
REM2	-0.8975
DNHD1	0.02525
FKBP4	-1.719
ZNF350	1.47825
MGC11102	0.1905
BST1	2.445
KISS1R	2.3735
NCR2	0.2105
DEFB125	0.2355
UBE2W	1.59225
KRT15	-3.646375
C10orf99	2.869
SCN11A	-0.02875
GFI1	-1.6975
RDHE2	-1.01766666666667
FHL1	1.4035
OSGEP	-0.563833333333333
GATA1	-3.0035
SMC6	-1.43125
TTTY14	-1.38925
LPIN3	0.90425
RPL4	-1.0365
RBPMS	0.9923
PRPF3	0.220666666666667
EMR1	-1.426
SPATA19	-0.3655
XCR1	0.097
IRX3	2.2746
RBM6	-1.0275
KLF4	0.3429
UNC5CL	3.80575
SEBOX	-0.463
BTK	-0.4535
KRCC1	0.74375
C6orf27	0.65
SYTL5	-1.3465
PRND	2.313
LOC653319	0.334
PIGL	-0.341875
HUS1	-0.0646666666666667
SFRS6	-1.0595
C17orf77	0.4395
UIMC1	-0.0875
FXYD2	4.3465
LOC283152	0.196
ZNF667	-0.3805
ZCCHC12	-0.5245
TFEC	5.6181
ATP7B	1.2195
POLD2	-1.4715
RG9MTD1	-0.37725
ACOT2	0.3515
HIST1H4I	-0.979
PPARGC1A	2.3207
ETFA	-1.1316
POLRMT	-1.14825
ZNF146	-1.695875
MIA2	4.185
KLHL6	-0.317666666666667
HOXB5	-0.589
NENF	1.362
CUGBP1	-0.3825
PRSS22	-1.07383333333333
CASC4	1.5366
CUL4B	0.7166
CENPJ	-1.8483
PITX1	-2.02133333333333
FLJ31033	0.554
CELSR3	-2.13033333333333
ZNF568	0.058
ITSN1	-0.48625
EHBP1L1	-0.614666666666667
C19orf2	-0.294
DCTN1	-0.564
LIN28B	-3.54633333333333
TNKS2	-0.697
C1QBP	-0.80575
CADPS2	1.576
SRMS	0.54225
GJA9	0.608333333333333
MGC24975	-0.502
TRIM45	-0.655833333333333
TSP50	-0.111
TCP1	-1.43875
TMED7	1.5888
CMA1	0.4635
CENPL	-1.64766666666667
PTCRA	0.1465
FST	-4.52
VWCE	-2.23575
PAWR	-0.9695
ABCC12	-0.0086
LDLR	-3.2041
ASTN2	1.4375
LOC441212	-0.273375
GPATCH8	-0.11575
TANC2	-1.13133333333333
KIF4A	-3.07575
C18orf18	0.5375
PGM1	0.15675
KIAA0258	1.13
CPD	0.3
SNCAIP	-2.456
DCT	-3.9735
HLA-DOA	4.36563636363636
OR11L1	0.755
UPK1B	0.912833333333333
DNAJB4	0.92375
UGT1A8	5.80675
HIST1H4L	0.2745
PECR	0.750333333333333
HSPA2	0.531
WFIKKN1	-0.438
SERP1	0.656375
SYDE2	1.165
TACR2	0.2965
NUP85	-0.93475
CD177	-0.456
LGR5	-2.5462
PIGG	-0.4005
PTHR1	2.6105
RAB5A	-0.8141
FLJ13224	0.1065
USP9Y	-1.4475
C7orf53	-1.9835
LRP1B	-1.455
XAF1	1.6271
ABCG8	-0.2505
ANKDD1A	-0.747333333333333
DAND5	-1.864
SPAG6	0.3915
LINCR	3.22225
ZDHHC22	-1.099875
CCDC60	-0.3175
THOC7	-1.606
TCTA	2.1192
OR8K3	0.7865
NY-REN-7	0.84875
B2M	2.106
C6orf141	-2.886625
LPPR4	-0.43875
SQLE	-2.938375
SEPHS1	-1.293
BTBD14B	0.163928571428571
PLRG1	-0.1065
SPG7	-0.397875
ZNF614	0.515166666666667
PARD6G	1.66816666666667
INPP5B	-0.6598
GRPEL2	0.635
PPID	-1.2734
TRIM56	0.42175
UBE2J1	0.026125
IL20RA	-1.58625
LOC387856	0.24625
C1orf107	0.8925
UTS2R	2.27775
C19orf22	-0.36725
SAFB2	0.54225
KIAA0652	0.245875
KLRG1	0.0235
MS4A8B	0.312666666666667
FRAG1	0.45425
KIAA1546	-0.2585
E2F4	-0.9692
CLEC4M	-0.251833333333333
BTBD14A	-1.16075
KIAA0999	0.3728
GYPA	-4.00766666666667
TAC1	-0.9988
TRAIP	-2.52383333333333
KIAA0232	0.7477
ERCC8	-1.511125
GPX4	1.10575
KIAA0368	-0.545
GPR157	-0.634666666666667
CTAGE4	1.232
C9orf30	-0.109833333333333
OR52A1	0.5235
HSP90B3P	0.2215
ALG9	0.002
BTBD10	0.548
SDK2	0.13325
BAIAP3	-1.0165
RABGGTB	-0.4095
ANKRD40	0.460666666666667
KRT74	0.6945
CALCOCO2	1.00714285714286
SNCA	-3.49675
TMSL8	-4.316625
C2orf53	0.4125
ESRRB	-0.5325
ARHGAP26	0.202875
TDRD9	0.57825
HRAS	-0.342666666666667
KLRC4	-2.1495
JAGN1	-0.0258333333333333
BSDC1	0.18575
RNF43	-1.4621
NDUFAF1	-0.29825
PHF12	-0.095
OR1L3	0.46375
FOLR2	2.76966666666667
LYZL6	-0.2554
tcag7.1260	0.9875
WSB1	-0.523166666666667
PROS1	2.4611
OSTN	0.6985
PSMB8	2.3535
SOCS4	-0.215875
DDIT4L	5.7955
MAS1	-1.186
MGC34796	1.938
CSHL1	0.246
TBCCD1	0.177666666666667
ZBTB7C	-0.502
AP2S1	-0.60125
P15RS	-0.5957
VAT1	0.5076
SHANK3	2.01583333333333
TUFM	-0.0965
THEG	-0.98525
KRT34	-2.98575
SGSM3	-0.803
TOMM22	0.70975
SOCS3	1.58533333333333
CPO	0.7405
POP4	0.323
BHLHB3	4.5475
MALL	0.50275
OR1B1	0.9725
PARK2	1.7965
GPR124	0.49975
LCE1E	-0.097
RUVBL2	-1.1715
CGRRF1	1.0916
ACPL2	0.96425
WNT10B	-3.302375
BAIAP2L2	1.16925
ISCA1	1.3885
C1orf125	0.71175
RPAP1	-1.43625
RAI16	-0.908
RPL27	0.298625
NLRP9	0.183
EPN1	0.3625
LOC388610	-3.607375
SLC35A1	0.7011
GAL	-3.908
SLC14A2	0.68125
RDH11	-0.295
FAM138F	-0.2445
AUH	1.135
FLJ40243	0.05475
C14orf129	-0.0356666666666667
MBD2	-0.729166666666667
ABHD14B	0.278375
PIGT	0.068125
ALS2CR4	-0.844
ALAS1	-0.5035
FOXO1	1.36683333333333
CRLF3	-0.52725
C20orf107	-2.0805
FARS2	0.01925
CCDC28A	1.763
NPHP3	0.05175
OR13F1	0.748
TSEN54	-1.036
DEFB106B	-0.2398
OR8B4	0.472
STH	2.4935
ZC3H14	-0.608
CBX2	0.2985
TMEM49	-0.5985
C6orf21	0.068
FLJ20920	-1.24
CRTAP	0.268142857142857
DDX50	-0.68025
STYXL1	-0.9175
BLVRB	0.271333333333333
LOC147650	-0.769166666666667
MMP24	0.6215
GRID1	1.03966666666667
BANF1	-0.00500000000000001
CTAGEP	1.00325
HMBS	-2.02925
SLC25A24	-0.169333333333333
C14orf50	-0.78175
MRO	1.4585
SLC25A15	-0.99025
FAM84B	0.6732
TDP1	-1.508
C16orf78	0.425666666666667
C11orf57	0.55825
RFK	0.425875
ZFYVE9	-0.264375
STCH	0.2434
WIBG	-0.10175
LOC283871	-1.28433333333333
GBA2	-0.6691
NDUFB3	-0.29125
HSD17B13	-0.25125
GRIN3A	0.822833333333333
FMNL1	-1.69866666666667
SEPT7	-0.1751
GNLY	3.7025
GRAMD1C	2.81916666666667
ZNF165	-1.16
USP38	0.366
FAM83A	-3.45266666666667
C14orf24	0.701416666666667
ARMCX3	0.843125
ARHGDIB	-0.0206666666666667
AK1	-1.0705
KIAA1045	-0.0785
DNAJB13	0.00349999999999998
NEU2	-0.4535
HIST1H4B	-0.409333333333333
FAM20B	-0.6427
HES2	-0.518
FAM73B	-1.0656
LOC388381	1.4275
INTS7	-1.36472727272727
AMPH	-0.49125
ZNF775	0.25475
UCKL1	-0.0225
C10orf97	-0.22975
C1orf161	0.12925
ALDH1L1	4.449
FLJ39378	-0.905
SLC23A1	1.3815
RBM4B	0.23525
THAP4	-0.0243333333333333
OGFRL1	0.59275
KIAA0831	-0.073875
PPP1R15A	-0.748666666666666
C1orf96	-1.59385714285714
C12orf11	-1.334
BMF	-0.675375
MAN1A1	-0.006
KIAA1600	0.1145
NLGN4X	-1.60425
ALOX12	-1.68983333333333
RB1CC1	0.2198
NEIL2	-0.261
EIF4E	-0.425681818181818
ABHD5	-1.43975
EXOC4	0.0168333333333333
CIP29	-0.815
BATF2	2.0805
SLC29A4	1.027625
HTR4	0.41825
EMB	-1.2665
TRAF6	1.084
LMNB1	-2.7415
FAM19A5	-0.26775
SHE	2.0195
PIK3C2B	-0.26125
C15orf15	-0.2547
USP15	0.3994
TCEAL2	-1.561
C5orf39	0.8965
PTGER2	-2.21125
SLC31A1	-0.91025
IFT172	0.06125
ADAM29	0.10075
GFOD1	-0.72575
ST7L	1.24766666666667
C15orf26	-3.5595
PKN3	-1.52925
CNTD1	-0.202833333333333
COMMD1	0.976375
NTRK2	0.643181818181818
FOXN3	0.30775
MFGE8	-0.5687
PFKFB2	0.516
TAS2R4	-0.096
ENTHD1	-0.934333333333333
PRMT5	-0.897375
MGC16384	1.07575
LOC442229	-0.99275
TSKU	-0.00225
KRTCAP3	2.289
PDLIM1	1.0249
KCNS2	0.388
RNF126	0.0343333333333333
CEP63	-0.028375
CLIC4	1.87175
hCG_1990170	4.45725
ACR	1.7342
KLK7	-0.4085
ALOX5AP	2.9485
RIPK3	2.573
TAS2R9	0.28
C19orf18	-0.4475
BIRC6	-0.253928571428571
ZNF16	0.646
RFT1	-1.5525
SLC8A2	-0.3065
TACC1	1.568875
ITGAD	1.4155
SAMHD1	1.12575
SH3PXD2B	-0.0207
EPC2	0.676
C20orf85	0.470875
ATP13A2	-0.3735
KRT4	0.41525
CAPNS1	-0.318
MDM2	0.729083333333334
PCDH20	-0.178
KCNK9	0.9065
OR2C1	-0.061
KLHDC3	-0.823333333333333
IPPK	-0.863
EFHD2	-0.035625
GALR3	2.28825
NBEA	2.04183333333333
ABCA6	0.5091
CLDN3	0.185666666666667
AKT2	-0.324285714285714
EGFR	2.3204
RBM16	0.780875
ZDHHC3	-0.6253
SLC25A4	0.965666666666667
CYB5B	-0.8025
CPXM1	-2.448
NDRG1	2.89223076923077
FLJ43826	-0.046
OR5L2	0.524666666666667
FARP2	0.5592
MRPL46	-0.223583333333333
LDHAL6B	0.386666666666667
MAPKAPK3	-0.460333333333333
NCAM2	-3.97166666666667
PRKD2	-0.445666666666667
ZFP36L1	0.8416
CYSLTR1	-0.699
OR4C3	-0.696666666666667
HIST1H2AJ	0.7995
CCNB2	-3.65688888888889
ZNF10	0.252
TMEM175	0.824
FAM134A	0.934833333333333
TIGD4	1.119
PCNP	0.5875
MGC39715	0.9415
LQK1	-2.228
CREB1	0.2911
TMPRSS3	-2.22
C4orf32	-0.42525
LAT	-1.72825
KCNA3	1.0235
SKIV2L2	-0.40325
ROPN1B	-4.3965
tcag7.23	-0.317
CDT1	-3.368625
ZHX2	1.66325
CD28	-3.64075
ZNF624	0.553
SEPT2	-0.303666666666667
SOHLH2	-2.735125
MCOLN3	-1.76671428571429
UNQ1945	1.4025
MASP2	-1.5835
ZNRF3	1.8645
GPATCH3	-0.115
AGL	0.8665
QRICH2	-0.52
PSD4	-0.803
CCNB1IP1	-0.55425
ENPP7	1.733
OBFC1	-0.1965
KCNG3	-3.0305
C14orf79	0.867833333333333
ENPEP	6.699
SCT	0.309
SKI	1.181125
SEC61G	-0.641
CAPN11	0.27575
ATXN7L3	-1.00125
DBNDD1	-0.971
FAIM	0.75125
ANKRD36	-0.6265
GABRP	-0.839
TACSTD2	-2.0042
EIF3J	-1.519
PPP2R2A	-0.39775
TEKT4	0.483166666666667
PVALB	-3.3435
F10	-2.49233333333333
FAM134C	1.0374
COMP	-1.638875
EFCBP1	-2.327
SCLT1	0.923
TAL1	-0.5923
ACSL1	3.7425
ABCC5	-0.758666666666667
ABL1	-0.0576666666666667
RBBP7	-0.803416666666667
PTPRG	0.589875
NCOR1	-0.3227
SPINK4	-2.39883333333333
TXNRD1	-1.0985
TNRC15	1.037125
C9orf138	1.059625
UBE2H	-0.1125
BRDT	-0.277666666666667
C8orf31	-0.61
CCNE2	-2.27918181818182
SLC6A8	1.39
CALCR	-2.2855
PPP1CB	1.12083333333333
ABHD8	-0.532
ARF5	-0.8642
SLC24A4	1.52575
CCT3	-0.7445
ZNF121	-0.71325
SLC3A2	-0.8871
OR13A1	0.728
SLC5A10	4.401
RAD50	0.0845
IER5	0.611625
MTHFD1L	-1.891
MBTPS2	0.032
MVK	1.28675
NCL	-1.0592
PSMD10	-0.59075
MOBP	0.53625
FLJ32894	-2.126
HRH1	-0.109
C5orf30	-0.4755
NUDT16L1	0.9886
RASGRP3	4.79983333333333
PRKRIP1	-0.091
CCDC75	-0.1295
LOC253970	0.0116666666666667
KIAA1239	-0.209
MED21	-0.62725
SYT11	1.55941666666667
NTSR2	-0.639
EGFL11	0.1385
CXorf59	0.0925
OR2A25	0.30575
SPTBN2	-2.21575
LRMP	0.7345
RNF111	0.795
PTH	-1.106
LOC619208	1.70116666666667
KIAA0895	1.563
RANBP5	-0.450375
P2RY10	1.20183333333333
NME5	1.793
DDX21	-1.967
LRSAM1	-0.5905
HDAC11	-0.1495
VMO1	2.275
NOLA2	-0.857
ADAR	-0.189833333333333
MTO1	-0.4055
SF4	-0.170166666666667
P2RX1	0.0561666666666667
HBM	1.119
EN2	2.6385
C14orf172	-0.085
TM9SF2	0.2103
INHBE	-1.11566666666667
TCTE3	-0.5155
TOX2	-1.06125
CTAGE3	1.12675
HBB	5.0125
MED15	-1.07633333333333
CASR	1.22725
C6orf66	-1.151
MTPN	-0.1885
UNC50	0.20825
C21orf33	0.638625
IRF2	1.416375
PGR	-3.002
GPR84	0.966
CROCCL1	-2.2895
SRPX	-3.778
BRE	1.03566666666667
FGF10	0.283333333333333
SDC3	-0.879666666666666
ZRSR1	0.218
DKFZP434P211	-1.0705
SOX6	1.1995
RPUSD2	-0.9575
C14orf173	0.661166666666667
MAPK11	1.22466666666667
TBC1D22A	0.593
FAM123A	-0.683
COL4A6	-3.392
TOMM70A	0.7315
NAB1	0.985875
MGC16385	-0.981375
TSPAN18	2.29866666666667
MED31	0.058
PLG	-0.03475
CAPSL	0.5005
ZNF532	0.3945
ASB14	-0.4085
CA8	-3.5805
NUDT16P	2.69483333333333
SLFN11	0.0775
LRRIQ2	-0.04
NOL7	-0.348666666666667
BRMS1L	-0.7545
JARID1A	0.214666666666667
PANK2	-0.52775
ICAM3	-0.11425
MDS1	-0.06875
TAF8	-0.46675
RNF139	0.49825
ZNF594	-0.272
ADAM8	-0.421375
SFTPC	-0.022875
MAN2B2	-0.1075
RGS12	0.9061875
EIF1AY	-4.56690909090909
LRRIQ1	0.8625
GPR150	2.5025
CCDC21	-1.96633333333333
PRRG3	-0.245
SAA4	-4.3195
RAPGEF5	3.970875
ZCCHC2	0.615083333333333
MGC39372	1.8225
PPP4R2	-1.01516666666667
CDCA2	-1.40916666666667
OR4D5	0.4795
PTGFRN	-2.0888
SIGLEC5	1.3095
C19orf61	-1.48166666666667
NMUR2	0.5595
KIAA1586	-0.709833333333333
DAGLA	0.0931666666666667
CHCHD6	-0.03025
GPR32	0.076
NEUROD6	-0.853833333333333
SLC2A4RG	0.4659375
CA5B	0.517
FBXL3	1.99325
MPHOSPH9	-1.21875
HMG2L1	0.41675
HCN4	1.546
CEACAM19	-0.21625
SH2D4B	-0.192833333333333
HFE2	-1.0545
TGM4	-0.891
LYPD2	-0.78575
TBC1D15	0.636
MRPS21	-0.3413
NONO	-1.0563
CLEC5A	1.754625
ITCH	0.6811
MGAT3	-0.0523333333333333
MBP	0.052375
RPP25	-2.23725
SOSTDC1	-3.56175
HRC	-0.0805
TRIM48	0.5205
TMEM133	4.096
ECEL1P2	-1.5615
HOXC11	-0.296
DOK5	-2.35025
HELZ	0.1255
LOC348180	-0.1835
MGC33894	0.62125
ADRB3	0.137
DMD	-0.163166666666667
PTRH2	-0.618
MPEG1	3.46366666666667
NDUFA12	0.221
KRTAP2-4	0.3365
STAMBPL1	-0.489333333333333
ADCY2	-2.15983333333333
UNQ6125	0.284
KLHL20	1.11666666666667
SRM	-1.37075
OTC	-0.407
TMIE	0.9655
SNX8	0.92925
LIPK	-0.199
CHURC1	0.0770833333333334
KLC2	0.521333333333333
HDAC1	-0.9135
FAM128A	0.0758333333333333
FNDC3B	1.342
MTCP1	2.584
WFDC10B	-0.0878
PCDHGB3	0.137
ATRNL1	-2.6922
CAV2	2.352875
MED26	-0.631833333333333
DUS1L	-0.33325
CHRM3	-1.387375
NEK9	0.003
WARS2	0.5315
TBX22	-0.455
TOMM40	-1.17725
RP6-213H19.1	-4.48266666666667
TUBGCP5	-0.64
IGSF6	5.6155
TPPP	2.15616666666667
UNQ6190	0.8005
GSTM5	-0.46125
BTD	0.115666666666667
PDCD1LG2	-0.00633333333333333
SNRPB2	-0.7215
ERICH1	-0.11925
APOA4	-1.687875
HOXA11	-2.584
NARG1	-0.00362499999999999
MKX	-1.289
RAB28	-0.268785714285714
PKP3	-3.43625
SH3GL2	-2.38425
CTSO	4.32075
RPN2	0.2775
IL28RA	0.820833333333333
SFMBT1	-0.37525
WDR57	-0.62975
FER1L3	0.380333333333333
HSF5	0.250833333333333
TTC9B	-0.38125
C4BPA	-3.24316666666667
ALB	-4.75257142857143
SORBS3	-0.21375
UPF2	0.176
JPH1	-0.6115
AGBL2	1.164
DOPEY1	1.516
TERF1	0.0393333333333333
KIF22	-1.45283333333333
NINJ1	0.429
SEC61A2	-1.35308333333333
HIST1H1D	-0.717
SFXN4	-0.21375
UCP3	0.3974
ZNF703	0.0283333333333333
MYL6B	0.1815
TREM1	2.365
OR52E6	0.9025
CKMT2	5.437
HLA-C	3.3065
SLC13A3	-2.6715
TIMP4	-0.3995
SLIT2	1.019
RSF1	-0.236277777777778
LONRF1	-0.595428571428571
MON1A	-0.857
CACNG6	-1.00783333333333
DPPA4	-5.029
ZSWIM3	-0.382
ZNF804A	0.1775
CCIN	0.23575
SLC25A31	-0.86925
KCNMB4	-0.7895
RABL5	0.862625
GALNS	0.1816
STX6	0.358875
HIST1H1C	-1.55683333333333
CIDEB	1.42175
CASP4	0.442333333333333
PDK3	-0.629
KCNJ11	-0.125
TPR	-1.08
ZSCAN20	-0.962
MTX2	-0.03625
HIST1H2BH	-0.813
LOC283767	1.466
LYRM7	-0.694
BRD3	-1.991
HIST1H2BO	-1.03575
MAGEB10	0.00850000000000001
SLC45A1	0.405
SERPINA3	-3.12125
KIAA0143	1.01075
KCNJ16	7.43116666666667
KRT79	-0.072
FABP2	-0.995
NUT	-0.82675
ZNF57	-0.948
FBXL4	0.114125
CLEC9A	3.75
UGT8	1.89933333333333
BMP2K	0.576
MAPK4	-3.764
SLC25A23	0.4915
HINT1	0.345
KRTAP13-1	-0.1035
SFXN5	-0.2887
CHCHD2	0.0496666666666667
FAM3D	1.19
NDP	-4.292125
RHOBTB1	1.61416666666667
SLC4A4	4.6575
RPL38	0.54275
HTF9C	-0.206333333333333
AP2A2	0.5835
ZBTB46	-0.4185
MAP7D1	-1.047625
AOX1	1.34266666666667
CYR61	0.909666666666667
DTNA	-1.49814285714286
JRKL	1.8285
TMOD3	-1.068
EEA1	0.2212
ADCK5	0.035
IL1R1	1.028
KLK3	0.948642857142857
HRSP12	2.0845
KTN1	-0.31375
LOH11CR2A	-0.859
RELL2	-2.06975
MAB21L1	-1.09575
C20orf59	-1.06166666666667
PHKB	-0.05125
ADAM2	-2.55783333333333
TBC1D8B	2.69316666666667
FAM13A1	1.56875
LAPTM4B	-1.68016666666667
LCN8	0.276
TMEM147	-0.383
SYT4	0.145
XPO7	-1.4855
C9orf62	3.10075
GPR75	0.0615
TRIM5	0.589875
APOC1	0.587666666666667
RNASE4	0.829666666666667
PARD6B	0.008875
ARID1A	-0.977833333333333
TPD52L3	0.6371
RRAGB	0.838166666666667
RCN2	-0.864166666666667
HIST2H2BE	-1.132625
STARD7	-0.07725
SHMT2	0.74975
KIAA1751	-0.0326666666666667
MLYCD	3.623
LOC162632	-0.5336
UQCRH	-1.04575
RP11-217H1.1	1.3951875
SDHA	-0.1275
NCLN	-0.5097
ZNF17	0.2645
RCBTB2	1.00525
VEGFB	1.2384
RP4-747L4.3	1.50975
COLQ	-0.4216
MPN2	-1.74566666666667
DRG2	-0.5645
KLRB1	5.4455
ALPK2	3.078
DNASE2B	1.77
FLJ23834	0.3045
AXUD1	0.885166666666667
SAFB	-0.2553
NSUN4	0.4125
RFX2	2.26533333333333
MAPK8IP1	0.945666666666667
FANCD2	-2.78728571428571
ANKZF1	-2.03
C19orf50	-0.887125
DUSP8	-0.0695
SENP5	0.213625
NFKBIL2	-0.8355
LBR	-0.502875
IGFL1	1.12
LZTS2	-1.49525
IL2RG	0.175
CCDC51	-0.30275
KLF3	0.121375
ANKRD37	1.00825
KCTD14	2.3295
FZR1	-0.213583333333333
SLC44A4	-0.9036
ESPL1	-1.118125
GMPR2	-0.287
TBC1D19	0.264166666666667
ERGIC1	1.87244444444444
ERBB4	-1.97088888888889
TSPAN32	0.218166666666667
MAP4	-0.354
GPHN	0.13725
SLC6A2	-0.30125
HIVEP1	0.50175
DFFB	-0.2165
EIF4EBP2	0.538125
DMRT1	-0.716
HSPB6	-0.71925
IER2	-1.0935
AIFM1	1.1115
WWC2	0.741727272727273
MRPL4	-0.24675
FLJ21062	1.85716666666667
EPB41L4A	2.2075
SH2D6	-0.0762500000000001
TAF4B	-0.169
GAL3ST3	-0.593
MALT1	0.188333333333333
RTDR1	4.29075
ARVCF	-0.775625
MEX3B	-3.14716666666667
FBXO16	0.0325
KIF7	-2.404
C1QC	4.36866666666667
ZNF783	-1.064
ZNF85	-1.2355
MMP13	-0.4265
KIAA0329	-0.14125
RTP3	-1.7395
ZBED3	-0.28025
CLGN	-2.50025
SLC25A37	-1.31108333333333
hCG_18290	-0.56625
OR5AS1	0.1355
SMARCC2	1.21308333333333
FAM109A	-0.293833333333333
CCDC12	-1.26625
USF2	0.0249
DEPDC7	0.8745
C20orf24	-0.928166666666667
JMJD3	0.5545
DSP	-3.77757142857143
SLIC1	0.598
FAM20A	-0.019875
IRF2BP2	1.21
ZNF230	0.245
MSN	0.646071428571429
SLC9A5	-2.004
EPDR1	1.3164
MUSK	0.754166666666667
