Hybridization REF	TCGA-AS-3778-01A-01R-0864-07
CIAO1	-1.37075
SELL	0.642125
OR8J3	-0.326
LTBP4	-0.703833333333333
SIRT6	-0.433
CCL19	0.6635
PPIL1	-1.24616666666667
GBP7	0.623
STK17A	-0.9713
ABR	0.688
OR9G1	0.3825
FOXE1	-0.357
CNGA3	0.532
GML	0.1195
CD38	-2.54825
ZDHHC6	0.969833333333333
NEFH	-3.61475
CTDSP2	0.73125
PGBD5	0.486666666666667
CCNY	0.426785714285714
RMND5B	-0.595
ZNF257	-2.062
FLJ22167	0.039625
EXOSC7	-1.91483333333333
ROR2	-0.672
MAOA	2.26175
TNNT3	0.257333333333333
GYPC	-0.6965
C7orf33	0.4875
PLIN	0.472166666666667
LOC90826	0.3225
RNF4	0.0791
F8A1	0.838333333333333
PLEKHG4	-1.089
GRB2	-0.2455
HIST1H2AD	-1.415
DUS3L	-0.663
EIF1	0.730833333333333
RP5-1077B9.4	-1.66216666666667
FPGT	1.28025
GDF10	-0.490833333333333
COQ9	0.50075
GCC2	0.610785714285714
RARRES3	2.544125
PLXNA1	-0.6009
KIAA0100	-0.8674
PMF1	0.6435
FNDC1	3.1415
HS2ST1	0.206916666666667
CRELD2	-0.6325
C8G	-1.7525
CD82	-1.65175
LIM2	-0.643
UNQ6490	0.607
MMP16	-0.1625
DRD3	0.13625
C5orf26	1.498
C11orf73	-0.97225
PTP4A2	-0.5
OR4M2	0.526
HPCA	0.952333333333333
SEC14L1	0.0985
CHFR	-0.306
EMILIN1	-0.334125
NDUFS4	0.4945
COL18A1	0.720875
PDZD3	2.6597
C9orf16	-1.10966666666667
ERBB2IP	0.455166666666667
EMX2	7.55175
FUS	-1.318
TF	-4.3086
CLCN4	1.09883333333333
CXorf56	-0.86275
C11orf72	0.273
ELAC2	-1.64958333333333
NPR1	1.125
ASS1	-0.151166666666667
USP42	-0.4425
POLR2J	-0.922
SEC23IP	0.459
UQCRC1	-0.67525
LOC729603	0.14475
C1orf71	-0.727375
POLG	-2.497
ADAM23	-2.981
TFR2	-0.6435
RICTOR	-0.0328888888888889
MGC39606	2.42875
C19orf55	-0.3625
SNAPC1	-0.769166666666667
GNA11	1.000875
CCDC52	0.101666666666667
FSIP1	0.3715
UPF3A	-0.062125
IGSF11	-1.74116666666667
LAGE3	-2.03275
CHST6	-4.732
UNC13B	0.1995
TTLL4	-1.533625
ZNF687	0.08875
SDC2	1.4314
COX7A2	-0.075
LAMB4	-0.42825
FAM24A	0.3065
LRRTM3	-0.7812
GPHB5	-0.45325
OR4C13	0.0165
EIF3EIP	0.193571428571429
HABP4	0.813
TMEM125	2.927
CNTN2	-0.292125
ASNSD1	0.1475
FUT4	-0.0175
ACF	1.77
LOC158381	-0.0135
CDH8	0.2025
AGPS	-0.1415
C4orf18	2.653125
PECI	0.329833333333333
UNG	0.024125
GSTP1	0.069125
DCUN1D5	-1.87666666666667
DKFZP564J0863	-0.91175
SLC9A3R1	0.664625
BCDO2	0.0885
CHMP7	0.37
REM2	-0.544
DNHD1	-0.767
FKBP4	-2.235
ZNF350	2.01775
MGC11102	-0.59025
BST1	2.7095
KISS1R	0.333
NCR2	0.296
DEFB125	0.333
UBE2W	0.98675
KRT15	-3.73675
C10orf99	2.835
SCN11A	0.036125
GFI1	-1.50775
RDHE2	-0.439166666666667
FHL1	2.4715
OSGEP	-0.151333333333333
GATA1	-4.16616666666667
SMC6	-1.04425
TTTY14	1.142
LPIN3	-0.0115
RPL4	-0.7423
RBPMS	1.316
PRPF3	-0.5825
EMR1	-1.2145
SPATA19	-0.000750000000000001
XCR1	-0.4405
IRX3	1.0865
RBM6	-0.1435
KLF4	0.2554
UNC5CL	4.248
SEBOX	0.16
BTK	-0.12075
KRCC1	1.50425
C6orf27	0.0075
SYTL5	0.0515
PRND	0.748571428571429
LOC653319	-0.0755
PIGL	-1.20875
HUS1	-0.521166666666667
SFRS6	-0.629333333333333
C17orf77	0.21
UIMC1	0.003
FXYD2	3.8251
LOC283152	0.2065
ZNF667	-1.498
ZCCHC12	-0.359
TFEC	4.7681
ATP7B	0.799833333333333
POLD2	-1.98866666666667
RG9MTD1	-0.28825
ACOT2	0.539333333333333
HIST1H4I	-1.0375
PPARGC1A	2.4356
ETFA	-0.6884
POLRMT	-1.79525
ZNF146	-0.473125
MIA2	3.664
KLHL6	-0.383166666666667
HOXB5	0.14
NENF	0.4335
CUGBP1	-0.295
PRSS22	-0.983833333333333
CASC4	0.7273
CUL4B	0.4291
CENPJ	-1.3455
PITX1	-2.582
FLJ31033	0.529166666666667
CELSR3	-2.6165
ZNF568	1.0175
ITSN1	-0.45125
EHBP1L1	-1.00433333333333
C19orf2	-0.229
DCTN1	-1.065
LIN28B	-4.095
TNKS2	0.63575
C1QBP	-1.167375
CADPS2	0.86475
SRMS	0.249
GJA9	0.275166666666667
MGC24975	-0.2355
TRIM45	-1.42266666666667
TSP50	-0.49625
TCP1	-1.026
TMED7	0.689
CMA1	0.902
CENPL	-1.23166666666667
PTCRA	-0.287
FST	-5.577
VWCE	-1.798
PAWR	-0.56625
ABCC12	-0.424333333333333
LDLR	-2.9401
ASTN2	0.99
LOC441212	-0.475625
GPATCH8	-0.24275
TANC2	-0.72975
KIF4A	-3.54375
C18orf18	0.27425
PGM1	0.33875
KIAA0258	1.23425
CPD	0.574875
SNCAIP	-0.887
DCT	-4.22566666666667
HLA-DOA	2.39827272727273
OR11L1	0.3325
UPK1B	3.99733333333333
DNAJB4	1.696875
UGT1A8	4.38975
HIST1H4L	-1.0205
PECR	0.4715
HSPA2	1.77775
WFIKKN1	-1.6855
SERP1	0.106625
SYDE2	-0.1265
TACR2	0.359
NUP85	-1.069
CD177	-0.4185
LGR5	-1.95166666666667
PIGG	0.110916666666667
PTHR1	2.11066666666667
RAB5A	-0.1671
FLJ13224	-0.281
USP9Y	1.7125
C7orf53	-0.5315
LRP1B	-0.19275
XAF1	2.1309
ABCG8	-0.759
ANKDD1A	-0.298166666666667
DAND5	-0.9505
SPAG6	-0.1035
LINCR	1.7205
ZDHHC22	-1.068625
CCDC60	1.182
THOC7	-1.70916666666667
TCTA	0.7371
OR8K3	0.01675
NY-REN-7	3.09425
B2M	1.65633333333333
C6orf141	-2.246875
LPPR4	2.3295
SQLE	-2.62375
SEPHS1	-0.74875
BTBD14B	-0.254071428571429
PLRG1	0.2105
SPG7	-0.1731875
ZNF614	-0.00216666666666667
PARD6G	0.670833333333333
INPP5B	-0.633
GRPEL2	0.1585
PPID	-1.0823
TRIM56	0.6485
UBE2J1	0.085375
IL20RA	-1.27533333333333
LOC387856	-0.420333333333333
C1orf107	0.46425
UTS2R	0.436
C19orf22	-0.61175
SAFB2	-0.1115
KIAA0652	0.004125
KLRG1	-0.265
MS4A8B	-0.0655
FRAG1	-0.0865
KIAA1546	0.41025
E2F4	-1.1998
CLEC4M	-0.108166666666667
BTBD14A	-0.97475
KIAA0999	0.3359
GYPA	-2.4682
TAC1	-0.2484
TRAIP	-2.24383333333333
KIAA0232	0.6274
ERCC8	-1.071625
GPX4	-0.142375
KIAA0368	0.55625
GPR157	-1.06216666666667
CTAGE4	1.4855
C9orf30	-0.175666666666667
OR52A1	-0.0455
HSP90B3P	0.5755
ALG9	-0.1763
BTBD10	0.35
SDK2	-1.06325
BAIAP3	-1.5215
RABGGTB	0.336625
ANKRD40	-0.00533333333333332
KRT74	0.675
CALCOCO2	1.06935714285714
SNCA	-3.351
TMSL8	-3.56775
C2orf53	-0.0775
ESRRB	-0.6075
ARHGAP26	-0.35625
TDRD9	-2.389
HRAS	-0.274166666666667
KLRC4	-0.809
JAGN1	-0.422166666666667
BSDC1	0.7175
RNF43	-1.7093
NDUFAF1	-0.12375
PHF12	0.35675
OR1L3	0.05275
FOLR2	2.35525
LYZL6	0.185666666666667
tcag7.1260	1.6835
WSB1	0.414
PROS1	2.8515
OSTN	0.3075
PSMB8	1.174
SOCS4	-0.3095
DDIT4L	5.091
MAS1	null
MGC34796	0.07025
CSHL1	0.11
TBCCD1	-0.337
ZBTB7C	-0.364
AP2S1	-0.952875
P15RS	-0.3618
VAT1	0.3566
SHANK3	2.2095
TUFM	-0.299166666666667
THEG	-0.77425
KRT34	-0.5925
SGSM3	-0.977625
TOMM22	-0.328125
SOCS3	0.7375
CPO	0.792
POP4	0.35325
BHLHB3	3.3905
MALL	3.21625
OR1B1	0.3515
PARK2	1.17366666666667
GPR124	1.3195
LCE1E	0.54
RUVBL2	-1.25525
CGRRF1	0.8602
ACPL2	1.0025
WNT10B	-1.83825
BAIAP2L2	0.8015
ISCA1	1.508
C1orf125	0.209875
RPAP1	-0.99825
RAI16	-0.5995
RPL27	-0.371375
NLRP9	0.3055
EPN1	0.1625
LOC388610	-2.1125
SLC35A1	1.0149
GAL	-4.90925
SLC14A2	0.0675
RDH11	-0.215
FAM138F	-0.5415
AUH	1.43175
FLJ40243	-0.30525
C14orf129	-0.427833333333333
MBD2	-0.790333333333333
ABHD14B	-0.267625
PIGT	-0.23675
ALS2CR4	-0.365
ALAS1	-0.8275
FOXO1	1.60433333333333
CRLF3	-0.730625
C20orf107	0.039
FARS2	-0.20875
CCDC28A	2.24375
NPHP3	0.58725
OR13F1	0.2895
TSEN54	-1.554
DEFB106B	0.0831
OR8B4	0.731
STH	0.78675
ZC3H14	-0.73575
CBX2	-0.4555
TMEM49	-0.08025
C6orf21	0.1975
FLJ20920	-0.66225
CRTAP	-0.0518571428571429
DDX50	0.3405
STYXL1	-0.725
BLVRB	-0.425833333333333
LOC147650	-0.647333333333333
MMP24	0.51975
GRID1	0.635333333333333
BANF1	-0.981166666666667
CTAGEP	1.147
HMBS	-2.90325
SLC25A24	0.299
C14orf50	-0.379
MRO	1.25883333333333
SLC25A15	-1.82725
FAM84B	0.5155
TDP1	-0.873
C16orf78	0.167333333333333
C11orf57	0.070625
RFK	0.82425
ZFYVE9	-0.406625
STCH	-0.319
WIBG	-0.21825
LOC283871	-1.327
GBA2	-0.6399
NDUFB3	-0.529
HSD17B13	-0.039
GRIN3A	0.120166666666667
FMNL1	-1.606
SEPT7	0.0362
GNLY	2.917
GRAMD1C	2.385
ZNF165	-0.37875
USP38	0.60875
FAM83A	-3.81833333333333
C14orf24	0.543166666666667
ARMCX3	1.28775
ARHGDIB	0.744
AK1	-1.39475
KIAA1045	0.46375
DNAJB13	0.436
NEU2	-0.44
HIST1H4B	-1.11266666666667
FAM20B	-0.9694
HES2	-0.1485
FAM73B	-0.6347
LOC388381	-0.55675
INTS7	-1.48218181818182
AMPH	-0.4865
ZNF775	-1.0105
UCKL1	-0.194166666666667
C10orf97	0.88475
C1orf161	0.12425
ALDH1L1	3.12275
FLJ39378	-0.02875
SLC23A1	1.292
RBM4B	0.0605
THAP4	0.4905
OGFRL1	0.29725
KIAA0831	0.75325
PPP1R15A	-0.8325
C1orf96	-1.92121428571429
C12orf11	-1.1105
BMF	-0.483875
MAN1A1	-0.204375
KIAA1600	1.018
NLGN4X	-0.61475
ALOX12	-0.657666666666667
RB1CC1	0.2398
NEIL2	0.5162
EIF4E	-0.152772727272727
ABHD5	-0.86725
EXOC4	0.198666666666667
CIP29	-0.00333333333333333
BATF2	1.81625
SLC29A4	0.4235
HTR4	0.80725
EMB	-1.1635
TRAF6	1.18675
LMNB1	-2.8645
FAM19A5	-0.137625
SHE	2.97675
PIK3C2B	0.9255
C15orf15	0.1014
USP15	-0.0277
TCEAL2	4.25175
C5orf39	-0.262666666666667
PTGER2	-0.30125
SLC31A1	-1.0311875
IFT172	0.07275
ADAM29	-0.22625
GFOD1	1.44975
ST7L	0.687833333333333
C15orf26	-2.08066666666667
PKN3	-1.272
CNTD1	-0.790833333333333
COMMD1	0.70075
NTRK2	1.01791666666667
FOXN3	1.015875
MFGE8	-0.2594
PFKFB2	0.243333333333333
TAS2R4	-0.17725
ENTHD1	-0.317166666666667
PRMT5	-0.742875
MGC16384	1.007125
LOC442229	-0.87725
TSKU	-0.871625
KRTCAP3	0.2805
PDLIM1	1.3029
KCNS2	0.1685
RNF126	-0.472333333333333
CEP63	-0.342375
CLIC4	2.078375
hCG_1990170	6.51775
ACR	1.1462
KLK7	-0.56225
ALOX5AP	3.368125
RIPK3	2.46825
TAS2R9	-0.066
C19orf18	0.78
BIRC6	-0.0339285714285714
ZNF16	0.269
RFT1	-1.8875
SLC8A2	-1.268
TACC1	1.604375
ITGAD	1.0375
SAMHD1	1.212
SH3PXD2B	-0.3111
EPC2	1.223
C20orf85	-0.17175
ATP13A2	-0.771166666666667
KRT4	0.263
CAPNS1	-0.19125
MDM2	-0.154416666666667
PCDH20	1.56275
KCNK9	0.1755
OR2C1	0.144
KLHDC3	-0.755
IPPK	-0.508
EFHD2	-0.506125
GALR3	0.10875
NBEA	1.17333333333333
ABCA6	1.8153
CLDN3	0.379
AKT2	-0.2455
EGFR	1.8264
RBM16	0.646125
ZDHHC3	-0.4463
SLC25A4	1.08283333333333
CYB5B	-0.497666666666667
CPXM1	-1.42425
NDRG1	3.13830769230769
FLJ43826	0.05225
OR5L2	0.0958333333333333
FARP2	-0.1289
MRPL46	0.0765833333333333
LDHAL6B	0.3305
MAPKAPK3	-2.02766666666667
NCAM2	-3.21233333333333
PRKD2	-0.424666666666667
ZFP36L1	0.7036
CYSLTR1	0.27275
OR4C3	-0.01325
HIST1H2AJ	-0.12
CCNB2	-4.28555555555555
ZNF10	0.19575
TMEM175	-0.355
FAM134A	0.602166666666667
TIGD4	1.115
PCNP	0.7685
MGC39715	0.51425
LQK1	-2.23375
CREB1	0.157
TMPRSS3	-2.136
C4orf32	0.55675
LAT	-1.74016666666667
KCNA3	0.6315
SKIV2L2	-0.53575
ROPN1B	-4.46975
tcag7.23	-0.1385
CDT1	-3.53075
ZHX2	1.56075
CD28	-3.48425
ZNF624	0.78525
SEPT2	-0.171833333333333
SOHLH2	-1.080875
MCOLN3	0.570125
UNQ1945	0.3985
MASP2	-1.0225
ZNRF3	-0.0229
GPATCH3	0.05175
AGL	0.7885
QRICH2	-0.6315
PSD4	-0.832833333333333
CCNB1IP1	-0.03475
ENPP7	1.03275
OBFC1	0.11575
KCNG3	-1.8545
C14orf79	0.812333333333333
ENPEP	6.53916666666667
SCT	0.1655
SKI	0.41025
SEC61G	-0.79575
CAPN11	0.27775
ATXN7L3	-0.59925
DBNDD1	0.285
FAIM	1.79375
ANKRD36	-0.4595
GABRP	-0.00259999999999999
TACSTD2	-0.3335
EIF3J	-0.79675
PPP2R2A	0.2985
TEKT4	-0.464166666666667
PVALB	-4.1585
F10	-3.75016666666667
FAM134C	1.0907
COMP	1.532125
EFCBP1	-0.458125
SCLT1	-0.475125
TAL1	0.3293
ACSL1	2.52875
ABCC5	-0.605916666666667
ABL1	-0.395833333333333
RBBP7	-0.6865
PTPRG	1.41725
NCOR1	-0.2735
SPINK4	-1.77233333333333
TXNRD1	-1.3713
TNRC15	-0.00912499999999999
C9orf138	0.272125
UBE2H	0.5065
BRDT	-0.233333333333333
C8orf31	-0.02275
CCNE2	-2.41063636363636
SLC6A8	1.43925
CALCR	0.857
PPP1CB	1.36308333333333
ABHD8	-1.00075
ARF5	-1.0179
SLC24A4	0.79575
CCT3	-1.11275
ZNF121	-0.614875
SLC3A2	-1.1033
OR13A1	0.249
SLC5A10	4.02875
RAD50	0.39475
IER5	-0.24525
MTHFD1L	-1.855125
MBTPS2	0.02325
MVK	0.072125
NCL	-0.6546
PSMD10	-0.32075
MOBP	0.05575
FLJ32894	1.2155
HRH1	1.06033333333333
C5orf30	-1.39575
NUDT16L1	0.0925
RASGRP3	4.504
PRKRIP1	-0.5101
CCDC75	-0.87975
LOC253970	-0.03
KIAA1239	1.13375
MED21	-0.47175
SYT11	2.00233333333333
NTSR2	0.0615
EGFL11	-0.269
CXorf59	0.536
OR2A25	0.17925
SPTBN2	-1.344
LRMP	0.238333333333333
RNF111	0.892
PTH	0.666
LOC619208	0.74
KIAA0895	1.00325
RANBP5	-0.75925
P2RY10	0.3315
NME5	4.53066666666667
DDX21	-0.67175
LRSAM1	-0.9
HDAC11	-0.261333333333333
VMO1	1.3695
NOLA2	-1.2485
ADAR	-0.244333333333333
MTO1	-0.132166666666667
SF4	-0.575333333333333
P2RX1	0.204666666666667
HBM	-0.0935
EN2	0.8115
C14orf172	-0.78775
TM9SF2	0.3339
INHBE	-0.6045
TCTE3	-0.204333333333333
TOX2	-1.10875
CTAGE3	0.857125
HBB	5.0548
MED15	-1.00716666666667
CASR	0.68675
C6orf66	-1.12383333333333
MTPN	-0.561875
UNC50	-0.13675
C21orf33	1.003125
IRF2	0.92975
PGR	-1.995
GPR84	0.5625
CROCCL1	-1.557
SRPX	-3.16475
BRE	0.568166666666667
FGF10	0.526
SDC3	-1.20333333333333
ZRSR1	-0.234666666666667
DKFZP434P211	-0.22425
SOX6	0.734
RPUSD2	-1.25475
C14orf173	-0.24075
MAPK11	-0.221833333333333
TBC1D22A	0.479
FAM123A	0.231
COL4A6	-3.6025
TOMM70A	0.82075
NAB1	0.3475
MGC16385	-0.56475
TSPAN18	1.0325
MED31	-0.475
PLG	0.24425
CAPSL	0.4825
ZNF532	1.0869
ASB14	-1.161
CA8	-1.58575
NUDT16P	1.50583333333333
SLFN11	-0.158
LRRIQ2	-0.795875
NOL7	-0.4075
BRMS1L	0.081375
JARID1A	-0.114333333333333
PANK2	-0.13975
ICAM3	-0.5795
MDS1	-0.15025
TAF8	-0.39925
RNF139	0.4365
ZNF594	0.166166666666667
ADAM8	0.23775
SFTPC	-0.148
MAN2B2	0.861875
RGS12	0.7076875
EIF1AY	1.22116666666667
LRRIQ1	0.786833333333333
GPR150	0.39325
CCDC21	-1.86083333333333
PRRG3	0.2975
SAA4	-4.24775
RAPGEF5	4.485375
ZCCHC2	0.263916666666667
MGC39372	2.167
PPP4R2	-0.921666666666667
CDCA2	-1.55683333333333
OR4D5	0.0933333333333333
PTGFRN	0.2816
SIGLEC5	1.46216666666667
C19orf61	-1.6395
NMUR2	0.186
KIAA1586	-0.652
DAGLA	-0.767333333333333
CHCHD6	-1.35875
GPR32	0.00750000000000001
NEUROD6	-0.3865
SLC2A4RG	0.4371875
CA5B	0.3485
FBXL3	2.18575
MPHOSPH9	-1.162
HMG2L1	-0.265
HCN4	0.382
CEACAM19	0.67
SH2D4B	0.538
HFE2	-0.159
TGM4	-1.555
LYPD2	-0.03525
TBC1D15	0.72525
MRPS21	-0.38
NONO	-0.8131
CLEC5A	2.138875
ITCH	0.1925
MGAT3	-0.345666666666667
MBP	0.433875
RPP25	-1.42725
SOSTDC1	2.5505
HRC	0.6295
TRIM48	0.43
TMEM133	2.93275
ECEL1P2	-1.04925
HOXC11	-1.2385
DOK5	-0.1925
HELZ	0.382666666666667
LOC348180	-1.04
MGC33894	0.26225
ADRB3	0.29
DMD	0.23725
PTRH2	-0.99525
MPEG1	3.34983333333333
NDUFA12	0.2985
KRTAP2-4	0.0168333333333334
STAMBPL1	0.3535
ADCY2	-0.5746
UNQ6125	0.346
KLHL20	0.228333333333333
SRM	-2.32125
OTC	-0.04175
TMIE	-0.222666666666667
SNX8	-0.362
LIPK	0.0675
CHURC1	0.805666666666667
KLC2	0.1625
HDAC1	-0.553166666666667
FAM128A	-0.657833333333333
FNDC3B	0.8675
MTCP1	1.43
WFDC10B	-0.0508888888888889
PCDHGB3	0.101
ATRNL1	0.1431
CAV2	3.046125
MED26	-0.173666666666667
DUS1L	-0.949
CHRM3	-0.193375
NEK9	0.21975
WARS2	0.87575
TBX22	0.8165
TOMM40	-1.644
RP6-213H19.1	-2.48566666666667
TUBGCP5	-0.91075
IGSF6	3.87675
TPPP	1.664
UNQ6190	-0.5645
GSTM5	-0.403875
BTD	0.640666666666667
PDCD1LG2	0.415666666666667
SNRPB2	-0.102333333333333
ERICH1	0.54625
APOA4	-1.85225
HOXA11	-1.39066666666667
NARG1	-0.45425
MKX	0.00775000000000001
RAB28	0.0864285714285714
PKP3	-4.21975
SH3GL2	-1.77025
CTSO	3.93325
RPN2	-0.447875
IL28RA	0.5385
SFMBT1	-1.26575
WDR57	-1.45525
FER1L3	0.702916666666667
HSF5	0.212166666666667
TTC9B	-0.11775
C4BPA	-3.9662
ALB	-4.02064285714286
SORBS3	0.295375
UPF2	0.3205
JPH1	-0.263
AGBL2	1.803
DOPEY1	2.1015
TERF1	-0.0928333333333333
KIF22	-1.5775
NINJ1	0.3015
SEC61A2	-0.769333333333333
HIST1H1D	-1.71733333333333
SFXN4	0.185875
UCP3	0.1219
ZNF703	-0.208
MYL6B	0.4935
TREM1	1.67725
OR52E6	0.927
CKMT2	-1.00525
HLA-C	2.560375
SLC13A3	-2.77766666666667
TIMP4	-1.24075
SLIT2	1.684
RSF1	-0.133555555555556
LONRF1	0.2345
MON1A	-1.38833333333333
CACNG6	-2.1925
DPPA4	-7.006
ZSWIM3	-0.093
ZNF804A	0.044
CCIN	-0.02
SLC25A31	-0.353
KCNMB4	0.5925
RABL5	0.389375
GALNS	0.00130000000000005
STX6	0.13325
HIST1H1C	-1.41016666666667
CIDEB	1.603375
CASP4	1.48683333333333
PDK3	-0.9426
KCNJ11	0.0565
TPR	-0.617125
ZSCAN20	0.0505
MTX2	0.0045
HIST1H2BH	-0.9225
LOC283767	3.04575
LYRM7	-0.979388888888889
BRD3	-1.96533333333333
HIST1H2BO	-0.807
MAGEB10	0.0045
SLC45A1	0.82775
SERPINA3	-3.44135
KIAA0143	0.84025
KCNJ16	7.3115
KRT79	-0.05275
FABP2	-0.4905
NUT	-0.18875
ZNF57	-0.5785
FBXL4	0.61325
CLEC9A	1.103
UGT8	1.57183333333333
BMP2K	0.476
MAPK4	-3.9975
SLC25A23	0.4832
HINT1	0.3308
KRTAP13-1	0.9665
SFXN5	-0.7524
CHCHD2	-0.214916666666667
FAM3D	2.0985
NDP	-3.143375
RHOBTB1	1.66133333333333
SLC4A4	4.464125
RPL38	0.0475
HTF9C	-0.884166666666667
AP2A2	0.46975
ZBTB46	0.058
MAP7D1	-0.792
AOX1	-0.1495
CYR61	1.97758333333333
DTNA	0.235571428571429
JRKL	1.25975
TMOD3	-0.618
EEA1	-0.0543
ADCK5	-1.117
IL1R1	0.733666666666667
KLK3	0.4215
HRSP12	2.25675
KTN1	0.09025
LOH11CR2A	0.3441
RELL2	-2.53375
MAB21L1	-0.37225
C20orf59	-0.627
PHKB	0.075
ADAM2	-1.40283333333333
TBC1D8B	3.27566666666667
FAM13A1	1.48275
LAPTM4B	-0.6545
LCN8	0.0265
TMEM147	-0.578
SYT4	0.4262
XPO7	-1.1825
C9orf62	0.76175
GPR75	0.4015
TRIM5	0.574
APOC1	0.164666666666667
RNASE4	2.68616666666667
PARD6B	-0.5195
ARID1A	-0.74475
TPD52L3	0.165888888888889
RRAGB	1.43383333333333
RCN2	-0.962
HIST2H2BE	-1.252125
STARD7	-0.00225
SHMT2	0.00875000000000001
KIAA1751	0.1415
MLYCD	2.337375
LOC162632	0.1208
UQCRH	-1.3525
RP11-217H1.1	0.8385625
SDHA	-0.4855
NCLN	-0.8696
ZNF17	0.731166666666667
RCBTB2	1.44025
VEGFB	0.7409
RP4-747L4.3	0.9355
COLQ	-0.0635
MPN2	-0.8115
DRG2	-1.0475
KLRB1	5.241
ALPK2	3.41575
DNASE2B	0.92225
FLJ23834	1.19533333333333
AXUD1	1.28483333333333
SAFB	-0.5185
NSUN4	0.115
RFX2	1.3605
MAPK8IP1	0.506333333333333
FANCD2	-2.49171428571429
ANKZF1	-1.52533333333333
C19orf50	-0.80625
DUSP8	1.08825
SENP5	-0.39775
NFKBIL2	-1.53425
LBR	-0.04025
IGFL1	-0.0995
LZTS2	-1.150375
IL2RG	-0.4465
CCDC51	-0.892
KLF3	0.335375
ANKRD37	1.29275
KCTD14	1.68583333333333
FZR1	-0.27975
SLC44A4	2.5157
ESPL1	-1.1385
GMPR2	0.2305
TBC1D19	0.627333333333333
ERGIC1	1.91781481481481
ERBB4	0.3087
TSPAN32	-0.0454166666666666
MAP4	-0.089125
GPHN	-0.6235
SLC6A2	-0.176625
HIVEP1	0.08375
DFFB	-0.241
EIF4EBP2	0.990875
DMRT1	-0.82325
HSPB6	-0.22125
IER2	-0.543166666666667
AIFM1	0.31875
WWC2	1.54566666666667
MRPL4	-0.88025
FLJ21062	1.80633333333333
EPB41L4A	2.57466666666667
SH2D6	0.261
TAF4B	-0.42325
GAL3ST3	0.0135
MALT1	0.064
RTDR1	3.476
ARVCF	-0.633375
MEX3B	-1.36933333333333
FBXO16	0.2595
KIF7	-2.6805
C1QC	4.15083333333333
ZNF783	-0.529833333333333
ZNF85	-0.91225
MMP13	-0.5545
KIAA0329	0.426
RTP3	0.5075
ZBED3	1.01975
CLGN	-4.78075
SLC25A37	-0.676125
hCG_18290	-0.69425
OR5AS1	-0.4565
SMARCC2	0.412166666666667
FAM109A	-0.219833333333333
CCDC12	-1.0245
USF2	-0.1003
DEPDC7	1.038
C20orf24	-0.8505
JMJD3	0.27
DSP	-0.434571428571429
SLIC1	-0.03975
FAM20A	0.16575
IRF2BP2	0.738625
ZNF230	0.5575
MSN	1.00107142857143
SLC9A5	-1.324
