Hybridization REF	TCGA-AK-3465-01A-01R-0864-07
LOC388610	-0.971125
SLC35A1	-0.1517
GAL	-4.6945
SLC14A2	0.70825
RDH11	2.91466666666667
FAM138F	0.6865
AUH	2.99425
FLJ40243	0.3395
C14orf129	1.0925
MBD2	-1.479
ABHD14B	0.79275
PIGT	-0.4225
ALS2CR4	-1.2945
ALAS1	1.8742
FOXO1	2.9
CRLF3	-1.5465
C20orf107	-0.666
FARS2	0.24275
CCDC28A	1.4255
NPHP3	-1.376
OR13F1	0.136
TSEN54	-1.523
DEFB106B	-0.14025
OR8B4	0.0165
STH	0.1405
ZC3H14	-0.68425
CBX2	-1.4235
TMEM49	-1.7105
C6orf21	0.7385
FLJ20920	-1.0355
CRTAP	-0.0642857142857143
DDX50	-1.23525
STYXL1	0.722
BLVRB	0.853166666666667
LOC147650	-1.02883333333333
MMP24	0.9265
GRID1	-0.0306666666666667
BANF1	-0.453833333333333
CTAGEP	0.30875
HMBS	-2.151
SLC25A24	-0.862
C14orf50	2.1605
MRO	1.9555
SLC25A15	-0.711
FAM84B	0.1854
TDP1	-1.5815
C16orf78	-0.056
C11orf57	-0.712125
RFK	2.559
ZFYVE9	-0.8825
STCH	0.9091
WIBG	0.214
LOC283871	0.817166666666667
GBA2	0.3524
NDUFB3	0.93175
HSD17B13	-0.00933333333333334
GRIN3A	-0.334166666666667
FMNL1	-2.62883333333333
SEPT7	-0.6821
GNLY	4.964
GRAMD1C	3.08133333333333
ZNF165	1.53175
USP38	0.9775
FAM83A	-3.72816666666667
C14orf24	0.299
ARMCX3	1.99875
ARHGDIB	-1.68
AK1	0.83875
KIAA1045	0.3635
DNAJB13	-0.087
NEU2	-0.2545
HIST1H4B	-0.477833333333333
FAM20B	-0.8614
HES2	0.0876153846153845
FAM73B	-0.000300000000000006
LOC388381	0.607
INTS7	-1.12645454545455
AMPH	0.02125
ZNF775	-0.178875
UCKL1	-0.248166666666667
C10orf97	0.8695
C1orf161	2.5885
ALDH1L1	4.466
FLJ39378	-0.133
SLC23A1	-1.348
RBM4B	-1.82675
THAP4	0.427666666666667
OGFRL1	-0.46925
KIAA0831	-0.02525
PPP1R15A	-1.40216666666667
C1orf96	-1.06864285714286
C12orf11	-0.712
BMF	0.45825
MAN1A1	2.31225
KIAA1600	-0.757166666666667
NLGN4X	0.38825
ALOX12	-1.18416666666667
RB1CC1	0.6459
NEIL2	0.8411
EIF4E	1.16936363636364
ABHD5	0.6475
EXOC4	-0.260833333333333
CIP29	0.529333333333333
BATF2	-0.4275
SLC29A4	0.086875
HTR4	0.9315
EMB	-2.40125
TRAF6	0.08925
LMNB1	-3.1505
FAM19A5	1.071125
SHE	2.4225
PIK3C2B	-0.93575
C15orf15	0.7344
USP15	0.3313
TCEAL2	1.2395
C5orf39	-1.04916666666667
PTGER2	-1.6605
SLC31A1	-0.11
IFT172	-1.2535
ADAM29	-0.60875
GFOD1	-1.50075
ST7L	-0.301833333333333
C15orf26	-2.05566666666667
PKN3	-1.64175
CNTD1	-0.9005
COMMD1	0.922125
NTRK2	1.11266666666667
FOXN3	1.11375
MFGE8	-1.707
PFKFB2	2.15666666666667
TAS2R4	-0.547333333333333
ENTHD1	-0.228333333333333
PRMT5	-1.112375
MGC16384	-2.126125
LOC442229	1.77375
TSKU	-0.71725
KRTCAP3	1.853
PDLIM1	-1.1842
KCNS2	0.266
RNF126	-0.284833333333333
CEP63	-0.415
CLIC4	-1.63475
hCG_1990170	1.41575
ACR	0.4156
KLK7	0.3835
ALOX5AP	4.24375
RIPK3	-0.531
TAS2R9	0.639
C19orf18	0.795
BIRC6	-0.501142857142857
ZNF16	0.8615
RFT1	0.82325
SLC8A2	-0.44025
TACC1	0.0545
ITGAD	0.795
SAMHD1	-0.03875
SH3PXD2B	-0.9322
EPC2	-0.3955
C20orf85	0.252428571428571
ATP13A2	-0.589833333333333
KRT4	0.623
CAPNS1	-0.47175
MDM2	-0.29025
PCDH20	4.995
KCNK9	1.063
OR2C1	0.487
KLHDC3	-0.754666666666667
IPPK	-0.147
EFHD2	-0.58225
GALR3	1.12825
NBEA	3.5495
ABCA6	0.7217
CLDN3	-1.19866666666667
AKT2	0.210285714285714
EGFR	0.5176
RBM16	-0.0805
ZDHHC3	2.0714
SLC25A4	2.24866666666667
CYB5B	0.478833333333333
CPXM1	-1.8805
NDRG1	0.427230769230769
FLJ43826	0.2115
OR5L2	1.0065
FARP2	0.0988
MRPL46	0.811583333333333
LDHAL6B	0.4046
MAPKAPK3	0.759833333333333
NCAM2	-1.33825
PRKD2	-1.25516666666667
ZFP36L1	-0.199
CYSLTR1	-1.2255
OR4C3	-0.145
HIST1H2AJ	1.541
CCNB2	-3.18355555555556
ZNF10	0.56
TMEM175	-0.1285
FAM134A	0.243666666666667
TIGD4	-0.999
PCNP	0.13525
MGC39715	-0.2695
LQK1	-1.20225
CREB1	-0.4698
TMPRSS3	-0.4035
C4orf32	0.7555
LAT	-2.59141666666667
KCNA3	-1.483
SKIV2L2	-0.68825
ROPN1B	-2.282
tcag7.23	0.3415
CDT1	-3.993
ZHX2	0.046875
CD28	-3.8065
ZNF624	-0.09175
SEPT2	-0.714583333333333
SOHLH2	-1.76183333333333
MCOLN3	1.30325
UNQ1945	1.3495
MASP2	-1.11
ZNRF3	0.7161
GPATCH3	-0.567
AGL	1.567625
QRICH2	-0.0365
PSD4	-2.40016666666667
CCNB1IP1	0.7195
ENPP7	0.55975
OBFC1	0.52475
KCNG3	-1.87975
C14orf79	0.622583333333333
ENPEP	0.849833333333333
SCT	0.6865
SKI	-0.16325
SEC61G	-0.77875
CAPN11	-0.765666666666667
ATXN7L3	-1.26325
DBNDD1	-0.9345
FAIM	0.42075
ANKRD36	-1.8065
GABRP	-0.28
TACSTD2	-0.835833333333333
EIF3J	-1.37175
PPP2R2A	-0.197
TEKT4	0.42
PVALB	5.55066666666667
F10	-2.361
FAM134C	0.3324
COMP	1.850125
EFCBP1	-0.0757499999999999
SCLT1	1.060125
TAL1	-0.0998
ACSL1	3.893
ABCC5	-0.3035
ABL1	-1.19088888888889
RBBP7	-0.33225
PTPRG	0.577375
NCOR1	-1.7195
SPINK4	1.69683333333333
TXNRD1	-1.6322
TNRC15	-0.391375
C9orf138	0.376875
UBE2H	2.094
BRDT	-0.0378
C8orf31	0.186
CCNE2	-2.50618181818182
SLC6A8	-0.286875
CALCR	0.76875
PPP1CB	1.24891666666667
ABHD8	0.2925
ARF5	-0.1323
SLC24A4	0.084
CCT3	-1.48725
ZNF121	-0.29725
SLC3A2	-0.7571
OR13A1	0.936
SLC5A10	2.0305
RAD50	0.38625
IER5	-0.67075
MTHFD1L	-2.2815
MBTPS2	0.1695
MVK	0.26175
NCL	-1.2942
PSMD10	0.33725
MOBP	0.583125
FLJ32894	0.976
HRH1	-1.72033333333333
C5orf30	0.8485
NUDT16L1	2.4569
RASGRP3	2.99216666666667
PRKRIP1	-0.3011
CCDC75	-1.617
LOC253970	0.861
KIAA1239	0.3155
MED21	1.57825
SYT11	0.244833333333333
NTSR2	-0.369
EGFL11	0.752
CXorf59	0.284
OR2A25	0.437
SPTBN2	-0.81575
LRMP	-0.0995
RNF111	0.62075
PTH	-0.059
LOC619208	1.74966666666667
KIAA0895	0.8005
RANBP5	-0.015375
P2RY10	-1.17616666666667
NME5	3.81166666666667
DDX21	-2.179
LRSAM1	-0.948
HDAC11	1.4345
VMO1	1.6
NOLA2	-0.167833333333333
ADAR	-1.75633333333333
MTO1	-1.06216666666667
SF4	-0.6625
P2RX1	-0.1335
HBM	2.2605
EN2	1.441
C14orf172	-0.17175
TM9SF2	0.9131
INHBE	0.334333333333333
TCTE3	-0.186916666666667
TOX2	-3.707
CTAGE3	0.203125
HBB	7.1957
MED15	-1.7505
CASR	1.02925
C6orf66	1.36283333333333
MTPN	-0.179125
UNC50	-0.2175
C21orf33	0.682125
IRF2	0.986
PGR	-2.26516666666667
GPR84	0.032
CROCCL1	-3.198
SRPX	-2.0675
BRE	-0.682666666666667
FGF10	0.505
SDC3	-1.38183333333333
ZRSR1	-1.08666666666667
DKFZP434P211	-0.79275
SOX6	1.032
RPUSD2	0.007
C14orf173	-0.485166666666667
MAPK11	-0.267
TBC1D22A	0.9235
FAM123A	-0.2935
COL4A6	-3.58833333333333
TOMM70A	0.91
NAB1	0.01375
MGC16385	-0.513625
TSPAN18	-0.820833333333333
MED31	1.532
PLG	1.42025
CAPSL	0.9445
ZNF532	-0.1985
ASB14	-0.4555
CA8	-2.61825
NUDT16P	4.12716666666667
SLFN11	-1.902
LRRIQ2	-0.6785
NOL7	-0.798666666666667
BRMS1L	0.547
JARID1A	-0.239333333333333
PANK2	-1.0195
ICAM3	0.072
MDS1	0.7265
TAF8	-1.0495
RNF139	0.69175
ZNF594	-0.9605
ADAM8	-0.352375
SFTPC	0.25725
MAN2B2	0.305625
RGS12	-1.0099375
EIF1AY	-2.8582
LRRIQ1	-1.84533333333333
GPR150	1.22025
CCDC21	-0.341333333333333
PRRG3	0.49525
SAA4	-4.1745
RAPGEF5	2.275375
ZCCHC2	-1.16658333333333
MGC39372	0.2385
PPP4R2	0.366833333333333
CDCA2	-2.4285
OR4D5	0.588
PTGFRN	-0.7513
SIGLEC5	-0.325833333333333
C19orf61	-0.833666666666667
NMUR2	0.4635
KIAA1586	-0.565666666666667
DAGLA	-3.37033333333333
CHCHD6	0.60425
GPR32	0.766
NEUROD6	0.889
SLC2A4RG	-0.3516875
CA5B	-0.296
FBXL3	1.437
MPHOSPH9	-0.42925
HMG2L1	0.55725
HCN4	0.6355
CEACAM19	-0.6335
SH2D4B	0.543666666666667
HFE2	-0.2195
TGM4	0.5368
LYPD2	0.4305
TBC1D15	1.3975
MRPS21	-0.0776
NONO	-1.4976
CLEC5A	1.02975
ITCH	0.5801
MGAT3	-1.59016666666667
MBP	1.007625
RPP25	-0.06775
SOSTDC1	-0.69775
HRC	-0.9735
TRIM48	-0.6645
TMEM133	-0.133
ECEL1P2	-0.4745
HOXC11	-0.7715
DOK5	-0.4155
HELZ	-0.8585
LOC348180	0.72025
MGC33894	0.7095
ADRB3	0.376
DMD	-0.425333333333333
PTRH2	-1.0645
MPEG1	1.1378
NDUFA12	1.8965
KRTAP2-4	0.317181818181818
STAMBPL1	-1.13083333333333
ADCY2	-2.26175
UNQ6125	-0.4445
KLHL20	-0.2918
SRM	-1.5955
OTC	0.61375
TMIE	0.234
SNX8	1.026
LIPK	1.428
CHURC1	1.3085
KLC2	0.308166666666667
HDAC1	-1.45616666666667
FAM128A	-1.54533333333333
FNDC3B	-0.1136
MTCP1	0.653
WFDC10B	-0.2011
PCDHGB3	-0.19
ATRNL1	3.2852
CAV2	2.528375
MED26	-0.844
DUS1L	-1.4025
CHRM3	-1.740125
NEK9	-0.5645
WARS2	-0.4525
TBX22	-0.217
TOMM40	-0.86175
RP6-213H19.1	-2.0165
TUBGCP5	-0.38575
IGSF6	2.64975
TPPP	0.815166666666667
UNQ6190	-0.879
GSTM5	0.181375
BTD	1.4145
PDCD1LG2	-0.697833333333333
SNRPB2	0.0905
ERICH1	0.262625
APOA4	-1.72675
HOXA11	-2.2455
NARG1	-0.30475
MKX	0.29225
RAB28	0.0403571428571429
PKP3	-2.20725
SH3GL2	3.4295
CTSO	2.40125
RPN2	0.25925
IL28RA	-0.428333333333333
SFMBT1	0.0655
WDR57	-0.448
FER1L3	-1.72541666666667
HSF5	0.649
TTC9B	0.55875
C4BPA	-2.79133333333333
ALB	-4.238
SORBS3	-0.8965
UPF2	-1.435
JPH1	-2.018
AGBL2	-3.07125
DOPEY1	0.5505
TERF1	-0.16275
KIF22	-1.3025
NINJ1	0.177
SEC61A2	-1.09963636363636
HIST1H1D	0.155
SFXN4	2.064125
UCP3	0.3461
ZNF703	0.292833333333333
MYL6B	0.09875
TREM1	1.0345
OR52E6	0.516
CKMT2	7.73975
HLA-C	2.73
SLC13A3	-0.815333333333333
TIMP4	-1.436
SLIT2	2.1785
RSF1	-1.02805555555556
LONRF1	1.14721428571429
MON1A	0.1895
CACNG6	-1.70616666666667
DPPA4	-5.07133333333333
ZSWIM3	0.76975
ZNF804A	-0.131
CCIN	0.724
SLC25A31	-0.179
KCNMB4	1.5525
RABL5	0.686625
GALNS	-0.7216
STX6	0.119
HIST1H1C	-0.778833333333333
CIDEB	-1.364625
CASP4	-0.781666666666667
PDK3	0.3623
KCNJ11	1.151
TPR	-1.6455
ZSCAN20	-0.9565
MTX2	0.22575
HIST1H2BH	0.045
LOC283767	-1.0575
LYRM7	0.185055555555556
BRD3	-2.528
HIST1H2BO	-0.439
MAGEB10	-0.393
SLC45A1	-0.0175
SERPINA3	-2.18405
KIAA0143	1.597
KCNJ16	5.22833333333333
KRT79	0.8395
FABP2	-0.166666666666667
NUT	0.15125
ZNF57	0.74675
FBXL4	-0.431
CLEC9A	0.7875
UGT8	4.8885
BMP2K	0.42425
MAPK4	-1.7575
SLC25A23	1.0763
HINT1	0.7159
KRTAP13-1	-0.6475
SFXN5	-0.712666666666667
CHCHD2	0.845166666666667
FAM3D	1.6645
NDP	1.01625
RHOBTB1	-1.48333333333333
SLC4A4	3.067875
RPL38	-0.316
HTF9C	-0.503166666666667
AP2A2	-0.141375
ZBTB46	-0.9475
MAP7D1	-1.7785
AOX1	-1.12716666666667
CYR61	-1.782
DTNA	0.874
JRKL	-0.55
TMOD3	0.66025
EEA1	-0.472
ADCK5	-0.616
IL1R1	1.2835
KLK3	2.42271428571429
HRSP12	1.179
KTN1	0.58375
LOH11CR2A	-0.4416
RELL2	-1.189
MAB21L1	0.2865
C20orf59	-0.185333333333333
PHKB	1.355
ADAM2	0.582333333333333
TBC1D8B	-0.1168
FAM13A1	1.46393333333333
LAPTM4B	-0.905083333333334
LCN8	0.3165
TMEM147	1.108
SYT4	0.414166666666667
XPO7	-0.883
C9orf62	1.66
GPR75	-0.4555
TRIM5	-0.889
APOC1	-1.75583333333333
RNASE4	-2.68
PARD6B	-1.408125
ARID1A	-1.73541666666667
TPD52L3	0.219875
RRAGB	2.19966666666667
RCN2	-0.2005
HIST2H2BE	0.231625
STARD7	0.75025
SHMT2	-1.66625
KIAA1751	-0.0581666666666667
MLYCD	1.833625
LOC162632	-0.876
UQCRH	-0.45175
RP11-217H1.1	0.8955
SDHA	-0.2585
NCLN	-0.3602
ZNF17	0.716333333333333
RCBTB2	-0.483
VEGFB	0.1392
RP4-747L4.3	-1.0165
COLQ	-0.3705
MPN2	-0.490833333333333
DRG2	-0.72525
KLRB1	4.0675
ALPK2	-2.85425
DNASE2B	2.905
FLJ23834	-0.128666666666667
AXUD1	1.658
SAFB	-1.1773
NSUN4	-0.146
RFX2	-0.5785
MAPK8IP1	-0.319833333333333
FANCD2	-1.71307142857143
ANKZF1	-2.78466666666667
C19orf50	-0.824875
DUSP8	0.19525
SENP5	0.80275
NFKBIL2	-0.43125
LBR	-2.611625
IGFL1	0.2325
LZTS2	-2.100625
IL2RG	-1.185125
CCDC51	-0.0185
KLF3	-0.521375
ANKRD37	0.58425
KCTD14	0.911666666666667
FZR1	0.40375
SLC44A4	-1.3441
ESPL1	-1.532875
GMPR2	0.2207
TBC1D19	0.859666666666667
ERGIC1	1.66003846153846
ERBB4	0.9712
TSPAN32	0.140636363636364
MAP4	-0.929375
GPHN	0.60675
SLC6A2	5.536
HIVEP1	-0.5505
DFFB	-0.7786
EIF4EBP2	0.8875
DMRT1	1.5355
HSPB6	-0.0415
IER2	-1.24683333333333
AIFM1	1.2145
WWC2	0.27125
MRPL4	1.0035
FLJ21062	-0.0431666666666667
EPB41L4A	2.08825
SH2D6	0.40125
TAF4B	-2.568
GAL3ST3	-0.347
MALT1	-1.7265
RTDR1	2.46
ARVCF	-1.929
MEX3B	-3.66366666666667
FBXO16	-0.57625
KIF7	-2.60175
C1QC	4.186
ZNF783	-1.58483333333333
ZNF85	0.155
MMP13	0.0575
KIAA0329	-0.46675
RTP3	-0.2975
ZBED3	-0.95625
CLGN	0.334
SLC25A37	-2.46863636363636
hCG_18290	0.49275
OR5AS1	-0.568
SMARCC2	-0.330333333333333
FAM109A	-0.081
CCDC12	-0.361
USF2	1.3748
DEPDC7	-3.59425
C20orf24	0.603833333333333
JMJD3	-1.299
DSP	-0.293714285714286
SLIC1	-0.027875
FAM20A	-0.864625
IRF2BP2	-1.747
ZNF230	-0.434
MSN	-1.64835714285714
SLC9A5	-1.5795
EPDR1	1.3892
MUSK	0.371166666666667
ZNF434	0.534666666666667
