Hybridization REF	TCGA-AK-3455-01A-01R-0864-07
GBP7	3.3915
STK17A	-0.2279
ABR	-1.19475
OR9G1	0.4165
FOXE1	-0.14525
CNGA3	0.2775
GML	0.2075
CD38	0.084
ZDHHC6	0.837833333333333
NEFH	-3.658
CTDSP2	-0.397666666666667
PGBD5	2.14216666666667
CCNY	0.505785714285714
RMND5B	-0.330083333333333
ZNF257	-1.5385
FLJ22167	-0.774
EXOSC7	-1.8435
ROR2	-1.357375
MAOA	3.00425
TNNT3	0.3575
GYPC	-0.061
C7orf33	0.561
PLIN	0.339333333333333
LOC90826	0.4565
RNF4	-0.609
F8A1	0.255166666666667
PLEKHG4	-2.533
GRB2	-0.56935
HIST1H2AD	0.142
DUS3L	-0.8735
EIF1	-0.254166666666667
RP5-1077B9.4	-1.31466666666667
FPGT	2.33925
GDF10	-1.09166666666667
COQ9	0.825
GCC2	0.544785714285714
RARRES3	4.00375
PLXNA1	-0.6856
KIAA0100	-0.0684
PMF1	1.1115
FNDC1	0.49125
HS2ST1	0.339
CRELD2	0.2425
C8G	-0.4865
CD82	-1.1455
LIM2	-0.5975
UNQ6490	0.3915
MMP16	-0.60875
DRD3	0.0685
C5orf26	0.66325
C11orf73	-0.304
PTP4A2	-0.42425
OR4M2	1.636
HPCA	-0.110666666666667
SEC14L1	-0.661833333333333
CHFR	-0.234375
EMILIN1	-0.123
NDUFS4	0.851
COL18A1	0.319625
PDZD3	2.7231
C9orf16	-0.689166666666667
ERBB2IP	0.4
EMX2	7.48475
FUS	-3.0345
TF	-4.2211
CLCN4	1.436
CXorf56	-0.34925
C11orf72	0.489
ELAC2	-1.21591666666667
NPR1	-0.379
ASS1	-0.944833333333333
USP42	-0.50025
POLR2J	-0.173
SEC23IP	0.385666666666667
UQCRC1	-0.51425
LOC729603	-0.5875
C1orf71	-0.74275
POLG	-3.0095
ADAM23	-4.397
TFR2	-0.73525
RICTOR	-0.1406
MGC39606	1.848
C19orf55	-0.373
SNAPC1	-0.669166666666667
GNA11	-0.419375
CCDC52	0.123166666666667
FSIP1	1.417
UPF3A	-0.71425
IGSF11	-1.59733333333333
LAGE3	-1.391
CHST6	-4.0375
UNC13B	0.972375
TTLL4	-2.35175
ZNF687	0.121625
SDC2	1.3309
COX7A2	0.573
LAMB4	0.33375
FAM24A	0.6635
LRRTM3	-0.386833333333333
GPHB5	0.2245
OR4C13	0.0085
EIF3EIP	0.280857142857143
HABP4	0.8835
TMEM125	4.603
CNTN2	-0.117625
ASNSD1	0.229
FUT4	-0.735375
ACF	1.9025
LOC158381	0.6345
CDH8	-0.4015
AGPS	0.338666666666667
C4orf18	0.8895
PECI	1.50466666666667
UNG	-0.786625
GSTP1	-0.947125
DCUN1D5	-1.73933333333333
DKFZP564J0863	-0.87925
SLC9A3R1	1.137125
BCDO2	-0.266625
CHMP7	-0.1955
REM2	0.037
DNHD1	0.143375
FKBP4	-1.981125
ZNF350	1.0685
MGC11102	-0.170125
BST1	2.483
KISS1R	1.1335
NCR2	0.535
DEFB125	0.4675
UBE2W	1.433625
KRT15	-3.75375
C10orf99	0.3525
SCN11A	0.3665
GFI1	1.2285
RDHE2	-0.2386
FHL1	0.245
OSGEP	-0.254833333333333
GATA1	-3.34883333333333
SMC6	-2.089
TTTY14	-0.22225
LPIN3	0.70075
RPL4	-1.3522
RBPMS	1.9527
PRPF3	-0.398333333333333
EMR1	-1.62
SPATA19	-0.1265
XCR1	0.1635
IRX3	2.5632
RBM6	-0.916
KLF4	-0.7913
UNC5CL	3.58125
SEBOX	0.301
BTK	-1.1835
KRCC1	1.09675
C6orf27	0.495
SYTL5	-0.3135
PRND	1.476875
LOC653319	-0.7765
PIGL	-0.80125
HUS1	-0.2755
SFRS6	-0.544583333333333
C17orf77	-0.124
UIMC1	-0.201666666666667
FXYD2	4.7936
LOC283152	0.02375
ZNF667	-2.34475
ZCCHC12	-0.99825
TFEC	5.6593
ATP7B	1.99283333333333
POLD2	-2.20666666666667
RG9MTD1	0.089
ACOT2	-0.177333333333333
HIST1H4I	-0.6255
PPARGC1A	1.694
ETFA	-0.2063
POLRMT	-1.04225
ZNF146	-1.821
MIA2	3.784
KLHL6	-0.048
HOXB5	1.098125
NENF	1.3925
CUGBP1	0.1285
PRSS22	-0.860833333333333
CASC4	1.6048
CUL4B	0.1768
CENPJ	-2.3108
PITX1	-1.61316666666667
FLJ31033	0.432166666666667
CELSR3	-2.09916666666667
ZNF568	0.32675
ITSN1	-0.962333333333333
EHBP1L1	-1.28166666666667
C19orf2	-0.64275
DCTN1	-1.445
LIN28B	-4.97975
TNKS2	-0.16175
C1QBP	-0.757625
CADPS2	1.455
SRMS	0.32875
GJA9	0.271333333333333
MGC24975	-0.151
TRIM45	-1.33266666666667
TSP50	0.000999999999999973
TCP1	-1.33
TMED7	1.0886
CMA1	-0.18
CENPL	-1.5205
PTCRA	0.269
FST	-5.39975
VWCE	-3.05625
PAWR	-0.97675
ABCC12	0.265833333333333
LDLR	-3.5739
ASTN2	0.2396
LOC441212	-0.629125
GPATCH8	-0.284
TANC2	-1.64375
KIF4A	-3.70175
C18orf18	0.975
PGM1	-0.01575
KIAA0258	1.4585
CPD	-0.190875
SNCAIP	-1.3555
DCT	-4.29066666666667
HLA-DOA	4.27172727272727
OR11L1	0.796
UPK1B	1.19666666666667
DNAJB4	0.996375
UGT1A8	0.87175
HIST1H4L	-0.1345
PECR	0.3865
HSPA2	-0.4275
WFIKKN1	-1.5085
SERP1	0.0516250000000001
SYDE2	0.07425
TACR2	0.248
NUP85	-1.27175
CD177	-0.502
LGR5	-0.261666666666667
PIGG	-0.16375
PTHR1	1.622
RAB5A	-0.8147
FLJ13224	-0.6655
USP9Y	-1.37816666666667
C7orf53	0.362
LRP1B	0.3325
XAF1	2.6229
ABCG8	0.001
ANKDD1A	-0.545666666666667
DAND5	-2.5465
SPAG6	-0.154833333333333
LINCR	3.29775
ZDHHC22	-1.017125
CCDC60	1.26
THOC7	-1.2795
TCTA	1.3531
OR8K3	0.38025
NY-REN-7	0.79675
B2M	3.2915
C6orf141	-3.047875
LPPR4	1.60325
SQLE	-3.188625
SEPHS1	-0.912
BTBD14B	0.0733571428571429
PLRG1	0.22675
SPG7	-0.7233125
ZNF614	0.482833333333333
PARD6G	1.93233333333333
INPP5B	-0.8901
GRPEL2	0.000750000000000002
PPID	-0.9407
TRIM56	-0.913
UBE2J1	0.42425
IL20RA	0.704
LOC387856	-0.61425
C1orf107	0.57925
UTS2R	1.372
C19orf22	-0.49125
SAFB2	-0.06225
KIAA0652	-0.57225
KLRG1	1.26916666666667
MS4A8B	0.4365
FRAG1	0.29975
KIAA1546	-0.12925
E2F4	-1.4234
CLEC4M	0.350333333333333
BTBD14A	-1.22325
KIAA0999	0.515
GYPA	-2.99383333333333
TAC1	-0.2234
TRAIP	-2.634
KIAA0232	1.1937
ERCC8	-1.472875
GPX4	1.77625
KIAA0368	-0.086875
GPR157	-1.15616666666667
CTAGE4	0.5315
C9orf30	-0.4545
OR52A1	0.098
HSP90B3P	0.024
ALG9	-0.2456
BTBD10	0.41
SDK2	0.04675
BAIAP3	-1.2965
RABGGTB	-0.106
ANKRD40	-0.261166666666667
KRT74	0.528
CALCOCO2	0.840571428571429
SNCA	-3.537
TMSL8	-4.575625
C2orf53	0.157
ESRRB	-0.21575
ARHGAP26	1.7855
TDRD9	-2.539
HRAS	-0.7025
KLRC4	-0.4925
JAGN1	-0.4495
BSDC1	0.85775
RNF43	-2.1726
NDUFAF1	0.54075
PHF12	0.26075
OR1L3	0.32525
FOLR2	1.50458333333333
LYZL6	-0.075
tcag7.1260	-0.5945
WSB1	-0.164833333333333
PROS1	1.98
OSTN	0.5395
PSMB8	2.79725
SOCS4	-0.33125
DDIT4L	5.989
MAS1	-0.358
MGC34796	0.84475
CSHL1	0.0835
TBCCD1	-0.732833333333333
ZBTB7C	-0.551
AP2S1	-1.14175
P15RS	-0.2844
VAT1	-0.309
SHANK3	1.93316666666667
TUFM	-0.744666666666667
THEG	-0.76675
KRT34	-0.99975
SGSM3	-1.581375
TOMM22	0.171375
SOCS3	0.647
CPO	1.587
POP4	0.7415
BHLHB3	2.33875
MALL	0.62525
OR1B1	0.2415
PARK2	0.437833333333333
GPR124	0.18075
LCE1E	0.582
RUVBL2	-1.25425
CGRRF1	1.2534
ACPL2	1.2405
WNT10B	-0.508
BAIAP2L2	1.049875
ISCA1	1.736
C1orf125	1.222625
RPAP1	-1.11125
RAI16	-0.134833333333333
RPL27	0.3675
NLRP9	0.1175
EPN1	-0.4575
LOC388610	-2.895125
SLC35A1	0.7858
GAL	-4.608
SLC14A2	0.541
RDH11	-0.353333333333333
FAM138F	-0.2155
AUH	1.73675
FLJ40243	0.277
C14orf129	-0.2535
MBD2	-0.637666666666667
ABHD14B	-0.21675
PIGT	-0.670625
ALS2CR4	-0.2175
ALAS1	-0.9197
FOXO1	1.048
CRLF3	-0.35975
C20orf107	-0.086
FARS2	0.42875
CCDC28A	2.398
NPHP3	0.26375
OR13F1	0.3525
TSEN54	-1.08475
DEFB106B	-0.20525
OR8B4	0.998
STH	0.47125
ZC3H14	-1.5255
CBX2	-0.2435
TMEM49	-1.01725
C6orf21	0.2205
FLJ20920	-1.2135
CRTAP	-0.756214285714286
DDX50	0.325
STYXL1	-1.58075
BLVRB	-0.154166666666667
LOC147650	-0.252833333333333
MMP24	0.30925
GRID1	1.70016666666667
BANF1	-1.007
CTAGEP	0.24925
HMBS	-1.99075
SLC25A24	-0.7265
C14orf50	-0.7325
MRO	0.2395
SLC25A15	-1.3995
FAM84B	0.3073
TDP1	-1.7855
C16orf78	0.381
C11orf57	0.47975
RFK	1.06225
ZFYVE9	-1.0595
STCH	0.0112
WIBG	0.00374999999999999
LOC283871	-1.4415
GBA2	-0.4306
NDUFB3	0.91925
HSD17B13	0.1525
GRIN3A	0.767
FMNL1	-1.08
SEPT7	-0.1632
GNLY	5.5165
GRAMD1C	3.86366666666667
ZNF165	-0.785
USP38	0.57475
FAM83A	-3.90516666666667
C14orf24	0.319333333333333
ARMCX3	0.9815
ARHGDIB	0.364333333333333
AK1	-1.0825
KIAA1045	0.24625
DNAJB13	-0.253
NEU2	0.0695
HIST1H4B	-0.214
FAM20B	-1.143
HES2	0.00985714285714285
FAM73B	-0.7763
LOC388381	0.10625
INTS7	-1.65263636363636
AMPH	-0.45875
ZNF775	-0.6015
UCKL1	-0.613333333333333
C10orf97	0.17575
C1orf161	0.1475
ALDH1L1	4.65375
FLJ39378	-0.774125
SLC23A1	0.955
RBM4B	-0.5665
THAP4	0.0221666666666667
OGFRL1	0.9235
KIAA0831	-0.192125
PPP1R15A	-0.727833333333333
C1orf96	-1.39307142857143
C12orf11	-0.3165
BMF	-0.0105
MAN1A1	0.083875
KIAA1600	0.7295
NLGN4X	-0.92275
ALOX12	-0.944333333333334
RB1CC1	0.4351
NEIL2	-0.0602000000000001
EIF4E	-0.0440454545454545
ABHD5	-1.08075
EXOC4	-0.019
CIP29	-0.197666666666667
BATF2	3.27075
SLC29A4	0.267125
HTR4	0.09975
EMB	0.6335
TRAF6	0.656
LMNB1	-2.501
FAM19A5	-1.560875
SHE	1.4915
PIK3C2B	0.56825
C15orf15	0.09
USP15	0.5991
TCEAL2	-0.69825
C5orf39	0.3455
PTGER2	-0.34975
SLC31A1	-1.4316875
IFT172	0.40925
ADAM29	0.09925
GFOD1	0.55375
ST7L	1.305
C15orf26	-2.2735
PKN3	-2.254
CNTD1	-0.939833333333333
COMMD1	1.18175
NTRK2	2.78375
FOXN3	-0.516375
MFGE8	-1.3363
PFKFB2	0.7375
TAS2R4	-0.21375
ENTHD1	-0.2858
PRMT5	-1.899625
MGC16384	0.289
LOC442229	-0.5405
TSKU	-1.681
KRTCAP3	-1.289125
PDLIM1	0.8269
KCNS2	-0.0625000000000001
RNF126	-0.145
CEP63	-0.69575
CLIC4	2.27175
hCG_1990170	6.638
ACR	1.4339
KLK7	0.146
ALOX5AP	3.48075
RIPK3	2.7465
TAS2R9	0.0745
C19orf18	0.139
BIRC6	-0.0225
ZNF16	-0.527
RFT1	-1.65925
SLC8A2	-0.552
TACC1	0.8275
ITGAD	2.99525
SAMHD1	1.20075
SH3PXD2B	-0.8583
EPC2	0.7315
C20orf85	0.02525
ATP13A2	-0.674833333333333
KRT4	0.61775
CAPNS1	-0.621
MDM2	0.518416666666667
PCDH20	1.4585
KCNK9	0.763
OR2C1	-0.3335
KLHDC3	-1.26416666666667
IPPK	-0.6845
EFHD2	-0.095
GALR3	1.42825
NBEA	1.4095
ABCA6	1.8919
CLDN3	-0.0275
AKT2	-0.66
EGFR	2.1765
RBM16	0.802375
ZDHHC3	-0.8104
SLC25A4	0.958333333333333
CYB5B	-1.35316666666667
CPXM1	-2.1575
NDRG1	2.10869230769231
FLJ43826	0.226
OR5L2	0.1865
FARP2	-0.1882
MRPL46	-0.123666666666667
LDHAL6B	0.4392
MAPKAPK3	-0.779166666666667
NCAM2	-3.25433333333333
PRKD2	-0.83
ZFP36L1	0.3973
CYSLTR1	-0.737
OR4C3	-0.12225
HIST1H2AJ	0.7425
CCNB2	-4.819
ZNF10	0.368625
TMEM175	0.2045
FAM134A	0.341166666666667
TIGD4	0.225
PCNP	0.45325
MGC39715	-0.07725
LQK1	-0.37925
CREB1	-0.1439
TMPRSS3	0.359
C4orf32	0.024625
LAT	-0.150916666666667
KCNA3	0.155
SKIV2L2	-0.19575
ROPN1B	-4.68925
tcag7.23	-0.1325
CDT1	-4.061
ZHX2	1.222875
CD28	-1.3545
ZNF624	1.19875
SEPT2	-0.27325
SOHLH2	-0.60225
MCOLN3	-0.5175
UNQ1945	0.7085
MASP2	-1.2215
ZNRF3	0.7665
GPATCH3	-0.2595
AGL	1.1995
QRICH2	-0.196
PSD4	-0.672
CCNB1IP1	-1.02625
ENPP7	1.22775
OBFC1	0.46125
KCNG3	-2.05125
C14orf79	-0.426666666666667
ENPEP	7.11633333333333
SCT	0.694
SKI	0.90475
SEC61G	-0.40075
CAPN11	-0.04925
ATXN7L3	-1.19625
DBNDD1	-0.946666666666667
FAIM	0.06775
ANKRD36	-0.176
GABRP	-0.4708
TACSTD2	-2.33983333333333
EIF3J	-1.058
PPP2R2A	-0.4495
TEKT4	-0.8805
PVALB	-3.92466666666667
F10	-2.25283333333333
FAM134C	0.446
COMP	-0.557625
EFCBP1	-1.356625
SCLT1	1.021125
TAL1	-0.4946
ACSL1	3.02825
ABCC5	-1.02041666666667
ABL1	-0.383944444444444
RBBP7	-0.955666666666667
PTPRG	0.16975
NCOR1	-0.6556
SPINK4	-2.26166666666667
TXNRD1	-2.4655
TNRC15	0.591375
C9orf138	1.626375
UBE2H	-0.187333333333333
BRDT	-0.152333333333333
C8orf31	0.93
CCNE2	-3.29463636363636
SLC6A8	-0.675125
CALCR	0.03725
PPP1CB	0.86975
ABHD8	-0.40775
ARF5	-1.158
SLC24A4	0.8205
CCT3	-0.505
ZNF121	-0.661125
SLC3A2	-2.043
OR13A1	0.7415
SLC5A10	4.8375
RAD50	-0.0485
IER5	0.038875
MTHFD1L	-1.95425
MBTPS2	0.47125
MVK	1.32875
NCL	-1.1359
PSMD10	-0.66875
MOBP	0.348142857142857
FLJ32894	-0.324
HRH1	-0.480166666666667
C5orf30	-0.198
NUDT16L1	0.6581
RASGRP3	4.521
PRKRIP1	-0.5865
CCDC75	0.329
LOC253970	0.2025
KIAA1239	0.332
MED21	-0.00775
SYT11	1.52025
NTSR2	0.2285
EGFL11	0.5905
CXorf59	0.269
OR2A25	0.2735
SPTBN2	-1.80275
LRMP	1.87916666666667
RNF111	0.5445
PTH	-0.965
LOC619208	1.6405
KIAA0895	1.419
RANBP5	-1.263875
P2RY10	3.018
NME5	5.18333333333333
DDX21	-1.177
LRSAM1	-1.117
HDAC11	-0.3245
VMO1	2.0065
NOLA2	-0.692
ADAR	-0.175
MTO1	-0.224
SF4	-0.412833333333333
P2RX1	-0.0711666666666667
HBM	1.684
EN2	1.504
C14orf172	-0.72125
TM9SF2	-0.1473
INHBE	-1.14516666666667
TCTE3	0.0523333333333333
TOX2	-0.00949999999999998
CTAGE3	0.394
HBB	6.5661
MED15	-1.31633333333333
CASR	1.077
C6orf66	-0.1865
MTPN	-0.810375
UNC50	-0.0225
C21orf33	0.35725
IRF2	1.155
PGR	-2.16016666666667
GPR84	0.62525
CROCCL1	-1.50525
SRPX	-4.147
BRE	0.531
FGF10	0.411
SDC3	-0.875333333333333
ZRSR1	-0.179
DKFZP434P211	-0.847375
SOX6	0.775
RPUSD2	-0.5085
C14orf173	0.19525
MAPK11	-0.278
TBC1D22A	0.429
FAM123A	-0.47
COL4A6	-4.35383333333333
TOMM70A	0.64475
NAB1	1.3015
MGC16385	-1.601125
TSPAN18	1.27716666666667
MED31	0.6235
PLG	1.07875
CAPSL	1.006
ZNF532	0.2785
ASB14	0.0415
CA8	-2.3115
NUDT16P	1.302
SLFN11	1.667
LRRIQ2	-0.763375
NOL7	-0.2605
BRMS1L	-1.443125
JARID1A	0.0703333333333333
PANK2	-0.81925
ICAM3	0.7275
MDS1	0.019
TAF8	-0.4065
RNF139	0.61025
ZNF594	-0.493
ADAM8	1.270125
SFTPC	-0.021125
MAN2B2	0.547
RGS12	0.3350625
EIF1AY	-4.2395
LRRIQ1	1.32066666666667
GPR150	1.6595
CCDC21	-1.65266666666667
PRRG3	0.21675
SAA4	-4.4665
RAPGEF5	3.509125
ZCCHC2	0.227333333333333
MGC39372	1.231
PPP4R2	-1.304
CDCA2	-1.79666666666667
OR4D5	0.6338
PTGFRN	-1.3724
SIGLEC5	1.2515
C19orf61	-1.44883333333333
NMUR2	0.1975
KIAA1586	-0.3985
DAGLA	-1.52116666666667
CHCHD6	-0.67725
GPR32	-0.002
NEUROD6	0.0475
SLC2A4RG	0.1549375
CA5B	0.33625
FBXL3	1.7285
MPHOSPH9	-1.268
HMG2L1	-0.07925
HCN4	1.0865
CEACAM19	0.71725
SH2D4B	1.00133333333333
HFE2	-0.1755
TGM4	-0.378333333333333
LYPD2	0.156
TBC1D15	0.74275
MRPS21	0.00780000000000001
NONO	-1.9984
CLEC5A	1.305125
ITCH	0.3183
MGAT3	0.199166666666667
MBP	0.261625
RPP25	-2.78175
SOSTDC1	-3.00025
HRC	0.018
TRIM48	0.311
TMEM133	3.2235
ECEL1P2	-1.34125
HOXC11	0.099
DOK5	-0.6745
HELZ	-0.262
LOC348180	-0.5875
MGC33894	0.335
ADRB3	-0.2085
DMD	0.19375
PTRH2	-0.63875
MPEG1	2.59233333333333
NDUFA12	0.475833333333333
KRTAP2-4	0.447416666666667
STAMBPL1	0.528666666666667
ADCY2	0.973833333333333
UNQ6125	0.279
KLHL20	0.248833333333333
SRM	-1.653
OTC	-0.222
TMIE	0.734333333333333
SNX8	0.09725
LIPK	0.351
CHURC1	0.3005
KLC2	0.297333333333333
HDAC1	-1.011
FAM128A	-0.645333333333333
FNDC3B	0.636
MTCP1	0.951833333333333
WFDC10B	0.3155
PCDHGB3	-0.305
ATRNL1	-2.1502
CAV2	2.16825
MED26	-0.445
DUS1L	-0.75025
CHRM3	-1.415875
NEK9	-0.73275
WARS2	0.62
TBX22	0.00750000000000001
TOMM40	-1.524
RP6-213H19.1	-2.084
TUBGCP5	-0.947
IGSF6	4.78825
TPPP	0.598333333333333
UNQ6190	0.1655
GSTM5	-0.117
BTD	-0.368666666666667
PDCD1LG2	0.204833333333333
SNRPB2	0.0275
ERICH1	0.797375
APOA4	-1.67175
HOXA11	-0.96975
NARG1	-0.17175
MKX	-0.27625
RAB28	-0.373071428571429
PKP3	-4.17775
SH3GL2	5.8545
CTSO	3.57475
RPN2	-0.0808125
IL28RA	0.00649999999999999
SFMBT1	-0.35875
WDR57	-0.990375
FER1L3	0.315333333333333
HSF5	0.1595
TTC9B	0.08625
C4BPA	-3.22533333333333
ALB	-3.6545
SORBS3	-0.051625
UPF2	-0.434
JPH1	-0.5495
AGBL2	0.9935
DOPEY1	2.0185
TERF1	-0.157083333333333
KIF22	-1.31016666666667
NINJ1	-0.15475
SEC61A2	-0.469666666666667
HIST1H1D	0.114333333333333
SFXN4	0.29275
UCP3	0.9126
ZNF703	0.155166666666667
MYL6B	0.575
TREM1	1.79875
OR52E6	0.427
CKMT2	0.05025
HLA-C	3.77825
SLC13A3	-2.60383333333333
TIMP4	-0.632
SLIT2	-0.2035
RSF1	-0.471277777777778
LONRF1	-0.396857142857143
MON1A	-1.0655
CACNG6	-1.35216666666667
DPPA4	-5.5265
ZSWIM3	0.1865
ZNF804A	0.0436666666666667
CCIN	0.73725
SLC25A31	0.284
KCNMB4	-1.66125
RABL5	0.74725
GALNS	-0.7548
STX6	0.438
HIST1H1C	0.766833333333333
CIDEB	1.36725
CASP4	1.6285
PDK3	-0.6528
KCNJ11	0.0435
TPR	-0.617375
ZSCAN20	-1.502
MTX2	0.04025
HIST1H2BH	-0.02875
LOC283767	2.9275
LYRM7	-0.830222222222222
BRD3	-2.60383333333333
HIST1H2BO	-0.14775
MAGEB10	-0.3705
SLC45A1	-0.10875
SERPINA3	-3.2347
KIAA0143	1.309
KCNJ16	7.86466666666667
KRT79	-0.6825
FABP2	-0.1305
NUT	-0.85325
ZNF57	-0.6845
FBXL4	-0.038375
CLEC9A	1.9565
UGT8	2.07
BMP2K	0.288
MAPK4	-3.28475
SLC25A23	0.1952
HINT1	0.8469
KRTAP13-1	0.1185
SFXN5	-0.3334
CHCHD2	0.348083333333333
FAM3D	1.433
NDP	-2.516
RHOBTB1	1.64566666666667
SLC4A4	4.135375
RPL38	0.3055
HTF9C	0.191833333333333
AP2A2	0.12475
ZBTB46	-0.689
MAP7D1	-1.078875
AOX1	0.1365
CYR61	0.0526666666666667
DTNA	-1.64657142857143
JRKL	0.983
TMOD3	-0.76325
EEA1	-0.2879
ADCK5	-0.14025
IL1R1	0.403833333333333
KLK3	0.607428571428572
HRSP12	3.27525
KTN1	-0.7305
LOH11CR2A	-0.2615
RELL2	-1.8335
MAB21L1	0.42325
C20orf59	-0.491666666666667
PHKB	-0.35475
ADAM2	-2.0005
TBC1D8B	2.42666666666667
FAM13A1	1.597
LAPTM4B	-2.4185
LCN8	-0.0665
TMEM147	0.2005
SYT4	0.0363333333333333
XPO7	-1.5315
C9orf62	1.80625
GPR75	0.4745
TRIM5	0.638125
APOC1	2.02616666666667
RNASE4	0.7035
PARD6B	-0.453
ARID1A	-1.27541666666667
TPD52L3	-0.1188
RRAGB	0.6915
RCN2	-0.936166666666667
HIST2H2BE	-0.7859375
STARD7	-0.2025
SHMT2	0.70575
KIAA1751	0.234833333333333
MLYCD	1.749125
LOC162632	-0.0382
UQCRH	-0.86275
RP11-217H1.1	1.2348125
SDHA	-1.01083333333333
NCLN	-0.8204
ZNF17	0.672333333333333
RCBTB2	1.295
VEGFB	0.6969
RP4-747L4.3	0.651
COLQ	-0.4268
MPN2	-0.389333333333333
DRG2	-0.8915
KLRB1	6.89675
ALPK2	4.1255
DNASE2B	1.37575
FLJ23834	0.467333333333333
AXUD1	0.150166666666667
SAFB	-0.6868
NSUN4	0.832
RFX2	1.36233333333333
MAPK8IP1	-0.1525
FANCD2	-2.58664285714286
ANKZF1	-1.3925
C19orf50	-0.871375
DUSP8	0.203625
SENP5	-0.066875
NFKBIL2	-0.9735
LBR	-0.219125
IGFL1	0.8165
LZTS2	-1.27375
IL2RG	0.954
CCDC51	-0.20475
KLF3	-0.245375
ANKRD37	1.377
KCTD14	1.92983333333333
FZR1	-0.445083333333333
SLC44A4	-1.1735
ESPL1	-1.59775
GMPR2	-1.1621
TBC1D19	0.715333333333333
ERGIC1	1.23703703703704
ERBB4	-1.3224
TSPAN32	0.594333333333333
MAP4	-0.8545
GPHN	-1.28375
SLC6A2	0.472125
HIVEP1	0.5095
DFFB	-0.602
EIF4EBP2	0.88275
DMRT1	0.21
HSPB6	-0.12525
IER2	-1.28966666666667
AIFM1	0.94175
WWC2	1.00316666666667
MRPL4	-0.468
FLJ21062	2.17883333333333
EPB41L4A	2.6025
SH2D6	0.62325
TAF4B	-0.8685
GAL3ST3	-0.135
MALT1	0.0471666666666667
RTDR1	4.453
ARVCF	-0.99075
MEX3B	-2.828
FBXO16	1.85025
KIF7	-3.2785
C1QC	4.41433333333333
ZNF783	-1.13183333333333
ZNF85	-0.98075
MMP13	-0.055
KIAA0329	-0.31925
RTP3	-0.738
ZBED3	-0.87325
CLGN	-5.1055
SLC25A37	-0.813875
hCG_18290	-0.33425
OR5AS1	-0.4445
SMARCC2	0.238333333333333
FAM109A	-0.777666666666667
CCDC12	-1.126
USF2	0.0202
DEPDC7	2.283
C20orf24	-1.15283333333333
JMJD3	-0.4045
DSP	-1.34871428571429
SLIC1	0.826375
FAM20A	0.608125
IRF2BP2	0.5555
ZNF230	0.0455
MSN	0.556928571428571
SLC9A5	-1.325
EPDR1	0.3553
MUSK	0.0608333333333333
ZNF434	-0.229666666666667
SMARCD1	-0.58
ZFP106	-0.89475
