Hybridization REF	TCGA-BP-4162-01A-01R-1188-07
EMILIN1	0.151125
NDUFS4	0.92075
COL18A1	0.013375
PDZD3	1.7771
C9orf16	-0.032
ERBB2IP	0.503
EMX2	7.55825
FUS	-2.07125
TF	-2.7371
CLCN4	1.18866666666667
CXorf56	0.248
C11orf72	0.597
ELAC2	-1.21991666666667
NPR1	0.95075
ASS1	-1.444
USP42	-0.172375
POLR2J	-0.642
SEC23IP	0.359666666666667
UQCRC1	0.09225
LOC729603	-0.2115
C1orf71	-0.293125
POLG	-2.568
ADAM23	-3.42375
TFR2	-0.39175
RICTOR	-0.5769
MGC39606	2.42875
C19orf55	-0.081875
SNAPC1	-0.2095
GNA11	0.552875
CCDC52	-0.283166666666667
FSIP1	3.3335
UPF3A	-0.86325
IGSF11	-2.2045
LAGE3	-1.29375
CHST6	-3.314
UNC13B	0.1785
TTLL4	-1.251875
ZNF687	-0.17075
SDC2	0.0522
COX7A2	0.05475
LAMB4	-0.26775
FAM24A	-0.12
LRRTM3	-0.774833333333333
GPHB5	0.5715
OR4C13	0.907
EIF3EIP	0.317357142857143
HABP4	1.193
TMEM125	3.67725
CNTN2	0.074375
ASNSD1	0.204
FUT4	0.148875
ACF	1.32375
LOC158381	0.2845
CDH8	1.639
AGPS	0.266833333333333
C4orf18	2.066125
PECI	0.388833333333333
UNG	-0.344125
GSTP1	0.331375
DCUN1D5	-1.63716666666667
DKFZP564J0863	0.15675
SLC9A3R1	0.584625
BCDO2	-0.58775
CHMP7	0.227
REM2	-2.0785
DNHD1	-0.557625
FKBP4	-1.585
ZNF350	0.853
MGC11102	0.28975
BST1	2.27725
KISS1R	2.4915
NCR2	0.4395
DEFB125	-0.19
UBE2W	1.551
KRT15	-2.93425
C10orf99	0.646
SCN11A	0.44875
GFI1	0.025
RDHE2	-0.815666666666667
FHL1	2.29416666666667
OSGEP	-0.266
GATA1	-2.1775
SMC6	-1.3695
TTTY14	-0.915
LPIN3	0.478
RPL4	-1.0266
RBPMS	1.1348
PRPF3	-1.183
EMR1	-0.2165
SPATA19	0.026
XCR1	0.2365
IRX3	1.8266
RBM6	-1.8265
KLF4	1.7297
UNC5CL	2.5165
SEBOX	-0.22
BTK	0.61025
KRCC1	1.5285
C6orf27	0.776
SYTL5	-0.5195
PRND	0.860375
LOC653319	-0.9255
PIGL	-1.1745
HUS1	0.0398333333333333
SFRS6	-0.02425
C17orf77	0.3385
UIMC1	-0.1215
FXYD2	4.9491
LOC283152	0.24375
ZNF667	-0.7655
ZCCHC12	-1.65025
TFEC	6.334
ATP7B	-0.579833333333333
POLD2	-1.2325
RG9MTD1	-0.36
ACOT2	0.632
HIST1H4I	-0.891
PPARGC1A	1.3956
ETFA	-1.0036
POLRMT	-1.0985
ZNF146	-1.833375
MIA2	4.0685
KLHL6	1.11616666666667
HOXB5	-0.076875
NENF	1.0035
CUGBP1	-0.42025
PRSS22	-0.317833333333333
CASC4	0.9925
CUL4B	0.0741
CENPJ	-2.0721
PITX1	-1.13866666666667
FLJ31033	0.794666666666667
CELSR3	-2.05533333333333
ZNF568	0.3275
ITSN1	-0.980583333333333
EHBP1L1	-0.321333333333333
C19orf2	-0.4835
DCTN1	-0.54725
LIN28B	-3.70566666666667
TNKS2	0.10675
C1QBP	-0.630875
CADPS2	1.862
SRMS	0.29125
GJA9	0.438
MGC24975	-0.423666666666667
TRIM45	-1.02983333333333
TSP50	0.126
TCP1	-1.685
TMED7	1.5947
CMA1	0.2775
CENPL	-0.939333333333333
PTCRA	2.0475
FST	-3.976
VWCE	-2.9025
PAWR	-0.75425
ABCC12	0.291166666666667
LDLR	-2.2726
ASTN2	1.0815
LOC441212	-0.1555
GPATCH8	-0.481
TANC2	-1.53308333333333
KIF4A	-2.7845
C18orf18	0.11
PGM1	-0.20575
KIAA0258	0.93875
CPD	0.243375
SNCAIP	-1.7825
DCT	-3.06666666666667
HLA-DOA	5.08286363636364
OR11L1	1.039
UPK1B	1.3595
DNAJB4	1.134125
UGT1A8	3.8105
HIST1H4L	-0.634
PECR	1.082
HSPA2	0.50575
WFIKKN1	0.349
SERP1	0.384375
SYDE2	0.02775
TACR2	0.1645
NUP85	-1.17175
CD177	-0.320833333333333
LGR5	-1.60683333333333
PIGG	-0.543083333333333
PTHR1	2.0025
RAB5A	-0.7707
FLJ13224	-0.0705
USP9Y	-1.1512
C7orf53	-1.9895
LRP1B	-0.79625
XAF1	2.4229
ABCG8	-1.1215
ANKDD1A	-0.772666666666667
DAND5	-2.448
SPAG6	0.0456666666666667
LINCR	2.3085
ZDHHC22	-0.595125
CCDC60	0.445
THOC7	-1.13533333333333
TCTA	1.2026
OR8K3	0.39
NY-REN-7	-0.487
B2M	3.126
C6orf141	-2.31975
LPPR4	0.9625
SQLE	-3.3425
SEPHS1	-0.704
BTBD14B	0.216857142857143
PLRG1	0.0935
SPG7	-0.5928125
ZNF614	0.3705
PARD6G	1.32333333333333
INPP5B	-0.8836
GRPEL2	0.812875
PPID	-1.2394
TRIM56	0.071
UBE2J1	0.621875
IL20RA	-1.07525
LOC387856	-0.321
C1orf107	-0.0760833333333334
UTS2R	2.1755
C19orf22	-0.38275
SAFB2	-0.0615
KIAA0652	0.08075
KLRG1	1.18966666666667
MS4A8B	0.0843333333333333
FRAG1	-0.0895
KIAA1546	-0.69325
E2F4	-0.8311
CLEC4M	0.464833333333333
BTBD14A	-0.91125
KIAA0999	0.2193
GYPA	-2.92283333333333
TAC1	-0.2042
TRAIP	-2.51633333333333
KIAA0232	0.1958
ERCC8	-0.934625
GPX4	0.84075
KIAA0368	-1.189
GPR157	-0.755666666666666
CTAGE4	1.315
C9orf30	-0.492833333333333
OR52A1	0.6305
HSP90B3P	0.137
ALG9	-0.2449
BTBD10	0.98725
SDK2	0.2525
BAIAP3	-1.07175
RABGGTB	-0.44075
ANKRD40	0.0123333333333333
KRT74	0.7765
CALCOCO2	1.38514285714286
SNCA	-2.1895
TMSL8	-4.460375
C2orf53	0.157
ESRRB	-0.3605
ARHGAP26	0.456
TDRD9	0.21725
HRAS	-0.2625
KLRC4	-1.182
JAGN1	0.107333333333333
BSDC1	-0.061
RNF43	-1.0916
NDUFAF1	0.39425
PHF12	0.10625
OR1L3	0.56875
FOLR2	3.22491666666667
LYZL6	0.0683333333333333
tcag7.1260	0.6035
WSB1	-0.918166666666667
PROS1	0.9482
OSTN	0.5765
PSMB8	3.01575
SOCS4	-0.30025
DDIT4L	6.50475
MAS1	-0.58
MGC34796	1.0925
CSHL1	0.254833333333333
TBCCD1	0.351333333333333
ZBTB7C	-0.378
AP2S1	0.097
P15RS	-0.4045
VAT1	0.1877
SHANK3	2.4025
TUFM	0.1555
THEG	-0.5655
KRT34	-1.52925
SGSM3	-0.977
TOMM22	0.520875
SOCS3	2.09833333333333
CPO	0.906
POP4	0.79825
BHLHB3	3.992
MALL	3.50175
OR1B1	0.328
PARK2	0.906166666666667
GPR124	0.05575
LCE1E	1.0355
RUVBL2	-0.9685
CGRRF1	1.5803
ACPL2	0.2
WNT10B	-2.057875
BAIAP2L2	0.748125
ISCA1	1.459
C1orf125	-0.3085
RPAP1	-1.1925
RAI16	-0.356666666666667
RPL27	0.180125
NLRP9	0.243
EPN1	0.1135
LOC388610	-1.94475
SLC35A1	0.6024
GAL	-3.36275
SLC14A2	0.58925
RDH11	-0.705166666666667
FAM138F	0.0435
AUH	1.42225
FLJ40243	0.036
C14orf129	0.305333333333333
MBD2	-0.378833333333333
ABHD14B	-0.043
PIGT	-0.39
ALS2CR4	-0.789875
ALAS1	-0.4471
FOXO1	1.15083333333333
CRLF3	-0.036375
C20orf107	-0.089
FARS2	0.55825
CCDC28A	1.836
NPHP3	-0.76475
OR13F1	0.575
TSEN54	-0.62425
DEFB106B	0.1172
OR8B4	0.9015
STH	-0.34025
ZC3H14	-0.56225
CBX2	0.3495
TMEM49	-1.0085
C6orf21	0.6615
FLJ20920	-0.640875
CRTAP	-0.174357142857143
DDX50	-0.22975
STYXL1	-0.44675
BLVRB	0.490833333333333
LOC147650	-1.39933333333333
MMP24	0.025
GRID1	-0.2775
BANF1	-0.465333333333333
CTAGEP	0.7565
HMBS	-2.11325
SLC25A24	-0.604333333333333
C14orf50	-0.32875
MRO	3.02966666666667
SLC25A15	-1.98425
FAM84B	0.4715
TDP1	-1.3795
C16orf78	0.051
C11orf57	0.332
RFK	0.850125
ZFYVE9	-0.556625
STCH	-0.4413
WIBG	0.53425
LOC283871	-0.948
GBA2	-0.9163
NDUFB3	0.22425
HSD17B13	-0.5445
GRIN3A	2.52866666666667
FMNL1	-0.421166666666667
SEPT7	0.1254
GNLY	5.647
GRAMD1C	1.68783333333333
ZNF165	-0.668
USP38	0.533
FAM83A	-2.80683333333333
C14orf24	0.5815
ARMCX3	0.3155
ARHGDIB	0.952166666666666
AK1	-0.53625
KIAA1045	-0.1485
DNAJB13	-0.323333333333333
NEU2	0.0905
HIST1H4B	-1.044
FAM20B	-0.7268
HES2	0.286857142857143
FAM73B	-0.7119
LOC388381	0.25375
INTS7	-0.995454545454545
AMPH	-0.613
ZNF775	0.1195
UCKL1	-0.438166666666667
C10orf97	0.60775
C1orf161	0.10075
ALDH1L1	3.80975
FLJ39378	-0.817875
SLC23A1	2.6345
RBM4B	-0.34975
THAP4	0.408666666666667
OGFRL1	0.99225
KIAA0831	-0.20075
PPP1R15A	0.743666666666667
C1orf96	-0.5535
C12orf11	-0.55875
BMF	0.535375
MAN1A1	-0.583625
KIAA1600	0.4995
NLGN4X	-0.98275
ALOX12	-0.654166666666667
RB1CC1	-0.056
NEIL2	0.082
EIF4E	0.1135
ABHD5	-0.37375
EXOC4	0.132666666666667
CIP29	0.187833333333333
BATF2	3.08025
SLC29A4	0.2955
HTR4	0.67025
EMB	0.498
TRAF6	1.60525
LMNB1	-1.6085
FAM19A5	-0.523625
SHE	3.10425
PIK3C2B	0.34125
C15orf15	0.3495
USP15	0.6006
TCEAL2	-0.7815
C5orf39	0.4235
PTGER2	0.36925
SLC31A1	-0.3885
IFT172	-0.11575
ADAM29	0.36775
GFOD1	0.12225
ST7L	0.8225
C15orf26	-2.47225
PKN3	-1.28775
CNTD1	-0.481833333333333
COMMD1	1.52325
NTRK2	0.8045
FOXN3	0.267625
MFGE8	-0.4953
PFKFB2	0.595666666666667
TAS2R4	0.26975
ENTHD1	-0.386166666666667
PRMT5	-0.875
MGC16384	-0.5965
LOC442229	-0.53
TSKU	-0.519375
KRTCAP3	0.20725
PDLIM1	1.1859
KCNS2	0.57325
RNF126	-0.139
CEP63	-0.843125
CLIC4	1.0115
hCG_1990170	5.3655
ACR	1.3655
KLK7	-0.347
ALOX5AP	3.244375
RIPK3	3.87975
TAS2R9	0.8005
C19orf18	0.2395
BIRC6	-0.282928571428571
ZNF16	0.614
RFT1	-1.367
SLC8A2	-0.8135
TACC1	1.34875
ITGAD	3.09575
SAMHD1	2.4615
SH3PXD2B	-0.5024
EPC2	0.29175
C20orf85	0.08175
ATP13A2	-0.2415
KRT4	0.757375
CAPNS1	-0.05525
MDM2	0.86875
PCDH20	2.32675
KCNK9	0.563
OR2C1	0.049
KLHDC3	-0.398833333333333
IPPK	-0.3515
EFHD2	0.9525
GALR3	2.14575
NBEA	0.616333333333333
ABCA6	0.6593
CLDN3	-0.163666666666667
AKT2	-0.406
EGFR	1.0167
RBM16	0.599625
ZDHHC3	-0.0495
SLC25A4	0.806
CYB5B	-0.554833333333333
CPXM1	-1.22675
NDRG1	2.63161538461538
FLJ43826	0.2665
OR5L2	0.327666666666667
FARP2	0.3641
MRPL46	0.328
LDHAL6B	0.443833333333333
MAPKAPK3	-0.2105
NCAM2	-4.49675
PRKD2	-0.185166666666667
ZFP36L1	1.1406
CYSLTR1	0.8795
OR4C3	0.518
HIST1H2AJ	0.675
CCNB2	-3.28366666666667
ZNF10	-0.0975
TMEM175	1.1785
FAM134A	0.920833333333333
TIGD4	0.4785
PCNP	0.1385
MGC39715	1.161
LQK1	-1.33175
CREB1	0.4163
TMPRSS3	-0.84225
C4orf32	0.843125
LAT	-0.113833333333333
KCNA3	0.4255
SKIV2L2	-0.31825
ROPN1B	-4.046
tcag7.23	-0.231
CDT1	-2.875875
ZHX2	0.735625
CD28	-1.683
ZNF624	0.23225
SEPT2	0.27825
SOHLH2	-1.50175
MCOLN3	-0.907375
UNQ1945	1.2255
MASP2	-0.7115
ZNRF3	0.00490000000000001
GPATCH3	-0.21175
AGL	-0.04425
QRICH2	-0.067
PSD4	0.5645
CCNB1IP1	-0.35575
ENPP7	0.39625
OBFC1	0.53825
KCNG3	-2.32875
C14orf79	0.178083333333333
ENPEP	6.8575
SCT	0.483
SKI	1.00025
SEC61G	-0.67175
CAPN11	0.441
ATXN7L3	-0.4165
DBNDD1	-1.019
FAIM	-0.1555
ANKRD36	-0.9765
GABRP	-0.556333333333333
TACSTD2	-2.28466666666667
EIF3J	-1.287
PPP2R2A	-0.38925
TEKT4	0.0701666666666666
PVALB	-2.88333333333333
F10	-2.14033333333333
FAM134C	0.7687
COMP	-0.276375
EFCBP1	-0.7129375
SCLT1	1.236
TAL1	-0.161
ACSL1	3.01725
ABCC5	-0.667166666666667
ABL1	-0.675333333333333
RBBP7	-0.982833333333333
PTPRG	0.616375
NCOR1	-0.9711
SPINK4	-2.18683333333333
TXNRD1	-1.4778
TNRC15	0.606
C9orf138	0.209
UBE2H	0.575
BRDT	0.442833333333333
C8orf31	-0.2455
CCNE2	-2.57390909090909
SLC6A8	-0.476
CALCR	-1.26325
PPP1CB	1.39741666666667
ABHD8	-0.04975
ARF5	-0.0497
SLC24A4	1.688
CCT3	-1.072
ZNF121	-0.3545
SLC3A2	-0.8323
OR13A1	0.776
SLC5A10	4.298
RAD50	0.817
IER5	0.83925
MTHFD1L	-1.285875
MBTPS2	-0.0575
MVK	0.425
NCL	-0.6572
PSMD10	-0.9005
MOBP	0.464125
FLJ32894	0.753
HRH1	-0.818666666666667
C5orf30	-0.89125
NUDT16L1	0.8286
RASGRP3	5.19416666666667
PRKRIP1	-0.3064
CCDC75	0.423
LOC253970	0.01675
KIAA1239	0.555333333333333
MED21	0.38125
SYT11	1.93233333333333
NTSR2	-0.2765
EGFL11	1.0775
CXorf59	0.8655
OR2A25	0.53325
SPTBN2	-1.93275
LRMP	0.684833333333333
RNF111	0.837
PTH	-0.091
LOC619208	1.53516666666667
KIAA0895	1.03825
RANBP5	-0.91225
P2RY10	3.22716666666667
NME5	5.1725
DDX21	-1.1655
LRSAM1	-0.933
HDAC11	-0.305333333333333
VMO1	3.0685
NOLA2	-0.262333333333333
ADAR	-0.668
MTO1	-0.974
SF4	0.146333333333333
P2RX1	0.185166666666667
HBM	1.804
EN2	2.83
C14orf172	-0.17075
TM9SF2	-0.00250000000000002
INHBE	-0.9475
TCTE3	0.0675833333333333
TOX2	-0.607
CTAGE3	0.7415
HBB	6.3217
MED15	-1.00033333333333
CASR	3.69925
C6orf66	-0.630666666666667
MTPN	0.109375
UNC50	-0.0455
C21orf33	0.192875
IRF2	1.782125
PGR	-2.98283333333333
GPR84	1.11475
CROCCL1	-3.6555
SRPX	-2.62275
BRE	0.813333333333333
FGF10	0.11225
SDC3	0.719666666666667
ZRSR1	0.274833333333333
DKFZP434P211	-0.571125
SOX6	0.2685
RPUSD2	-1.01025
C14orf173	-0.0106666666666666
MAPK11	0.566
TBC1D22A	0.9535
FAM123A	-0.9625
COL4A6	-3.7705
TOMM70A	0.12975
NAB1	1.17475
MGC16385	-0.6575
TSPAN18	1.70733333333333
MED31	0.4875
PLG	4.94175
CAPSL	1.198
ZNF532	0.0211
ASB14	-0.272666666666667
CA8	-2.59375
NUDT16P	2.26116666666667
SLFN11	0.8125
LRRIQ2	-0.359375
NOL7	-0.0473333333333333
BRMS1L	-0.457
JARID1A	-0.066
PANK2	-0.36625
ICAM3	0.77875
MDS1	-0.11
TAF8	-0.367
RNF139	0.437
ZNF594	-1.14116666666667
ADAM8	0.807375
SFTPC	0.10925
MAN2B2	0.313
RGS12	0.654875
EIF1AY	-4.10075
LRRIQ1	0.725833333333333
GPR150	2.2015
CCDC21	-1.69433333333333
PRRG3	0.3845
SAA4	-3.47175
RAPGEF5	3.80225
ZCCHC2	0.36675
MGC39372	2.667
PPP4R2	-0.5905
CDCA2	-0.984
OR4D5	0.272166666666667
PTGFRN	-1.1125
SIGLEC5	2.86333333333333
C19orf61	-1.20616666666667
NMUR2	0.2265
KIAA1586	-0.537333333333333
DAGLA	-0.68
CHCHD6	0.1735
GPR32	0.248
NEUROD6	0.0944
SLC2A4RG	0.488625
CA5B	0.02975
FBXL3	1.769
MPHOSPH9	-0.89275
HMG2L1	-0.20425
HCN4	1.7425
CEACAM19	-0.34875
SH2D4B	0.0233333333333333
HFE2	0.0655
TGM4	-0.491
LYPD2	0.26875
TBC1D15	0.76075
MRPS21	-0.7497
NONO	-1.0301
CLEC5A	1.19925
ITCH	0.1653
MGAT3	0.933666666666667
MBP	0.431875
RPP25	-0.37225
SOSTDC1	-1.01125
HRC	0.1925
TRIM48	0.243
TMEM133	2.169
ECEL1P2	-1.21175
HOXC11	0.0075
DOK5	-0.321
HELZ	-0.168666666666667
LOC348180	-0.16775
MGC33894	0.5795
ADRB3	0.653
DMD	0.17875
PTRH2	-0.836
MPEG1	4.59766666666667
NDUFA12	0.884166666666667
KRTAP2-4	0.6065
STAMBPL1	0.5645
ADCY2	0.669166666666667
UNQ6125	0.3645
KLHL20	0.548333333333333
SRM	-1.48875
OTC	0.65
TMIE	0.3115
SNX8	1.00225
LIPK	0.3225
CHURC1	0.0605
KLC2	0.5895
HDAC1	-0.836833333333333
FAM128A	0.0433333333333333
FNDC3B	0.4136
MTCP1	0.9885
WFDC10B	0.0185
PCDHGB3	-0.3795
ATRNL1	-2.2868
CAV2	2.358375
MED26	-0.404166666666667
DUS1L	-0.4495
CHRM3	-0.982125
NEK9	-0.7235
WARS2	0.6665
TBX22	null
TOMM40	-1.22775
RP6-213H19.1	-2.91183333333333
TUBGCP5	-1.3255
IGSF6	6.48325
TPPP	1.20516666666667
UNQ6190	0.1485
GSTM5	0.312625
BTD	-0.129666666666667
PDCD1LG2	1.48616666666667
SNRPB2	-0.6655
ERICH1	0.200875
APOA4	-1.230125
HOXA11	-2.1095
NARG1	-0.568875
MKX	-1.1555
RAB28	-0.2835
PKP3	-3.1315
SH3GL2	-2.7965
CTSO	4.074
RPN2	-0.6185
IL28RA	0.368
SFMBT1	-0.498
WDR57	-0.174875
FER1L3	0.395666666666667
HSF5	0.4725
TTC9B	0.376
C4BPA	-3.1445
ALB	-4.46646153846154
SORBS3	0.325125
UPF2	-0.6045
JPH1	-1.8655
AGBL2	-1.73825
DOPEY1	1.475
TERF1	-0.344083333333333
KIF22	-1.2165
NINJ1	1.41975
SEC61A2	-1.41533333333333
HIST1H1D	-0.0788333333333334
SFXN4	0.00800000000000001
UCP3	0.3162
ZNF703	0.7625
MYL6B	1.00725
TREM1	2.87975
OR52E6	0.3045
CKMT2	4.36925
HLA-C	3.933125
SLC13A3	-2.28683333333333
TIMP4	0.28125
SLIT2	0.701
RSF1	-0.505611111111111
LONRF1	-0.502857142857143
MON1A	-0.453333333333333
CACNG6	-0.7395
DPPA4	-4.31
ZSWIM3	-0.05925
ZNF804A	0.980666666666667
CCIN	0.705
SLC25A31	-0.279
KCNMB4	0.84525
RABL5	1.291125
GALNS	-0.3449
STX6	0.496625
HIST1H1C	-1.70683333333333
CIDEB	1.797375
CASP4	0.8055
PDK3	0.3278
KCNJ11	0.3665
TPR	-1.259625
ZSCAN20	-1.654
MTX2	0.05175
HIST1H2BH	-0.223
LOC283767	1.465
LYRM7	-0.608944444444444
BRD3	-1.34916666666667
HIST1H2BO	-0.2475
MAGEB10	-0.337
SLC45A1	0.584
SERPINA3	-2.4863
KIAA0143	1.11975
KCNJ16	7.94116666666666
KRT79	-0.051
FABP2	0.102
NUT	-0.4585
ZNF57	-0.57675
FBXL4	-0.157
CLEC9A	4.404
UGT8	2.14483333333333
BMP2K	1
MAPK4	-3.02325
SLC25A23	-0.3752
HINT1	1.3896
KRTAP13-1	0.1445
SFXN5	-0.3066
CHCHD2	0.354083333333333
FAM3D	2.0205
NDP	-3.4035
RHOBTB1	1.789
SLC4A4	4.34425
RPL38	0.03525
HTF9C	-0.578666666666667
AP2A2	0.55725
ZBTB46	0.418
MAP7D1	-0.5445
AOX1	-1.206
CYR61	1.7025
DTNA	-1.73135714285714
JRKL	0.90175
TMOD3	-0.727
EEA1	-0.0391
ADCK5	-0.61925
IL1R1	1.5355
KLK3	0.969785714285714
HRSP12	1.50275
KTN1	-0.821
LOH11CR2A	0.1085
RELL2	-1.41125
MAB21L1	-0.16475
C20orf59	-0.547166666666667
PHKB	-0.06075
ADAM2	-2.32683333333333
TBC1D8B	1.37216666666667
FAM13A1	0.4245
LAPTM4B	-2.20783333333333
LCN8	0.239
TMEM147	-0.187
SYT4	0.296166666666667
XPO7	-1.626
C9orf62	2.5485
GPR75	-0.292
TRIM5	0.405375
APOC1	3.9245
RNASE4	0.948
PARD6B	-1.842625
ARID1A	-0.92675
TPD52L3	0.3025
RRAGB	0.624666666666667
RCN2	-1.36233333333333
HIST2H2BE	-0.8754375
STARD7	0.57425
SHMT2	0.421
KIAA1751	-0.207166666666667
MLYCD	2.595
LOC162632	-0.8829
UQCRH	-1.359
RP11-217H1.1	0.8770625
SDHA	-0.4435
NCLN	-0.536
ZNF17	0.285
RCBTB2	0.51075
VEGFB	0.797
RP4-747L4.3	0.62875
COLQ	-0.0681
MPN2	-0.523833333333333
DRG2	-0.7685
KLRB1	7.0935
ALPK2	1.358
DNASE2B	5.1465
FLJ23834	0.119666666666667
AXUD1	2.943
SAFB	-0.1649
NSUN4	-0.05925
RFX2	1.5345
MAPK8IP1	0.189833333333333
FANCD2	-2.35992857142857
ANKZF1	-1.76266666666667
C19orf50	-0.8205
DUSP8	0.536125
SENP5	0.4755
NFKBIL2	-0.45025
LBR	-0.624
IGFL1	0.0105
LZTS2	-1.153625
IL2RG	1.621
CCDC51	-0.276
KLF3	-0.15325
ANKRD37	1.37825
KCTD14	1.69283333333333
FZR1	0.156916666666667
SLC44A4	-0.3698
ESPL1	-0.790125
GMPR2	-0.3329
TBC1D19	0.630666666666667
ERGIC1	2.39937037037037
ERBB4	-1.318
TSPAN32	0.48725
MAP4	-0.00600000000000003
GPHN	-0.09775
SLC6A2	-0.112125
HIVEP1	0.34225
DFFB	-0.9253
EIF4EBP2	1.232375
DMRT1	-0.07875
HSPB6	-0.2845
IER2	0.0743333333333333
AIFM1	0.18325
WWC2	0.257416666666667
MRPL4	-0.2675
FLJ21062	1.726
EPB41L4A	2.57633333333333
SH2D6	0.43125
TAF4B	-0.99725
GAL3ST3	0.1555
MALT1	-0.0826666666666667
RTDR1	4.28175
ARVCF	-1.0705
MEX3B	-2.745
FBXO16	1.004
KIF7	-2.0235
C1QC	5.77666666666667
ZNF783	-1.26283333333333
ZNF85	-1.27925
MMP13	-1.0885
KIAA0329	-0.123875
RTP3	-0.383
ZBED3	-0.69025
CLGN	-4.41825
SLC25A37	-1.24366666666667
hCG_18290	-0.5425
OR5AS1	-0.0235
SMARCC2	0.975083333333333
FAM109A	0.113666666666667
CCDC12	-0.97975
USF2	0.4467
DEPDC7	0.032
C20orf24	-0.452166666666667
JMJD3	0.4725
DSP	-1.08871428571429
SLIC1	1.170875
FAM20A	1.72075
IRF2BP2	0.58075
ZNF230	-0.315
MSN	0.9085
SLC9A5	-1.504
EPDR1	0.5485
MUSK	0.389833333333333
ZNF434	-0.0851666666666667
SMARCD1	0.2275
