Hybridization REF	TCGA-B8-4148-01A-01R-1188-07
CCDC52	0.000499999999999982
FSIP1	-0.4315
UPF3A	-0.374625
IGSF11	-2.85
LAGE3	-0.96075
CHST6	-3.4415
UNC13B	1.32825
TTLL4	-2.2335
ZNF687	-0.579625
SDC2	0.9765
COX7A2	1.13025
LAMB4	2.6665
FAM24A	2.224
LRRTM3	-1.14983333333333
GPHB5	0.06525
OR4C13	-0.0275
EIF3EIP	0.894357142857143
HABP4	1.043
TMEM125	-0.43275
CNTN2	-0.542
ASNSD1	0.01375
FUT4	-0.39075
ACF	-4.1125
LOC158381	1.2795
CDH8	0.94475
AGPS	-0.7985
C4orf18	1.505125
PECI	1.20066666666667
UNG	0.27425
GSTP1	-0.01225
DCUN1D5	-1.46433333333333
DKFZP564J0863	-0.9425
SLC9A3R1	-0.00350000000000001
BCDO2	3.024375
CHMP7	0.0115
REM2	-0.722
DNHD1	-0.871875
FKBP4	-0.88075
ZNF350	2.162
MGC11102	-0.48225
BST1	0.65075
KISS1R	0.291
NCR2	0.7575
DEFB125	0.798
UBE2W	1.1995
KRT15	-3.43875
C10orf99	0.945
SCN11A	0.133
GFI1	-2.90875
RDHE2	-1.1365
FHL1	-0.5115
OSGEP	-1.28216666666667
GATA1	-3.6025
SMC6	-1.81375
TTTY14	0.06225
LPIN3	0.07675
RPL4	0.343
RBPMS	0.6133
PRPF3	-1.8305
EMR1	-2.255
SPATA19	0.37575
XCR1	0.07
IRX3	-0.6331
RBM6	-1.0505
KLF4	-1.107
UNC5CL	-0.2855
SEBOX	-0.5595
BTK	-2.145
KRCC1	1.33175
C6orf27	0.48
SYTL5	-0.4675
PRND	2.177125
LOC653319	-1.5275
PIGL	-0.137
HUS1	0.842666666666667
SFRS6	-0.303583333333333
C17orf77	0.103
UIMC1	-0.28
FXYD2	4.6788
LOC283152	-0.65025
ZNF667	-1.5475
ZCCHC12	-1.266
TFEC	1.7043
ATP7B	0.0481666666666667
POLD2	-1.04216666666667
RG9MTD1	-0.0405
ACOT2	1.8775
HIST1H4I	-1.597
PPARGC1A	4.8975
ETFA	-0.157
POLRMT	-0.23375
ZNF146	-0.65375
MIA2	1.1575
KLHL6	-2.34433333333333
HOXB5	2.073
NENF	-0.4565
CUGBP1	-1.18375
PRSS22	-0.4995
CASC4	2.1295
CUL4B	0.2994
CENPJ	-2.0855
PITX1	-2.71816666666667
FLJ31033	-0.578
CELSR3	-3.1095
ZNF568	0.84275
ITSN1	-0.630333333333333
EHBP1L1	-2.406
C19orf2	-0.318
DCTN1	0.63925
LIN28B	-4.057
TNKS2	-0.6685
C1QBP	-0.147375
CADPS2	0.8925
SRMS	-0.36675
GJA9	0.807166666666667
MGC24975	-1.8585
TRIM45	-2.62916666666667
TSP50	-0.22125
TCP1	-0.66
TMED7	1.4909
CMA1	0.122
CENPL	-1.85433333333333
PTCRA	-0.5125
FST	-1.93275
VWCE	-3.69
PAWR	-1.21225
ABCC12	0.3295
LDLR	-0.795
ASTN2	1.3997
LOC441212	-0.465
GPATCH8	-0.0215
TANC2	-1.11466666666667
KIF4A	-3.7235
C18orf18	-0.91325
PGM1	-0.365
KIAA0258	2.446
CPD	1.160125
SNCAIP	-1.78325
DCT	-4.23016666666667
HLA-DOA	2.49863636363636
OR11L1	0.342
UPK1B	3.8005
DNAJB4	1.115
UGT1A8	-0.239
HIST1H4L	-0.1135
PECR	-0.216666666666667
HSPA2	1.17175
WFIKKN1	-3.1035
SERP1	0.448375
SYDE2	-0.75025
TACR2	0.341
NUP85	-1.8465
CD177	-0.231833333333333
LGR5	-2.6726
PIGG	-0.463416666666667
PTHR1	-0.937
RAB5A	0.979
FLJ13224	0.129
USP9Y	-0.885333333333333
C7orf53	0.257
LRP1B	-1.453
XAF1	0.7337
ABCG8	-0.03
ANKDD1A	-0.107
DAND5	-3.707
SPAG6	-0.207333333333333
LINCR	0.3545
ZDHHC22	-1.260125
CCDC60	0.2715
THOC7	-1.1375
TCTA	1.4162
OR8K3	0.08125
NY-REN-7	2.11825
B2M	3.27416666666667
C6orf141	-3.151375
LPPR4	0.00225000000000001
SQLE	-2.03825
SEPHS1	-0.68775
BTBD14B	0.119571428571429
PLRG1	0.0035
SPG7	-0.00924999999999999
ZNF614	-0.2015
PARD6G	0.357166666666667
INPP5B	-1.7112
GRPEL2	-0.237875
PPID	0.00689999999999998
TRIM56	-0.578
UBE2J1	-0.5495
IL20RA	1.57625
LOC387856	0.24825
C1orf107	-0.42325
UTS2R	0.6725
C19orf22	-0.516
SAFB2	-0.072375
KIAA0652	0.26925
KLRG1	-1.214
MS4A8B	0.0873333333333333
FRAG1	-0.37225
KIAA1546	0.33525
E2F4	-0.6922
CLEC4M	0.0195
BTBD14A	-1.43875
KIAA0999	1.5744
GYPA	-3.74433333333333
TAC1	0.1769
TRAIP	-2.39833333333333
KIAA0232	1.3203
ERCC8	-0.46375
GPX4	0.592375
KIAA0368	0.2335
GPR157	-0.423333333333333
CTAGE4	0.9475
C9orf30	-0.943
OR52A1	0.7385
HSP90B3P	-0.386
ALG9	-0.0975
BTBD10	0.22125
SDK2	-0.16275
BAIAP3	-1.42525
RABGGTB	-0.610375
ANKRD40	0.111833333333333
KRT74	0.4725
CALCOCO2	1.21857142857143
SNCA	-0.24675
TMSL8	-4.185
C2orf53	0.9815
ESRRB	-0.776
ARHGAP26	-1.294125
TDRD9	-3.5455
HRAS	-0.485666666666667
KLRC4	-1.528
JAGN1	-0.047
BSDC1	-0.3305
RNF43	-2.0735
NDUFAF1	1.126
PHF12	0.053
OR1L3	-0.0315
FOLR2	3.15716666666667
LYZL6	0.0378333333333333
tcag7.1260	0.7225
WSB1	-0.836833333333333
PROS1	-0.9182
OSTN	0.784
PSMB8	1.396
SOCS4	0.074375
DDIT4L	4.87325
MAS1	-0.664
MGC34796	1.85075
CSHL1	0.115
TBCCD1	-0.112333333333333
ZBTB7C	-0.0245
AP2S1	-1.17825
P15RS	0.9541
VAT1	-0.5845
SHANK3	1.2545
TUFM	-0.102166666666667
THEG	-0.664
KRT34	-1.97125
SGSM3	0.240875
TOMM22	0.436625
SOCS3	0.4205
CPO	0.974
POP4	0.742
BHLHB3	0.04275
MALL	0.46675
OR1B1	0.4985
PARK2	3.57666666666667
GPR124	0.021875
LCE1E	0.101
RUVBL2	-1.313
CGRRF1	0.5413
ACPL2	-0.34325
WNT10B	-2.78325
BAIAP2L2	-2.313625
ISCA1	1.6575
C1orf125	-0.2105
RPAP1	-0.182
RAI16	-0.232166666666667
RPL27	-0.08625
NLRP9	-1.0885
EPN1	0.575
LOC388610	0.49675
SLC35A1	0.6647
GAL	-4.541
SLC14A2	0.158
RDH11	-0.0215
FAM138F	-0.164
AUH	3.102
FLJ40243	-0.077
C14orf129	0.238666666666667
MBD2	-0.93
ABHD14B	1.130125
PIGT	0.19625
ALS2CR4	0.116
ALAS1	1.2886
FOXO1	4.0435
CRLF3	-0.702625
C20orf107	0.336
FARS2	1.25375
CCDC28A	2.319
NPHP3	-0.3535
OR13F1	0.2965
TSEN54	-1.2815
DEFB106B	-0.0936
OR8B4	-0.2175
STH	-1.01875
ZC3H14	-0.687125
CBX2	-0.5745
TMEM49	-0.95475
C6orf21	0.4185
FLJ20920	-0.462
CRTAP	1.17907142857143
DDX50	0.0955
STYXL1	0.51
BLVRB	-0.638333333333333
LOC147650	-1.35816666666667
MMP24	0.911
GRID1	0.807166666666667
BANF1	-0.685
CTAGEP	0.10275
HMBS	-1.7345
SLC25A24	-0.842833333333333
C14orf50	2.87675
MRO	0.0193333333333334
SLC25A15	1.2515
FAM84B	-0.2534
TDP1	-1.82
C16orf78	-0.0323333333333333
C11orf57	-0.150375
RFK	2.870375
ZFYVE9	-1.424875
STCH	-0.3449
WIBG	-0.38575
LOC283871	-0.497333333333333
GBA2	0.1792
NDUFB3	0.938
HSD17B13	-0.9675
GRIN3A	0.309833333333333
FMNL1	-2.14066666666667
SEPT7	0.1534
GNLY	3.696
GRAMD1C	3.97733333333333
ZNF165	0.02225
USP38	0.41825
FAM83A	-3.57883333333333
C14orf24	0.0659166666666667
ARMCX3	1.941
ARHGDIB	-0.0138333333333333
AK1	0.918875
KIAA1045	-0.5335
DNAJB13	-0.668
NEU2	0.511
HIST1H4B	-0.647666666666667
FAM20B	-1.1656
HES2	-0.849428571428571
FAM73B	-0.5747
LOC388381	0.5465
INTS7	-1.42827272727273
AMPH	-0.691
ZNF775	0.059375
UCKL1	-0.620666666666667
C10orf97	0.92875
C1orf161	2.03625
ALDH1L1	4.6415
FLJ39378	0.403
SLC23A1	-1.978
RBM4B	-0.946
THAP4	1.0485
OGFRL1	-1.87525
KIAA0831	-0.59775
PPP1R15A	0.0886666666666667
C1orf96	-1.94
C12orf11	-1.76875
BMF	-0.00425
MAN1A1	1.275
KIAA1600	0.918
NLGN4X	1.2405
ALOX12	-1.49233333333333
RB1CC1	0.5637
NEIL2	0.6698
EIF4E	0.580818181818182
ABHD5	-0.59
EXOC4	0.00766666666666666
CIP29	-0.248666666666667
BATF2	0.969
SLC29A4	1.87425
HTR4	-0.0485
EMB	-2.07925
TRAF6	0.97525
LMNB1	-5.38925
FAM19A5	-0.96225
SHE	2.26275
PIK3C2B	-0.18575
C15orf15	0.2758
USP15	-0.0917000000000001
TCEAL2	-0.42625
C5orf39	-1.374
PTGER2	-1.33025
SLC31A1	0.0415
IFT172	0.671
ADAM29	0.07875
GFOD1	-0.023
ST7L	-0.6005
C15orf26	-3.129
PKN3	-1.49125
CNTD1	0.378833333333333
COMMD1	0.702375
NTRK2	1.73841666666667
FOXN3	0.9065
MFGE8	-0.611
PFKFB2	1.43133333333333
TAS2R4	0.32325
ENTHD1	-0.776666666666667
PRMT5	-1.658625
MGC16384	-0.08125
LOC442229	-0.261
TSKU	-1.91675
KRTCAP3	0.495125
PDLIM1	0.0137
KCNS2	0.0725
RNF126	-0.5875
CEP63	0.1415
CLIC4	-0.93125
hCG_1990170	1.07825
ACR	0.5173
KLK7	-1.2465
ALOX5AP	3.685875
RIPK3	2.0095
TAS2R9	0.813
C19orf18	1.0045
BIRC6	0.370785714285714
ZNF16	0.4695
RFT1	-0.81475
SLC8A2	-0.3305
TACC1	1.115125
ITGAD	0.79875
SAMHD1	0.12675
SH3PXD2B	-1.243
EPC2	0.9985
C20orf85	0.00587499999999998
ATP13A2	-0.7815
KRT4	0.64575
CAPNS1	0.374
MDM2	-0.525166666666667
PCDH20	0.74825
KCNK9	0.5075
OR2C1	-0.3645
KLHDC3	-0.611333333333333
IPPK	-0.374
EFHD2	-0.9775
GALR3	0.62125
NBEA	5.0095
ABCA6	2.2504
CLDN3	-1.206
AKT2	-1.15871428571429
EGFR	0.9722
RBM16	0.0705
ZDHHC3	2.3937
SLC25A4	2.03366666666667
CYB5B	0.367833333333333
CPXM1	-1.49375
NDRG1	-0.163615384615385
FLJ43826	-0.095
OR5L2	0.896
FARP2	1.3501
MRPL46	0.105583333333333
LDHAL6B	0.334333333333333
MAPKAPK3	0.7805
NCAM2	-4.52466666666667
PRKD2	-0.0893333333333333
ZFP36L1	0.2954
CYSLTR1	-0.577
OR4C3	0.45575
HIST1H2AJ	0.19
CCNB2	-4.23933333333333
ZNF10	0.897875
TMEM175	0.281
FAM134A	1.05483333333333
TIGD4	0.538
PCNP	0.5245
MGC39715	3.71
LQK1	-0.98
CREB1	0.5264
TMPRSS3	-1.64
C4orf32	-0.00787499999999999
LAT	-2.55775
KCNA3	-0.21
SKIV2L2	-0.26275
ROPN1B	-3.08575
tcag7.23	-0.6165
CDT1	-3.872375
ZHX2	0.489375
CD28	-2.386
ZNF624	1.0275
SEPT2	0.1815
SOHLH2	-0.619375
MCOLN3	2.482
UNQ1945	0.7335
MASP2	-1.3585
ZNRF3	1.5463
GPATCH3	-0.99675
AGL	0.40475
QRICH2	-0.4805
PSD4	0.167166666666667
CCNB1IP1	-0.17125
ENPP7	-0.35375
OBFC1	0.25925
KCNG3	2.25475
C14orf79	-0.623
ENPEP	3.02466666666667
SCT	0.1015
SKI	-0.34475
SEC61G	-1.4735
CAPN11	-0.52225
ATXN7L3	-1.03875
DBNDD1	-1.21033333333333
FAIM	-0.2955
ANKRD36	-0.695
GABRP	0.511333333333333
TACSTD2	1.02266666666667
EIF3J	-1.012
PPP2R2A	-0.52175
TEKT4	-0.847833333333333
PVALB	2.69883333333333
F10	-2.51166666666667
FAM134C	0.6331
COMP	3.583625
EFCBP1	-0.3574375
SCLT1	0.2495
TAL1	0.2504
ACSL1	3.79875
ABCC5	1.574
ABL1	-1.08605555555556
RBBP7	-0.137333333333333
PTPRG	2.116875
NCOR1	0.4811
SPINK4	-2.27283333333333
TXNRD1	-0.9274
TNRC15	1.557875
C9orf138	1.343625
UBE2H	1.30483333333333
BRDT	-0.3914
C8orf31	-0.487
CCNE2	-3.67318181818182
SLC6A8	-0.901125
CALCR	-4.3195
PPP1CB	1.65116666666667
ABHD8	-0.24825
ARF5	-0.3171
SLC24A4	0.47325
CCT3	-1.8085
ZNF121	-0.364625
SLC3A2	-0.8931
OR13A1	0.1675
SLC5A10	-0.84075
RAD50	0.1195
IER5	-0.510375
MTHFD1L	-0.59175
MBTPS2	-0.8685
MVK	-0.2765
NCL	-0.467
PSMD10	-0.2075
MOBP	-0.088375
FLJ32894	0.9075
HRH1	-0.544333333333333
C5orf30	-1.9795
NUDT16L1	0.8754
RASGRP3	4.65116666666667
PRKRIP1	-0.385
CCDC75	-0.013
LOC253970	0.12775
KIAA1239	0.5
MED21	0.49725
SYT11	0.32825
NTSR2	0.0025
EGFL11	0.5285
CXorf59	-0.657
OR2A25	-0.26825
SPTBN2	1.3875
LRMP	-1.07533333333333
RNF111	0.998
PTH	0.6
LOC619208	1.86166666666667
KIAA0895	1.3235
RANBP5	-0.047875
P2RY10	0.00566666666666667
NME5	4.76016666666667
DDX21	-1.372
LRSAM1	0.0645
HDAC11	0.709833333333333
VMO1	1.28025
NOLA2	-0.6345
ADAR	-0.18725
MTO1	-0.097
SF4	-0.141166666666667
P2RX1	-0.317666666666667
HBM	0.67
EN2	0.6485
C14orf172	-0.80225
TM9SF2	0.7567
INHBE	-0.832
TCTE3	-0.210166666666667
TOX2	-2.1235
CTAGE3	0.317
HBB	4.7265
MED15	-0.920833333333333
CASR	2.377
C6orf66	0.893833333333333
MTPN	0.448125
UNC50	0.6845
C21orf33	0.888
IRF2	1.620125
PGR	0.434166666666667
GPR84	0.6745
CROCCL1	-2.24075
SRPX	-2.50525
BRE	0.602333333333333
FGF10	0.138
SDC3	-0.836
ZRSR1	0.377833333333333
DKFZP434P211	-0.12875
SOX6	1.575
RPUSD2	-0.18825
C14orf173	-0.843333333333333
MAPK11	-0.637
TBC1D22A	0.287
FAM123A	-0.372
COL4A6	-2.75216666666667
TOMM70A	0.2535
NAB1	-0.054875
MGC16385	0.0295
TSPAN18	-0.423
MED31	0.49775
PLG	-0.632
CAPSL	0.436
ZNF532	0.7904
ASB14	0.189333333333333
CA8	-1.50275
NUDT16P	3.27783333333333
SLFN11	-1.3595
LRRIQ2	-0.08775
NOL7	-0.216333333333333
BRMS1L	-0.265375
JARID1A	0.457166666666667
PANK2	-0.838
ICAM3	-1.10775
MDS1	3.225
TAF8	-0.22675
RNF139	0.0745
ZNF594	-0.328
ADAM8	-0.798
SFTPC	-0.47175
MAN2B2	1.271
RGS12	-0.0491875
EIF1AY	-1.615
LRRIQ1	1.12583333333333
GPR150	0.63
CCDC21	-1.71533333333333
PRRG3	0.5105
SAA4	-3.52525
RAPGEF5	2.231875
ZCCHC2	-0.966916666666667
MGC39372	1.221
PPP4R2	0.0025
CDCA2	-3.35116666666667
OR4D5	0.295333333333333
PTGFRN	-1.3784
SIGLEC5	0.6805
C19orf61	-1.27133333333333
NMUR2	0.3165
KIAA1586	-0.00550000000000003
DAGLA	-2.30283333333333
CHCHD6	-0.11175
GPR32	0.108
NEUROD6	0.1815
SLC2A4RG	-0.47425
CA5B	0.8085
FBXL3	2.299
MPHOSPH9	-0.53675
HMG2L1	-0.6265
HCN4	0.252833333333333
CEACAM19	-0.17775
SH2D4B	0.109
HFE2	-1.297
TGM4	0.906666666666667
LYPD2	0.42875
TBC1D15	0.44625
MRPS21	-0.5317
NONO	-1.1511
CLEC5A	0.286625
ITCH	0.5753
MGAT3	-1.0125
MBP	1.28475
RPP25	-0.7635
SOSTDC1	-0.3015
HRC	-0.058
TRIM48	0.293
TMEM133	2.06375
ECEL1P2	-0.69825
HOXC11	-0.28
DOK5	-0.96375
HELZ	0.0835
LOC348180	-0.7155
MGC33894	0.5575
ADRB3	0.0085
DMD	0.936636363636364
PTRH2	-1.105
MPEG1	3.17366666666667
NDUFA12	1.4545
KRTAP2-4	0.152083333333333
STAMBPL1	0.295
ADCY2	-2.39883333333333
UNQ6125	0.5015
KLHL20	-0.3475
SRM	-2.27675
OTC	0.13975
TMIE	3.915
SNX8	-0.8725
LIPK	0.2655
CHURC1	-0.709333333333333
KLC2	0.483
HDAC1	-1.1145
FAM128A	-0.704333333333333
FNDC3B	0.2168
MTCP1	-0.361833333333333
WFDC10B	-0.0274
PCDHGB3	0.251
ATRNL1	-1.1985
CAV2	2.9325
MED26	-0.5615
DUS1L	-0.41375
CHRM3	-0.3925
NEK9	0.3835
WARS2	-0.56025
TBX22	-0.1355
TOMM40	-1.042
RP6-213H19.1	-1.038
TUBGCP5	-1.21525
IGSF6	4.55775
TPPP	1.2185
UNQ6190	0.2905
GSTM5	0.221875
BTD	0.354166666666667
PDCD1LG2	0.302666666666667
SNRPB2	-0.856666666666667
ERICH1	0.31125
APOA4	-1.786875
HOXA11	-0.56625
NARG1	-0.301
MKX	-0.29275
RAB28	0.401
PKP3	-2.89675
SH3GL2	4.60375
CTSO	4.3775
RPN2	0.1121875
IL28RA	-0.11
SFMBT1	-0.25775
WDR57	-1.359875
FER1L3	1.36516666666667
HSF5	0.549833333333333
TTC9B	0.05375
C4BPA	-3.44533333333333
ALB	-4.03828571428571
SORBS3	-0.035875
UPF2	-0.3205
JPH1	-0.6745
AGBL2	-0.77675
DOPEY1	2.477
TERF1	0.0740833333333333
KIF22	-2.63033333333333
NINJ1	0.56725
SEC61A2	-0.901916666666667
HIST1H1D	-2.23933333333333
SFXN4	1.217
UCP3	-0.408
ZNF703	-0.105333333333333
MYL6B	-0.365
TREM1	0.34025
OR52E6	0.7295
CKMT2	6.03825
HLA-C	2.753375
SLC13A3	-1.2295
TIMP4	-1.30625
SLIT2	5.43075
RSF1	0.290055555555556
LONRF1	0.168928571428571
MON1A	-0.0425
CACNG6	-1.97183333333333
DPPA4	-5.47916666666667
ZSWIM3	1.1605
ZNF804A	-0.149333333333333
CCIN	0.542
SLC25A31	0.39825
KCNMB4	-0.72075
RABL5	1.14125
GALNS	-0.2205
STX6	-0.70875
HIST1H1C	-2.01816666666667
CIDEB	-1.120125
CASP4	-0.621333333333333
PDK3	-1.2749
KCNJ11	1.3635
TPR	-1.171625
ZSCAN20	-1.0775
MTX2	0.67125
HIST1H2BH	-2.371
LOC283767	-0.62225
LYRM7	0.454166666666667
BRD3	-0.931166666666667
HIST1H2BO	-2.3785
MAGEB10	0.211
SLC45A1	0.43575
SERPINA3	-2.19645
KIAA0143	1.289
KCNJ16	4.7625
KRT79	-0.704
FABP2	-1.02266666666667
NUT	-0.2255
ZNF57	0.041
FBXL4	0.917375
CLEC9A	1.415
UGT8	4.50966666666667
BMP2K	-0.2765
MAPK4	-2.62325
SLC25A23	0.3908
HINT1	0.0958
KRTAP13-1	0.4705
SFXN5	-0.6877
CHCHD2	1.80575
FAM3D	2.9915
NDP	-4.231125
RHOBTB1	-0.0291666666666667
SLC4A4	0.606875
RPL38	-0.064
HTF9C	-1.36566666666667
AP2A2	0.342375
ZBTB46	0.159
MAP7D1	-1.35125
AOX1	-1.94383333333333
CYR61	0.48875
DTNA	-1.89157142857143
JRKL	0.77
TMOD3	-0.2335
EEA1	0.0649
ADCK5	-0.77475
IL1R1	1.42683333333333
KLK3	1.48628571428571
HRSP12	0.433
KTN1	-0.05825
LOH11CR2A	0.2285
RELL2	-0.58475
MAB21L1	2.43325
C20orf59	-1.0615
PHKB	1.135
ADAM2	-3.12716666666667
TBC1D8B	1.25966666666667
FAM13A1	1.272625
LAPTM4B	0.5495
LCN8	0.319
TMEM147	0.7285
SYT4	5.91566666666667
XPO7	-0.9795
C9orf62	0.57125
GPR75	1.048
TRIM5	0.6595
APOC1	-0.278666666666667
RNASE4	-2.45333333333333
PARD6B	-1.17725
ARID1A	-1.00333333333333
TPD52L3	0.2326
RRAGB	1.2765
RCN2	-0.532833333333333
HIST2H2BE	-0.72425
STARD7	0.5415
SHMT2	-1.73175
KIAA1751	-0.392166666666667
MLYCD	1.768375
LOC162632	-0.5134
UQCRH	-1.13
RP11-217H1.1	0.913875
SDHA	1.03383333333333
NCLN	-0.4454
ZNF17	0.922166666666667
RCBTB2	-0.33725
VEGFB	0.8516
RP4-747L4.3	-0.248
COLQ	0.1899
MPN2	-1.217
DRG2	0.045
KLRB1	5.152
ALPK2	-3.237
DNASE2B	0.78875
FLJ23834	-0.363166666666667
AXUD1	1.54983333333333
SAFB	-0.4751
NSUN4	-0.8785
RFX2	-0.547
MAPK8IP1	0.413166666666667
FANCD2	-2.53628571428571
ANKZF1	-1.872
C19orf50	-0.214125
DUSP8	0.80725
SENP5	-0.216375
NFKBIL2	-1.32925
LBR	-1.499625
IGFL1	-0.45
LZTS2	-0.623
IL2RG	-1.282
CCDC51	-0.55375
KLF3	0.824
ANKRD37	0.106
KCTD14	1.8225
FZR1	-0.281083333333333
SLC44A4	0.9783
ESPL1	-1.76525
GMPR2	-0.9654
TBC1D19	0.557666666666667
ERGIC1	0.891481481481482
ERBB4	2.0572
TSPAN32	-0.12775
MAP4	-0.556625
GPHN	1.01175
SLC6A2	0.716375
HIVEP1	0.179
DFFB	-1.6643
EIF4EBP2	1.094375
DMRT1	-0.98775
HSPB6	-0.31025
IER2	-0.838
AIFM1	1.0035
WWC2	0.5355
MRPL4	-0.1875
FLJ21062	0.885
EPB41L4A	2.41733333333333
SH2D6	0.11775
TAF4B	-1.91825
GAL3ST3	-0.3775
MALT1	-1.19766666666667
RTDR1	3.21325
ARVCF	-0.452625
MEX3B	-2.292
FBXO16	0.1165
KIF7	-2.38375
C1QC	4.60666666666667
ZNF783	-1.30266666666667
ZNF85	0.9985
MMP13	-2.139
KIAA0329	0.302
RTP3	-1.053
ZBED3	0.61125
CLGN	0.284
SLC25A37	-1.92030434782609
hCG_18290	-0.03925
OR5AS1	-1.1995
SMARCC2	0.533166666666667
FAM109A	-0.567666666666667
CCDC12	0.37075
USF2	0.3488
DEPDC7	-4.48325
C20orf24	-1.02216666666667
JMJD3	-0.2
DSP	0.187857142857143
SLIC1	-0.121
FAM20A	0.821375
IRF2BP2	-0.96025
ZNF230	0.025
MSN	0.355357142857143
SLC9A5	-2.3955
EPDR1	2.9776
MUSK	-0.288333333333333
ZNF434	0.166166666666667
SMARCD1	-0.226166666666667
