Hybridization REF	TCGA-B2-4099-01A-02R-1188-07
LTBP4	-0.713666666666667
SIRT6	-0.17925
CCL19	3.46625
PPIL1	-0.7115
GBP7	0.4175
STK17A	-0.5686
ABR	-0.74175
OR9G1	-0.703
FOXE1	-0.837
CNGA3	-0.18
GML	0.3815
CD38	-0.32225
ZDHHC6	1.1345
NEFH	-3.30475
CTDSP2	0.34875
PGBD5	-0.904166666666667
CCNY	0.699857142857143
RMND5B	0.431166666666667
ZNF257	-1.38275
FLJ22167	0.399125
EXOSC7	-1.79666666666667
ROR2	-1.450625
MAOA	2.464625
TNNT3	0.259666666666667
GYPC	0.091
C7orf33	0.8085
PLIN	0.9445
LOC90826	0.21
RNF4	-0.9334
F8A1	0.1985
PLEKHG4	-1.03625
GRB2	0.0638
HIST1H2AD	0.34625
DUS3L	0.308833333333333
EIF1	0.5285
RP5-1077B9.4	-1.126
FPGT	2.3725
GDF10	-1.9935
COQ9	1.12825
GCC2	-0.316642857142857
RARRES3	3.582
PLXNA1	-0.8565
KIAA0100	-0.9625
PMF1	1.15325
FNDC1	1.66925
HS2ST1	0.0574166666666667
CRELD2	-0.25575
C8G	-0.845
CD82	-0.8665
LIM2	-0.3175
UNQ6490	-0.302
MMP16	-0.7315
DRD3	0.50975
C5orf26	1.2865
C11orf73	0.152875
PTP4A2	-1.131125
OR4M2	0.3065
HPCA	0.904666666666667
SEC14L1	-0.561833333333333
CHFR	0.131375
EMILIN1	0.1075
NDUFS4	0.74825
COL18A1	-0.367125
PDZD3	3.2781
C9orf16	-0.178333333333333
ERBB2IP	-0.081
EMX2	7.0535
FUS	-2.6
TF	-3.2163
CLCN4	1.93083333333333
CXorf56	0.62675
C11orf72	0.11475
ELAC2	-1.47191666666667
NPR1	0.4515
ASS1	-0.789833333333333
USP42	-0.879
POLR2J	-0.1305
SEC23IP	0.484666666666667
UQCRC1	0.13775
LOC729603	-0.47625
C1orf71	-0.414875
POLG	-2.372
ADAM23	-3.8625
TFR2	-0.632
RICTOR	-0.2886
MGC39606	1.52675
C19orf55	-0.1275
SNAPC1	-0.913666666666667
GNA11	0.263375
CCDC52	-0.263
FSIP1	0.439
UPF3A	-0.53425
IGSF11	-1.65983333333333
LAGE3	-0.54975
CHST6	-3.4885
UNC13B	-0.07925
TTLL4	-1.73025
ZNF687	-0.4425
SDC2	1.4803
COX7A2	-0.06425
LAMB4	1.72925
FAM24A	-0.6745
LRRTM3	-0.735166666666667
GPHB5	0.4655
OR4C13	0.552
EIF3EIP	0.549071428571428
HABP4	0.3005
TMEM125	1.82575
CNTN2	-0.592625
ASNSD1	0.11325
FUT4	0.026375
ACF	1.7295
LOC158381	0.5045
CDH8	1.494
AGPS	-0.3045
C4orf18	1.7735
PECI	0.4795
UNG	-0.671875
GSTP1	0.636875
DCUN1D5	-1.81616666666667
DKFZP564J0863	-0.05275
SLC9A3R1	0.739625
BCDO2	-0.038125
CHMP7	0.268
REM2	0.0295
DNHD1	-0.1515
FKBP4	-1.475625
ZNF350	0.85575
MGC11102	0.268
BST1	2.9815
KISS1R	1.1325
NCR2	0.028
DEFB125	0.507
UBE2W	1.542125
KRT15	-3.170625
C10orf99	1.8305
SCN11A	-0.256375
GFI1	-1.2195
RDHE2	-0.705166666666667
FHL1	1.327
OSGEP	0.2865
GATA1	-2.63816666666667
SMC6	-1.66325
TTTY14	1.92725
LPIN3	0.65475
RPL4	-0.6578
RBPMS	1.6613
PRPF3	-0.0791666666666667
EMR1	-1.058
SPATA19	0.41775
XCR1	0.0425
IRX3	1.9502
RBM6	-0.62425
KLF4	-0.1475
UNC5CL	2.98325
SEBOX	0.0795
BTK	1.0305
KRCC1	1.28375
C6orf27	0.5065
SYTL5	-1.019
PRND	0.766375
LOC653319	-0.186
PIGL	-0.312
HUS1	0.604166666666667
SFRS6	1.38425
C17orf77	0.8135
UIMC1	0.184666666666667
FXYD2	4.7893
LOC283152	1.167
ZNF667	-1.11125
ZCCHC12	-1.3635
TFEC	6.1785
ATP7B	0.771166666666667
POLD2	-1.074
RG9MTD1	-0.07825
ACOT2	0.943666666666667
HIST1H4I	0.535625
PPARGC1A	1.2333
ETFA	-0.3205
POLRMT	-0.92075
ZNF146	-1.606375
MIA2	4.0245
KLHL6	-0.3935
HOXB5	0.4365
NENF	1.21583333333333
CUGBP1	-0.3205
PRSS22	-0.884666666666667
CASC4	0.6321
CUL4B	0.0116
CENPJ	-1.8708
PITX1	-1.94583333333333
FLJ31033	0.769
CELSR3	-2.34683333333333
ZNF568	-1.04775
ITSN1	-0.719083333333333
EHBP1L1	-0.1605
C19orf2	-0.394
DCTN1	-0.605
LIN28B	-3.63516666666667
TNKS2	0.078
C1QBP	-0.3525
CADPS2	1.11625
SRMS	-0.27425
GJA9	0.295833333333333
MGC24975	-0.1915
TRIM45	-1.362
TSP50	-0.23225
TCP1	-1.039
TMED7	1.383
CMA1	-0.344
CENPL	-0.805333333333333
PTCRA	0.9125
FST	-4.24475
VWCE	-0.462
PAWR	-1.23025
ABCC12	0.392333333333333
LDLR	-2.8582
ASTN2	0.5894
LOC441212	-0.51125
GPATCH8	-0.3675
TANC2	-1.88308333333333
KIF4A	-2.932
C18orf18	0.485
PGM1	-0.8035
KIAA0258	1.49325
CPD	-0.245375
SNCAIP	-1.7465
DCT	-3.44833333333333
HLA-DOA	4.35522727272727
OR11L1	0.684
UPK1B	-0.835666666666667
DNAJB4	1.13875
UGT1A8	5.73225
HIST1H4L	-0.5655
PECR	0.986333333333333
HSPA2	0.2065
WFIKKN1	-1.6025
SERP1	0.733
SYDE2	0.2615
TACR2	-0.1765
NUP85	-0.90575
CD177	-0.739666666666667
LGR5	-1.91933333333333
PIGG	-0.246666666666667
PTHR1	0.356
RAB5A	-0.8376
FLJ13224	-0.161
USP9Y	1.7675
C7orf53	-0.744
LRP1B	-1.461
XAF1	2.3842
ABCG8	-0.1955
ANKDD1A	-0.716833333333333
DAND5	-1.5985
SPAG6	0.1305
LINCR	3.658
ZDHHC22	-1.308125
CCDC60	-0.1335
THOC7	-1.5265
TCTA	1.7167
OR8K3	0.37325
NY-REN-7	2.20975
B2M	2.891
C6orf141	-2.74825
LPPR4	-1
SQLE	-3.559875
SEPHS1	-0.43775
BTBD14B	-0.445785714285714
PLRG1	0.13075
SPG7	-0.4036875
ZNF614	0.413166666666667
PARD6G	1.6495
INPP5B	-0.2626
GRPEL2	0.883375
PPID	-0.9423
TRIM56	-0.688
UBE2J1	0.76925
IL20RA	-0.49975
LOC387856	-0.171666666666667
C1orf107	0.204
UTS2R	1.1145
C19orf22	-0.49225
SAFB2	-0.291
KIAA0652	0.628125
KLRG1	0.575833333333333
MS4A8B	-0.521333333333333
FRAG1	0.44775
KIAA1546	0.06
E2F4	-0.385
CLEC4M	0.0231666666666667
BTBD14A	-1.59925
KIAA0999	0.0457
GYPA	-3.02816666666667
TAC1	-0.6779
TRAIP	-2.37516666666667
KIAA0232	0.0986
ERCC8	-0.96
GPX4	1.554375
KIAA0368	-0.64
GPR157	-0.736333333333334
CTAGE4	1.0225
C9orf30	-0.2055
OR52A1	0.373
HSP90B3P	0.0505
ALG9	0.056
BTBD10	1.1745
SDK2	0.155
BAIAP3	-1.2025
RABGGTB	0.02875
ANKRD40	0.340666666666667
KRT74	0.1585
CALCOCO2	1.022
SNCA	-1.3465
TMSL8	-0.916625
C2orf53	0.5805
ESRRB	-0.9555
ARHGAP26	0.465125
TDRD9	-3.1415
HRAS	-0.0418333333333334
KLRC4	-1.0565
JAGN1	0.211666666666667
BSDC1	-0.07775
RNF43	-1.4529
NDUFAF1	0.1045
PHF12	-0.0445
OR1L3	0.679
FOLR2	3.47491666666667
LYZL6	0.3505
tcag7.1260	1.488
WSB1	0.143666666666667
PROS1	2.4055
OSTN	0.56
PSMB8	2.564
SOCS4	-0.109875
DDIT4L	4.4655
MAS1	-0.8455
MGC34796	1.27675
CSHL1	0.284333333333333
TBCCD1	0.6215
ZBTB7C	-1.0205
AP2S1	0.019125
P15RS	0.1541
VAT1	-0.3604
SHANK3	1.9465
TUFM	-0.111833333333333
THEG	-1.25225
KRT34	-1.579
SGSM3	-0.891875
TOMM22	1.087
SOCS3	0.839166666666667
CPO	2.216
POP4	0.98325
BHLHB3	3.07375
MALL	2.5395
OR1B1	-0.0875
PARK2	2.943
GPR124	0.361375
LCE1E	0.2525
RUVBL2	-0.6435
CGRRF1	1.6313
ACPL2	0.05225
WNT10B	-2.393625
BAIAP2L2	1.16425
ISCA1	1.509
C1orf125	0.279
RPAP1	-1.79875
RAI16	-0.943333333333333
RPL27	0.356625
NLRP9	-0.516
EPN1	0.5185
LOC388610	-2.519625
SLC35A1	0.9693
GAL	-3.9675
SLC14A2	0.3635
RDH11	-0.412666666666667
FAM138F	0.129
AUH	1.601
FLJ40243	0.122
C14orf129	0.284
MBD2	-0.648166666666666
ABHD14B	0.359
PIGT	-0.482625
ALS2CR4	-0.689
ALAS1	-0.4138
FOXO1	0.9585
CRLF3	-0.1835
C20orf107	-0.5425
FARS2	0.35125
CCDC28A	1.8145
NPHP3	0.49375
OR13F1	-0.4565
TSEN54	-0.72075
DEFB106B	-0.2683
OR8B4	0.109
STH	0.0785
ZC3H14	-0.561875
CBX2	-2.232
TMEM49	0.384
C6orf21	0.56
FLJ20920	-1.09475
CRTAP	0.470785714285714
DDX50	-0.48825
STYXL1	-0.78725
BLVRB	-0.0585
LOC147650	-0.351166666666667
MMP24	0.22125
GRID1	1.353
BANF1	0.675666666666667
CTAGEP	1.088
HMBS	-2.00425
SLC25A24	-0.728
C14orf50	0.83175
MRO	3.38733333333333
SLC25A15	-0.924
FAM84B	-0.2018
TDP1	-1.4985
C16orf78	-0.461833333333333
C11orf57	0.06875
RFK	0.4445
ZFYVE9	-0.883125
STCH	-0.1493
WIBG	0.0925
LOC283871	-1.04566666666667
GBA2	-0.4937
NDUFB3	-0.10725
HSD17B13	-0.41
GRIN3A	1.56783333333333
FMNL1	-0.524833333333333
SEPT7	0.145
GNLY	6.078
GRAMD1C	2.22366666666667
ZNF165	-1.238
USP38	0.37925
FAM83A	-3.51766666666667
C14orf24	0.563583333333333
ARMCX3	0.495125
ARHGDIB	1.12833333333333
AK1	-0.764875
KIAA1045	0.52775
DNAJB13	-0.0535
NEU2	0.529
HIST1H4B	-0.617666666666667
FAM20B	-0.9922
HES2	0.230857142857143
FAM73B	-0.5891
LOC388381	0.234
INTS7	-1.02872727272727
AMPH	-0.45125
ZNF775	-0.527875
UCKL1	0.167833333333333
C10orf97	0.92725
C1orf161	-0.32325
ALDH1L1	4.7555
FLJ39378	-0.552875
SLC23A1	0.942
RBM4B	0.609
THAP4	-0.1495
OGFRL1	0.9215
KIAA0831	0.463625
PPP1R15A	-0.0185
C1orf96	-1.42971428571429
C12orf11	-1.28325
BMF	0.18575
MAN1A1	-1.439875
KIAA1600	0.485
NLGN4X	-0.07025
ALOX12	-1.1115
RB1CC1	-0.3398
NEIL2	0.2757
EIF4E	0.149227272727273
ABHD5	-0.66275
EXOC4	-0.052
CIP29	-0.256666666666667
BATF2	2.721
SLC29A4	0.75475
HTR4	0.22925
EMB	-0.68475
TRAF6	1.15675
LMNB1	-2.43125
FAM19A5	0.066875
SHE	2.82375
PIK3C2B	-0.04675
C15orf15	0.7627
USP15	0.2231
TCEAL2	-1.383
C5orf39	-0.168833333333333
PTGER2	0.0595
SLC31A1	-0.2679375
IFT172	-0.4475
ADAM29	0.64825
GFOD1	-1.068
ST7L	1.3545
C15orf26	-2.80725
PKN3	-1.30425
CNTD1	-0.340833333333333
COMMD1	1.615375
NTRK2	4.248
FOXN3	-0.185875
MFGE8	-0.2083
PFKFB2	0.300833333333333
TAS2R4	0.21925
ENTHD1	-0.303833333333333
PRMT5	-0.663375
MGC16384	0.718875
LOC442229	-0.7745
TSKU	-1.886125
KRTCAP3	-2.006875
PDLIM1	1.1422
KCNS2	0.03575
RNF126	-0.367
CEP63	-0.754625
CLIC4	1.544125
hCG_1990170	5.6665
ACR	0.8711
KLK7	-1.0135
ALOX5AP	3.6985
RIPK3	3.58475
TAS2R9	0.806
C19orf18	0.001
BIRC6	-0.141071428571429
ZNF16	0.488
RFT1	-1.36925
SLC8A2	-0.6945
TACC1	1.062875
ITGAD	1.8505
SAMHD1	2.0795
SH3PXD2B	-0.489
EPC2	-0.11275
C20orf85	-0.081
ATP13A2	-0.340833333333333
KRT4	0.00249999999999999
CAPNS1	0.15925
MDM2	0.1575
PCDH20	1.58275
KCNK9	0.656
OR2C1	-0.1725
KLHDC3	-0.277666666666667
IPPK	-0.618
EFHD2	0.78
GALR3	1.1035
NBEA	0.6165
ABCA6	1.0482
CLDN3	0.276833333333333
AKT2	-0.377285714285714
EGFR	0.3221
RBM16	0.313125
ZDHHC3	-0.4524
SLC25A4	0.749833333333333
CYB5B	-0.700333333333333
CPXM1	-2.11675
NDRG1	1.83046153846154
FLJ43826	0.5345
OR5L2	0.247833333333333
FARP2	-0.2138
MRPL46	0.336
LDHAL6B	-0.0536666666666667
MAPKAPK3	-0.578
NCAM2	-4.43125
PRKD2	-0.5975
ZFP36L1	0.96
CYSLTR1	0.9945
OR4C3	0.37175
HIST1H2AJ	0.591
CCNB2	-3.42122222222222
ZNF10	-0.17925
TMEM175	0.3625
FAM134A	0.207166666666667
TIGD4	0.923
PCNP	0.41675
MGC39715	1.173
LQK1	-2.464
CREB1	0.2121
TMPRSS3	-1.431
C4orf32	0.509375
LAT	-1.16983333333333
KCNA3	-0.274
SKIV2L2	-0.69925
ROPN1B	-3.31
tcag7.23	0.468
CDT1	-3.011125
ZHX2	1.746
CD28	-3.60175
ZNF624	0.47975
SEPT2	-0.08675
SOHLH2	-0.029625
MCOLN3	-1.488
UNQ1945	0.8795
MASP2	-1.4495
ZNRF3	0.1501
GPATCH3	-0.2675
AGL	-0.130625
QRICH2	-0.1785
PSD4	-0.1665
CCNB1IP1	0.92575
ENPP7	0.526
OBFC1	1.08675
KCNG3	-2.843
C14orf79	1.08633333333333
ENPEP	6.585
SCT	0.4615
SKI	0.5815
SEC61G	-0.97775
CAPN11	0.81775
ATXN7L3	-0.48925
DBNDD1	-0.9575
FAIM	0.4635
ANKRD36	-1.3175
GABRP	-0.2305
TACSTD2	-2.92316666666667
EIF3J	-1.2895
PPP2R2A	0.3835
TEKT4	-0.538666666666667
PVALB	-3.23566666666667
F10	-1.88616666666667
FAM134C	0.5064
COMP	0.827625
EFCBP1	-1.9619375
SCLT1	0.322
TAL1	-0.5602
ACSL1	3.34375
ABCC5	-0.689
ABL1	-0.938777777777778
RBBP7	-0.857083333333333
PTPRG	0.8525
NCOR1	-0.6248
SPINK4	-2.55583333333333
TXNRD1	-1.5881
TNRC15	0.1555
C9orf138	1.30075
UBE2H	0.0931666666666667
BRDT	0.00716666666666665
C8orf31	-0.1995
CCNE2	-2.45663636363636
SLC6A8	-0.96325
CALCR	-2.36525
PPP1CB	1.0675
ABHD8	0.5955
ARF5	-0.5617
SLC24A4	1.34875
CCT3	-0.5385
ZNF121	-0.30825
SLC3A2	-1.1303
OR13A1	0.542
SLC5A10	3.5865
RAD50	0.7505
IER5	0.0217500000000001
MTHFD1L	-1.707625
MBTPS2	-0.1
MVK	-0.244
NCL	-1.3341
PSMD10	-0.59425
MOBP	0.1595
FLJ32894	1.1005
HRH1	0.686833333333333
C5orf30	-0.04475
NUDT16L1	1.2881
RASGRP3	5.16483333333333
PRKRIP1	-0.3806
CCDC75	-0.60375
LOC253970	0.62425
KIAA1239	-0.3865
MED21	-0.41875
SYT11	1.47333333333333
NTSR2	-0.783
EGFL11	-1.2175
CXorf59	0.3345
OR2A25	0.48225
SPTBN2	-2.365
LRMP	0.9705
RNF111	1.05175
PTH	-0.135
LOC619208	1.62816666666667
KIAA0895	1.31625
RANBP5	0.086875
P2RY10	0.938833333333334
NME5	4.88433333333333
DDX21	-1.275
LRSAM1	-0.5755
HDAC11	-0.561166666666667
VMO1	2.7855
NOLA2	0.0846666666666667
ADAR	-0.583166666666667
MTO1	-0.314666666666667
SF4	-0.353666666666667
P2RX1	0.346
HBM	0.86025
EN2	1.476
C14orf172	-0.558
TM9SF2	0.2242
INHBE	-0.935166666666667
TCTE3	-0.137333333333333
TOX2	-1.272
CTAGE3	0.89175
HBB	5.1553
MED15	-0.677833333333333
CASR	2.14475
C6orf66	-0.314
MTPN	-0.376375
UNC50	0.2775
C21orf33	0.2715
IRF2	1.347
PGR	-3.26116666666667
GPR84	2.30675
CROCCL1	-1.74375
SRPX	-3.20975
BRE	1.04266666666667
FGF10	0.908
SDC3	-0.863
ZRSR1	-0.018
DKFZP434P211	-0.245125
SOX6	0.693
RPUSD2	-0.86925
C14orf173	-0.504666666666667
MAPK11	0.136833333333333
TBC1D22A	0.4935
FAM123A	-0.1655
COL4A6	-3.97566666666667
TOMM70A	0.71725
NAB1	0.435625
MGC16385	-0.64575
TSPAN18	1.39083333333333
MED31	0.823
PLG	0.64925
CAPSL	0.143
ZNF532	1.1061
ASB14	-0.55975
CA8	-2.40675
NUDT16P	2.1265
SLFN11	1.6135
LRRIQ2	-0.79225
NOL7	-0.4475
BRMS1L	-0.17975
JARID1A	-0.7735
PANK2	-0.5795
ICAM3	0.387
MDS1	-0.30575
TAF8	-0.0495
RNF139	0.43225
ZNF594	-0.884
ADAM8	0.448
SFTPC	1.712625
MAN2B2	-0.346625
RGS12	0.6589375
EIF1AY	0.891083333333333
LRRIQ1	-0.0221666666666667
GPR150	1.16275
CCDC21	-1.69433333333333
PRRG3	-0.00975000000000002
SAA4	-3.9275
RAPGEF5	3.164
ZCCHC2	-0.339333333333333
MGC39372	2.785
PPP4R2	-0.795333333333333
CDCA2	-1.51483333333333
OR4D5	0.4035
PTGFRN	-0.2849
SIGLEC5	1.87533333333333
C19orf61	-1.231
NMUR2	-0.0295
KIAA1586	-0.271833333333333
DAGLA	-0.917166666666667
CHCHD6	0.01525
GPR32	0.111
NEUROD6	0.507333333333333
SLC2A4RG	0.2005
CA5B	0.19225
FBXL3	1.76025
MPHOSPH9	-0.50275
HMG2L1	0.31
HCN4	0.641333333333333
CEACAM19	0.2075
SH2D4B	0.829666666666667
HFE2	-0.956
TGM4	-0.269
LYPD2	0.4795
TBC1D15	0.444
MRPS21	-0.8306
NONO	-1.1816
CLEC5A	2.12425
ITCH	-0.1611
MGAT3	-0.5095
MBP	0.158625
RPP25	-1.589
SOSTDC1	0.3755
HRC	1.0135
TRIM48	0.4915
TMEM133	3.2385
ECEL1P2	-0.951
HOXC11	-0.1035
DOK5	0.3845
HELZ	-0.567
LOC348180	0.03825
MGC33894	0.349
ADRB3	-0.021
DMD	-0.390833333333333
PTRH2	-0.78775
MPEG1	4.11616666666667
NDUFA12	0.5665
KRTAP2-4	0.0485833333333333
STAMBPL1	0.934833333333333
ADCY2	-0.512666666666667
UNQ6125	0.537
KLHL20	0.340333333333333
SRM	-1.2445
OTC	0.4595
TMIE	0.647
SNX8	0.57325
LIPK	0.101
CHURC1	0.226083333333333
KLC2	0.268666666666667
HDAC1	-0.677333333333333
FAM128A	-0.327166666666667
FNDC3B	0.1753
MTCP1	1.675
WFDC10B	-0.0667000000000001
PCDHGB3	0.1455
ATRNL1	-2.5331
CAV2	2.896625
MED26	-1.04833333333333
DUS1L	-0.40625
CHRM3	-0.511125
NEK9	-0.16275
WARS2	0.44425
TBX22	-1.251
TOMM40	-1.11525
RP6-213H19.1	-3.25333333333333
TUBGCP5	-0.48975
IGSF6	6.35875
TPPP	0.276333333333333
UNQ6190	0.098
GSTM5	-0.651
BTD	0.578
PDCD1LG2	0.982833333333333
SNRPB2	-0.615
ERICH1	-0.119375
APOA4	-1.585625
HOXA11	-1.338
NARG1	-0.654375
MKX	-1.08225
RAB28	0.0607857142857143
PKP3	-3.31025
SH3GL2	-1.85725
CTSO	4.272
RPN2	-0.6910625
IL28RA	-0.124833333333333
SFMBT1	-0.52325
WDR57	-0.145125
FER1L3	0.360916666666667
HSF5	-0.00660000000000003
TTC9B	-0.3565
C4BPA	-2.6225
ALB	-3.80792857142857
SORBS3	0.50575
UPF2	-0.338
JPH1	-0.0485
AGBL2	0.94925
DOPEY1	1.4895
TERF1	-0.249916666666667
KIF22	-0.859166666666667
NINJ1	1.1715
SEC61A2	-0.941916666666667
HIST1H1D	-0.629833333333333
SFXN4	1.07925
UCP3	0.6395
ZNF703	-0.123666666666667
MYL6B	0.894
TREM1	3.0755
OR52E6	0.586
CKMT2	0.96875
HLA-C	2.88625
SLC13A3	-2.67266666666667
TIMP4	-0.3885
SLIT2	-0.59425
RSF1	-0.878055555555556
LONRF1	-0.514714285714286
MON1A	-0.8605
CACNG6	-1.42466666666667
DPPA4	-4.8405
ZSWIM3	0.376
ZNF804A	1.057
CCIN	0.70525
SLC25A31	-0.2475
KCNMB4	-0.8055
RABL5	0.886625
GALNS	-0.2093
STX6	-0.069125
HIST1H1C	0.3885
CIDEB	2.142625
CASP4	1.6035
PDK3	-0.8554
KCNJ11	-0.3755
TPR	-1.708
ZSCAN20	-1.7315
MTX2	-0.58075
HIST1H2BH	0.425
LOC283767	0.505
LYRM7	0.159944444444444
BRD3	-1.76283333333333
HIST1H2BO	0.542
MAGEB10	-0.074
SLC45A1	0.96025
SERPINA3	-2.9762
KIAA0143	1.1865
KCNJ16	7.80316666666667
KRT79	-1.02025
FABP2	-0.79425
NUT	-1.15175
ZNF57	-0.6585
FBXL4	0.8495
CLEC9A	4.487
UGT8	2.49566666666667
BMP2K	0.4915
MAPK4	-3.23325
SLC25A23	-0.0183
HINT1	1.4237
KRTAP13-1	0.452
SFXN5	-0.6461
CHCHD2	0.531
FAM3D	1.9555
NDP	-3.82525
RHOBTB1	2.17583333333333
SLC4A4	3.773625
RPL38	0.04475
HTF9C	-0.102833333333333
AP2A2	0.192
ZBTB46	0.299
MAP7D1	-0.734375
AOX1	0.666833333333333
CYR61	1.1375
DTNA	-1.236
JRKL	0.67275
TMOD3	-0.80875
EEA1	-0.5078
ADCK5	-0.1745
IL1R1	1.41466666666667
KLK3	0.471785714285714
HRSP12	2.1065
KTN1	-0.9505
LOH11CR2A	-0.1124
RELL2	-1.25
MAB21L1	-0.11975
C20orf59	-1.006
PHKB	0.21225
ADAM2	-2.31766666666667
TBC1D8B	1.6915
FAM13A1	1.2518125
LAPTM4B	-1.20041666666667
LCN8	0.2595
TMEM147	-0.257
SYT4	-0.511166666666667
XPO7	-1.119
C9orf62	1.32625
GPR75	-1.032
TRIM5	1.627125
APOC1	1.928
RNASE4	1.526
PARD6B	-1.064125
ARID1A	-1.14075
TPD52L3	-0.0793333333333333
RRAGB	1.89966666666667
RCN2	-0.966333333333333
HIST2H2BE	-0.5820625
STARD7	0.151
SHMT2	0.58025
KIAA1751	-0.0945
MLYCD	0.7215
LOC162632	-0.6967
UQCRH	-1.38875
RP11-217H1.1	0.7666875
SDHA	-0.899833333333333
NCLN	-0.7409
ZNF17	0.493
RCBTB2	1.1625
VEGFB	1.2037
RP4-747L4.3	-0.1245
COLQ	0.2725
MPN2	-0.403833333333333
DRG2	-0.2125
KLRB1	7.1745
ALPK2	3.82975
DNASE2B	2.2855
FLJ23834	0.0836666666666667
AXUD1	1.47766666666667
SAFB	-0.6103
NSUN4	0.793
RFX2	0.407
MAPK8IP1	0.1665
FANCD2	-2.6365
ANKZF1	-1.584
C19orf50	-0.733
DUSP8	1.454375
SENP5	0.265375
NFKBIL2	-0.79725
LBR	-0.3425
IGFL1	-0.554
LZTS2	-1.3175
IL2RG	0.536125
CCDC51	0.06775
KLF3	0.035125
ANKRD37	0.94725
KCTD14	3.252
FZR1	-0.28625
SLC44A4	-1.8019
ESPL1	-1.35525
GMPR2	0.3433
TBC1D19	1.1195
ERGIC1	2.01851851851852
ERBB4	-1.3637
TSPAN32	0.549833333333333
MAP4	-0.512375
GPHN	0.08525
SLC6A2	-0.41725
HIVEP1	-0.2755
DFFB	-0.1687
EIF4EBP2	0.86075
DMRT1	0.54825
HSPB6	-0.9535
IER2	-0.0893333333333333
AIFM1	0.0605
WWC2	0.481166666666667
MRPL4	0.43075
FLJ21062	1.6095
EPB41L4A	2.52525
SH2D6	0.33725
TAF4B	-0.17375
GAL3ST3	0.4545
MALT1	0.391166666666667
RTDR1	3.82375
ARVCF	-1.1
MEX3B	-1.61516666666667
FBXO16	0.932
KIF7	-2.56775
C1QC	5.1105
ZNF783	-1.0255
ZNF85	-0.7975
MMP13	-1.6825
KIAA0329	-0.545714285714286
RTP3	0.1835
ZBED3	-0.70375
CLGN	-2.0635
SLC25A37	-0.739208333333333
hCG_18290	-0.09575
OR5AS1	0.286
SMARCC2	0.628666666666667
FAM109A	-0.380166666666667
CCDC12	-1.1275
USF2	0.3935
DEPDC7	1.17125
C20orf24	-0.7
JMJD3	0.7705
DSP	-1.38771428571429
SLIC1	0.994
FAM20A	0.33375
IRF2BP2	0.25575
ZNF230	0.119
MSN	0.357571428571429
SLC9A5	-1.4145
EPDR1	0.8008
MUSK	-0.243666666666667
ZNF434	0.6375
SMARCD1	-0.099
ZFP106	-0.7865
ZNF347	-0.013
GTF2E1	-0.148
