Hybridization REF	TCGA-B2-4102-01A-01R-1188-07
CUGBP1	-0.2355
PRSS22	-1.106
CASC4	0.9772
CUL4B	-0.2314
CENPJ	-1.8882
PITX1	-2.03883333333333
FLJ31033	0.537833333333333
CELSR3	-2.46483333333333
ZNF568	0.51725
ITSN1	-0.647333333333333
EHBP1L1	-0.0595
C19orf2	-0.75425
DCTN1	-0.202
LIN28B	-2.93183333333333
TNKS2	0.3255
C1QBP	-0.914
CADPS2	0.90425
SRMS	0.54125
GJA9	0.0793333333333333
MGC24975	-0.286166666666667
TRIM45	-1.149
TSP50	0.3745
TCP1	-1.0275
TMED7	0.7385
CMA1	-0.0975
CENPL	-1.88516666666667
PTCRA	1.121
FST	-4.187
VWCE	-0.773
PAWR	-1.02175
ABCC12	0.175666666666667
LDLR	-3.0382
ASTN2	0.843
LOC441212	-0.519875
GPATCH8	-0.6285
TANC2	-1.39716666666667
KIF4A	-3.18425
C18orf18	0.14575
PGM1	0.63875
KIAA0258	1.33775
CPD	0.401625
SNCAIP	-0.97975
DCT	-3.43
HLA-DOA	3.85
OR11L1	0.157
UPK1B	4.3915
DNAJB4	0.559
UGT1A8	5.3595
HIST1H4L	0.83
PECR	0.898
HSPA2	0.56125
WFIKKN1	-0.194
SERP1	0.082
SYDE2	-0.1855
TACR2	0.053
NUP85	-1.03725
CD177	-0.0855
LGR5	-1.9335
PIGG	0.21525
PTHR1	2.0345
RAB5A	-0.9818
FLJ13224	-0.3885
USP9Y	1.32266666666667
C7orf53	-0.816
LRP1B	-1.1645
XAF1	2.9648
ABCG8	-0.266
ANKDD1A	-0.4965
DAND5	-1.908
SPAG6	0.507
LINCR	2.70875
ZDHHC22	-1.212375
CCDC60	0.352
THOC7	-1.03733333333333
TCTA	1.5512
OR8K3	-0.073
NY-REN-7	2.4425
B2M	2.47483333333333
C6orf141	-2.4305
LPPR4	-0.515
SQLE	-3.295875
SEPHS1	-0.87125
BTBD14B	0.173357142857143
PLRG1	0.21725
SPG7	-0.149625
ZNF614	-0.0391666666666667
PARD6G	1.97383333333333
INPP5B	-0.3334
GRPEL2	-0.109
PPID	-0.9442
TRIM56	0.19025
UBE2J1	0.116875
IL20RA	-0.5855
LOC387856	0.214
C1orf107	0.21175
UTS2R	1.4695
C19orf22	-0.8605
SAFB2	0.47475
KIAA0652	0.405625
KLRG1	0.622
MS4A8B	0.192333333333333
FRAG1	0.2895
KIAA1546	0.2035
E2F4	-0.6449
CLEC4M	-0.160833333333333
BTBD14A	-1.21675
KIAA0999	0.3483
GYPA	-2.84666666666667
TAC1	-0.7042
TRAIP	-2.35566666666667
KIAA0232	0.5666
ERCC8	-1.826
GPX4	1.58175
KIAA0368	-0.09675
GPR157	-0.7215
CTAGE4	1.319
C9orf30	-0.716166666666667
OR52A1	0.459
HSP90B3P	-0.151
ALG9	0.1665
BTBD10	0.8825
SDK2	0.31125
BAIAP3	-0.85025
RABGGTB	-0.347375
ANKRD40	0.312333333333333
KRT74	0.3915
CALCOCO2	0.7075
SNCA	-2.66775
TMSL8	-4.360125
C2orf53	-0.01
ESRRB	-0.46375
ARHGAP26	0.755
TDRD9	-3.01925
HRAS	0.386833333333333
KLRC4	-1.432
JAGN1	-0.0575
BSDC1	0.51675
RNF43	-1.0838
NDUFAF1	0.51325
PHF12	0.18
OR1L3	0.195
FOLR2	3.24608333333333
LYZL6	0.213
tcag7.1260	1.4775
WSB1	0.113666666666667
PROS1	1.9549
OSTN	1.2005
PSMB8	1.96825
SOCS4	-1.17425
DDIT4L	6.28525
MAS1	-0.459
MGC34796	0.459
CSHL1	0.2225
TBCCD1	-0.4485
ZBTB7C	-0.3095
AP2S1	0.02925
P15RS	-0.4439
VAT1	0.0462
SHANK3	2.174
TUFM	0.036
THEG	-0.87425
KRT34	-1.86875
SGSM3	-0.501625
TOMM22	0.183375
SOCS3	-0.0333333333333333
CPO	1.996
POP4	0.56375
BHLHB3	3.49875
MALL	3.08675
OR1B1	0.486
PARK2	1.89216666666667
GPR124	0.18675
LCE1E	-0.0155
RUVBL2	-0.78275
CGRRF1	0.5631
ACPL2	1.32425
WNT10B	-2.01175
BAIAP2L2	1.04875
ISCA1	1.1955
C1orf125	0.31525
RPAP1	-1.0015
RAI16	0.365333333333333
RPL27	-0.44375
NLRP9	-0.165
EPN1	0.3795
LOC388610	-2.906625
SLC35A1	0.6187
GAL	-4.2255
SLC14A2	0.345
RDH11	-0.778166666666667
FAM138F	-0.4295
AUH	1.31425
FLJ40243	-0.00400000000000003
C14orf129	-0.387833333333333
MBD2	-0.251
ABHD14B	0.13575
PIGT	-0.177375
ALS2CR4	-0.82775
ALAS1	-0.8271
FOXO1	1.03083333333333
CRLF3	-0.25225
C20orf107	-1.378
FARS2	0.3265
CCDC28A	2.033
NPHP3	-0.0985
OR13F1	0.6725
TSEN54	-0.73075
DEFB106B	0.512
OR8B4	-0.116
STH	1.07575
ZC3H14	-1.111375
CBX2	0.103
TMEM49	-0.7785
C6orf21	0.1205
FLJ20920	-0.672625
CRTAP	0.0140714285714286
DDX50	-0.19
STYXL1	-0.45075
BLVRB	0.0315
LOC147650	-0.621666666666667
MMP24	0.60825
GRID1	0.855333333333333
BANF1	0.0228333333333333
CTAGEP	0.60575
HMBS	-1.944
SLC25A24	-1.08
C14orf50	2.22975
MRO	2.02666666666667
SLC25A15	-1.247
FAM84B	0.4214
TDP1	-1.527
C16orf78	-0.203666666666667
C11orf57	-0.193875
RFK	0.01175
ZFYVE9	-0.71525
STCH	-0.7622
WIBG	-0.17675
LOC283871	-1.074
GBA2	-0.1282
NDUFB3	-0.044
HSD17B13	-0.2055
GRIN3A	0.847166666666667
FMNL1	0.0211666666666667
SEPT7	-0.1263
GNLY	5.6215
GRAMD1C	2.2785
ZNF165	-0.458
USP38	0.25175
FAM83A	-3.26183333333333
C14orf24	0.37375
ARMCX3	0.736125
ARHGDIB	1.468
AK1	-0.390375
KIAA1045	-0.2445
DNAJB13	1.8705
NEU2	0.269
HIST1H4B	-0.285666666666667
FAM20B	-1.1259
HES2	-0.327571428571429
FAM73B	-0.4536
LOC388381	0.651
INTS7	-0.983636363636364
AMPH	-0.8155
ZNF775	-0.214375
UCKL1	-0.156
C10orf97	0.673
C1orf161	-0.3015
ALDH1L1	4.12975
FLJ39378	-0.468
SLC23A1	1.316
RBM4B	0.24725
THAP4	0.561
OGFRL1	0.852
KIAA0831	-0.204375
PPP1R15A	-1.03983333333333
C1orf96	-1.16942857142857
C12orf11	-1.85325
BMF	0.552875
MAN1A1	-0.069875
KIAA1600	0.433333333333333
NLGN4X	-0.2955
ALOX12	-0.901
RB1CC1	-0.0914
NEIL2	0.3722
EIF4E	-0.503681818181818
ABHD5	-0.8465
EXOC4	0.0106666666666667
CIP29	-0.6115
BATF2	2.87775
SLC29A4	0.606875
HTR4	0.351
EMB	-0.42975
TRAF6	1.367
LMNB1	-2.72225
FAM19A5	-0.698
SHE	3.23625
PIK3C2B	1.00775
C15orf15	-0.4109
USP15	-0.1906
TCEAL2	-0.56075
C5orf39	0.086
PTGER2	-0.4295
SLC31A1	-0.6153125
IFT172	0.18525
ADAM29	0.44675
GFOD1	0.3805
ST7L	0.752166666666667
C15orf26	-2.991
PKN3	-1.05
CNTD1	-0.473333333333333
COMMD1	1.2035
NTRK2	3.42275
FOXN3	0.169
MFGE8	-0.4177
PFKFB2	0.508833333333333
TAS2R4	0.6265
ENTHD1	-0.0996666666666666
PRMT5	-1.439125
MGC16384	0.19625
LOC442229	-0.90525
TSKU	-1.116
KRTCAP3	1.7275
PDLIM1	0.9954
KCNS2	-0.07125
RNF126	0.056
CEP63	-0.522
CLIC4	1.63675
hCG_1990170	5.8225
ACR	1.2234
KLK7	-0.54575
ALOX5AP	4.265875
RIPK3	3.2105
TAS2R9	0.456
C19orf18	1.179
BIRC6	-0.406214285714286
ZNF16	0.339
RFT1	-1.79
SLC8A2	-0.94375
TACC1	1.63975
ITGAD	1.14775
SAMHD1	2.176
SH3PXD2B	-0.5106
EPC2	-0.0195
C20orf85	0.2975
ATP13A2	0.0336666666666667
KRT4	0.298
CAPNS1	0.3195
MDM2	-0.0859166666666666
PCDH20	1.81675
KCNK9	0.5965
OR2C1	-0.411
KLHDC3	-0.482333333333333
IPPK	-0.7565
EFHD2	0.409375
GALR3	1.21425
NBEA	0.906833333333333
ABCA6	3.7552
CLDN3	1.00516666666667
AKT2	-0.761
EGFR	0.8767
RBM16	0.145
ZDHHC3	-0.2153
SLC25A4	1.46833333333333
CYB5B	-1.28933333333333
CPXM1	-1.97125
NDRG1	2.60961538461538
FLJ43826	0.499
OR5L2	0.161833333333333
FARP2	0.0738
MRPL46	0.118833333333333
LDHAL6B	0.394
MAPKAPK3	-0.689833333333333
NCAM2	-4.581
PRKD2	-0.241666666666667
ZFP36L1	0.9256
CYSLTR1	0.78725
OR4C3	0.77325
HIST1H2AJ	0.3435
CCNB2	-3.838
ZNF10	0.075
TMEM175	0.7795
FAM134A	0.476666666666667
TIGD4	0.2975
PCNP	0.13525
MGC39715	1.71525
LQK1	-0.20075
CREB1	0.2127
TMPRSS3	-0.729
C4orf32	0.441625
LAT	-0.719583333333333
KCNA3	0.246
SKIV2L2	-0.9445
ROPN1B	-3.14975
tcag7.23	-0.187
CDT1	-3.089625
ZHX2	1.384625
CD28	-2.65875
ZNF624	0.71425
SEPT2	-0.271083333333333
SOHLH2	-2.520625
MCOLN3	-1.21125
UNQ1945	0.9005
MASP2	-1.553
ZNRF3	0.6465
GPATCH3	0.08225
AGL	-0.058
QRICH2	0.1145
PSD4	-0.148333333333333
CCNB1IP1	-0.91475
ENPP7	0.86325
OBFC1	0.85675
KCNG3	-2.1405
C14orf79	0.424916666666667
ENPEP	5.6615
SCT	0.6195
SKI	0.862875
SEC61G	-0.992
CAPN11	0.9635
ATXN7L3	-0.6955
DBNDD1	-0.3885
FAIM	1.07175
ANKRD36	-1.203
GABRP	-0.5155
TACSTD2	-0.8896
EIF3J	-1.03275
PPP2R2A	0.082
TEKT4	-0.2745
PVALB	-3.17383333333333
F10	-1.5325
FAM134C	0.6065
COMP	-0.155625
EFCBP1	-0.50025
SCLT1	0.50625
TAL1	-0.3287
ACSL1	2.292
ABCC5	-0.463583333333333
ABL1	-0.764166666666667
RBBP7	-0.964
PTPRG	1.2205
NCOR1	-0.212
SPINK4	-2.22633333333333
TXNRD1	-1.6852
TNRC15	0.926875
C9orf138	1.09275
UBE2H	0.210166666666667
BRDT	-0.0703333333333334
C8orf31	-0.258
CCNE2	-3.24818181818182
SLC6A8	0.207625
CALCR	-1.88275
PPP1CB	0.476083333333333
ABHD8	-0.0785
ARF5	-0.938
SLC24A4	1.8415
CCT3	-0.65825
ZNF121	-0.755875
SLC3A2	-1.4941
OR13A1	0.5265
SLC5A10	4.5285
RAD50	1.0015
IER5	0.199125
MTHFD1L	-1.473625
MBTPS2	-0.0615
MVK	0.4275
NCL	-0.8652
PSMD10	-0.81775
MOBP	0.48225
FLJ32894	1.2355
HRH1	0.780833333333333
C5orf30	-0.99425
NUDT16L1	1.2587
RASGRP3	5.35783333333333
PRKRIP1	-0.6371
CCDC75	-0.55675
LOC253970	0.623
KIAA1239	-0.39275
MED21	-0.63975
SYT11	1.74291666666667
NTSR2	-1.0015
EGFL11	-0.2555
CXorf59	0.8835
OR2A25	0.475
SPTBN2	-2.05475
LRMP	0.682833333333333
RNF111	0.8425
PTH	-0.002
LOC619208	1.47833333333333
KIAA0895	1.347
RANBP5	-1.047125
P2RY10	0.885833333333333
NME5	5.15533333333333
DDX21	-1.175
LRSAM1	-0.072
HDAC11	0.0223333333333333
VMO1	3.03475
NOLA2	-0.071
ADAR	-0.00641666666666666
MTO1	-0.381166666666667
SF4	-0.270833333333333
P2RX1	0.483666666666667
HBM	0.946
EN2	1.4515
C14orf172	-0.671
TM9SF2	0.4408
INHBE	-1.00966666666667
TCTE3	-0.301333333333333
TOX2	-1.63825
CTAGE3	0.311375
HBB	5.7124
MED15	-0.667666666666667
CASR	0.6405
C6orf66	-0.889333333333333
MTPN	-0.201
UNC50	-0.01375
C21orf33	0.84975
IRF2	1.627125
PGR	-2.77166666666667
GPR84	3.1805
CROCCL1	-1.2925
SRPX	-2.7655
BRE	1.068
FGF10	-0.046
SDC3	-1.08466666666667
ZRSR1	-0.234166666666667
DKFZP434P211	-0.506875
SOX6	1.1965
RPUSD2	-0.669
C14orf173	0.4925
MAPK11	-0.181
TBC1D22A	0.404
FAM123A	-0.877
COL4A6	-4.185
TOMM70A	1.01
NAB1	0.81025
MGC16385	-0.61175
TSPAN18	2.34583333333333
MED31	0.1105
PLG	-0.46
CAPSL	1.4525
ZNF532	0.5822
ASB14	-0.18325
CA8	-2.0925
NUDT16P	1.40866666666667
SLFN11	0.2645
LRRIQ2	-0.873875
NOL7	-0.389166666666667
BRMS1L	-1.04075
JARID1A	-0.0485
PANK2	-0.431
ICAM3	0.63775
MDS1	-0.171
TAF8	0.217
RNF139	-0.12025
ZNF594	-0.355166666666667
ADAM8	1.345375
SFTPC	-0.02425
MAN2B2	0.789625
RGS12	0.9725625
EIF1AY	0.583333333333333
LRRIQ1	1.18
GPR150	1.6935
CCDC21	-1.873
PRRG3	0.2515
SAA4	-3.88325
RAPGEF5	3.647125
ZCCHC2	-0.0904166666666667
MGC39372	0.4495
PPP4R2	-1.1845
CDCA2	-1.28966666666667
OR4D5	0.1285
PTGFRN	0.00810000000000001
SIGLEC5	2.05433333333333
C19orf61	-1.29616666666667
NMUR2	0.274
KIAA1586	-0.8615
DAGLA	-0.838666666666667
CHCHD6	-0.266
GPR32	0.349
NEUROD6	0.1925
SLC2A4RG	0.8350625
CA5B	-0.06775
FBXL3	1.21475
MPHOSPH9	-1.37075
HMG2L1	-0.143
HCN4	1.04616666666667
CEACAM19	0.44825
SH2D4B	0.8385
HFE2	-0.399
TGM4	0.0384
LYPD2	1.229
TBC1D15	0.55025
MRPS21	-0.3605
NONO	-1.0266
CLEC5A	2.56725
ITCH	-0.2611
MGAT3	0.662166666666667
MBP	0.57525
RPP25	-1.65325
SOSTDC1	0.521
HRC	1.02675
TRIM48	0.233
TMEM133	2.2895
ECEL1P2	-0.83175
HOXC11	-0.865
DOK5	-0.22
HELZ	-0.324666666666667
LOC348180	-0.48525
MGC33894	0.4605
ADRB3	0.637
DMD	-0.0699166666666666
PTRH2	-1.1815
MPEG1	4.136
NDUFA12	0.38
KRTAP2-4	0.120583333333333
STAMBPL1	0.3125
ADCY2	2.48733333333333
UNQ6125	0.508
KLHL20	0.5715
SRM	-1.1735
OTC	0.33
TMIE	0.443
SNX8	0.406
LIPK	0.2395
CHURC1	-0.68675
KLC2	0.1895
HDAC1	-0.586666666666667
FAM128A	0.302
FNDC3B	0.3075
MTCP1	1.05583333333333
WFDC10B	0.1307
PCDHGB3	-0.184
ATRNL1	-1.9418
CAV2	2.072375
MED26	-0.773666666666667
DUS1L	0.05925
CHRM3	-0.67025
NEK9	-0.42025
WARS2	1.20175
TBX22	-1.705
TOMM40	-1.14775
RP6-213H19.1	-3.29883333333333
TUBGCP5	-0.6885
IGSF6	5.74325
TPPP	0.994666666666666
UNQ6190	-0.00700000000000001
GSTM5	2.073875
BTD	0.0721666666666667
PDCD1LG2	0.0795
SNRPB2	-0.992333333333333
ERICH1	0.4115
APOA4	-1.27525
HOXA11	-1.8765
NARG1	-0.406
MKX	-0.27775
RAB28	-0.217714285714286
PKP3	-3.44725
SH3GL2	-3.20375
CTSO	3.81575
RPN2	-0.174
IL28RA	0.290666666666667
SFMBT1	-0.726
WDR57	-0.887625
FER1L3	0.245583333333333
HSF5	0.453333333333333
TTC9B	-0.216
C4BPA	-3.41633333333333
ALB	-3.96171428571429
SORBS3	0.958875
UPF2	0.07
JPH1	-1.306
AGBL2	1.17325
DOPEY1	1.6385
TERF1	-0.290666666666667
KIF22	-1.00966666666667
NINJ1	1.3715
SEC61A2	-0.855333333333333
HIST1H1D	-0.7125
SFXN4	0.6835
UCP3	0.3688
ZNF703	-0.132
MYL6B	0.8575
TREM1	2.49725
OR52E6	0.7445
CKMT2	1.13125
HLA-C	3.506375
SLC13A3	-2.39683333333333
TIMP4	0.0865
SLIT2	-0.406
RSF1	-0.575777777777778
LONRF1	-0.951214285714286
MON1A	-0.3595
CACNG6	-1.335
DPPA4	-4.659
ZSWIM3	0.85675
ZNF804A	0.787166666666667
CCIN	0.3995
SLC25A31	0.3045
KCNMB4	-0.32275
RABL5	0.965625
GALNS	0.1824
STX6	0.26575
HIST1H1C	0.256
CIDEB	1.53925
CASP4	1.2545
PDK3	-0.4969
KCNJ11	-0.181
TPR	-1.36125
ZSCAN20	-1.2965
MTX2	-0.502
HIST1H2BH	-0.573
LOC283767	2.86725
LYRM7	-0.619388888888889
BRD3	-2.0805
HIST1H2BO	-0.646
MAGEB10	-0.324
SLC45A1	1.1735
SERPINA3	-2.7959
KIAA0143	0.98925
KCNJ16	7.87216666666667
KRT79	-1.26
FABP2	0.06925
NUT	-0.364333333333333
ZNF57	-0.9545
FBXL4	0.410875
CLEC9A	4.4105
UGT8	1.435
BMP2K	0.76025
MAPK4	-3.4935
SLC25A23	0.5523
HINT1	1.4393
KRTAP13-1	1.264
SFXN5	-0.7188
CHCHD2	-0.0419166666666667
FAM3D	2.5765
NDP	-4.47375
RHOBTB1	2.39116666666667
SLC4A4	3.929625
RPL38	-0.4
HTF9C	-0.130833333333333
AP2A2	0.772625
ZBTB46	0.6535
MAP7D1	-0.33875
AOX1	0.220333333333333
CYR61	0.48025
DTNA	-1.269
JRKL	0.40225
TMOD3	-0.882
EEA1	-0.6356
ADCK5	0.204
IL1R1	1.02533333333333
KLK3	0.447928571428571
HRSP12	1.71975
KTN1	-0.5545
LOH11CR2A	0.529
RELL2	-1.431
MAB21L1	0.287
C20orf59	-1.154
PHKB	0.23175
ADAM2	-2.20716666666667
TBC1D8B	2.65
FAM13A1	1.2200625
LAPTM4B	-1.52025
LCN8	0.1015
TMEM147	-0.00549999999999999
SYT4	-0.392166666666667
XPO7	-1.447
C9orf62	1.92625
GPR75	-0.5055
TRIM5	0.868625
APOC1	0.907666666666667
RNASE4	0.793833333333333
PARD6B	-0.915375
ARID1A	-0.7
TPD52L3	0.2229
RRAGB	1.15183333333333
RCN2	-1.119
HIST2H2BE	-1.1826875
STARD7	-0.0665
SHMT2	-0.61825
KIAA1751	0.165666666666667
MLYCD	0.70775
LOC162632	-0.6226
UQCRH	-2.18375
RP11-217H1.1	0.5806875
SDHA	-1.00083333333333
NCLN	-0.5109
ZNF17	0.356
RCBTB2	0.9865
VEGFB	0.9291
RP4-747L4.3	0.83575
COLQ	-0.1099
MPN2	-0.654333333333334
DRG2	-0.20975
KLRB1	7.0495
ALPK2	3.51825
DNASE2B	1.23875
FLJ23834	0.452833333333333
AXUD1	-0.372166666666667
SAFB	-0.423
NSUN4	0.17375
RFX2	0.438666666666667
MAPK8IP1	-0.248333333333333
FANCD2	-2.39735714285714
ANKZF1	-1.175
C19orf50	-0.78675
DUSP8	0.942625
SENP5	-0.55225
NFKBIL2	-0.8345
LBR	-0.5895
IGFL1	-0.105
LZTS2	-0.741
IL2RG	0.634125
CCDC51	-0.24
KLF3	0.6255
ANKRD37	0.7975
KCTD14	2.62166666666667
FZR1	-0.379
SLC44A4	2.4383
ESPL1	-1.343875
GMPR2	-0.3947
TBC1D19	0.623833333333333
ERGIC1	2.02851851851852
ERBB4	-1.7737
TSPAN32	0.71775
MAP4	-0.415125
GPHN	-1.33625
SLC6A2	-0.172875
HIVEP1	-0.1715
DFFB	-0.7207
EIF4EBP2	0.757375
DMRT1	-0.25175
HSPB6	-0.71775
IER2	-0.6835
AIFM1	0.861
WWC2	0.477
MRPL4	0.00150000000000003
FLJ21062	1.603
EPB41L4A	3.1455
SH2D6	0.20025
TAF4B	-0.9445
GAL3ST3	-0.0925
MALT1	0.218166666666667
RTDR1	4.096
ARVCF	-0.04675
MEX3B	-1.98966666666667
FBXO16	1.1165
KIF7	-2.49575
C1QC	5.00483333333333
ZNF783	-0.910666666666667
ZNF85	-0.96925
MMP13	-0.7805
KIAA0329	-0.131875
RTP3	-0.485
ZBED3	-0.7025
CLGN	-4.3895
SLC25A37	-1.29908333333333
hCG_18290	-0.50475
OR5AS1	0.353
SMARCC2	0.78875
FAM109A	-0.198666666666667
CCDC12	-0.59175
USF2	0.3715
DEPDC7	0.9515
C20orf24	-0.929
JMJD3	0.34
DSP	-1.08
SLIC1	0.890125
FAM20A	0.199125
IRF2BP2	-0.042375
ZNF230	0.2315
MSN	0.9715
SLC9A5	-1.6535
EPDR1	0.5838
MUSK	-0.211
ZNF434	-0.181666666666667
SMARCD1	-0.2395
ZFP106	-0.24825
ZNF347	0.0641
GTF2E1	-0.4825
RY1	-0.0821666666666667
ATAD2B	-0.387125
ARHGAP17	0.217
KCNIP3	-1.33025
