Hybridization REF	TCGA-A3-3383-01A-01R-0864-07
FLJ13224	-0.151
USP9Y	1.61516666666667
C7orf53	0.589
LRP1B	-0.183
XAF1	2.9218
ABCG8	-1.5
ANKDD1A	-0.756833333333333
DAND5	0.3485
SPAG6	0.177166666666667
LINCR	3.36575
ZDHHC22	-1.364875
CCDC60	0.8465
THOC7	-1.693
TCTA	0.56
OR8K3	0.08525
NY-REN-7	2.96675
B2M	2.75816666666667
C6orf141	-3.356625
LPPR4	-0.77625
SQLE	-2.642625
SEPHS1	-1.03
BTBD14B	-0.0633571428571429
PLRG1	0.14275
SPG7	-0.2569375
ZNF614	0.0361666666666667
PARD6G	1.211
INPP5B	-0.5438
GRPEL2	0.20425
PPID	-0.9152
TRIM56	0.60875
UBE2J1	-0.2175
IL20RA	-1.21625
LOC387856	0.15125
C1orf107	0.7865
UTS2R	1.1815
C19orf22	-0.74275
SAFB2	-0.018875
KIAA0652	-0.24925
KLRG1	0.777666666666667
MS4A8B	0.321
FRAG1	-0.20775
KIAA1546	0.745
E2F4	-1.368
CLEC4M	0.6468
BTBD14A	-0.778
KIAA0999	0.425
GYPA	-2.51466666666667
TAC1	-0.5865
TRAIP	-2.63433333333333
KIAA0232	0.6076
ERCC8	-1.221
GPX4	0.636125
KIAA0368	0.108375
GPR157	-1.16566666666667
CTAGE4	1.3665
C9orf30	0.0213333333333333
OR52A1	0.1355
HSP90B3P	0.078
ALG9	-0.00850000000000001
BTBD10	0.5365
SDK2	0.0055
BAIAP3	-1.54225
RABGGTB	-0.46975
ANKRD40	0.205
KRT74	0.4395
CALCOCO2	1.29378571428571
SNCA	-1.99575
TMSL8	-4.28175
C2orf53	-0.3265
ESRRB	-0.211
ARHGAP26	0.3685
TDRD9	-1.42375
HRAS	-0.644833333333333
KLRC4	-1.004
JAGN1	-0.1975
BSDC1	0.849
RNF43	-1.6406
NDUFAF1	0.03375
PHF12	0.4075
OR1L3	0.23525
FOLR2	2.69041666666667
LYZL6	0.267833333333333
tcag7.1260	-0.1215
WSB1	0.46
PROS1	3.0912
OSTN	0.479
PSMB8	2.15325
SOCS4	-0.508625
DDIT4L	6.41125
MAS1	-0.6905
MGC34796	0.578
CSHL1	0.0521666666666667
TBCCD1	-0.0845
ZBTB7C	-0.4045
AP2S1	-0.7925
P15RS	-0.464
VAT1	0.2974
SHANK3	2.49533333333333
TUFM	-0.109333333333333
THEG	-0.59175
KRT34	-1.27075
SGSM3	-1.174625
TOMM22	-0.577
SOCS3	-0.164333333333333
CPO	1.4675
POP4	0.5465
BHLHB3	4.196
MALL	3.0125
OR1B1	0.366
PARK2	1.80983333333333
GPR124	0.383625
LCE1E	-0.099
RUVBL2	-1.3845
CGRRF1	1.0166
ACPL2	0.9795
WNT10B	-1.715125
BAIAP2L2	1.654875
ISCA1	1.0995
C1orf125	0.364
RPAP1	-0.89775
RAI16	-1.0685
RPL27	-0.262625
NLRP9	0.4425
EPN1	-0.0105
LOC388610	-3.466625
SLC35A1	0.9692
GAL	-4.87925
SLC14A2	0.359
RDH11	0.0661666666666667
FAM138F	-0.2565
AUH	1.301
FLJ40243	0.372
C14orf129	-0.5385
MBD2	-0.4
ABHD14B	-0.283125
PIGT	-0.182875
ALS2CR4	-0.586375
ALAS1	-0.9895
FOXO1	1.56783333333333
CRLF3	-0.1405
C20orf107	-0.0115
FARS2	0.04175
CCDC28A	2.166
NPHP3	0.55625
OR13F1	0.413
TSEN54	-1.61875
DEFB106B	0.2522
OR8B4	1.1905
STH	1.44375
ZC3H14	-0.77225
CBX2	-0.878
TMEM49	-1.18275
C6orf21	0.481
FLJ20920	-1.78675
CRTAP	-0.0422142857142857
DDX50	0.33475
STYXL1	-1.42325
BLVRB	-0.136666666666667
LOC147650	-0.0281666666666667
MMP24	0.6255
GRID1	0.00483333333333334
BANF1	-1.43066666666667
CTAGEP	1.18175
HMBS	-2.64475
SLC25A24	0.0608333333333333
C14orf50	-0.6395
MRO	0.746666666666667
SLC25A15	-2.00975
FAM84B	0.9587
TDP1	-0.5425
C16orf78	0.2218
C11orf57	0.045625
RFK	1.302875
ZFYVE9	-1.030875
STCH	-0.3539
WIBG	-0.38875
LOC283871	-1.11083333333333
GBA2	-0.8817
NDUFB3	-0.67925
HSD17B13	0.83525
GRIN3A	1.3758
FMNL1	-1.14383333333333
SEPT7	-0.0835
GNLY	4.953
GRAMD1C	2.10566666666667
ZNF165	-0.743
USP38	0.2295
FAM83A	-3.57933333333333
C14orf24	0.66
ARMCX3	1.889625
ARHGDIB	1.00333333333333
AK1	-1.141625
KIAA1045	0.7115
DNAJB13	0.0821666666666667
NEU2	-0.755
HIST1H4B	-0.6365
FAM20B	-1.0873
HES2	0.2575
FAM73B	-0.8537
LOC388381	0.1845
INTS7	-1.61727272727273
AMPH	-0.27775
ZNF775	-0.436
UCKL1	-0.4525
C10orf97	0.67725
C1orf161	-0.36075
ALDH1L1	3.664
FLJ39378	-0.46525
SLC23A1	0.4435
RBM4B	-0.14975
THAP4	-0.3965
OGFRL1	1.128
KIAA0831	0.61875
PPP1R15A	-0.979666666666667
C1orf96	-1.6485
C12orf11	-0.68725
BMF	0.463
MAN1A1	-0.116125
KIAA1600	1.11283333333333
NLGN4X	-0.31425
ALOX12	-1.18116666666667
RB1CC1	0.4215
NEIL2	0.2367
EIF4E	-0.240590909090909
ABHD5	-0.84525
EXOC4	0.176166666666667
CIP29	-0.272833333333333
BATF2	3.36475
SLC29A4	0.8705
HTR4	0.1805
EMB	-0.54275
TRAF6	1.105
LMNB1	-2.60525
FAM19A5	-1.23275
SHE	3.0855
PIK3C2B	0.923
C15orf15	0.0054
USP15	0.05
TCEAL2	-0.68825
C5orf39	1.18666666666667
PTGER2	0.6285
SLC31A1	-1.3995625
IFT172	0.0255
ADAM29	-0.08225
GFOD1	0.61475
ST7L	1.01166666666667
C15orf26	-2.8815
PKN3	-1.394
CNTD1	-0.431666666666667
COMMD1	0.861625
NTRK2	3.25783333333333
FOXN3	1.284125
MFGE8	-0.4997
PFKFB2	0.148166666666667
TAS2R4	-0.62
ENTHD1	-0.351333333333333
PRMT5	-0.61075
MGC16384	0.730625
LOC442229	-0.67825
TSKU	-1.717125
KRTCAP3	0.0975
PDLIM1	1.3968
KCNS2	0.26575
RNF126	-0.259166666666667
CEP63	-0.522
CLIC4	2.02975
hCG_1990170	5.7775
ACR	1.3966
KLK7	-0.43525
ALOX5AP	4.454875
RIPK3	2.485
TAS2R9	0.0045
C19orf18	0.319
BIRC6	-0.2435
ZNF16	0.0565
RFT1	-1.912
SLC8A2	-1.05475
TACC1	1.6455
ITGAD	1.5225
SAMHD1	1.92125
SH3PXD2B	-0.4018
EPC2	0.86075
C20orf85	0.3095
ATP13A2	-0.957
KRT4	0.398375
CAPNS1	-0.57
MDM2	0.251666666666667
PCDH20	1.32825
KCNK9	0.466
OR2C1	-0.068
KLHDC3	-1.43533333333333
IPPK	-0.97
EFHD2	-0.024375
GALR3	0.969
NBEA	1.072
ABCA6	1.3702
CLDN3	0.226666666666667
AKT2	-0.877642857142857
EGFR	2.0302
RBM16	0.565625
ZDHHC3	-0.7703
SLC25A4	0.718666666666667
CYB5B	-0.979666666666667
CPXM1	-2.38475
NDRG1	2.25061538461538
FLJ43826	0.52475
OR5L2	-0.356333333333333
FARP2	-0.4013
MRPL46	-0.18075
LDHAL6B	0.0615
MAPKAPK3	-1.6655
NCAM2	-3.93466666666667
PRKD2	-0.108333333333333
ZFP36L1	1.3567
CYSLTR1	0.71625
OR4C3	0.07875
HIST1H2AJ	-0.1305
CCNB2	-4.10911111111111
ZNF10	-0.110625
TMEM175	0.203
FAM134A	0.576833333333333
TIGD4	0.7885
PCNP	1.1555
MGC39715	0.495
LQK1	-0.11125
CREB1	0.1344
TMPRSS3	-2.194
C4orf32	0.717625
LAT	-0.773166666666667
KCNA3	-0.511
SKIV2L2	-0.423
ROPN1B	-4.374
tcag7.23	-0.232
CDT1	-3.135125
ZHX2	1.833
CD28	-2.586
ZNF624	0.7125
SEPT2	-0.307
SOHLH2	-1.85328571428571
MCOLN3	-0.69375
UNQ1945	0.762
MASP2	-1.0775
ZNRF3	1.0298
GPATCH3	-0.14525
AGL	0.03675
QRICH2	-1.2145
PSD4	-0.424
CCNB1IP1	-0.0165
ENPP7	0.151
OBFC1	0.64475
KCNG3	-2.26075
C14orf79	0.403833333333333
ENPEP	6.86683333333333
SCT	0.6
SKI	0.924875
SEC61G	-0.496
CAPN11	0.0695
ATXN7L3	-0.84775
DBNDD1	-0.408666666666667
FAIM	1.0655
ANKRD36	-0.8625
GABRP	-0.794
TACSTD2	-1.8765
EIF3J	-0.99725
PPP2R2A	0.1805
TEKT4	0.180833333333333
PVALB	-4.4285
F10	-2.783
FAM134C	0.922
COMP	-0.89975
EFCBP1	-0.64175
SCLT1	0.375875
TAL1	-0.1498
ACSL1	2.3915
ABCC5	-0.637
ABL1	-0.735222222222222
RBBP7	-0.75775
PTPRG	1.051375
NCOR1	-0.0897
SPINK4	-2.47366666666667
TXNRD1	-1.2395
TNRC15	0.256375
C9orf138	1.263125
UBE2H	0.2985
BRDT	0.078
C8orf31	0.0645
CCNE2	-2.93736363636364
SLC6A8	0.8525
CALCR	-1.1825
PPP1CB	1.49625
ABHD8	-0.4845
ARF5	-1.6513
SLC24A4	1.07725
CCT3	-0.86575
ZNF121	-0.647625
SLC3A2	-1.6309
OR13A1	0.2955
SLC5A10	4.29425
RAD50	0.377875
IER5	0.334625
MTHFD1L	-1.9425
MBTPS2	0.1605
MVK	-0.3715
NCL	0.0498
PSMD10	0.08875
MOBP	0.363125
FLJ32894	1.069
HRH1	0.5705
C5orf30	-0.83625
NUDT16L1	0.8511
RASGRP3	5.439
PRKRIP1	-0.5363
CCDC75	-0.98425
LOC253970	0.09425
KIAA1239	1.271
MED21	-0.32375
SYT11	1.63533333333333
NTSR2	0.165
EGFL11	0.005
CXorf59	0.587
OR2A25	0.4395
SPTBN2	-2.0495
LRMP	2.02016666666667
RNF111	1.23825
PTH	0.155
LOC619208	0.898166666666667
KIAA0895	1.681
RANBP5	-0.60225
P2RY10	1.7735
NME5	3.91316666666667
DDX21	-1.78225
LRSAM1	-0.9045
HDAC11	-0.328166666666667
VMO1	2.7475
NOLA2	-1.22116666666667
ADAR	0.0740833333333333
MTO1	0.0336666666666667
SF4	-0.990666666666667
P2RX1	0.182
HBM	0.42475
EN2	1.4675
C14orf172	-0.99825
TM9SF2	0.2429
INHBE	-0.402666666666667
TCTE3	-0.174583333333333
TOX2	-0.4185
CTAGE3	1.028
HBB	6.1622
MED15	-1.18316666666667
CASR	2.292
C6orf66	-0.7705
MTPN	-0.381875
UNC50	-0.11275
C21orf33	0.676875
IRF2	1.1245
PGR	-2.57183333333333
GPR84	2.16
CROCCL1	-1.23325
SRPX	-4.55825
BRE	0.993
FGF10	0.426666666666667
SDC3	-0.0926666666666667
ZRSR1	-0.261666666666667
DKFZP434P211	-0.220125
SOX6	0.104
RPUSD2	-0.98275
C14orf173	0.0304166666666667
MAPK11	-0.313166666666667
TBC1D22A	0.754
FAM123A	-0.617
COL4A6	-3.40333333333333
TOMM70A	0.66075
NAB1	0.690625
MGC16385	-0.8935
TSPAN18	0.896666666666667
MED31	-0.166
PLG	4.496
CAPSL	0.5175
ZNF532	1.6228
ASB14	-0.082
CA8	-2.31125
NUDT16P	1.52766666666667
SLFN11	1.0975
LRRIQ2	-0.76025
NOL7	-0.231
BRMS1L	-0.1885
JARID1A	0.277
PANK2	-0.37425
ICAM3	0.05325
MDS1	0.37525
TAF8	-0.1335
RNF139	0.6775
ZNF594	0.114
ADAM8	1.15425
SFTPC	-0.25625
MAN2B2	0.038
RGS12	0.9631875
EIF1AY	1.041
LRRIQ1	0.0966666666666667
GPR150	1.51875
CCDC21	-1.86983333333333
PRRG3	0.21775
SAA4	-4.59975
RAPGEF5	4.1905
ZCCHC2	0.57825
MGC39372	1.432
PPP4R2	-1.03933333333333
CDCA2	-2.132
OR4D5	-0.0251666666666667
PTGFRN	-1.0161
SIGLEC5	2.10616666666667
C19orf61	-1.24016666666667
NMUR2	0.2505
KIAA1586	-0.773833333333333
DAGLA	-0.174833333333333
CHCHD6	-1.12975
GPR32	0.2775
NEUROD6	0.0993333333333333
SLC2A4RG	0.2895625
CA5B	0.38275
FBXL3	2.25325
MPHOSPH9	-0.903
HMG2L1	0.17525
HCN4	1.02583333333333
CEACAM19	0.82175
SH2D4B	1.48116666666667
HFE2	-1.0735
TGM4	-0.256
LYPD2	0.12075
TBC1D15	0.956
MRPS21	-0.9138
NONO	-1.2013
CLEC5A	1.83425
ITCH	0.238
MGAT3	-0.32
MBP	0.0759999999999999
RPP25	-1.4175
SOSTDC1	-3.41175
HRC	0.66725
TRIM48	-0.229
TMEM133	3.801
ECEL1P2	-0.846
HOXC11	-0.303
DOK5	-0.10675
HELZ	0.390166666666667
LOC348180	-0.64375
MGC33894	0.39925
ADRB3	0.109
DMD	0.0695
PTRH2	-1.201
MPEG1	4.08233333333333
NDUFA12	0.670833333333333
KRTAP2-4	0.263333333333333
STAMBPL1	1.258
ADCY2	-0.4015
UNQ6125	0.4215
KLHL20	0.211333333333333
SRM	-1.77
OTC	0.12525
TMIE	1.1835
SNX8	0.000249999999999993
LIPK	-0.133
CHURC1	-0.214
KLC2	0.138
HDAC1	-0.692333333333333
FAM128A	-0.180166666666667
FNDC3B	0.5432
MTCP1	2.26033333333333
WFDC10B	-0.0856
PCDHGB3	0.1955
ATRNL1	-2.47333333333333
CAV2	2.675125
MED26	-0.3425
DUS1L	-0.782
CHRM3	-0.54375
NEK9	-0.5485
WARS2	-0.322
TBX22	-1.0115
TOMM40	-1.6335
RP6-213H19.1	-1.73033333333333
TUBGCP5	-0.656
IGSF6	5.34975
TPPP	1.612
UNQ6190	-0.382
GSTM5	-0.780625
BTD	0.196333333333333
PDCD1LG2	0.580166666666667
SNRPB2	0.0691666666666667
ERICH1	0.64675
APOA4	-1.7575
HOXA11	-2.0505
NARG1	-0.114
MKX	-0.7905
RAB28	-0.283785714285714
PKP3	-4.06
SH3GL2	-1.926
CTSO	3.91525
RPN2	-0.2931875
IL28RA	0.734833333333333
SFMBT1	-0.07125
WDR57	-1.19825
FER1L3	0.973833333333333
HSF5	0.149166666666667
TTC9B	-0.00225
C4BPA	-3.93533333333333
ALB	-4.50061538461539
SORBS3	0.751375
UPF2	0.178
JPH1	-1.0305
AGBL2	1.65175
DOPEY1	1.9685
TERF1	-0.00533333333333331
KIF22	-1.46283333333333
NINJ1	0.621
SEC61A2	-0.677
HIST1H1D	-1.03233333333333
SFXN4	0.31
UCP3	0.6161
ZNF703	0.0248333333333333
MYL6B	0.7405
TREM1	0.93025
OR52E6	0.5535
CKMT2	0.19125
HLA-C	3.307875
SLC13A3	-2.09716666666667
TIMP4	0.392
SLIT2	-1.00225
RSF1	-0.0761666666666667
LONRF1	-0.485857142857143
MON1A	-0.764333333333333
CACNG6	-1.4215
DPPA4	-5.91033333333333
ZSWIM3	-0.07575
ZNF804A	-0.2518
CCIN	0.81275
SLC25A31	1.06366666666667
KCNMB4	-0.287
RABL5	0.472375
GALNS	-0.1813
STX6	0.08775
HIST1H1C	-1.12566666666667
CIDEB	1.459875
CASP4	1.13066666666667
PDK3	-0.722
KCNJ11	0.1145
TPR	-0.766875
ZSCAN20	-0.3
MTX2	-0.4175
HIST1H2BH	-0.0385
LOC283767	2.33725
LYRM7	-0.532529411764706
BRD3	-2.18733333333333
HIST1H2BO	-0.04225
MAGEB10	-0.098
SLC45A1	0.797
SERPINA3	-3.48965
KIAA0143	1.31275
KCNJ16	7.7145
KRT79	-0.59025
FABP2	-0.11225
NUT	-0.8525
ZNF57	-1.17875
FBXL4	0.623625
CLEC9A	4.379
UGT8	2.312
BMP2K	0.09225
MAPK4	-3.87825
SLC25A23	0.2193
HINT1	0.0371
KRTAP13-1	0.5695
SFXN5	-0.8709
CHCHD2	-0.159
FAM3D	1.6785
NDP	-3.693
RHOBTB1	2.46833333333333
SLC4A4	4.0635
RPL38	0.41625
HTF9C	-0.7195
AP2A2	0.5085
ZBTB46	0.105
MAP7D1	-0.5865
AOX1	1.58033333333333
CYR61	1.23083333333333
DTNA	-1.49671428571429
JRKL	1.69575
TMOD3	-0.36125
EEA1	0.198
ADCK5	-0.8105
IL1R1	1.0195
KLK3	0.513
HRSP12	2.327
KTN1	0.01
LOH11CR2A	-0.6052
RELL2	-2.44025
MAB21L1	0.071
C20orf59	-0.898166666666667
PHKB	0.17175
ADAM2	-1.82216666666667
TBC1D8B	4.10133333333333
FAM13A1	1.3636875
LAPTM4B	-1.13016666666667
LCN8	0.3355
TMEM147	-0.57
SYT4	-0.394666666666667
XPO7	-1.272
C9orf62	1.59025
GPR75	-0.4765
TRIM5	0.967625
APOC1	-1.50783333333333
RNASE4	2.368
PARD6B	0.0676249999999999
ARID1A	-0.478666666666667
TPD52L3	0.0443333333333333
RRAGB	1.38116666666667
RCN2	-1.20716666666667
HIST2H2BE	-0.845875
STARD7	0.1455
SHMT2	0.947
KIAA1751	0.2142
MLYCD	1.274875
LOC162632	-0.4104
UQCRH	-1.47125
RP11-217H1.1	0.980625
SDHA	-0.563833333333333
NCLN	-0.7434
ZNF17	0.362
RCBTB2	1.79625
VEGFB	0.6878
RP4-747L4.3	1.15825
COLQ	0.2076
MPN2	-1.60983333333333
DRG2	-1.20675
KLRB1	6.79325
ALPK2	4.216
DNASE2B	-0.081
FLJ23834	0.623166666666667
AXUD1	0.807833333333333
SAFB	-0.5416
NSUN4	0.163
RFX2	1.26133333333333
MAPK8IP1	-0.272166666666667
FANCD2	-2.48835714285714
ANKZF1	-1.443
C19orf50	-0.95375
DUSP8	1.342625
SENP5	-0.242125
NFKBIL2	-0.8465
LBR	-0.041125
IGFL1	-1.1085
LZTS2	-1.4065
IL2RG	-0.0915
CCDC51	-0.89575
KLF3	0.49
ANKRD37	0.9965
KCTD14	2.39083333333333
FZR1	-0.450416666666667
SLC44A4	-0.4442
ESPL1	-1.4445
GMPR2	0.2884
TBC1D19	1.17733333333333
ERGIC1	1.73
ERBB4	-1.2667
TSPAN32	-0.0580833333333333
MAP4	-0.340625
GPHN	-0.5355
SLC6A2	0.09275
HIVEP1	0.0625
DFFB	-0.5239
EIF4EBP2	1.051
DMRT1	-0.266666666666667
HSPB6	-0.39125
IER2	-0.415
AIFM1	1.268
WWC2	1.31741666666667
MRPL4	-0.696
FLJ21062	1.85666666666667
EPB41L4A	2.896
SH2D6	0.2665
TAF4B	-0.7305
GAL3ST3	0.0365
MALT1	0.388
RTDR1	3.93475
ARVCF	-0.894
MEX3B	-1.7735
FBXO16	0.32
KIF7	-3.21825
C1QC	5.16233333333333
ZNF783	-1.32116666666667
ZNF85	-0.64675
MMP13	-0.8035
KIAA0329	0.26325
RTP3	-0.035
ZBED3	0.11925
CLGN	-2.86075
SLC25A37	-0.355125
hCG_18290	-0.42175
OR5AS1	0.086
SMARCC2	0.770333333333333
FAM109A	-0.284666666666667
CCDC12	-1.65575
USF2	-0.2825
DEPDC7	2.2065
C20orf24	-1.28933333333333
JMJD3	0.3675
DSP	-1.44885714285714
SLIC1	0.54175
FAM20A	-0.626875
IRF2BP2	1.05675
ZNF230	0.5215
MSN	1.06878571428571
SLC9A5	-1.426
EPDR1	0.6403
MUSK	0.110666666666667
