Hybridization REF	TCGA-B8-4151-01A-01R-1188-07
USP6NL	-0.741125
ABCD4	1.84983333333333
DIMT1L	-1.22575
TEK	2.783875
SLC25A46	0.275
LARP7	-1.0707
CD160	1.562
MT1JP	-1.54766666666667
PHF20	-0.7685
CPNE4	-1.252
GTPBP1	-1.07992857142857
RAB33B	2.3225
ALDOC	-0.318
ZNF212	-1.2265
NUDT1	-2.07233333333333
RFPL2	-0.6075
ZNF83	0.4055
GDPD5	-1.88025
PDCD4	1.0878
CEP350	-0.65125
OR10A2	0.39275
CST7	0.4825
CIAO1	-0.41975
SELL	0.9775
OR8J3	-0.36
LTBP4	-0.719833333333333
SIRT6	-0.573
CCL19	1.96925
PPIL1	-0.627333333333333
GBP7	1.3742
STK17A	-1.0854
ABR	-1.4365
OR9G1	-1.0685
FOXE1	-0.643
CNGA3	-0.3745
GML	-0.9885
CD38	-2.695
ZDHHC6	0.875333333333333
NEFH	-3.04425
CTDSP2	-0.166333333333333
PGBD5	-1.22183333333333
CCNY	0.451071428571429
RMND5B	-0.3705
ZNF257	-1.65425
FLJ22167	-1.219875
EXOSC7	-1.66466666666667
ROR2	-1.608
MAOA	1.75475
TNNT3	0.1745
GYPC	-0.21175
C7orf33	1.666
PLIN	0.8385
LOC90826	0.7615
RNF4	-0.4633
F8A1	0.515833333333333
PLEKHG4	-1.47175
GRB2	-0.30095
HIST1H2AD	0.23225
DUS3L	-0.708
EIF1	0.855666666666667
RP5-1077B9.4	-1.51016666666667
FPGT	2.2445
GDF10	-0.891666666666667
COQ9	0.19575
GCC2	0.378571428571429
RARRES3	2.722375
PLXNA1	-1.1086
KIAA0100	-0.97
PMF1	0.17925
FNDC1	2.17175
HS2ST1	0.261416666666667
CRELD2	-0.4845
C8G	-1.94
CD82	-1.73025
LIM2	-0.833
UNQ6490	-0.4565
MMP16	-1.81275
DRD3	-0.15775
C5orf26	1.5745
C11orf73	-0.77625
PTP4A2	-0.68125
OR4M2	0.137
HPCA	0.183666666666667
SEC14L1	-0.290833333333333
CHFR	-0.6585
EMILIN1	-0.2245
NDUFS4	0.4185
COL18A1	0.038125
PDZD3	3.5525
C9orf16	-1.20183333333333
ERBB2IP	0.447666666666667
EMX2	7.36475
FUS	-2.62175
TF	-3.558
CLCN4	2.30566666666667
CXorf56	-0.191
C11orf72	0.01675
ELAC2	-1.16525
NPR1	0.0805
ASS1	-0.296166666666667
USP42	-0.42375
POLR2J	-1.24
SEC23IP	0.336
UQCRC1	-0.7925
LOC729603	-0.49675
C1orf71	-0.372875
POLG	-2.51
ADAM23	-4.03675
TFR2	-0.924
RICTOR	-0.705111111111111
MGC39606	1.77625
C19orf55	-0.051625
SNAPC1	-0.0991666666666667
GNA11	0.255125
CCDC52	-0.0231666666666667
FSIP1	0.429
UPF3A	-0.126625
IGSF11	-2.12566666666667
LAGE3	-1.3845
CHST6	-3.6845
UNC13B	0.3645
TTLL4	-2.232375
ZNF687	-0.296125
SDC2	1.2747
COX7A2	0.1305
LAMB4	-0.359
FAM24A	0.152
LRRTM3	-1.04366666666667
GPHB5	0.55725
OR4C13	-0.6085
EIF3EIP	0.736357142857143
HABP4	0.903
TMEM125	3.65
CNTN2	-0.360875
ASNSD1	0.25875
FUT4	0.16725
ACF	2.377
LOC158381	0.817
CDH8	-0.56125
AGPS	0.346833333333333
C4orf18	1.579125
PECI	0.933666666666667
UNG	-0.424625
GSTP1	-2.913
DCUN1D5	-1.672
DKFZP564J0863	-0.25525
SLC9A3R1	0.667625
BCDO2	-0.15525
CHMP7	-0.764
REM2	-0.1995
DNHD1	-0.387125
FKBP4	-2.1365
ZNF350	1.492
MGC11102	0.0335
BST1	2.11125
KISS1R	1.764
NCR2	0.9185
DEFB125	0.5735
UBE2W	1.56775
KRT15	-3.437375
C10orf99	1.4065
SCN11A	-0.04875
GFI1	-2.76825
RDHE2	-1.3305
FHL1	1.82616666666667
OSGEP	0.114666666666667
GATA1	-3.05066666666667
SMC6	-1.63525
TTTY14	-0.78375
LPIN3	0.0205
RPL4	-0.9056
RBPMS	0.7186
PRPF3	-1.1445
EMR1	-1.156
SPATA19	-1.03925
XCR1	0.122
IRX3	1.7006
RBM6	-1.4865
KLF4	0.8251
UNC5CL	3.183
SEBOX	-0.185
BTK	-0.76575
KRCC1	1.64975
C6orf27	0.9205
SYTL5	-1.388
PRND	2.30725
LOC653319	-0.9795
PIGL	-0.7
HUS1	0.092
SFRS6	0.360666666666667
C17orf77	-0.1375
UIMC1	-0.232666666666667
FXYD2	4.4775
LOC283152	0.04375
ZNF667	-0.6765
ZCCHC12	-0.79175
TFEC	6.2627
ATP7B	0.855666666666667
POLD2	-1.66316666666667
RG9MTD1	0.23275
ACOT2	1.44283333333333
HIST1H4I	-0.00200000000000004
PPARGC1A	2.5825
ETFA	0.2102
POLRMT	-1.77825
ZNF146	-1.005375
MIA2	5.9285
KLHL6	-0.504
HOXB5	-0.508875
NENF	1.05033333333333
CUGBP1	0.422
PRSS22	-0.512166666666667
CASC4	1.7963
CUL4B	0.4262
CENPJ	-2.2011
PITX1	-1.75916666666667
FLJ31033	0.740166666666667
CELSR3	-2.81833333333333
ZNF568	0.709
ITSN1	-0.16025
EHBP1L1	-1.44266666666667
C19orf2	-0.29575
DCTN1	-1.12875
LIN28B	-3.05483333333333
TNKS2	-0.12175
C1QBP	-0.130875
CADPS2	0.7565
SRMS	0.946
GJA9	0.3815
MGC24975	0.048
TRIM45	-1.1035
TSP50	0.01275
TCP1	-0.971
TMED7	1.5672
CMA1	0.482
CENPL	-1.8225
PTCRA	0.37
FST	-4.629
VWCE	-0.744
PAWR	-0.498
ABCC12	0.71325
LDLR	-3.2642
ASTN2	1.2204
LOC441212	-0.485125
GPATCH8	-1.07675
TANC2	-1.89658333333333
KIF4A	-3.50775
C18orf18	1.82975
PGM1	0.10525
KIAA0258	2.17325
CPD	-0.443625
SNCAIP	-2.13625
DCT	-3.91216666666667
HLA-DOA	3.49672727272727
OR11L1	0.7175
UPK1B	-0.779333333333333
DNAJB4	1.957625
UGT1A8	6.717
HIST1H4L	0.094
PECR	1.19833333333333
HSPA2	0.206
WFIKKN1	-0.2515
SERP1	0.454
SYDE2	0.87625
TACR2	0.3815
NUP85	-1.633
CD177	-0.330833333333333
LGR5	-2.5365
PIGG	-0.110333333333333
PTHR1	2.28266666666667
RAB5A	-0.8155
FLJ13224	-0.4965
USP9Y	-1.3578
C7orf53	-0.167
LRP1B	-1.24975
XAF1	1.7502
ABCG8	0.2955
ANKDD1A	-0.898333333333333
DAND5	-1.706
SPAG6	-0.0354
LINCR	3.1425
ZDHHC22	-1.64185714285714
CCDC60	0.0715
THOC7	-0.784666666666667
TCTA	1.1822
OR8K3	0.37675
NY-REN-7	0.8025
B2M	2.73616666666667
C6orf141	-2.809875
LPPR4	0.3625
SQLE	-3.82375
SEPHS1	-0.61825
BTBD14B	-0.147785714285714
PLRG1	0.14825
SPG7	-0.5710625
ZNF614	0.761166666666667
PARD6G	2.36183333333333
INPP5B	-1.1271
GRPEL2	0.56625
PPID	-0.7292
TRIM56	-0.926
UBE2J1	0.224125
IL20RA	-1.445
LOC387856	-0.32075
C1orf107	0.432416666666667
UTS2R	1.64325
C19orf22	-0.68025
SAFB2	0.19925
KIAA0652	-0.162
KLRG1	0.387666666666667
MS4A8B	0.3594
FRAG1	-0.15875
KIAA1546	-0.05475
E2F4	-1.4019
CLEC4M	0.510833333333333
BTBD14A	-0.6815
KIAA0999	0.0858
GYPA	-2.7845
TAC1	-0.4206
TRAIP	-2.62433333333333
KIAA0232	0.997
ERCC8	-0.9875
GPX4	1.53525
KIAA0368	-0.2165
GPR157	-0.218
CTAGE4	1.444
C9orf30	-0.201166666666667
OR52A1	1.102
HSP90B3P	0.16
ALG9	-0.5497
BTBD10	0.52425
SDK2	-0.65875
BAIAP3	-1.4735
RABGGTB	0.519875
ANKRD40	0.465666666666667
KRT74	1.386
CALCOCO2	0.957571428571429
SNCA	-3.26375
TMSL8	-1.549875
C2orf53	0.7405
ESRRB	-0.66475
ARHGAP26	-0.26525
TDRD9	0.431
HRAS	-0.295166666666667
KLRC4	-1.438
JAGN1	-0.00466666666666667
BSDC1	0.532
RNF43	-3.0376
NDUFAF1	0.394
PHF12	-0.12425
OR1L3	0.2595
FOLR2	2.3675
LYZL6	0.5565
tcag7.1260	-1.184
WSB1	-0.0933333333333333
PROS1	2.1582
OSTN	0.7295
PSMB8	1.93725
SOCS4	-0.402625
DDIT4L	5.5785
MAS1	0.703
MGC34796	1.111
CSHL1	-0.247333333333333
TBCCD1	0.466666666666667
ZBTB7C	-0.6195
AP2S1	-1.15175
P15RS	-0.0181
VAT1	0.4409
SHANK3	2.33883333333333
TUFM	-0.497333333333333
THEG	-0.78825
KRT34	-1.43825
SGSM3	-1.325875
TOMM22	0.88525
SOCS3	-0.093
CPO	1.1735
POP4	0.401
BHLHB3	3.0895
MALL	0.933
OR1B1	0.5095
PARK2	1.21083333333333
GPR124	0.073375
LCE1E	0.1445
RUVBL2	-1.17725
CGRRF1	1.9778
ACPL2	0.93225
WNT10B	-2.563875
BAIAP2L2	1.629375
ISCA1	1.1085
C1orf125	-0.221
RPAP1	-1.132
RAI16	-1.65233333333333
RPL27	-0.466125
NLRP9	0.1675
EPN1	0.0725
LOC388610	-3.26875
SLC35A1	1.0616
GAL	-4.1215
SLC14A2	0.47875
RDH11	0.551833333333333
FAM138F	0.056
AUH	1.71825
FLJ40243	0.0615
C14orf129	-0.085
MBD2	-0.621166666666667
ABHD14B	-0.360625
PIGT	-0.526625
ALS2CR4	-0.7665
ALAS1	-0.8297
FOXO1	1.04383333333333
CRLF3	-0.505125
C20orf107	-0.66
FARS2	0.296
CCDC28A	2.3465
NPHP3	0.187
OR13F1	0.898
TSEN54	-1.66025
DEFB106B	-0.2891
OR8B4	-1.115
STH	0.52
ZC3H14	-0.864
CBX2	-0.3225
TMEM49	-1.0325
C6orf21	0.3645
FLJ20920	-1.8915
CRTAP	-0.353
DDX50	0.04675
STYXL1	-0.49275
BLVRB	-0.435
LOC147650	-0.625333333333333
MMP24	0.622
GRID1	0.781833333333333
BANF1	-1.3195
CTAGEP	1.267
HMBS	-2.5475
SLC25A24	-0.173833333333333
C14orf50	-0.73325
MRO	1.75966666666667
SLC25A15	-1.45575
FAM84B	1.0155
TDP1	-1.309
C16orf78	0.3055
C11orf57	0.300875
RFK	0.88025
ZFYVE9	-1.219625
STCH	-0.2806
WIBG	-0.217
LOC283871	-1.21466666666667
GBA2	-0.7877
NDUFB3	0.01975
HSD17B13	-0.1305
GRIN3A	0.474833333333333
FMNL1	-2.08666666666667
SEPT7	0.0581
GNLY	3.972
GRAMD1C	3.4415
ZNF165	-0.50625
USP38	0.624
FAM83A	-3.62866666666667
C14orf24	1.27725
ARMCX3	1.2475
ARHGDIB	-0.292666666666667
AK1	-1.04175
KIAA1045	0.592
DNAJB13	-0.594666666666667
NEU2	0.458
HIST1H4B	0.205166666666667
FAM20B	-0.6911
HES2	-0.0765714285714286
FAM73B	-1.2296
LOC388381	0.22325
INTS7	-1.53436363636364
AMPH	-1.26525
ZNF775	-0.322
UCKL1	-0.563
C10orf97	0.61425
C1orf161	0.187
ALDH1L1	4.19425
FLJ39378	-0.651375
SLC23A1	0.882
RBM4B	-0.13425
THAP4	-0.216833333333333
OGFRL1	1.38575
KIAA0831	0.589125
PPP1R15A	-0.914166666666667
C1orf96	-1.68207142857143
C12orf11	-0.61025
BMF	-0.99625
MAN1A1	-0.139125
KIAA1600	0.847
NLGN4X	-0.38075
ALOX12	-1.32333333333333
RB1CC1	0.5667
NEIL2	-0.2031
EIF4E	0.278590909090909
ABHD5	-0.347
EXOC4	-0.164833333333333
CIP29	-0.499333333333333
BATF2	2.1545
SLC29A4	0.608375
HTR4	0.051
EMB	-1.78225
TRAF6	1.51875
LMNB1	-3.1965
FAM19A5	-1.261125
SHE	2.566
PIK3C2B	0.3625
C15orf15	0.7289
USP15	0.173
TCEAL2	1.85725
C5orf39	0.34
PTGER2	-0.86575
SLC31A1	-0.7460625
IFT172	-0.203
ADAM29	0.605333333333333
GFOD1	0.25925
ST7L	1.46216666666667
C15orf26	-2.42275
PKN3	-1.8025
CNTD1	-0.7805
COMMD1	1.17825
NTRK2	1.87675
FOXN3	1.5045
MFGE8	-0.6962
PFKFB2	0.209
TAS2R4	0.457
ENTHD1	-1.292
PRMT5	-1.190125
MGC16384	-0.019375
LOC442229	0.32325
TSKU	-1.74075
KRTCAP3	0.853625
PDLIM1	1.7371
KCNS2	0.7355
RNF126	-0.06
CEP63	-0.234125
CLIC4	2.140375
hCG_1990170	6.08825
ACR	1.952
KLK7	-0.6635
ALOX5AP	2.53875
RIPK3	2.1625
TAS2R9	0.651
C19orf18	0.6255
BIRC6	-0.216928571428571
ZNF16	0.4765
RFT1	-1.89825
SLC8A2	-2.8665
TACC1	1.250625
ITGAD	1.43625
SAMHD1	1.07075
SH3PXD2B	-0.7913
EPC2	0.87075
C20orf85	0.275875
ATP13A2	-0.800666666666667
KRT4	0.4555
CAPNS1	-0.98275
MDM2	0.82775
PCDH20	0.55075
KCNK9	1.6565
OR2C1	0.0955
KLHDC3	-0.899666666666667
IPPK	-0.738
EFHD2	-0.312375
GALR3	1.54875
NBEA	1.8975
ABCA6	0.7501
CLDN3	0.4525
AKT2	-0.369428571428571
EGFR	2.7781
RBM16	0.720875
ZDHHC3	-0.6447
SLC25A4	1.21116666666667
CYB5B	-0.8535
CPXM1	-2.03175
NDRG1	2.98107692307692
FLJ43826	-0.16425
OR5L2	0.4804
FARP2	0.2237
MRPL46	0.17875
LDHAL6B	-0.324
MAPKAPK3	-1.0225
NCAM2	-2.9595
PRKD2	-0.716166666666667
ZFP36L1	0.9343
CYSLTR1	0.28475
OR4C3	0.7835
HIST1H2AJ	0.782
CCNB2	-4.13733333333333
ZNF10	0.31575
TMEM175	0.769
FAM134A	0.757333333333333
TIGD4	-0.886
PCNP	0.52975
MGC39715	0.35875
LQK1	-0.61075
CREB1	0.4078
TMPRSS3	-1.921
C4orf32	0.53075
LAT	-2.23816666666667
KCNA3	0.075
SKIV2L2	-0.825
ROPN1B	-3.76475
tcag7.23	0.1295
CDT1	-3.619
ZHX2	1.171875
CD28	-3.74575
ZNF624	0.56725
SEPT2	-0.225333333333333
SOHLH2	-2.7566
MCOLN3	-1.877875
UNQ1945	1.4155
MASP2	-1.659
ZNRF3	0.5533
GPATCH3	-0.2845
AGL	0.532
QRICH2	-0.751
PSD4	-0.292166666666667
CCNB1IP1	0.45675
ENPP7	2.25
OBFC1	0.53625
KCNG3	-2.91375
C14orf79	0.516
ENPEP	7.41516666666667
SCT	0.6495
SKI	1.179625
SEC61G	-0.54075
CAPN11	-0.76475
ATXN7L3	-1.03475
DBNDD1	-1.27916666666667
FAIM	1.47525
ANKRD36	-0.4575
GABRP	-1.0665
TACSTD2	-2.42966666666667
EIF3J	-0.74775
PPP2R2A	-0.831
TEKT4	0.466166666666667
PVALB	-3.51833333333333
F10	-0.1825
FAM134C	0.7954
COMP	1.637125
EFCBP1	-2.685125
SCLT1	1.1875
TAL1	-0.2105
ACSL1	3.18625
ABCC5	-0.560166666666667
ABL1	-0.424111111111111
RBBP7	-0.596083333333333
PTPRG	0.771625
NCOR1	-0.1843
SPINK4	-1.92766666666667
TXNRD1	-1.9299
TNRC15	0.979125
C9orf138	1.052625
UBE2H	0.675
BRDT	0.231666666666667
C8orf31	-0.437
CCNE2	-3.36336363636364
SLC6A8	-0.529625
CALCR	-3.1385
PPP1CB	1.07183333333333
ABHD8	-0.317
ARF5	-0.9614
SLC24A4	1.27525
CCT3	-0.8405
ZNF121	0.222
SLC3A2	-1.4736
OR13A1	0.864
SLC5A10	4.83175
RAD50	0.207875
IER5	0.08975
MTHFD1L	-2.1605
MBTPS2	-0.1415
MVK	0.74825
NCL	-0.939
PSMD10	-0.61825
MOBP	0.707625
FLJ32894	1.512
HRH1	0.0791666666666666
C5orf30	-2.021
NUDT16L1	1.4876
RASGRP3	5.16666666666667
PRKRIP1	-0.8544
CCDC75	0.105
LOC253970	0.876666666666667
KIAA1239	0.9875
MED21	0.39675
SYT11	1.50716666666667
NTSR2	-1.117
EGFL11	0.471
CXorf59	0.694
OR2A25	0.577
SPTBN2	-1.86725
LRMP	1.777
RNF111	0.75525
PTH	-0.629
LOC619208	2.17133333333333
KIAA0895	1.66775
RANBP5	-0.7665
P2RY10	0.510166666666667
NME5	4.2545
DDX21	-0.95075
LRSAM1	-1.012
HDAC11	-0.235333333333333
VMO1	2.6785
NOLA2	-1.04933333333333
ADAR	-0.285666666666667
MTO1	-0.421
SF4	0.593833333333333
P2RX1	-0.127833333333333
HBM	0.97525
EN2	1.673
C14orf172	-0.36875
TM9SF2	0.17
INHBE	-1.14816666666667
TCTE3	-0.30575
TOX2	-1.55525
CTAGE3	1.820625
HBB	5.5896
MED15	-1.37783333333333
CASR	1.325
C6orf66	-0.382166666666667
MTPN	-0.22025
UNC50	0.319
C21orf33	1.10725
IRF2	0.830875
PGR	-2.363
GPR84	0.5315
CROCCL1	-2.3345
SRPX	-3.58675
BRE	0.245333333333333
FGF10	1.5065
SDC3	-0.880833333333333
ZRSR1	-0.446166666666667
DKFZP434P211	-0.9245
SOX6	1.7065
RPUSD2	-0.6135
C14orf173	0.114666666666667
MAPK11	0.058
TBC1D22A	0.61
FAM123A	-0.219
COL4A6	-4.03983333333333
TOMM70A	0.85125
NAB1	0.419875
MGC16385	-1.00875
TSPAN18	1.77166666666667
MED31	0.315
PLG	3.96825
CAPSL	-0.108
ZNF532	0.7012
ASB14	0.5235
CA8	-2.98075
NUDT16P	3.20033333333333
SLFN11	-0.3815
LRRIQ2	-0.487
NOL7	-0.0446666666666667
BRMS1L	-0.1825
JARID1A	-0.224166666666667
PANK2	-0.64025
ICAM3	-0.15025
MDS1	-0.58275
TAF8	0.0395
RNF139	0.86875
ZNF594	0.0205
ADAM8	-0.040125
SFTPC	-0.122875
MAN2B2	-0.142125
RGS12	0.537
EIF1AY	-4.06425
LRRIQ1	0.168666666666667
GPR150	1.51775
CCDC21	-2.06916666666667
PRRG3	-0.0535
SAA4	-4.0075
RAPGEF5	4.4675
ZCCHC2	0.929333333333333
MGC39372	0.064
PPP4R2	-0.3915
CDCA2	-1.89333333333333
OR4D5	0.3198
PTGFRN	-0.6285
SIGLEC5	1.95216666666667
C19orf61	-1.21716666666667
NMUR2	0.409
KIAA1586	-0.077
DAGLA	-1.212
CHCHD6	-0.85375
GPR32	0.6995
NEUROD6	0.044
SLC2A4RG	0.541875
CA5B	0.4575
FBXL3	1.75425
MPHOSPH9	-1.52975
HMG2L1	-0.57775
HCN4	1.077
CEACAM19	-0.1155
SH2D4B	0.910833333333333
HFE2	-0.7275
TGM4	0.334666666666667
LYPD2	0.11825
TBC1D15	0.745
MRPS21	-0.343
NONO	-1.2252
CLEC5A	2.16525
ITCH	0.9113
MGAT3	-1.49283333333333
MBP	0.062125
RPP25	-2.79875
SOSTDC1	-2.5605
HRC	-0.46975
TRIM48	0.41
TMEM133	3.18025
ECEL1P2	-0.8045
HOXC11	-0.262
DOK5	-0.30925
HELZ	-0.269166666666667
LOC348180	-0.15425
MGC33894	0.01325
ADRB3	0.3745
DMD	0.120166666666667
PTRH2	-0.35775
MPEG1	2.94583333333333
NDUFA12	0.492
KRTAP2-4	0.395666666666667
STAMBPL1	0.0243333333333333
ADCY2	-0.506333333333333
UNQ6125	0.177
KLHL20	0.776666666666667
SRM	-1.83175
OTC	0.6555
TMIE	0.3065
SNX8	0.18925
LIPK	-1.404
CHURC1	0.186583333333333
KLC2	0.229833333333333
HDAC1	-1.2775
FAM128A	-0.203666666666667
FNDC3B	1.2548
MTCP1	0.972166666666667
WFDC10B	-0.4255
PCDHGB3	-0.029
ATRNL1	-3.0379
CAV2	2.31975
MED26	-0.2775
DUS1L	-0.73975
CHRM3	-1.8065
NEK9	-0.1955
WARS2	1.17425
TBX22	0.133
TOMM40	-1.6105
RP6-213H19.1	-4.41533333333333
TUBGCP5	-0.96875
IGSF6	5.637
TPPP	2.53766666666667
UNQ6190	1.4245
GSTM5	-1.127875
BTD	0.286
PDCD1LG2	-0.561
SNRPB2	-0.272833333333333
ERICH1	-0.189625
APOA4	-1.31075
HOXA11	-1.31033333333333
NARG1	-0.11875
MKX	-2.4385
RAB28	0.0637142857142857
PKP3	-3.48525
SH3GL2	-3.10575
CTSO	3.85425
RPN2	-0.1425625
IL28RA	-0.140166666666667
SFMBT1	-0.697
WDR57	-0.805375
FER1L3	0.70075
HSF5	0.2145
TTC9B	-0.14575
C4BPA	-3.6165
ALB	-3.88615384615385
SORBS3	-0.262625
UPF2	-0.0345
JPH1	-0.775
AGBL2	1.48175
DOPEY1	2.479
TERF1	0.00316666666666666
KIF22	-1.5395
NINJ1	0.6015
SEC61A2	-0.78525
HIST1H1D	0.0111666666666666
SFXN4	0.40425
UCP3	0.3519
ZNF703	0.215166666666667
MYL6B	0.7175
TREM1	1.3055
OR52E6	0.4155
CKMT2	-0.2255
HLA-C	3.3165
SLC13A3	-2.7375
TIMP4	0.72425
SLIT2	0.4135
RSF1	-0.0485
LONRF1	-0.378785714285714
MON1A	-1.12416666666667
CACNG6	-1.04466666666667
DPPA4	-4.794
ZSWIM3	0.09825
ZNF804A	-0.006
CCIN	0.567
SLC25A31	0.241
KCNMB4	-0.07425
RABL5	0.834125
GALNS	-0.3874
STX6	0.384125
HIST1H1C	1.09566666666667
CIDEB	2.352875
CASP4	0.570833333333333
PDK3	-0.5874
KCNJ11	0.8215
TPR	-1.2605
ZSCAN20	-0.4725
MTX2	-0.184
HIST1H2BH	0.91475
LOC283767	1.39875
LYRM7	-0.125777777777778
BRD3	-2.06166666666667
HIST1H2BO	0.8
MAGEB10	0.029
SLC45A1	0.22525
SERPINA3	-3.1017
KIAA0143	1.13775
KCNJ16	8.31916666666667
KRT79	-0.61775
FABP2	-0.56675
NUT	-0.45775
ZNF57	-0.97925
FBXL4	0.637375
CLEC9A	3.5305
UGT8	1.398
BMP2K	0.817
MAPK4	-3.383
SLC25A23	-0.2674
HINT1	0.8196
KRTAP13-1	0.4665
SFXN5	-0.6341
CHCHD2	0.294833333333333
FAM3D	2.921
NDP	-4.076625
RHOBTB1	2.83383333333333
SLC4A4	5.038125
RPL38	0.367
HTF9C	-0.179333333333333
AP2A2	0.294375
ZBTB46	-0.129
MAP7D1	-1.604625
AOX1	-2.386
CYR61	1.76508333333333
DTNA	-1.45735714285714
JRKL	1.1635
TMOD3	-0.33325
EEA1	-0.5133
ADCK5	-0.39525
IL1R1	0.594166666666667
KLK3	0.747785714285714
HRSP12	2.79425
KTN1	-0.126
LOH11CR2A	-2.6068
RELL2	-2.3585
MAB21L1	-0.06775
C20orf59	-0.908
PHKB	-0.06175
ADAM2	-1.27183333333333
TBC1D8B	2.098
FAM13A1	1.4240625
LAPTM4B	-2.14383333333333
LCN8	0.0355
TMEM147	-0.4475
SYT4	0.8034
XPO7	-1.712
C9orf62	1.984
GPR75	-0.1165
TRIM5	1.194125
APOC1	-0.3165
RNASE4	2.00416666666667
PARD6B	-0.89575
ARID1A	-1.48325
TPD52L3	0.2592
RRAGB	1.247
RCN2	-0.965666666666667
HIST2H2BE	-0.36975
STARD7	0.306
SHMT2	-0.05225
KIAA1751	-0.0703333333333333
MLYCD	2.255
LOC162632	-0.6106
UQCRH	-1.074
RP11-217H1.1	1.86025
SDHA	-0.858833333333333
NCLN	-0.8973
ZNF17	0.2625
RCBTB2	1.1125
VEGFB	0.5575
RP4-747L4.3	1.02925
COLQ	-0.3432
MPN2	-1.34033333333333
DRG2	-1.272
KLRB1	5.77575
ALPK2	2.26275
DNASE2B	1.3095
FLJ23834	0.685666666666667
AXUD1	1.28083333333333
SAFB	-0.2708
NSUN4	0.09175
RFX2	2.415
MAPK8IP1	-0.00350000000000001
FANCD2	-2.6595
ANKZF1	-1.64133333333333
C19orf50	-0.99575
DUSP8	1.38
SENP5	0.444875
NFKBIL2	-0.78325
LBR	-0.227125
IGFL1	-0.3245
LZTS2	-1.311875
IL2RG	-1.429
CCDC51	-0.37525
KLF3	0.232
ANKRD37	1.45775
KCTD14	-2.11683333333333
FZR1	-0.19575
SLC44A4	-0.9132
ESPL1	-1.13575
GMPR2	0.3504
TBC1D19	1.18933333333333
ERGIC1	1.54966666666667
ERBB4	-2.1315
TSPAN32	-0.121166666666667
MAP4	-0.28325
GPHN	-0.1755
SLC6A2	0.166875
HIVEP1	0.1445
DFFB	-0.6856
EIF4EBP2	0.986375
DMRT1	-1.34425
HSPB6	-0.4565
IER2	-0.679333333333333
AIFM1	1.26875
WWC2	0.944083333333333
MRPL4	-0.9605
FLJ21062	1.9775
EPB41L4A	2.93441666666667
SH2D6	0.00275000000000003
TAF4B	-0.50375
GAL3ST3	0.2465
MALT1	-0.431
RTDR1	4.18375
ARVCF	-0.667375
MEX3B	-3.17283333333333
FBXO16	-0.41025
KIF7	-3.375
C1QC	4.8835
ZNF783	-2.00133333333333
ZNF85	-1.51625
MMP13	-1.9515
KIAA0329	0.04975
RTP3	-1.068
ZBED3	-0.018
CLGN	-4.46675
SLC25A37	-1.68120833333333
hCG_18290	-0.334
OR5AS1	-0.995
SMARCC2	0.647666666666667
FAM109A	0.11
CCDC12	-1.6105
USF2	0.2396
DEPDC7	2.183
C20orf24	-1.0115
JMJD3	-0.0555
DSP	-1.29328571428571
SLIC1	0.289
FAM20A	-0.156625
IRF2BP2	0.589875
ZNF230	0.27
MSN	0.314428571428571
SLC9A5	-1.5765
EPDR1	0.6246
MUSK	0.310166666666667
ZNF434	0.00166666666666667
SMARCD1	-0.2605
