Hybridization REF	TCGA-AK-3443-01A-01R-0864-07
RBPMS	0.8919
PRPF3	-1.21033333333333
EMR1	-1.675
SPATA19	0.12975
XCR1	0.85
IRX3	-1.7298
RBM6	-1.3525
KLF4	-1.2151
UNC5CL	-2.03325
SEBOX	0.268
BTK	-2.02875
KRCC1	1.599
C6orf27	0.424
SYTL5	-0.155
PRND	0.03975
LOC653319	-2.1105
PIGL	-1.133625
HUS1	0.538
SFRS6	-1.14083333333333
C17orf77	0.555
UIMC1	-1.11516666666667
FXYD2	5.0221
LOC283152	-0.04075
ZNF667	-0.4135
ZCCHC12	-0.3345
TFEC	-0.0334
ATP7B	-0.160333333333333
POLD2	-1.65733333333333
RG9MTD1	0.1415
ACOT2	1.80916666666667
HIST1H4I	-0.71525
PPARGC1A	5.5619
ETFA	0.055
POLRMT	-0.879
ZNF146	-0.987125
MIA2	2.217
KLHL6	-2.4345
HOXB5	0.815
NENF	0.8675
CUGBP1	0.467
PRSS22	0.429666666666667
CASC4	1.1765
CUL4B	0.2137
CENPJ	-2.9136
PITX1	-1.74616666666667
FLJ31033	0.3725
CELSR3	-2.83166666666667
ZNF568	-0.00675
ITSN1	-1.16525
EHBP1L1	-3.06083333333333
C19orf2	-0.65075
DCTN1	-0.1965
LIN28B	-3.188
TNKS2	-0.28025
C1QBP	-0.059625
CADPS2	1.15525
SRMS	0.37025
GJA9	1.93533333333333
MGC24975	-1.41983333333333
TRIM45	-0.767
TSP50	0.24175
TCP1	-1.25475
TMED7	1.3203
CMA1	0.7675
CENPL	-1.15633333333333
PTCRA	-0.0565
FST	-4.16025
VWCE	-5.14
PAWR	-1.4955
ABCC12	0.0408
LDLR	-3.5727
ASTN2	1.9453
LOC441212	-1.130125
GPATCH8	0.00575000000000001
TANC2	-0.821333333333333
KIF4A	-3.96
C18orf18	-0.72575
PGM1	0.59525
KIAA0258	2.2395
CPD	1.2695
SNCAIP	-2.24875
DCT	-4.0835
HLA-DOA	1.29268181818182
OR11L1	0.5245
UPK1B	0.0105
DNAJB4	1.086
UGT1A8	0.37675
HIST1H4L	-1.299
PECR	-1.36066666666667
HSPA2	3.38225
WFIKKN1	-2.2255
SERP1	0.58225
SYDE2	-0.1115
TACR2	-0.1395
NUP85	-1.72775
CD177	-0.463666666666667
LGR5	-1.4378
PIGG	-0.3735
PTHR1	-1.32716666666667
RAB5A	0.0253
FLJ13224	0.1075
USP9Y	0.824166666666667
C7orf53	-1.965
LRP1B	0.2015
XAF1	-1.1108
ABCG8	0.4715
ANKDD1A	-1.05583333333333
DAND5	-2.5645
SPAG6	0.749
LINCR	0.67075
ZDHHC22	-1.064625
CCDC60	0.578
THOC7	-1.1645
TCTA	2.3267
OR8K3	0.2735
NY-REN-7	0.17175
B2M	2.4565
C6orf141	-2.882375
LPPR4	-0.275
SQLE	-2.616375
SEPHS1	-1.44275
BTBD14B	-0.197214285714286
PLRG1	0.10225
SPG7	0.378625
ZNF614	0.506666666666667
PARD6G	-0.5765
INPP5B	-1.2157
GRPEL2	0.95825
PPID	-0.6923
TRIM56	-0.8185
UBE2J1	-0.17325
IL20RA	-0.82925
LOC387856	0.1075
C1orf107	-0.767916666666667
UTS2R	1.15475
C19orf22	0.2185
SAFB2	-1.076
KIAA0652	0.78725
KLRG1	-0.931833333333333
MS4A8B	0.513166666666667
FRAG1	0.58725
KIAA1546	-0.3025
E2F4	-0.6238
CLEC4M	0.201166666666667
BTBD14A	-2.4945
KIAA0999	0.7694
GYPA	-2.88366666666667
TAC1	-0.125222222222222
TRAIP	-2.06233333333333
KIAA0232	1.6377
ERCC8	-0.150125
GPX4	1.069625
KIAA0368	-0.53725
GPR157	0.790666666666667
CTAGE4	1.0975
C9orf30	-1.41516666666667
OR52A1	1.184
HSP90B3P	0.3755
ALG9	-0.1376
BTBD10	0.6055
SDK2	0.445
BAIAP3	-1.7205
RABGGTB	-0.703625
ANKRD40	0.422666666666667
KRT74	1.3165
CALCOCO2	0.848928571428571
SNCA	1.37725
TMSL8	-4.87875
C2orf53	0.1285
ESRRB	0.012
ARHGAP26	-1.028125
TDRD9	-2.90925
HRAS	0.0291666666666667
KLRC4	-0.877
JAGN1	-0.425333333333333
BSDC1	0.7375
RNF43	-1.60166666666667
NDUFAF1	1.1115
PHF12	0.66225
OR1L3	0.206
FOLR2	0.866416666666667
LYZL6	0.062
tcag7.1260	-1.0185
WSB1	-0.589
PROS1	-2.0464
OSTN	0.749
PSMB8	2.34125
SOCS4	0.07925
DDIT4L	5.13625
MAS1	-0.432
MGC34796	0.92975
CSHL1	0.135
TBCCD1	0.5895
ZBTB7C	0.242
AP2S1	-0.677875
P15RS	0.7025
VAT1	-0.8308
SHANK3	1.16433333333333
TUFM	0.792
THEG	-0.697
KRT34	-0.79275
SGSM3	0.15575
TOMM22	0.8185
SOCS3	-0.140333333333333
CPO	0.747
POP4	0.98425
BHLHB3	-3.4195
MALL	-0.488
OR1B1	0.513
PARK2	1.916
GPR124	-0.604
LCE1E	0.1505
RUVBL2	-0.97125
CGRRF1	1.6319
ACPL2	-1.63375
WNT10B	-1.74075
BAIAP2L2	-2.2305
ISCA1	2.2955
C1orf125	0.522125
RPAP1	-1.242
RAI16	-0.3725
RPL27	0.527
NLRP9	0.315
EPN1	0.191
LOC388610	0.06375
SLC35A1	-0.0851
GAL	-5.0975
SLC14A2	0.567
RDH11	0.0825
FAM138F	0.259
AUH	2.915
FLJ40243	0.67125
C14orf129	1.32566666666667
MBD2	-1.558
ABHD14B	1.004375
PIGT	0.05575
ALS2CR4	-0.48075
ALAS1	1.8835
FOXO1	2.93733333333333
CRLF3	-1.354875
C20orf107	-0.21
FARS2	0.822
CCDC28A	2.12625
NPHP3	-1.682
OR13F1	0.394
TSEN54	-1.037
DEFB106B	0.2303
OR8B4	1.098
STH	0.35175
ZC3H14	-0.41825
CBX2	-0.3855
TMEM49	-1.218
C6orf21	0.428
FLJ20920	-0.161125
CRTAP	0.464357142857143
DDX50	-1.03375
STYXL1	0.4475
BLVRB	0.312833333333333
LOC147650	-1.93016666666667
MMP24	0.82375
GRID1	-0.3465
BANF1	0.3885
CTAGEP	0.601
HMBS	-1.9695
SLC25A24	0.0323333333333334
C14orf50	3.05
MRO	1.02466666666667
SLC25A15	0.38075
FAM84B	-0.3139
TDP1	-2.1565
C16orf78	0.0448333333333333
C11orf57	-0.116625
RFK	1.102625
ZFYVE9	-1.2945
STCH	0.498
WIBG	-0.0305
LOC283871	-0.886833333333333
GBA2	0.7
NDUFB3	0.8085
HSD17B13	-1.16766666666667
GRIN3A	-0.0265
FMNL1	-2.91666666666667
SEPT7	-1.0371
GNLY	0.9015
GRAMD1C	3.5725
ZNF165	2.9245
USP38	0.58725
FAM83A	-2.9395
C14orf24	0.3575
ARMCX3	2.17925
ARHGDIB	-1.49866666666667
AK1	0.580375
KIAA1045	-0.81
DNAJB13	-0.0646666666666667
NEU2	0.958
HIST1H4B	-0.999833333333333
FAM20B	-0.3627
HES2	-0.240428571428571
FAM73B	-0.0586
LOC388381	0.87475
INTS7	-0.693363636363636
AMPH	0.28925
ZNF775	0.297375
UCKL1	0.380666666666667
C10orf97	-0.4685
C1orf161	1.55775
ALDH1L1	4.93125
FLJ39378	0.000750000000000015
SLC23A1	-1.671
RBM4B	-0.5955
THAP4	1.4265
OGFRL1	-0.89925
KIAA0831	0.809875
PPP1R15A	-0.812833333333333
C1orf96	-1.59535714285714
C12orf11	-1.904
BMF	0.13075
MAN1A1	0.82625
KIAA1600	-0.4555
NLGN4X	0.8115
ALOX12	-0.0246666666666667
RB1CC1	0.9631
NEIL2	-0.149
EIF4E	0.702409090909091
ABHD5	0.035
EXOC4	-0.229833333333333
CIP29	0.0573333333333333
BATF2	1.02375
SLC29A4	1.73975
HTR4	0.76225
EMB	-3.81433333333333
TRAF6	1.51725
LMNB1	-5.3545
FAM19A5	-2.427875
SHE	0.949
PIK3C2B	-2.28225
C15orf15	0.3543
USP15	-0.1529
TCEAL2	-0.211
C5orf39	-1.7485
PTGER2	-2.0645
SLC31A1	-0.3714375
IFT172	-0.21
ADAM29	-0.08575
GFOD1	-1.74875
ST7L	0.283666666666667
C15orf26	-1.80675
PKN3	-1.58175
CNTD1	5.20816666666667
COMMD1	1.3155
NTRK2	0.511583333333333
FOXN3	1.833
MFGE8	-1.6499
PFKFB2	2.88016666666667
TAS2R4	0.265
ENTHD1	-0.616
PRMT5	-0.986
MGC16384	-2.292625
LOC442229	0.53525
TSKU	-1.44325
KRTCAP3	3.698
PDLIM1	-0.8377
KCNS2	0.5835
RNF126	-0.789666666666667
CEP63	-0.58225
CLIC4	-1.772
hCG_1990170	0.30075
ACR	0.2393
KLK7	-0.379
ALOX5AP	3.339125
RIPK3	2.77525
TAS2R9	-0.0585
C19orf18	-0.0025
BIRC6	-0.0112142857142857
ZNF16	1.073
RFT1	-1.181
SLC8A2	-0.308
TACC1	1.6485
ITGAD	0.927
SAMHD1	-1.0465
SH3PXD2B	-0.943
EPC2	0.909
C20orf85	0.182875
ATP13A2	-0.274833333333333
KRT4	0.64875
CAPNS1	0.23975
MDM2	0.00483333333333332
PCDH20	2.59625
KCNK9	0.5885
OR2C1	0.3875
KLHDC3	-0.496833333333333
IPPK	-0.0575
EFHD2	-0.340875
GALR3	0.99925
NBEA	3.29766666666667
ABCA6	1.6988
CLDN3	-1.205
AKT2	-0.829285714285714
EGFR	0.2312
RBM16	0.6295
ZDHHC3	1.6964
SLC25A4	3.48733333333333
CYB5B	-0.503666666666667
CPXM1	-1.79025
NDRG1	1.376
FLJ43826	0.36275
OR5L2	0.279166666666667
FARP2	0.9275
MRPL46	-0.17125
LDHAL6B	0.759666666666667
MAPKAPK3	0.425166666666667
NCAM2	-3.0535
PRKD2	-0.327166666666667
ZFP36L1	-0.1249
CYSLTR1	-1.35425
OR4C3	0.42475
HIST1H2AJ	0.483
CCNB2	-5.59977777777778
ZNF10	0.88325
TMEM175	0.014
FAM134A	0.854666666666667
TIGD4	-0.4355
PCNP	0.37225
MGC39715	0.31525
LQK1	-0.505
CREB1	0.156
TMPRSS3	1.6635
C4orf32	-0.59475
LAT	-2.96408333333333
KCNA3	-1.4785
SKIV2L2	-0.306
ROPN1B	-2.34725
tcag7.23	-0.041
CDT1	-4.304375
ZHX2	0.901
CD28	-6.42533333333333
ZNF624	0.071
SEPT2	-0.351
SOHLH2	2.696
MCOLN3	3.4255
UNQ1945	0.4765
MASP2	-1.161
ZNRF3	0.0171
GPATCH3	0.1035
AGL	1.929625
QRICH2	-0.3855
PSD4	-0.809666666666667
CCNB1IP1	0.55475
ENPP7	0.42775
OBFC1	-0.61725
KCNG3	1.96075
C14orf79	0.243666666666667
ENPEP	1.29566666666667
SCT	0.2785
SKI	-0.4485
SEC61G	-1.92375
CAPN11	0.26025
ATXN7L3	-0.68775
DBNDD1	-1.18016666666667
FAIM	-0.33475
ANKRD36	-3.499
GABRP	-0.651666666666667
TACSTD2	-0.1368
EIF3J	-1.6165
PPP2R2A	-0.00025
TEKT4	0.4385
PVALB	3.77483333333333
F10	-3.48166666666667
FAM134C	0.6889
COMP	1.09975
EFCBP1	-3.0906875
SCLT1	0.000875000000000003
TAL1	-0.361
ACSL1	3.9775
ABCC5	1.31008333333333
ABL1	-0.733833333333333
RBBP7	-0.375166666666667
PTPRG	0.624625
NCOR1	-0.4627
SPINK4	0.201
TXNRD1	-1.5243
TNRC15	-0.008875
C9orf138	0.2395
UBE2H	0.762666666666667
BRDT	-0.284
C8orf31	0.311
CCNE2	-3.73927272727273
SLC6A8	-0.467875
CALCR	0.36675
PPP1CB	1.778
ABHD8	-0.7705
ARF5	-0.4967
SLC24A4	0.57475
CCT3	-1.09825
ZNF121	-0.7595
SLC3A2	-0.1498
OR13A1	0.3405
SLC5A10	0.143
RAD50	0.218875
IER5	-0.185
MTHFD1L	-1.673875
MBTPS2	0.05775
MVK	-0.385625
NCL	-1.0244
PSMD10	-0.303
MOBP	0.31325
FLJ32894	0.253
HRH1	-2.32066666666667
C5orf30	-1.241
NUDT16L1	1.8757
RASGRP3	3.77216666666667
PRKRIP1	-0.599
CCDC75	-0.38725
LOC253970	0.446
KIAA1239	0.56975
MED21	0.62725
SYT11	-0.483583333333333
NTSR2	0.0835
EGFL11	0.384
CXorf59	1.0385
OR2A25	0.53225
SPTBN2	0.411
LRMP	0.655666666666667
RNF111	1.181
PTH	-1.245
LOC619208	1.55
KIAA0895	1.119
RANBP5	0.105
P2RY10	-0.9355
NME5	3.14583333333333
DDX21	-2.30575
LRSAM1	-1.04
HDAC11	1.11766666666667
VMO1	-0.05425
NOLA2	-0.500666666666667
ADAR	-0.54225
MTO1	-0.402833333333333
SF4	-0.722333333333333
P2RX1	-0.177166666666667
HBM	0.4875
EN2	1.1395
C14orf172	-0.2095
TM9SF2	0.7271
INHBE	-0.027
TCTE3	0.0254166666666667
TOX2	-2.50625
CTAGE3	0.6115
HBB	5.7106
MED15	-1.14533333333333
CASR	1.408
C6orf66	1.31833333333333
MTPN	-0.135625
UNC50	0.4255
C21orf33	1.335125
IRF2	2.515
PGR	-1.623
GPR84	0.049
CROCCL1	-2.951
SRPX	-1.00025
BRE	0.6055
FGF10	-0.2215
SDC3	-2.12966666666667
ZRSR1	-0.399166666666667
DKFZP434P211	-1.010875
SOX6	1.887
RPUSD2	-0.236
C14orf173	-0.494166666666667
MAPK11	-0.674166666666667
TBC1D22A	0.444
FAM123A	-0.307
COL4A6	-4.08216666666667
TOMM70A	0.37425
NAB1	-0.244625
MGC16385	-0.541625
TSPAN18	-1.25433333333333
MED31	1.0425
PLG	-0.07725
CAPSL	0.91
ZNF532	0.2029
ASB14	0.0435
CA8	1.82275
NUDT16P	2.54216666666667
SLFN11	-2.255
LRRIQ2	-1.368125
NOL7	-0.259166666666667
BRMS1L	-0.032
JARID1A	-0.551666666666667
PANK2	-1.76675
ICAM3	-0.45025
MDS1	0.7935
TAF8	-0.09625
RNF139	0.4995
ZNF594	-0.682
ADAM8	-1.681
SFTPC	-0.166625
MAN2B2	0.867375
RGS12	-0.3771875
EIF1AY	0.964416666666667
LRRIQ1	-0.820666666666667
GPR150	1.14125
CCDC21	0.975
PRRG3	0.3065
SAA4	-4.2295
RAPGEF5	0.99275
ZCCHC2	-0.235333333333333
MGC39372	1.6525
PPP4R2	0.0331666666666667
CDCA2	-3.61016666666667
OR4D5	0.409
PTGFRN	-0.3679
SIGLEC5	-0.154166666666667
C19orf61	-1.18816666666667
NMUR2	0.54
KIAA1586	-0.950333333333333
DAGLA	-4.33216666666667
CHCHD6	-0.25175
GPR32	0.736
NEUROD6	0.205833333333333
SLC2A4RG	-0.34675
CA5B	2.71325
FBXL3	2.189
MPHOSPH9	-1.3465
HMG2L1	0.00975
HCN4	0.757
CEACAM19	-0.0655
SH2D4B	0.2375
HFE2	0.458
TGM4	1.56616666666667
LYPD2	0.61975
TBC1D15	1.43625
MRPS21	-0.1304
NONO	-1.6287
CLEC5A	0.422375
ITCH	0.3851
MGAT3	-2.561
MBP	1.070375
RPP25	-1.869
SOSTDC1	-1.384
HRC	-0.5395
TRIM48	0.375
TMEM133	2.001
ECEL1P2	-0.5855
HOXC11	0.6555
DOK5	-1.1355
HELZ	-0.294666666666667
LOC348180	-0.2535
MGC33894	0.48525
ADRB3	0.1125
DMD	0.8455
PTRH2	-1.36025
MPEG1	1.09366666666667
NDUFA12	1.5785
KRTAP2-4	0.288666666666667
STAMBPL1	-1.588
ADCY2	-0.778666666666667
UNQ6125	0.643
KLHL20	-0.400166666666667
SRM	-1.88575
OTC	1.25225
TMIE	2.1585
SNX8	0.6675
LIPK	-0.2855
CHURC1	0.643166666666667
KLC2	0.3135
HDAC1	-0.410666666666667
FAM128A	-1.3075
FNDC3B	0.285
MTCP1	-0.368833333333333
WFDC10B	0.3523
PCDHGB3	-0.4865
ATRNL1	-1.9888
CAV2	3.33675
MED26	-0.540333333333333
DUS1L	-0.11025
CHRM3	-1.309125
NEK9	0.4405
WARS2	0.90725
TBX22	-0.4075
TOMM40	-0.8455
RP6-213H19.1	-1.3015
TUBGCP5	-0.2595
IGSF6	1.34225
TPPP	0.586333333333333
UNQ6190	-0.3435
GSTM5	-0.38175
BTD	1.36033333333333
PDCD1LG2	-0.0238333333333333
SNRPB2	-0.657666666666667
ERICH1	-0.336375
APOA4	-1.473
HOXA11	0.8305
NARG1	-0.29875
MKX	1.107
RAB28	0.0561428571428571
PKP3	-4.848
SH3GL2	-1.0645
CTSO	2.78175
RPN2	0.01375
IL28RA	0.719333333333333
SFMBT1	-0.05175
WDR57	-0.44475
FER1L3	-2.42341666666667
HSF5	-0.048
TTC9B	0.46725
C4BPA	-3.1944
ALB	-3.99128571428571
SORBS3	-1.103
UPF2	-0.816
JPH1	0.1455
AGBL2	-0.47175
DOPEY1	1.197
TERF1	-0.478583333333333
KIF22	-3.183
NINJ1	-1.0715
SEC61A2	-1.31933333333333
HIST1H1D	-2.61916666666667
SFXN4	0.29625
UCP3	0.385
ZNF703	0.126666666666667
MYL6B	-0.687
TREM1	1.245
OR52E6	0.722
CKMT2	6.69
HLA-C	3.209
SLC13A3	-2.6145
TIMP4	-0.9995
SLIT2	5.59575
RSF1	-0.3355
LONRF1	1.93985714285714
MON1A	-1.03866666666667
CACNG6	-1.19633333333333
DPPA4	-6.15766666666667
ZSWIM3	1.332
ZNF804A	-0.4355
CCIN	0.91925
SLC25A31	0.18775
KCNMB4	-1.344
RABL5	0.055125
GALNS	-0.5412
STX6	-0.071375
HIST1H1C	-4.35483333333333
CIDEB	-0.968875
CASP4	-0.107333333333333
PDK3	-0.5118
KCNJ11	1.801
TPR	-1.102
ZSCAN20	-0.6405
MTX2	0.926
HIST1H2BH	-3.28675
LOC283767	-0.8305
LYRM7	0.293277777777778
BRD3	-2.23316666666667
HIST1H2BO	-3.137
MAGEB10	0.1535
SLC45A1	0.1
SERPINA3	-3.5917
KIAA0143	1.4335
KCNJ16	1.11966666666667
KRT79	-0.0385
FABP2	-0.253
NUT	0.216
ZNF57	3.254
FBXL4	0.64975
CLEC9A	0.6515
UGT8	3.85983333333333
BMP2K	-1.18775
MAPK4	-1.8425
SLC25A23	-0.0852
HINT1	-0.0579
KRTAP13-1	0.804
SFXN5	-0.1976
CHCHD2	0.929166666666667
FAM3D	0.488
NDP	-2.838375
RHOBTB1	-2.7735
SLC4A4	-1.066375
RPL38	-0.155
HTF9C	-0.788166666666667
AP2A2	0.167875
ZBTB46	-0.1645
MAP7D1	-1.701
AOX1	-2.40966666666667
CYR61	-2.20458333333333
DTNA	-0.159214285714286
JRKL	0.536
TMOD3	-0.51875
EEA1	0.1114
ADCK5	-0.2195
IL1R1	-0.0696666666666667
KLK3	1.49528571428571
HRSP12	-0.127
KTN1	0.70525
LOH11CR2A	-0.5045
RELL2	-1.972
MAB21L1	0.10425
C20orf59	-0.217666666666667
PHKB	1.12475
ADAM2	-1.80683333333333
TBC1D8B	0.940166666666667
FAM13A1	0.00850000000000006
LAPTM4B	-0.232
LCN8	0.0615
TMEM147	0.567
SYT4	0.499166666666667
XPO7	-1.222
C9orf62	0.992
GPR75	0.112
TRIM5	0.632125
APOC1	-1.47683333333333
RNASE4	-4.403
PARD6B	-1.263125
ARID1A	-0.840083333333333
TPD52L3	0.308444444444444
RRAGB	1.07033333333333
RCN2	-0.429
HIST2H2BE	-1.105875
STARD7	0.92825
SHMT2	-2.33875
KIAA1751	0.391
MLYCD	1.726125
LOC162632	-0.3116
UQCRH	-0.6665
RP11-217H1.1	1.183875
SDHA	1.2045
NCLN	-0.3851
ZNF17	0.859333333333333
RCBTB2	0.261
VEGFB	1.0271
RP4-747L4.3	-1.46775
COLQ	0.1139
MPN2	-0.765166666666667
DRG2	-0.191
KLRB1	1.225
ALPK2	-4.16025
DNASE2B	0.90425
FLJ23834	-0.297833333333333
AXUD1	1.97833333333333
SAFB	-0.7474
NSUN4	0.31525
RFX2	-0.359
MAPK8IP1	0.551333333333333
FANCD2	-1.88821428571429
ANKZF1	-2.697
C19orf50	-1.17975
DUSP8	1.195875
SENP5	-0.337125
NFKBIL2	-1.44575
LBR	-3.079625
IGFL1	0.0665
LZTS2	-1.89775
IL2RG	-1.366375
CCDC51	-0.65375
KLF3	0.223125
ANKRD37	-2.126
KCTD14	2.01383333333333
FZR1	-0.2075
SLC44A4	0.03
ESPL1	-1.37475
GMPR2	-0.6965
TBC1D19	0.757333333333333
ERGIC1	1.29348148148148
ERBB4	2.0914
TSPAN32	0.152
MAP4	-0.1615
GPHN	2.283
SLC6A2	0.0125
HIVEP1	-0.877
DFFB	-1.5356
EIF4EBP2	0.521
DMRT1	1.118
HSPB6	0.02525
IER2	-1.65133333333333
AIFM1	1.26025
WWC2	0.136909090909091
MRPL4	0.61775
FLJ21062	-1.0695
EPB41L4A	1.04216666666667
SH2D6	0.30125
TAF4B	-1.10325
GAL3ST3	0.017
MALT1	-2.47566666666667
RTDR1	3.56425
ARVCF	-0.913625
MEX3B	-2.65066666666667
FBXO16	0.18425
KIF7	-2.99925
C1QC	2.67833333333333
ZNF783	-1.34633333333333
ZNF85	-0.1315
MMP13	0.4335
KIAA0329	-0.086375
RTP3	-0.6625
ZBED3	-0.357
CLGN	-3.006
SLC25A37	-1.90352173913043
hCG_18290	-0.30525
OR5AS1	-0.271
SMARCC2	0.255333333333333
FAM109A	0.0996666666666667
CCDC12	-0.206
USF2	0.5473
DEPDC7	-5.938
C20orf24	-1.54116666666667
JMJD3	-0.00850000000000001
DSP	0.908357142857143
SLIC1	-0.404375
FAM20A	-2.106625
IRF2BP2	-0.59175
ZNF230	0.946
MSN	-0.786857142857143
SLC9A5	-2.074
EPDR1	1.2314
MUSK	0.1005
