Hybridization REF	TCGA-B8-4620-01A-01R-1188-07
EMILIN1	1.565
NDUFS4	0.25475
COL18A1	1.181625
PDZD3	1.4273
C9orf16	-1.266
ERBB2IP	0.431166666666667
EMX2	6.4975
FUS	-0.87
TF	-3.6089
CLCN4	1.24883333333333
CXorf56	0.28575
C11orf72	0.13375
ELAC2	-0.794083333333333
NPR1	0.72425
ASS1	-1.244
USP42	0.0135
POLR2J	-0.8605
SEC23IP	-0.122666666666667
UQCRC1	-0.49875
LOC729603	-0.54875
C1orf71	-0.623875
POLG	-3.1125
ADAM23	-3.9075
TFR2	-0.60525
RICTOR	-0.00720000000000001
MGC39606	3.36825
C19orf55	-0.168
SNAPC1	0.1515
GNA11	0.34025
CCDC52	-0.865833333333333
FSIP1	-1.711
UPF3A	-0.9835
IGSF11	-1.83683333333333
LAGE3	-0.3115
CHST6	-3.4855
UNC13B	-0.548125
TTLL4	-2.137125
ZNF687	0.00774999999999999
SDC2	0.3116
COX7A2	-1.011
LAMB4	0.7545
FAM24A	-0.419
LRRTM3	-0.7985
GPHB5	0.28625
OR4C13	-1.144
EIF3EIP	-0.0450714285714286
HABP4	-0.094
TMEM125	0.6035
CNTN2	0.310125
ASNSD1	0.14025
FUT4	0.26525
ACF	-3.1845
LOC158381	-0.236
CDH8	0.00300000000000003
AGPS	-0.317666666666667
C4orf18	1.791375
PECI	-0.162416666666667
UNG	-0.80075
GSTP1	0.1985
DCUN1D5	-1.90683333333333
DKFZP564J0863	-0.4355
SLC9A3R1	-0.3175
BCDO2	0.100125
CHMP7	-0.373
REM2	-0.288
DNHD1	-0.37825
FKBP4	-1.54575
ZNF350	3.545
MGC11102	0.283375
BST1	1.43
KISS1R	1.4035
NCR2	-0.2055
DEFB125	0.149
UBE2W	0.89225
KRT15	-3.0885
C10orf99	0.1585
SCN11A	-0.3915
GFI1	-2.6035
RDHE2	-0.9676
FHL1	1.59783333333333
OSGEP	0.307333333333333
GATA1	-3.07733333333333
SMC6	-1.2825
TTTY14	-0.90675
LPIN3	0.496
RPL4	-0.8204
RBPMS	0.9015
PRPF3	-1.47066666666667
EMR1	-0.6745
SPATA19	0.15825
XCR1	0.049
IRX3	1.9107
RBM6	-1.49775
KLF4	-0.3916
UNC5CL	2.0835
SEBOX	0.557
BTK	0.16925
KRCC1	1.0355
C6orf27	0.239
SYTL5	-0.682
PRND	1.993625
LOC653319	0.118
PIGL	-0.521
HUS1	-0.175166666666667
SFRS6	-0.73375
C17orf77	0.4985
UIMC1	-0.369833333333333
FXYD2	2.387
LOC283152	0.42425
ZNF667	-1.25175
ZCCHC12	-0.506
TFEC	3.8779
ATP7B	1.0285
POLD2	-1.5145
RG9MTD1	-0.821
ACOT2	-0.031
HIST1H4I	-0.43675
PPARGC1A	2.2736
ETFA	-1.7747
POLRMT	-0.29225
ZNF146	-0.789375
MIA2	2.2755
KLHL6	-0.317666666666667
HOXB5	1.495625
NENF	0.965666666666666
CUGBP1	-0.19925
PRSS22	-0.882
CASC4	1.2456
CUL4B	1.0854
CENPJ	-1.6415
PITX1	-2.0925
FLJ31033	1.639
CELSR3	-2.03483333333333
ZNF568	0.61175
ITSN1	0.216666666666667
EHBP1L1	-0.297166666666667
C19orf2	-0.4645
DCTN1	-0.19125
LIN28B	-3.92566666666667
TNKS2	-1.2295
C1QBP	-1.2175
CADPS2	1.45525
SRMS	-0.01625
GJA9	0.250333333333333
MGC24975	-1.38883333333333
TRIM45	-1.78716666666667
TSP50	0.6845
TCP1	-1.58
TMED7	1.3729
CMA1	0.286
CENPL	-2.16716666666667
PTCRA	0.589
FST	-4.59275
VWCE	-1.46075
PAWR	-1.791
ABCC12	-0.096
LDLR	-1.8406
ASTN2	0.5095
LOC441212	0.048625
GPATCH8	-0.5085
TANC2	-0.219333333333333
KIF4A	-2.762
C18orf18	-0.621
PGM1	-0.263
KIAA0258	1.00075
CPD	0.24375
SNCAIP	-1.4755
DCT	-3.79866666666667
HLA-DOA	3.47463636363636
OR11L1	0.467
UPK1B	-0.0985
DNAJB4	1.1425
UGT1A8	-0.298
HIST1H4L	-0.829
PECR	-0.4005
HSPA2	0.625
WFIKKN1	-0.1875
SERP1	0.280375
SYDE2	-0.02775
TACR2	0.185
NUP85	-1.136
CD177	0.0396666666666667
LGR5	-2.515
PIGG	-0.186916666666667
PTHR1	0.167333333333333
RAB5A	-0.2332
FLJ13224	-0.5155
USP9Y	-2.5055
C7orf53	-0.325
LRP1B	4.1825
XAF1	2.7307
ABCG8	-0.363
ANKDD1A	-0.28
DAND5	-1.348
SPAG6	0.0808333333333334
LINCR	2.63075
ZDHHC22	-1.54075
CCDC60	-0.242
THOC7	-1.968
TCTA	1.1831
OR8K3	0.31375
NY-REN-7	1.659
B2M	1.83316666666667
C6orf141	-1.42825
LPPR4	5.23825
SQLE	-2.521125
SEPHS1	-1.228
BTBD14B	0.231357142857143
PLRG1	-0.49
SPG7	-0.1941875
ZNF614	1.11466666666667
PARD6G	0.699
INPP5B	-0.4957
GRPEL2	0.090375
PPID	-0.8779
TRIM56	0.82975
UBE2J1	0.2395
IL20RA	-1.07675
LOC387856	0.911
C1orf107	0.52375
UTS2R	1.64975
C19orf22	-0.993
SAFB2	0.07425
KIAA0652	-0.38375
KLRG1	-0.3125
MS4A8B	1.02683333333333
FRAG1	-0.308
KIAA1546	0.46275
E2F4	-1.378
CLEC4M	0.156833333333333
BTBD14A	-0.823
KIAA0999	0.4676
GYPA	-4.7695
TAC1	-0.4587
TRAIP	-2.55033333333333
KIAA0232	-0.6159
ERCC8	-1.7325
GPX4	-0.41625
KIAA0368	-0.779625
GPR157	-0.316333333333333
CTAGE4	-0.1145
C9orf30	-0.685833333333333
OR52A1	0.1385
HSP90B3P	0.9025
ALG9	-0.0462
BTBD10	0.36575
SDK2	-0.36725
BAIAP3	-0.483
RABGGTB	-0.539
ANKRD40	-0.729333333333333
KRT74	0.699
CALCOCO2	0.509285714285714
SNCA	-0.316
TMSL8	-3.5435
C2orf53	0.2325
ESRRB	-0.5655
ARHGAP26	0.050125
TDRD9	-2.666
HRAS	0.0951666666666667
KLRC4	-1.81
JAGN1	-0.780333333333333
BSDC1	0.36175
RNF43	-2.5553
NDUFAF1	-0.366
PHF12	-0.3805
OR1L3	0.14375
FOLR2	2.67358333333333
LYZL6	-0.0952
tcag7.1260	0.079
WSB1	0.2155
PROS1	2.8051
OSTN	0.5
PSMB8	1.50425
SOCS4	-1.101375
DDIT4L	5.68375
MAS1	-1.097
MGC34796	1.098
CSHL1	-0.435333333333333
TBCCD1	0.126
ZBTB7C	-0.2985
AP2S1	-1.15125
P15RS	-1.4484
VAT1	-0.2545
SHANK3	1.29766666666667
TUFM	-0.635
THEG	-0.9445
KRT34	-1.623
SGSM3	-0.20575
TOMM22	-0.2375
SOCS3	2.8295
CPO	0.3705
POP4	0.0805
BHLHB3	3.23825
MALL	2.70225
OR1B1	0.6845
PARK2	1.56383333333333
GPR124	0.92275
LCE1E	0.704
RUVBL2	-0.81225
CGRRF1	0.6276
ACPL2	2.047
WNT10B	-2.734375
BAIAP2L2	-1.185375
ISCA1	0.197
C1orf125	0.096875
RPAP1	-1.098
RAI16	-0.463166666666667
RPL27	-0.336375
NLRP9	1.126
EPN1	-0.252
LOC388610	0.15875
SLC35A1	0.6615
GAL	-3.86375
SLC14A2	-0.00325
RDH11	-0.8465
FAM138F	0.029
AUH	0.1975
FLJ40243	-0.105
C14orf129	-0.225666666666667
MBD2	-1.12366666666667
ABHD14B	-0.3895
PIGT	-0.112125
ALS2CR4	-0.102375
ALAS1	-1.1204
FOXO1	1.44183333333333
CRLF3	-0.502375
C20orf107	-0.4485
FARS2	0.282
CCDC28A	1.60875
NPHP3	0.08
OR13F1	-0.076
TSEN54	-1.10675
DEFB106B	-0.6515
OR8B4	0.4585
STH	1.19925
ZC3H14	-0.979625
CBX2	0.1
TMEM49	-0.16275
C6orf21	0.5235
FLJ20920	-1.2205
CRTAP	0.521285714285714
DDX50	0.304
STYXL1	-0.38475
BLVRB	0.2795
LOC147650	0.522833333333333
MMP24	0.585
GRID1	1.3775
BANF1	-1.23966666666667
CTAGEP	-0.3635
HMBS	-2.67775
SLC25A24	-0.0325
C14orf50	-0.12
MRO	1.51666666666667
SLC25A15	-2.2555
FAM84B	-0.5193
TDP1	-0.761
C16orf78	0.00283333333333334
C11orf57	0.75425
RFK	0.008625
ZFYVE9	-1.16525
STCH	0.8794
WIBG	-0.943
LOC283871	-1.871
GBA2	-0.7895
NDUFB3	-0.68425
HSD17B13	-0.9875
GRIN3A	1.14333333333333
FMNL1	-0.800833333333333
SEPT7	0.3352
GNLY	3.4015
GRAMD1C	1.20983333333333
ZNF165	-1.3745
USP38	-0.195
FAM83A	-3.641
C14orf24	1.02816666666667
ARMCX3	1.681625
ARHGDIB	0.345166666666667
AK1	-1.304375
KIAA1045	0.25125
DNAJB13	-0.0961666666666666
NEU2	0.2015
HIST1H4B	-0.7035
FAM20B	-1.0173
HES2	-0.772538461538462
FAM73B	-1.281
LOC388381	0.02325
INTS7	-1.864
AMPH	0.03975
ZNF775	0.204625
UCKL1	-0.771166666666667
C10orf97	-0.1415
C1orf161	0.26675
ALDH1L1	-1.2885
FLJ39378	-0.578
SLC23A1	-2.46
RBM4B	0.6965
THAP4	-0.531833333333333
OGFRL1	0.26775
KIAA0831	0.086625
PPP1R15A	0.842
C1orf96	-0.316785714285714
C12orf11	-2.12925
BMF	-0.435375
MAN1A1	-0.87425
KIAA1600	0.506166666666667
NLGN4X	2.207
ALOX12	-0.7055
RB1CC1	0.4113
NEIL2	1.1217
EIF4E	-0.0841818181818182
ABHD5	-1.04025
EXOC4	0.721333333333333
CIP29	-0.836833333333333
BATF2	2.85475
SLC29A4	0.84775
HTR4	-0.06975
EMB	-0.55675
TRAF6	0.62175
LMNB1	-3.2575
FAM19A5	-0.65075
SHE	2.5215
PIK3C2B	0.73025
C15orf15	-0.2818
USP15	-0.0635
TCEAL2	0.58275
C5orf39	3.109
PTGER2	2.71625
SLC31A1	-0.8086875
IFT172	0.725
ADAM29	0.00899999999999999
GFOD1	0.66675
ST7L	0.646333333333333
C15orf26	-2.78475
PKN3	-1.57325
CNTD1	-0.536333333333333
COMMD1	0.930875
NTRK2	1.56991666666667
FOXN3	0.7985
MFGE8	-0.6907
PFKFB2	-0.397833333333333
TAS2R4	0.60825
ENTHD1	0.0926666666666667
PRMT5	-0.840125
MGC16384	1.063125
LOC442229	-0.14925
TSKU	-0.544375
KRTCAP3	3.107
PDLIM1	1.51
KCNS2	0.56775
RNF126	-0.808833333333333
CEP63	-0.29875
CLIC4	0.388125
hCG_1990170	0.428
ACR	0.2094
KLK7	-0.743666666666667
ALOX5AP	3.538
RIPK3	2.6105
TAS2R9	0.4475
C19orf18	-1.3385
BIRC6	-0.3325
ZNF16	0.077
RFT1	-0.99725
SLC8A2	-1.6585
TACC1	1.2005
ITGAD	1.588
SAMHD1	1.51125
SH3PXD2B	0.7036
EPC2	1.18275
C20orf85	0.20475
ATP13A2	-0.4065
KRT4	0.112625
CAPNS1	-0.4395
MDM2	0.5145
PCDH20	1.66975
KCNK9	0.1035
OR2C1	-0.804
KLHDC3	-1.472
IPPK	-1.7335
EFHD2	0.06275
GALR3	1.709
NBEA	1.227
ABCA6	2.5713
CLDN3	-0.253333333333333
AKT2	-0.724928571428571
EGFR	3.1874
RBM16	-0.560875
ZDHHC3	-0.4003
SLC25A4	0.145833333333333
CYB5B	-0.490333333333333
CPXM1	-0.7925
NDRG1	2.35092307692308
FLJ43826	0.48175
OR5L2	-0.6102
FARP2	-0.7475
MRPL46	-0.750833333333333
LDHAL6B	0.201
MAPKAPK3	-0.812333333333333
NCAM2	-4.75233333333333
PRKD2	0.541333333333333
ZFP36L1	1.5965
CYSLTR1	0.72475
OR4C3	0.37475
HIST1H2AJ	0.53
CCNB2	-3.63122222222222
ZNF10	-0.0385
TMEM175	1.095
FAM134A	1.80116666666667
TIGD4	-0.7395
PCNP	-0.072
MGC39715	0.598
LQK1	-0.9025
CREB1	0.4096
TMPRSS3	-1.9825
C4orf32	0.31975
LAT	0.440166666666667
KCNA3	0.047
SKIV2L2	-0.36275
ROPN1B	-4.497
tcag7.23	-0.029
CDT1	-2.97725
ZHX2	1.863875
CD28	-2.75325
ZNF624	0.8065
SEPT2	-0.444333333333333
SOHLH2	-2.0755
MCOLN3	-1.87225
UNQ1945	0.5655
MASP2	-1.5445
ZNRF3	0.3248
GPATCH3	-0.3365
AGL	-0.245125
QRICH2	0.0615
PSD4	0.0186666666666667
CCNB1IP1	-0.396
ENPP7	0.0325
OBFC1	0.62375
KCNG3	-3.46975
C14orf79	0.339166666666667
ENPEP	6.13133333333333
SCT	0.471
SKI	1.101875
SEC61G	-0.4785
CAPN11	-0.482
ATXN7L3	-0.92875
DBNDD1	-1.37533333333333
FAIM	-0.32425
ANKRD36	0.843
GABRP	-0.383
TACSTD2	-2.35983333333333
EIF3J	-1.47175
PPP2R2A	-0.85225
TEKT4	0.208666666666667
PVALB	-3.23883333333333
F10	-0.330166666666667
FAM134C	0.4824
COMP	1.30425
EFCBP1	-1.237
SCLT1	0.955
TAL1	-0.7948
ACSL1	1.62375
ABCC5	-0.416083333333333
ABL1	-0.6785
RBBP7	-0.591083333333333
PTPRG	1.11075
NCOR1	-0.453
SPINK4	-2.554
TXNRD1	-1.3235
TNRC15	0.5575
C9orf138	1.507875
UBE2H	0.550833333333333
BRDT	0.0122
C8orf31	0.037
CCNE2	-3.20790909090909
SLC6A8	0.116875
CALCR	2.82925
PPP1CB	1.29316666666667
ABHD8	-0.71725
ARF5	0.0493
SLC24A4	0.721
CCT3	-1.32325
ZNF121	-0.191375
SLC3A2	-1.2007
OR13A1	0.368
SLC5A10	2.14675
RAD50	-0.084875
IER5	0.4415
MTHFD1L	-1.345125
MBTPS2	-0.0635
MVK	-0.710875
NCL	-0.9705
PSMD10	-0.10475
MOBP	0.381125
FLJ32894	2.14
HRH1	1.4865
C5orf30	-1.16175
NUDT16L1	0.1462
RASGRP3	5.13033333333333
PRKRIP1	-0.0647
CCDC75	1.48025
LOC253970	-0.43425
KIAA1239	-0.12075
MED21	-0.40425
SYT11	2.34191666666667
NTSR2	-0.547
EGFL11	-1.2315
CXorf59	1.456
OR2A25	0.31225
SPTBN2	-2.37275
LRMP	1.01983333333333
RNF111	-0.31125
PTH	1.1655
LOC619208	1.29883333333333
KIAA0895	0.961
RANBP5	-0.85875
P2RY10	0.916833333333333
NME5	3.74166666666667
DDX21	-1.2185
LRSAM1	-0.3625
HDAC11	-0.202666666666667
VMO1	2.883
NOLA2	-0.9305
ADAR	0.820583333333333
MTO1	-1.06183333333333
SF4	-0.100833333333333
P2RX1	-0.098
HBM	2.3885
EN2	1.658
C14orf172	-0.2665
TM9SF2	-0.165
INHBE	-0.884
TCTE3	-0.2555
TOX2	-0.9515
CTAGE3	0.477
HBB	5.0908
MED15	-1.1195
CASR	0.88475
C6orf66	-1.18133333333333
MTPN	0.272625
UNC50	0.02475
C21orf33	0.712625
IRF2	0.474875
PGR	-2.826
GPR84	2.30875
CROCCL1	-1.87525
SRPX	-1.86725
BRE	0.751
FGF10	0.192333333333333
SDC3	-0.674833333333333
ZRSR1	0.512833333333333
DKFZP434P211	0.024
SOX6	0.383
RPUSD2	-0.99
C14orf173	0.175416666666667
MAPK11	0.525666666666667
TBC1D22A	0.6125
FAM123A	-0.898
COL4A6	-4.04083333333333
TOMM70A	-0.94525
NAB1	0.713875
MGC16385	-0.57325
TSPAN18	0.773833333333333
MED31	-0.125
PLG	0.82775
CAPSL	0.0195
ZNF532	0.9525
ASB14	0.354
CA8	-3.61775
NUDT16P	0.3395
SLFN11	1.1695
LRRIQ2	-0.49275
NOL7	-0.430333333333333
BRMS1L	-0.557875
JARID1A	0.5865
PANK2	-0.53125
ICAM3	-0.303
MDS1	0.41475
TAF8	-0.74325
RNF139	0.732
ZNF594	-0.255333333333333
ADAM8	0.927
SFTPC	-0.848875
MAN2B2	0.562
RGS12	0.8255625
EIF1AY	-4.20754545454545
LRRIQ1	-0.520666666666667
GPR150	1.418
CCDC21	-2.18616666666667
PRRG3	0.20825
SAA4	-3.98075
RAPGEF5	3.356375
ZCCHC2	0.344583333333333
MGC39372	1.3305
PPP4R2	-0.484
CDCA2	-0.884833333333333
OR4D5	0.1844
PTGFRN	0.3777
SIGLEC5	2.367
C19orf61	-1.2505
NMUR2	-0.2365
KIAA1586	-0.359333333333333
DAGLA	0.7175
CHCHD6	-0.703
GPR32	0.739
NEUROD6	0.07
SLC2A4RG	-0.3611875
CA5B	0.52675
FBXL3	1.306
MPHOSPH9	-1.9465
HMG2L1	-0.36375
HCN4	0.806
CEACAM19	0.40525
SH2D4B	0.456833333333333
HFE2	-0.2625
TGM4	-0.4035
LYPD2	0.1715
TBC1D15	0.205
MRPS21	-0.2583
NONO	-0.7474
CLEC5A	2.403625
ITCH	0.1816
MGAT3	2.63516666666667
MBP	-0.5315
RPP25	-1.87675
SOSTDC1	-0.61325
HRC	0.91625
TRIM48	-0.313
TMEM133	3.275
ECEL1P2	-0.94675
HOXC11	-0.327
DOK5	2.2805
HELZ	-0.0455
LOC348180	-0.21875
MGC33894	-0.03375
ADRB3	0.1755
DMD	-0.203083333333333
PTRH2	-0.634
MPEG1	3.58833333333333
NDUFA12	0.3815
KRTAP2-4	0.248666666666667
STAMBPL1	0.497666666666667
ADCY2	1.5308
UNQ6125	0.631
KLHL20	0.198166666666667
SRM	-1.413
OTC	-0.05025
TMIE	2.0385
SNX8	0.08375
LIPK	1.363
CHURC1	0.4455
KLC2	0.306333333333333
HDAC1	-0.9235
FAM128A	0.599833333333333
FNDC3B	1.6534
MTCP1	2.15433333333333
WFDC10B	0.183
PCDHGB3	2.2775
ATRNL1	-2.88577777777778
CAV2	2.02725
MED26	-0.539166666666667
DUS1L	-0.5675
CHRM3	-0.87375
NEK9	-0.025
WARS2	0.3375
TBX22	-1.166
TOMM40	-1.23175
RP6-213H19.1	-1.38416666666667
TUBGCP5	-1.40575
IGSF6	5.1455
TPPP	1.7585
UNQ6190	-1.2125
GSTM5	0.7075
BTD	0.0665
PDCD1LG2	0.385166666666667
SNRPB2	0.142333333333333
ERICH1	1.149375
APOA4	-1.49625
HOXA11	-0.64875
NARG1	-0.5725
MKX	-2.74275
RAB28	-0.643642857142857
PKP3	-3.0655
SH3GL2	-1.63675
CTSO	4.54775
RPN2	0.1266875
IL28RA	0.981333333333333
SFMBT1	-1.077
WDR57	-1.2625
FER1L3	1.41616666666667
HSF5	0.113333333333333
TTC9B	-0.1855
C4BPA	-2.95633333333333
ALB	-4.74392857142857
SORBS3	0.338125
UPF2	-0.818
JPH1	-0.2925
AGBL2	1.94
DOPEY1	1.3055
TERF1	0.109833333333333
KIF22	-1.52483333333333
NINJ1	-0.01925
SEC61A2	-1.31033333333333
HIST1H1D	-0.0633333333333333
SFXN4	0.6005
UCP3	0.1004
ZNF703	0.422166666666667
MYL6B	0.473
TREM1	3.4545
OR52E6	-0.1245
CKMT2	2.15375
HLA-C	2.357875
SLC13A3	-1.181
TIMP4	-0.712
SLIT2	0.8715
RSF1	0.294055555555556
LONRF1	-0.220214285714286
MON1A	-0.9615
CACNG6	-1.35166666666667
DPPA4	-4.95483333333333
ZSWIM3	-0.09325
ZNF804A	0.335833333333333
CCIN	0.585
SLC25A31	0.278666666666667
KCNMB4	0.19075
RABL5	0.109625
GALNS	0.0402
STX6	0.712375
HIST1H1C	-0.673166666666667
CIDEB	-0.100875
CASP4	0.775666666666667
PDK3	-0.6409
KCNJ11	0.049
TPR	-0.379125
ZSCAN20	0.073
MTX2	-0.11975
HIST1H2BH	-0.00649999999999999
LOC283767	0.7355
LYRM7	-0.527944444444444
BRD3	-1.18
HIST1H2BO	-0.26925
MAGEB10	0.0545
SLC45A1	1.4715
SERPINA3	-2.9973
KIAA0143	0.90225
KCNJ16	6.60716666666667
KRT79	-1.22525
FABP2	-0.641
NUT	-0.5745
ZNF57	-0.9185
FBXL4	0.313375
CLEC9A	2.509
UGT8	1.5695
BMP2K	-0.59625
MAPK4	-3.659
SLC25A23	0.1112
HINT1	-0.3103
KRTAP13-1	0.4025
SFXN5	-0.4988
CHCHD2	0.07625
FAM3D	1.9505
NDP	0.693875
RHOBTB1	2.43283333333333
SLC4A4	4.168
RPL38	0.51175
HTF9C	0.186666666666667
AP2A2	0.558125
ZBTB46	0.528
MAP7D1	-0.586
AOX1	-0.203
CYR61	1.269
DTNA	-1.146
JRKL	1.629
TMOD3	-0.87325
EEA1	0.0172
ADCK5	-1.2195
IL1R1	2.36683333333333
KLK3	0.524785714285714
HRSP12	0.5675
KTN1	-0.82575
LOH11CR2A	0.7628
RELL2	-2.264
MAB21L1	-0.75375
C20orf59	-0.894333333333333
PHKB	-0.46875
ADAM2	-2.69116666666667
TBC1D8B	3.30666666666667
FAM13A1	1.6368125
LAPTM4B	-0.75775
LCN8	0.211
TMEM147	-0.0495
SYT4	0.813166666666667
XPO7	-1.2725
C9orf62	1.471
GPR75	-0.3745
TRIM5	1.798875
APOC1	0.5525
RNASE4	1.78833333333333
PARD6B	-0.518625
ARID1A	-0.610166666666667
TPD52L3	0.3774
RRAGB	1.223
RCN2	-1.17433333333333
HIST2H2BE	-0.746625
STARD7	-0.81725
SHMT2	0.70725
KIAA1751	0.189
MLYCD	1.752625
LOC162632	-0.0473
UQCRH	-1.2395
RP11-217H1.1	1.7720625
SDHA	0.3
NCLN	-0.5024
ZNF17	-0.0131666666666667
RCBTB2	0.95325
VEGFB	0.947
RP4-747L4.3	0.64
COLQ	0.318
MPN2	-0.51
DRG2	-1.03175
KLRB1	6.31275
ALPK2	2.4695
DNASE2B	0.6965
FLJ23834	1.2655
AXUD1	2.222
SAFB	0.0424
NSUN4	-0.311
RFX2	1.4025
MAPK8IP1	-0.793833333333334
FANCD2	-2.56657142857143
ANKZF1	-0.830166666666667
C19orf50	-0.3375
DUSP8	0.54125
SENP5	0.106875
NFKBIL2	-0.92175
LBR	-0.70925
IGFL1	0.345
LZTS2	-0.19125
IL2RG	-0.786125
CCDC51	-1.3285
KLF3	-0.057
ANKRD37	1.39075
KCTD14	1.983
FZR1	-0.0696666666666667
SLC44A4	-0.2154
ESPL1	-0.978875
GMPR2	0.3486
TBC1D19	-0.369166666666667
ERGIC1	1.28855555555556
ERBB4	-0.100777777777778
TSPAN32	0.315333333333333
MAP4	-0.545
GPHN	-0.835
SLC6A2	-0.198125
HIVEP1	-0.92875
DFFB	-1.3856
EIF4EBP2	0.248
DMRT1	-0.8805
HSPB6	-0.41275
IER2	1.02066666666667
AIFM1	-0.788
WWC2	1.53475
MRPL4	-1.077
FLJ21062	0.7665
EPB41L4A	2.76358333333333
SH2D6	-0.19275
TAF4B	-0.664
GAL3ST3	0.4345
MALT1	-0.321333333333333
RTDR1	3.80075
ARVCF	-0.8275
MEX3B	-0.682666666666667
FBXO16	1.108
KIF7	-1.576
C1QC	4.36916666666667
ZNF783	-0.897666666666667
ZNF85	-0.7855
MMP13	1.3685
KIAA0329	0.294875
RTP3	-1.1495
ZBED3	0.0125
CLGN	-1.62625
SLC25A37	0.30075
hCG_18290	-0.065
OR5AS1	-0.082
SMARCC2	0.670583333333333
FAM109A	-0.063
CCDC12	-0.8925
USF2	-0.0892
DEPDC7	0.96975
C20orf24	-1.576
JMJD3	0.98
DSP	-2.3285
SLIC1	0.620875
FAM20A	1.467875
IRF2BP2	0.533625
ZNF230	0.3555
MSN	0.729714285714286
SLC9A5	-0.9765
EPDR1	0.854
MUSK	-0.126666666666667
ZNF434	-0.519833333333333
SMARCD1	-1.36516666666667
