Hybridization REF	TCGA-CJ-4643-01A-01R-1188-07
tcag7.1260	-0.8635
WSB1	-1.02033333333333
PROS1	2.2959
OSTN	0.745
PSMB8	2.0845
SOCS4	-0.077625
DDIT4L	6.08
MAS1	-0.0905
MGC34796	1.22975
CSHL1	0.0173333333333333
TBCCD1	0.1955
ZBTB7C	-0.239
AP2S1	-1.258125
P15RS	-0.3768
VAT1	0.417
SHANK3	1.87566666666667
TUFM	-0.317333333333333
THEG	-1.52025
KRT34	-1.97
SGSM3	-0.349375
TOMM22	0.11875
SOCS3	1.14166666666667
CPO	0.2
POP4	0.2695
BHLHB3	2.71375
MALL	1.23925
OR1B1	0.076
PARK2	1.99416666666667
GPR124	1.2585
LCE1E	0.053
RUVBL2	-0.89325
CGRRF1	1.267
ACPL2	1.113
WNT10B	-2.84525
BAIAP2L2	1.04875
ISCA1	0.6965
C1orf125	-0.389125
RPAP1	-0.95675
RAI16	-1.0685
RPL27	-0.092
NLRP9	0.9775
EPN1	0.089
LOC388610	-2.93225
SLC35A1	1.0293
GAL	-4.126
SLC14A2	0.43225
RDH11	0.35
FAM138F	-0.6815
AUH	1.4015
FLJ40243	0.1285
C14orf129	0.221166666666667
MBD2	-0.471666666666667
ABHD14B	0.024875
PIGT	-0.6125
ALS2CR4	-0.545875
ALAS1	-0.2483
FOXO1	1.47316666666667
CRLF3	0.02975
C20orf107	-0.92
FARS2	1.069
CCDC28A	1.65075
NPHP3	-0.66175
OR13F1	0.346
TSEN54	-0.9615
DEFB106B	0.232
OR8B4	0.3705
STH	0.90675
ZC3H14	-0.60625
CBX2	-1.873
TMEM49	-1.05475
C6orf21	0.286
FLJ20920	-1.6735
CRTAP	0.264928571428571
DDX50	0.07475
STYXL1	-0.57975
BLVRB	-0.312
LOC147650	-0.428
MMP24	0.5925
GRID1	2.11616666666667
BANF1	-1.39783333333333
CTAGEP	0.802
HMBS	-2.613
SLC25A24	0.0876666666666667
C14orf50	-1.13225
MRO	1.401
SLC25A15	-1.60575
FAM84B	0.6911
TDP1	-1.239
C16orf78	0.3395
C11orf57	0.19425
RFK	0.033875
ZFYVE9	-0.42075
STCH	-0.0363
WIBG	-0.35525
LOC283871	-1.01583333333333
GBA2	-0.0611
NDUFB3	-0.364
HSD17B13	-0.235
GRIN3A	1.30183333333333
FMNL1	-0.742
SEPT7	0.0468
GNLY	5.1615
GRAMD1C	1.926
ZNF165	-0.47975
USP38	-0.01375
FAM83A	-3.5075
C14orf24	1.13116666666667
ARMCX3	1.108125
ARHGDIB	0.999166666666667
AK1	-0.10675
KIAA1045	-1.5445
DNAJB13	-0.878166666666667
NEU2	0.579
HIST1H4B	-1.028
FAM20B	-0.6649
HES2	0.1785
FAM73B	-1.0627
LOC388381	-0.95175
INTS7	-1.60036363636364
AMPH	0.21075
ZNF775	-0.117375
UCKL1	-1.10516666666667
C10orf97	0.43675
C1orf161	-0.2495
ALDH1L1	4.53725
FLJ39378	-0.114375
SLC23A1	-1.548
RBM4B	0.29025
THAP4	0.1645
OGFRL1	0.82875
KIAA0831	-0.08025
PPP1R15A	0.495333333333333
C1orf96	-1.12478571428571
C12orf11	-1.3255
BMF	0.075875
MAN1A1	-1.081125
KIAA1600	0.933666666666667
NLGN4X	0.0125
ALOX12	-1.7315
RB1CC1	0.2058
NEIL2	-0.265
EIF4E	-0.0890909090909091
ABHD5	-0.57025
EXOC4	-0.3565
CIP29	-0.358
BATF2	2.5185
SLC29A4	0.881875
HTR4	-0.16325
EMB	-0.695
TRAF6	0.90475
LMNB1	-4.10375
FAM19A5	-0.693125
SHE	3.7795
PIK3C2B	1.39075
C15orf15	0.0617
USP15	0.0395
TCEAL2	3.87175
C5orf39	0.636666666666667
PTGER2	0.2255
SLC31A1	-0.6665
IFT172	-0.126
ADAM29	0.56825
GFOD1	1.05525
ST7L	0.0833333333333333
C15orf26	-2.8025
PKN3	-1.05575
CNTD1	-0.649666666666667
COMMD1	0.543125
NTRK2	2.88575
FOXN3	1.212625
MFGE8	-0.1628
PFKFB2	0.0843333333333333
TAS2R4	-0.41175
ENTHD1	-0.1905
PRMT5	-0.59475
MGC16384	0.102125
LOC442229	-0.38525
TSKU	-1.27275
KRTCAP3	1.047375
PDLIM1	0.9997
KCNS2	0.78825
RNF126	-0.2215
CEP63	0.022875
CLIC4	1.691625
hCG_1990170	5.441
ACR	1.5622
KLK7	-1.02533333333333
ALOX5AP	3.657625
RIPK3	3.5775
TAS2R9	-0.0995
C19orf18	0.6
BIRC6	-0.303428571428571
ZNF16	0.589
RFT1	-1.0805
SLC8A2	-0.9865
TACC1	0.972125
ITGAD	1.878
SAMHD1	1.51975
SH3PXD2B	-0.4725
EPC2	1.0085
C20orf85	0.19375
ATP13A2	-0.609166666666667
KRT4	0.352375
CAPNS1	-0.29875
MDM2	0.0685
PCDH20	0.58475
KCNK9	1.424
OR2C1	0.457
KLHDC3	-0.853166666666667
IPPK	-0.7445
EFHD2	0.606875
GALR3	1.2245
NBEA	1.381
ABCA6	0.9693
CLDN3	0.261333333333333
AKT2	-1.18585714285714
EGFR	2.3596
RBM16	-0.20525
ZDHHC3	-0.22
SLC25A4	0.734
CYB5B	-0.1545
CPXM1	-2.28575
NDRG1	2.97530769230769
FLJ43826	-0.00250000000000003
OR5L2	0.259333333333333
FARP2	-0.0551
MRPL46	0.0795
LDHAL6B	0.551166666666667
MAPKAPK3	-0.511166666666667
NCAM2	-4.366
PRKD2	0.598333333333333
ZFP36L1	1.7175
CYSLTR1	0.80625
OR4C3	0.31425
HIST1H2AJ	0.5485
CCNB2	-3.988
ZNF10	-0.2015
TMEM175	0.521
FAM134A	1.47933333333333
TIGD4	0.686
PCNP	0.644
MGC39715	0.53475
LQK1	0.10575
CREB1	0.3714
TMPRSS3	-1.50375
C4orf32	1.3625
LAT	-0.96075
KCNA3	-0.606
SKIV2L2	-0.80825
ROPN1B	-4.1325
tcag7.23	-0.3915
CDT1	-3.50725
ZHX2	1.199875
CD28	-2.00075
ZNF624	1.19925
SEPT2	0.128333333333333
SOHLH2	-2.2415
MCOLN3	-1.226375
UNQ1945	0.6595
MASP2	-1.7055
ZNRF3	0.6168
GPATCH3	0.01125
AGL	0.43025
QRICH2	-0.057
PSD4	0.662166666666667
CCNB1IP1	-0.919
ENPP7	0.306
OBFC1	0.303
KCNG3	-3.032
C14orf79	0.453333333333333
ENPEP	6.7145
SCT	0.664
SKI	1.0985
SEC61G	-0.92425
CAPN11	-0.11275
ATXN7L3	-1.14175
DBNDD1	-0.8505
FAIM	0.717
ANKRD36	-1.601
GABRP	-1.16275
TACSTD2	-2.0605
EIF3J	-0.4185
PPP2R2A	-1.08725
TEKT4	-0.2205
PVALB	-3.811
F10	-1.69283333333333
FAM134C	1.0504
COMP	-0.181375
EFCBP1	-0.3396875
SCLT1	1.0515
TAL1	-0.2474
ACSL1	2.458
ABCC5	-0.608083333333333
ABL1	-0.4865
RBBP7	-0.550666666666667
PTPRG	0.6175
NCOR1	0.1647
SPINK4	-2.564
TXNRD1	-1.3528
TNRC15	0.854125
C9orf138	0.783125
UBE2H	0.319
BRDT	-0.0886
C8orf31	-0.1575
CCNE2	-3.62254545454545
SLC6A8	0.1365
CALCR	-1.58575
PPP1CB	1.34058333333333
ABHD8	0.06475
ARF5	-0.2879
SLC24A4	2.08225
CCT3	-0.873
ZNF121	-0.172375
SLC3A2	-1.3342
OR13A1	0.354
SLC5A10	4.43425
RAD50	-0.303375
IER5	0.68825
MTHFD1L	-2.34725
MBTPS2	0.23125
MVK	0.21975
NCL	-0.5038
PSMD10	-0.14175
MOBP	-0.00685714285714288
FLJ32894	0.6455
HRH1	0.432833333333333
C5orf30	-0.684
NUDT16L1	0.701
RASGRP3	5.50366666666667
PRKRIP1	-0.6733
CCDC75	-0.02225
LOC253970	0.098
KIAA1239	-0.0306666666666667
MED21	-0.2145
SYT11	2.10691666666667
NTSR2	-0.6995
EGFL11	-0.71
CXorf59	-0.2605
OR2A25	-0.0775
SPTBN2	-2.44775
LRMP	1.05566666666667
RNF111	0.08225
PTH	0.9815
LOC619208	1.18866666666667
KIAA0895	0.70225
RANBP5	-0.8715
P2RY10	1.62833333333333
NME5	3.5835
DDX21	-1.091
LRSAM1	-0.547
HDAC11	0.413166666666667
VMO1	2.7515
NOLA2	-1.04583333333333
ADAR	0.3905
MTO1	-0.7395
SF4	0.514333333333333
P2RX1	0.1455
HBM	1.50475
EN2	1.1245
C14orf172	-0.0435
TM9SF2	0.3239
INHBE	-1.25416666666667
TCTE3	-0.58725
TOX2	-1.05475
CTAGE3	1.344
HBB	5.3398
MED15	-1.14216666666667
CASR	0.90475
C6orf66	-1.2055
MTPN	-0.20075
UNC50	0.29175
C21orf33	0.911375
IRF2	1.044125
PGR	-2.98266666666667
GPR84	2.01875
CROCCL1	-2.29575
SRPX	-2.166
BRE	0.283666666666667
FGF10	-0.635666666666667
SDC3	0.6855
ZRSR1	0.471333333333333
DKFZP434P211	-0.389875
SOX6	1.4955
RPUSD2	-0.3665
C14orf173	0.100333333333333
MAPK11	0.105
TBC1D22A	0.9085
FAM123A	-0.965
COL4A6	-3.57583333333333
TOMM70A	0.198
NAB1	0.619875
MGC16385	-0.12425
TSPAN18	2.42816666666667
MED31	-0.33025
PLG	4.33375
CAPSL	0.5785
ZNF532	0.9687
ASB14	0.28075
CA8	-1.7835
NUDT16P	1.70066666666667
SLFN11	0.1
LRRIQ2	-0.49125
NOL7	-0.312166666666667
BRMS1L	-0.238875
JARID1A	0.179833333333333
PANK2	-0.5995
ICAM3	0.01
MDS1	0.459
TAF8	-0.22475
RNF139	0.5195
ZNF594	-0.017
ADAM8	1.002375
SFTPC	-0.231125
MAN2B2	0.981125
RGS12	0.8754375
EIF1AY	-4.81316666666667
LRRIQ1	1.28816666666667
GPR150	1.216
CCDC21	-2.00933333333333
PRRG3	0.77325
SAA4	-4.5065
RAPGEF5	3.336875
ZCCHC2	0.132416666666667
MGC39372	-0.053
PPP4R2	-0.698333333333333
CDCA2	-1.99683333333333
OR4D5	0.2175
PTGFRN	-0.5831
SIGLEC5	2.414
C19orf61	-0.980666666666667
NMUR2	0.2485
KIAA1586	-0.374833333333333
DAGLA	-0.260166666666667
CHCHD6	-0.42225
GPR32	-0.0135
NEUROD6	-0.2105
SLC2A4RG	0.71675
CA5B	0.475
FBXL3	1.555
MPHOSPH9	-1.75175
HMG2L1	-0.9965
HCN4	0.7105
CEACAM19	-0.415
SH2D4B	0.445833333333333
HFE2	-0.8135
TGM4	0.1578
LYPD2	0.51675
TBC1D15	0.62675
MRPS21	-0.2143
NONO	-1.0332
CLEC5A	2.183625
ITCH	0.3482
MGAT3	0.543
MBP	0.392625
RPP25	-1.58
SOSTDC1	-2.1355
HRC	1.4665
TRIM48	0.873
TMEM133	3.00925
ECEL1P2	-1.08375
HOXC11	-0.2065
DOK5	0.046
HELZ	-0.204333333333333
LOC348180	-0.49725
MGC33894	0.424
ADRB3	-0.4385
DMD	0.346083333333333
PTRH2	-0.68375
MPEG1	4.21583333333333
NDUFA12	0.2195
KRTAP2-4	-0.00483333333333336
STAMBPL1	0.331
ADCY2	0.731
UNQ6125	0.2385
KLHL20	0.323166666666667
SRM	-1.5345
OTC	0.87625
TMIE	0.679666666666667
SNX8	0.00724999999999999
LIPK	0.3155
CHURC1	0.174166666666667
KLC2	0.253
HDAC1	-0.907666666666667
FAM128A	0.0535
FNDC3B	1.1579
MTCP1	0.951
WFDC10B	-0.0659
PCDHGB3	1.192
ATRNL1	-3.4949
CAV2	2.274
MED26	-0.356833333333333
DUS1L	0.01325
CHRM3	-0.577875
NEK9	0.96575
WARS2	-0.05925
TBX22	-0.4225
TOMM40	-1.24875
RP6-213H19.1	-2.993
TUBGCP5	-1.21875
IGSF6	5.94725
TPPP	2.45416666666667
UNQ6190	-0.4115
GSTM5	2.3435
BTD	0.6115
PDCD1LG2	0.907833333333333
SNRPB2	-0.434666666666667
ERICH1	0.4025
APOA4	-1.0485
HOXA11	-1.2585
NARG1	-0.06375
MKX	-0.10675
RAB28	0.105928571428571
PKP3	-3.57675
SH3GL2	-2.5805
CTSO	4.048
RPN2	-0.2288125
IL28RA	0.297333333333333
SFMBT1	-0.77625
WDR57	-0.619875
FER1L3	0.812916666666667
HSF5	-0.2125
TTC9B	-0.59175
C4BPA	-4.48166666666667
ALB	-5.43854545454545
SORBS3	0.04525
UPF2	-0.599
JPH1	-1.3265
AGBL2	0.08525
DOPEY1	2.1935
TERF1	-0.114333333333333
KIF22	-1.64983333333333
NINJ1	0.757
SEC61A2	-1.28291666666667
HIST1H1D	-1.11766666666667
SFXN4	0.404
UCP3	-0.1014
ZNF703	-0.0336666666666667
MYL6B	0.5635
TREM1	2.28675
OR52E6	0.4345
CKMT2	2.078
HLA-C	3.275375
SLC13A3	-2.888
TIMP4	0.52475
SLIT2	0.58925
RSF1	0.135888888888889
LONRF1	-1.16321428571429
MON1A	-0.4215
CACNG6	-1.3675
DPPA4	-5.2385
ZSWIM3	-0.18775
ZNF804A	1.18883333333333
CCIN	0.991
SLC25A31	-0.244
KCNMB4	-0.025
RABL5	0.398875
GALNS	-0.1957
STX6	0.30875
HIST1H1C	-0.297666666666667
CIDEB	2.177
CASP4	0.616833333333333
PDK3	-0.4238
KCNJ11	-0.6085
TPR	-0.749625
ZSCAN20	-0.593
MTX2	-0.2755
HIST1H2BH	-0.46
LOC283767	2.1755
LYRM7	-0.186444444444444
BRD3	-0.427166666666667
HIST1H2BO	-0.35475
MAGEB10	0.043
SLC45A1	1.87225
SERPINA3	-3.2883
KIAA0143	1.25475
KCNJ16	7.62016666666667
KRT79	-0.8095
FABP2	-0.153333333333333
NUT	0.19175
ZNF57	-0.547
FBXL4	0.733125
CLEC9A	3.8
UGT8	1.66583333333333
BMP2K	0.43675
MAPK4	-3.671
SLC25A23	0.231
HINT1	0.0941
KRTAP13-1	0.496
SFXN5	-0.398
CHCHD2	-0.0685
FAM3D	2.115
NDP	-4.25775
RHOBTB1	1.662
SLC4A4	4.444125
RPL38	0.1185
HTF9C	-0.127333333333333
AP2A2	0.749875
ZBTB46	0.2395
MAP7D1	-0.393625
AOX1	2.18916666666667
CYR61	2.7515
DTNA	-1.32230769230769
JRKL	1.499
TMOD3	-0.31175
EEA1	-0.37
ADCK5	-1.0685
IL1R1	1.1615
KLK3	0.275285714285714
HRSP12	2.73775
KTN1	-0.0075
LOH11CR2A	-0.7242
RELL2	-2.32025
MAB21L1	0.17775
C20orf59	-1.28716666666667
PHKB	-0.0485
ADAM2	-2.25383333333333
TBC1D8B	2.22766666666667
FAM13A1	0.896625
LAPTM4B	-1.2155
LCN8	0.0135
TMEM147	0.0235
SYT4	0.5145
XPO7	-1.102
C9orf62	1.16075
GPR75	0.0215
TRIM5	0.885
APOC1	0.147166666666667
RNASE4	1.4515
PARD6B	-1.26425
ARID1A	-0.847916666666667
TPD52L3	0.12125
RRAGB	1.2245
RCN2	-1.0285
HIST2H2BE	-1.2396875
STARD7	-0.35475
SHMT2	0.307
KIAA1751	0.207666666666667
MLYCD	3.019
LOC162632	-0.7966
UQCRH	-1.15475
RP11-217H1.1	1.1433125
SDHA	0.179
NCLN	-0.3604
ZNF17	0.409
RCBTB2	1.1645
VEGFB	0.8308
RP4-747L4.3	1.35875
COLQ	-0.3404
MPN2	-0.225666666666667
DRG2	-0.50425
KLRB1	6.771
ALPK2	2.73175
DNASE2B	0.72975
FLJ23834	0.6278
AXUD1	2.19016666666667
SAFB	-0.4655
NSUN4	-0.49725
RFX2	1.35566666666667
MAPK8IP1	0.1575
FANCD2	-2.894
ANKZF1	-1.08283333333333
C19orf50	-0.174875
DUSP8	-0.264375
SENP5	-0.30425
NFKBIL2	-0.9745
LBR	-0.182875
IGFL1	-0.2345
LZTS2	-0.28025
IL2RG	-0.372375
CCDC51	-0.5065
KLF3	0.56425
ANKRD37	1.2195
KCTD14	1.20866666666667
FZR1	-0.1375
SLC44A4	0.6253
ESPL1	-1.47575
GMPR2	0.4659
TBC1D19	0.46
ERGIC1	0.576444444444444
ERBB4	-1.357
TSPAN32	1.09441666666667
MAP4	-0.362375
GPHN	0.005
SLC6A2	0.033875
HIVEP1	-0.27675
DFFB	-0.5819
EIF4EBP2	1.444375
DMRT1	-0.853
HSPB6	-0.43875
IER2	1.5355
AIFM1	0.776
WWC2	0.57675
MRPL4	-1.2185
FLJ21062	0.511666666666667
EPB41L4A	2.46741666666667
SH2D6	-0.03975
TAF4B	-0.452
GAL3ST3	0.0465
MALT1	-0.523833333333333
RTDR1	3.62025
ARVCF	0.4835
MEX3B	-2.4405
FBXO16	-0.54175
KIF7	-1.607
C1QC	4.44833333333333
ZNF783	-1.6055
ZNF85	-0.67
MMP13	-1.7295
KIAA0329	0.722571428571429
RTP3	-1.253
ZBED3	-0.088
CLGN	-4.666
SLC25A37	-1.656625
hCG_18290	-0.65975
OR5AS1	-0.078
SMARCC2	0.602416666666667
FAM109A	-0.234
CCDC12	-0.67925
USF2	0.3978
DEPDC7	1.30675
C20orf24	-1.05333333333333
JMJD3	0.2005
DSP	-2.061
SLIC1	0.917125
FAM20A	1.121375
IRF2BP2	0.4045
ZNF230	0.291
MSN	1.02807142857143
SLC9A5	-1.7755
EPDR1	0.7265
MUSK	-0.0276666666666667
ZNF434	-0.173166666666667
SMARCD1	-0.3105
ZFP106	0.28475
ZNF347	-0.2235
