Hybridization REF	TCGA-AK-3453-01A-01R-0864-07
TCP1	-2.73975
TMED7	1.0322
CMA1	1.6495
CENPL	-1.62616666666667
PTCRA	0.6235
FST	-5.2595
VWCE	-4.60625
PAWR	-1.7685
ABCC12	0.629
LDLR	-3.7909
ASTN2	0.1846
LOC441212	0.15875
GPATCH8	-0.68925
TANC2	-1.44983333333333
KIF4A	-4.20575
C18orf18	-1.2805
PGM1	0.20775
KIAA0258	0.842
CPD	1.06125
SNCAIP	-1.2795
DCT	-4.294
HLA-DOA	2.28027272727273
OR11L1	1.2315
UPK1B	-0.2306
DNAJB4	0.118125
UGT1A8	0.08925
HIST1H4L	0.3105
PECR	0.247833333333333
HSPA2	3.958
WFIKKN1	-2.201
SERP1	0.605125
SYDE2	-1.536
TACR2	0.4015
NUP85	-1.03775
CD177	-0.457833333333333
LGR5	-1.09333333333333
PIGG	0.0590833333333333
PTHR1	4.80316666666667
RAB5A	-0.2324
FLJ13224	0.2565
USP9Y	-0.862
C7orf53	-1.7085
LRP1B	0.65075
XAF1	-0.998
ABCG8	0.86
ANKDD1A	-1.04166666666667
DAND5	-2.533
SPAG6	0.484666666666667
LINCR	2.3645
ZDHHC22	-0.665375
CCDC60	-0.191
THOC7	-0.0901666666666667
TCTA	3.0634
OR8K3	0.58125
NY-REN-7	0.16225
B2M	1.64683333333333
C6orf141	-2.86475
LPPR4	1.4135
SQLE	-3.818375
SEPHS1	0.567
BTBD14B	0.00100000000000002
PLRG1	-0.526
SPG7	-0.348625
ZNF614	-0.205666666666667
PARD6G	0.2575
INPP5B	-1.2694
GRPEL2	0.599875
PPID	-1.2218
TRIM56	-2.723
UBE2J1	-0.182
IL20RA	-0.79325
LOC387856	-0.2205
C1orf107	-1.43266666666667
UTS2R	1.59425
C19orf22	0.469
SAFB2	-0.9105
KIAA0652	0.202875
KLRG1	0.863
MS4A8B	0.786833333333333
FRAG1	0.33925
KIAA1546	-1.538
E2F4	-0.8942
CLEC4M	0.5705
BTBD14A	-1.47975
KIAA0999	-0.5039
GYPA	-2.68983333333333
TAC1	0.4391
TRAIP	-1.40016666666667
KIAA0232	-0.2256
ERCC8	0.730875
GPX4	2.20825
KIAA0368	-2.03175
GPR157	-0.628333333333333
CTAGE4	0.653
C9orf30	-0.8905
OR52A1	1.853
HSP90B3P	-1.758
ALG9	-0.5611
BTBD10	1.206
SDK2	0.25975
BAIAP3	-1.037
RABGGTB	-1.29175
ANKRD40	0.326166666666667
KRT74	-0.1175
CALCOCO2	0.713285714285714
SNCA	-3.44225
TMSL8	-2.912625
C2orf53	0.065
ESRRB	0.69775
ARHGAP26	-1.334125
TDRD9	-2.5525
HRAS	0.280333333333333
KLRC4	-0.0465
JAGN1	0.716833333333333
BSDC1	-0.648
RNF43	-0.1168
NDUFAF1	1.10975
PHF12	0.5805
OR1L3	0.5025
FOLR2	3.37466666666667
LYZL6	0.9705
tcag7.1260	1.536
WSB1	-1.69066666666667
PROS1	-1.80011111111111
OSTN	1.1565
PSMB8	1.75825
SOCS4	-0.327285714285714
DDIT4L	3.05625
MAS1	0.615
MGC34796	2.87475
CSHL1	0.446333333333333
TBCCD1	0.818
ZBTB7C	-0.3815
AP2S1	0.194125
P15RS	-0.0422
VAT1	-0.3831
SHANK3	0.149333333333333
TUFM	0.531
THEG	-0.30125
KRT34	-0.681
SGSM3	-1.17725
TOMM22	1.039875
SOCS3	1.51666666666667
CPO	1.2105
POP4	1.82
BHLHB3	-1.3935
MALL	0.02375
OR1B1	0.398
PARK2	0.804166666666667
GPR124	-1.264625
LCE1E	-0.1255
RUVBL2	-0.73875
CGRRF1	3.3769
ACPL2	-0.682
WNT10B	-1.0595
BAIAP2L2	-1.675
ISCA1	1.897
C1orf125	0.79825
RPAP1	-1.7655
RAI16	-0.391833333333333
RPL27	1.7825
NLRP9	-0.569
EPN1	-0.072
LOC388610	1.607375
SLC35A1	1.1042
GAL	-4.29025
SLC14A2	0.7625
RDH11	0.123666666666667
FAM138F	0.65
AUH	3.002
FLJ40243	0.45325
C14orf129	1.937
MBD2	-1.80433333333333
ABHD14B	2.15025
PIGT	0.33675
ALS2CR4	-0.553375
ALAS1	1.0835
FOXO1	0.509
CRLF3	-0.88725
C20orf107	0.342
FARS2	0.9925
CCDC28A	2.252
NPHP3	-1.75025
OR13F1	0.6825
TSEN54	0.52625
DEFB106B	0.4755
OR8B4	1.1325
STH	1.0005
ZC3H14	-1.19825
CBX2	0.01
TMEM49	-0.41425
C6orf21	1.0225
FLJ20920	0.864875
CRTAP	0.959214285714286
DDX50	-0.19025
STYXL1	0.07225
BLVRB	1.43716666666667
LOC147650	0.370833333333333
MMP24	1.54375
GRID1	-0.640666666666667
BANF1	0.675166666666667
CTAGEP	0.5965
HMBS	-0.089
SLC25A24	-0.707666666666667
C14orf50	5.00675
MRO	4.53233333333333
SLC25A15	0.85425
FAM84B	1.3717
TDP1	-1.842
C16orf78	0.3175
C11orf57	0.398625
RFK	0.248375
ZFYVE9	-1.39085714285714
STCH	0.6218
WIBG	0.31675
LOC283871	0.8865
GBA2	-1.2854
NDUFB3	1.23
HSD17B13	-0.58725
GRIN3A	0.678666666666667
FMNL1	-2.41416666666667
SEPT7	-0.5831
GNLY	1.4565
GRAMD1C	4.52333333333333
ZNF165	-1.66625
USP38	-0.58375
FAM83A	-3.08466666666667
C14orf24	-0.0664166666666667
ARMCX3	-0.425875
ARHGDIB	-0.974
AK1	1.4995
KIAA1045	0.12025
DNAJB13	0.11
NEU2	0.718
HIST1H4B	0.397833333333333
FAM20B	-1.119
HES2	0.394357142857143
FAM73B	0.0169
LOC388381	1.92725
INTS7	-2.06854545454545
AMPH	0.42975
ZNF775	-0.0404999999999999
UCKL1	-0.221666666666667
C10orf97	1.232
C1orf161	0.679
ALDH1L1	4.879
FLJ39378	-0.239375
SLC23A1	-0.8125
RBM4B	-1.13675
THAP4	1.9035
OGFRL1	-0.156
KIAA0831	-0.350125
PPP1R15A	-1.59066666666667
C1orf96	-1.82335714285714
C12orf11	-0.7805
BMF	-0.535375
MAN1A1	-0.212
KIAA1600	0.111833333333333
NLGN4X	-1.1375
ALOX12	-0.672
RB1CC1	0.0345
NEIL2	-0.2431
EIF4E	0.533818181818182
ABHD5	0.99375
EXOC4	-0.7855
CIP29	0.2115
BATF2	2.1675
SLC29A4	0.054
HTR4	0.23175
EMB	-2.15825
TRAF6	1.08325
LMNB1	-4.586
FAM19A5	-1.601375
SHE	1.14266666666667
PIK3C2B	-0.68125
C15orf15	0.7166
USP15	0.1878
TCEAL2	0.78725
C5orf39	-1.34116666666667
PTGER2	-0.55825
SLC31A1	-0.8125
IFT172	-1.1565
ADAM29	0.189
GFOD1	-3.32675
ST7L	0.782
C15orf26	-2.0455
PKN3	-1.11575
CNTD1	3.7195
COMMD1	1.549375
NTRK2	0.245909090909091
FOXN3	-0.55225
MFGE8	-1.5513
PFKFB2	1.97566666666667
TAS2R4	0.30325
ENTHD1	0.493166666666667
PRMT5	-0.810875
MGC16384	-2.608375
LOC442229	0.39725
TSKU	-0.379
KRTCAP3	0.43675
PDLIM1	-0.1631
KCNS2	0.6975
RNF126	-0.268833333333333
CEP63	-0.69375
CLIC4	1.104875
hCG_1990170	1.131
ACR	0.6982
KLK7	0.545
ALOX5AP	2.671125
RIPK3	2.11975
TAS2R9	0.719
C19orf18	0.934
BIRC6	-1.06421428571429
ZNF16	0.1355
RFT1	-0.9715
SLC8A2	-0.6905
TACC1	0.354375
ITGAD	2.54675
SAMHD1	0.26975
SH3PXD2B	-0.9067
EPC2	-0.337
C20orf85	0.29575
ATP13A2	-0.2
KRT4	1.33925
CAPNS1	0.203
MDM2	0.165583333333333
PCDH20	1.59075
KCNK9	0.9925
OR2C1	0.793
KLHDC3	-0.254333333333333
IPPK	-0.063
EFHD2	-1.02175
GALR3	1.54175
NBEA	2.09816666666667
ABCA6	1.1413
CLDN3	-0.212166666666667
AKT2	-0.432071428571429
EGFR	-1.6175
RBM16	-0.6485
ZDHHC3	1.3813
SLC25A4	3.63283333333333
CYB5B	-0.043
CPXM1	-1.87625
NDRG1	-0.617230769230769
FLJ43826	0.93
OR5L2	0.917
FARP2	0.5353
MRPL46	0.644416666666667
LDHAL6B	0.92
MAPKAPK3	1.256
NCAM2	-3.499
PRKD2	-1.76583333333333
ZFP36L1	0.1517
CYSLTR1	-0.5905
OR4C3	0.35575
HIST1H2AJ	1.922
CCNB2	-5.28455555555556
ZNF10	-0.309375
TMEM175	0.1445
FAM134A	0.1065
TIGD4	0.6
PCNP	0.285
MGC39715	-0.156333333333333
LQK1	1.23975
CREB1	-0.349
TMPRSS3	-0.75025
C4orf32	-1.3245
LAT	-2.22741666666667
KCNA3	0.8095
SKIV2L2	-1.3595
ROPN1B	-2.0385
tcag7.23	-0.0145
CDT1	-3.824625
ZHX2	-0.095125
CD28	-3.4115
ZNF624	1.1865
SEPT2	-0.95975
SOHLH2	-1.804375
MCOLN3	0.443125
UNQ1945	1.4365
MASP2	-1.4485
ZNRF3	-0.7133
GPATCH3	-0.161
AGL	0.9115
QRICH2	-1.098
PSD4	-1.51
CCNB1IP1	1.76075
ENPP7	0.84775
OBFC1	2.923
KCNG3	-0.8135
C14orf79	0.37975
ENPEP	-0.596666666666667
SCT	1.0725
SKI	-0.0427500000000001
SEC61G	-1.984
CAPN11	0.3765
ATXN7L3	-0.517
DBNDD1	-0.3525
FAIM	0.36375
ANKRD36	-2.852
GABRP	-0.1685
TACSTD2	-0.1408
EIF3J	-1.544
PPP2R2A	-0.936
TEKT4	-0.9935
PVALB	3.28633333333333
F10	-2.9645
FAM134C	1.016
COMP	-1.014375
EFCBP1	-2.345375
SCLT1	0.066625
TAL1	-0.4845
ACSL1	1.38675
ABCC5	0.497333333333333
ABL1	-0.7915
RBBP7	-0.808833333333333
PTPRG	0.74125
NCOR1	-1.0394
SPINK4	-1.97366666666667
TXNRD1	-2.1389
TNRC15	-1.908625
C9orf138	0.125875
UBE2H	0.223333333333333
BRDT	-0.0481666666666666
C8orf31	0.93775
CCNE2	-3.51345454545455
SLC6A8	-0.871875
CALCR	-3.1255
PPP1CB	0.728166666666667
ABHD8	1.06725
ARF5	0.5115
SLC24A4	0.505
CCT3	-1.8385
ZNF121	-1.751
SLC3A2	-0.7251
OR13A1	1.0695
SLC5A10	2.598
RAD50	0.443875
IER5	-0.497
MTHFD1L	-1.073375
MBTPS2	-0.214
MVK	1.490625
NCL	-2.8911
PSMD10	-0.4755
MOBP	0.51525
FLJ32894	-0.2265
HRH1	-1.60283333333333
C5orf30	-0.87
NUDT16L1	2.4914
RASGRP3	2.59166666666667
PRKRIP1	-0.1194
CCDC75	-1.1385
LOC253970	0.64975
KIAA1239	0.306666666666667
MED21	1.33575
SYT11	2.42108333333333
NTSR2	1.0855
EGFL11	2.821
CXorf59	0.8545
OR2A25	0.6565
SPTBN2	-0.7275
LRMP	-0.581
RNF111	0.9575
PTH	0.361
LOC619208	3.49183333333333
KIAA0895	1.7345
RANBP5	-0.863875
P2RY10	-0.0528333333333333
NME5	6.012
DDX21	-2.1865
LRSAM1	-0.981
HDAC11	1.45733333333333
VMO1	3.05125
NOLA2	-0.189166666666667
ADAR	-1.88408333333333
MTO1	-0.6035
SF4	-0.624333333333333
P2RX1	0.0671666666666667
HBM	2.292
EN2	1.683
C14orf172	0.074
TM9SF2	0.6944
INHBE	0.224166666666667
TCTE3	0.735583333333333
TOX2	-4.07825
CTAGE3	-0.053375
HBB	6.773
MED15	-1.9705
CASR	5.327
C6orf66	1.09866666666667
MTPN	-0.981625
UNC50	0.14175
C21orf33	0.799375
IRF2	0.737
PGR	-3.3038
GPR84	1
CROCCL1	-2.837
SRPX	-3.9665
BRE	0.0473333333333333
FGF10	-0.52075
SDC3	-1.64633333333333
ZRSR1	-1.1215
DKFZP434P211	-0.666375
SOX6	0.05
RPUSD2	-0.36
C14orf173	-0.703666666666667
MAPK11	-0.0435
TBC1D22A	0.092
FAM123A	-0.46
COL4A6	-2.25016666666667
TOMM70A	0.334
NAB1	0.17775
MGC16385	-1.08975
TSPAN18	-1.319
MED31	2.81475
PLG	0.4695
CAPSL	1.581
ZNF532	-1.29011111111111
ASB14	0.450666666666667
CA8	-2.7435
NUDT16P	4.8545
SLFN11	-1.9735
LRRIQ2	-0.479625
NOL7	-0.7115
BRMS1L	0.10775
JARID1A	-1.89616666666667
PANK2	-0.77675
ICAM3	2.2465
MDS1	2.37675
TAF8	-0.34425
RNF139	0.36325
ZNF594	-1.906
ADAM8	-0.74025
SFTPC	0.31225
MAN2B2	0.143125
RGS12	-0.675875
EIF1AY	-4.12941666666667
LRRIQ1	-0.3605
GPR150	1.529
CCDC21	-1.05416666666667
PRRG3	0.4075
SAA4	-4.37575
RAPGEF5	0.21825
ZCCHC2	-1.70425
MGC39372	2.1995
PPP4R2	-0.743333333333333
CDCA2	-3.8755
OR4D5	1.04466666666667
PTGFRN	-1.0741
SIGLEC5	-0.3055
C19orf61	-1.35866666666667
NMUR2	0.8905
KIAA1586	-2.04966666666667
DAGLA	-0.257333333333333
CHCHD6	1.958
GPR32	0.751
NEUROD6	0.1518
SLC2A4RG	0.577125
CA5B	0.16125
FBXL3	2.85275
MPHOSPH9	-0.52425
HMG2L1	-0.38575
HCN4	0.955666666666667
CEACAM19	-1.1265
SH2D4B	0.333833333333333
HFE2	0.2935
TGM4	1.4125
LYPD2	0.71125
TBC1D15	0.694
MRPS21	-0.0285
NONO	-2.334
CLEC5A	1.138375
ITCH	0.2706
MGAT3	-2.135
MBP	0.1485
RPP25	0.4035
SOSTDC1	-2.0545
HRC	-0.49375
TRIM48	0.236
TMEM133	-0.08375
ECEL1P2	-0.41175
HOXC11	-0.428
DOK5	4.592
HELZ	-1.46216666666667
LOC348180	1.169
MGC33894	0.96475
ADRB3	0.8845
DMD	0.524666666666667
PTRH2	-0.8205
MPEG1	2.56116666666667
NDUFA12	1.84716666666667
KRTAP2-4	0.620666666666667
STAMBPL1	-0.4035
ADCY2	-1.2936
UNQ6125	0.199
KLHL20	-1.33166666666667
SRM	-1.84825
OTC	0.69025
TMIE	1.37983333333333
SNX8	0.983
LIPK	0.526
CHURC1	0.409666666666667
KLC2	0.6925
HDAC1	-1.9355
FAM128A	-0.9335
FNDC3B	-0.6476
MTCP1	0.963666666666667
WFDC10B	0.2681
PCDHGB3	-0.252
ATRNL1	-1.0509
CAV2	-0.453375
MED26	-0.502333333333333
DUS1L	0.13575
CHRM3	-1.653625
NEK9	-0.68675
WARS2	-1.10525
TBX22	-0.797
TOMM40	-1.48125
RP6-213H19.1	-2.98783333333333
TUBGCP5	-0.7405
IGSF6	5.271
TPPP	0.4995
UNQ6190	0.05
GSTM5	2.624875
BTD	0.7035
PDCD1LG2	-0.0285
SNRPB2	-0.599333333333333
ERICH1	-0.631375
APOA4	-1.1275
HOXA11	-0.79725
NARG1	-1.547875
MKX	0.61475
RAB28	0.0393076923076923
PKP3	-4.20625
SH3GL2	5.22025
CTSO	1.85725
RPN2	0.0113750000000001
IL28RA	-0.300166666666667
SFMBT1	-0.7285
WDR57	-0.473625
FER1L3	-1.2065
HSF5	0.547
TTC9B	1.6555
C4BPA	-3.37283333333333
ALB	-2.66561538461538
SORBS3	-0.735125
UPF2	-1.729
JPH1	-0.3865
AGBL2	-0.03075
DOPEY1	0.629
TERF1	-0.904666666666667
KIF22	-0.500166666666667
NINJ1	1.40125
SEC61A2	-0.247166666666667
HIST1H1D	-2.91333333333333
SFXN4	1.93675
UCP3	0.3391
ZNF703	0.531666666666667
MYL6B	0.12275
TREM1	1.77975
OR52E6	0.3415
CKMT2	6.60225
HLA-C	1.327875
SLC13A3	-1.208
TIMP4	-0.911
SLIT2	-0.17525
RSF1	-1.2495
LONRF1	-1.50007142857143
MON1A	0.566166666666667
CACNG6	-1.1025
DPPA4	-5.644
ZSWIM3	0.82625
ZNF804A	0.214333333333333
CCIN	0.42325
SLC25A31	0.175666666666667
KCNMB4	-1.777
RABL5	1.396625
GALNS	0.615
STX6	-1.297875
HIST1H1C	-3.18516666666667
CIDEB	-0.6695
CASP4	0.119333333333333
PDK3	-0.9343
KCNJ11	0.946
TPR	-3.019375
ZSCAN20	-1.5575
MTX2	0.94175
HIST1H2BH	-2.082
LOC283767	-1.4985
LYRM7	0.248277777777778
BRD3	-3.12
HIST1H2BO	-1.87425
MAGEB10	0.244
SLC45A1	0.24375
SERPINA3	-3.31445
KIAA0143	-0.10675
KCNJ16	8.93433333333333
KRT79	-0.072
FABP2	-0.12825
NUT	-0.192
ZNF57	1.76425
FBXL4	-0.385125
CLEC9A	1.5705
UGT8	2.6455
BMP2K	-0.76325
MAPK4	-2.33375
SLC25A23	0.1929
HINT1	0.905
KRTAP13-1	0.2085
SFXN5	0.0939
CHCHD2	1.493
FAM3D	0.4705
NDP	-2.48375
RHOBTB1	-2.53933333333333
SLC4A4	3.62425
RPL38	0.27325
HTF9C	-0.631166666666667
AP2A2	0.263
ZBTB46	-0.1845
MAP7D1	-1.32025
AOX1	-2.07766666666667
CYR61	-1.3745
DTNA	-1.59592307692308
JRKL	0.25925
TMOD3	-1.613
EEA1	-0.8647
ADCK5	-0.823
IL1R1	1.0535
KLK3	0.851142857142857
HRSP12	1.44475
KTN1	-1.20675
LOH11CR2A	1.289
RELL2	1.314
MAB21L1	0.46525
C20orf59	-0.0401666666666667
PHKB	0.28075
ADAM2	-1.40833333333333
TBC1D8B	0.945
FAM13A1	-0.7740625
LAPTM4B	-2.29683333333333
LCN8	0.3145
TMEM147	1.2615
SYT4	0.0128333333333333
XPO7	-2.2875
C9orf62	1.6385
GPR75	-0.3785
TRIM5	0.9655
APOC1	0.852333333333333
RNASE4	-3.06433333333333
PARD6B	-0.75425
ARID1A	-2.01383333333333
TPD52L3	-0.158555555555556
RRAGB	1.63416666666667
RCN2	-0.592333333333333
HIST2H2BE	-0.9449375
STARD7	0.05525
SHMT2	-1.0685
KIAA1751	0.347333333333333
MLYCD	2.03575
LOC162632	-0.1112
UQCRH	-0.50725
RP11-217H1.1	0.8521875
SDHA	-0.537
NCLN	-1.3444
ZNF17	0.160666666666667
RCBTB2	0.3615
VEGFB	1.5175
RP4-747L4.3	-2.08175
COLQ	-0.1333
MPN2	-0.6745
DRG2	0.1465
KLRB1	3.8535
ALPK2	-3.562
DNASE2B	1.7405
FLJ23834	-0.2095
AXUD1	1.096
SAFB	-1.4861
NSUN4	-0.0325
RFX2	0.0606666666666667
MAPK8IP1	0.615833333333333
FANCD2	-2.03928571428571
ANKZF1	-3.13516666666667
C19orf50	-0.803625
DUSP8	-0.530625
SENP5	-0.04825
NFKBIL2	-0.79175
LBR	-2.825875
IGFL1	0.4215
LZTS2	-1.819
IL2RG	-0.977625
CCDC51	2.29875
KLF3	-0.965125
ANKRD37	1.5025
KCTD14	2.04133333333333
FZR1	0.44975
SLC44A4	-1.1092
ESPL1	-1.20175
GMPR2	0.1683
TBC1D19	-0.113
ERGIC1	1.21548148148148
ERBB4	3.1248
TSPAN32	0.129083333333333
MAP4	-0.71175
GPHN	0.15025
SLC6A2	1.945375
HIVEP1	-0.75975
DFFB	-0.863
EIF4EBP2	0.638875
DMRT1	0.596333333333333
HSPB6	-0.08275
IER2	-1.2455
AIFM1	-0.13875
WWC2	-0.267666666666667
MRPL4	1.25925
FLJ21062	1.14966666666667
EPB41L4A	1.436
SH2D6	0.41975
TAF4B	-1.271
GAL3ST3	0.542
MALT1	-2.79816666666667
RTDR1	5.07125
ARVCF	-1.122
MEX3B	-3.0575
FBXO16	1.48175
KIF7	-2.449
C1QC	5.0305
ZNF783	-1.61933333333333
ZNF85	-1.2565
MMP13	0.016
KIAA0329	-1.221375
RTP3	-0.6555
ZBED3	-1.5335
CLGN	-4.6515
SLC25A37	-2.11808333333333
hCG_18290	0.489
OR5AS1	0.089
SMARCC2	-0.722166666666666
FAM109A	0.0388333333333333
CCDC12	0.45225
USF2	0.0312
DEPDC7	-2.79375
C20orf24	0.625833333333333
JMJD3	-0.776
DSP	-2.45664285714286
SLIC1	0.420125
FAM20A	0.2945
IRF2BP2	-1.339625
ZNF230	-0.876
MSN	-1.569
SLC9A5	-1.5185
EPDR1	0.5241
MUSK	0.774
ZNF434	0.7625
